gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity	segment
gene:TraesCS5A02G000100	Chr5A	10126	18461	-	14293	Chr5A	21379	29714	-	25546	1.0	1.0	collinear
gene:TraesCS5A02G000200	Chr5A	20226	23967	+	22096	Chr5A	31479	35220	+	33349	1.0	1.0	collinear
gene:TraesCS5A02G000300	Chr5A	28171	30032	-	29101	Chr5A	39704	41565	-	40634	1.0	1.0	collinear
gene:TraesCS5A02G000500	Chr5A	306572	306895	-	306733	Chr5A	312889	313212	-	313050	1.0	1.0	collinear
gene:TraesCS5A02G000600	Chr5A	638578	644527	+	641552	Chr5A	642212	648161	+	645186	1.0	1.0	collinear
gene:TraesCS5A02G000700	Chr5A	644719	646234	+	645476	Chr5A	648353	649868	+	649110	1.0	1.0	collinear
gene:TraesCS5A02G000800	Chr5A	653903	654847	+	654375	Chr5A	657258	658202	+	657730	1.0	1.0	collinear
gene:TraesCS5A02G000900	Chr5A	692543	694327	+	693435	Chr5A	4512625	4514409	+	4513517	1.0	1.0	collinear
gene:TraesCS5A02G001000	Chr5A	835966	836319	+	836142	Chr5A	4654851	4655204	+	4655027	1.0	1.0	collinear
gene:TraesCS5A02G001100	Chr5A	855353	858565	-	856959	Chr5A	4674066	4677278	-	4675672	1.0	1.0	collinear
gene:TraesCS5A02G001200	Chr5A	1114075	1114440	-	1114257	Chr5A	4924335	4924700	-	4924517	1.0	1.0	collinear
gene:TraesCS5A02G001300	Chr5A	1200615	1201335	-	1200975	Chr5A	5010004	5010724	-	5010364	1.0	1.0	collinear
gene:TraesCS5A02G001400	Chr5A	1202119	1202601	+	1202360	Chr5A	5011508	5011990	+	5011749	1.0	1.0	collinear
