gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity	segment
gene:TraesCS6A02G000100	Chr6A	56821	58390	+	57605	Chr6A	366394	367963	-	367178	1.0	1.0	collinear
gene:TraesCS6A02G000200	Chr6A	103455	110107	+	106781	Chr6A	314764	321416	-	318090	1.0	1.0	collinear
gene:TraesCS6A02G000300	Chr6A	286171	288047	+	287109	Chr6A	136710	138586	-	137648	1.0	1.0	collinear
gene:TraesCS6A02G000400	Chr6A	288059	291030	+	289544	Chr6A	133727	136698	-	135212	1.0	1.0	collinear
gene:TraesCS6A02G000500	Chr6A	571479	575107	-	573293	Chr6A	1795107	1798735	+	1796921	1.0	1.0	collinear
gene:TraesCS6A02G000600	Chr6A	610042	615530	+	612786	Chr6A	1755053	1760541	-	1757797	1.0	1.0	collinear
gene:TraesCS6A02G000700	Chr6A	616773	620979	-	618876	Chr6A	1749604	1753810	+	1751707	1.0	1.0	collinear
gene:TraesCS6A02G000800	Chr6A	629428	634290	+	631859	Chr6A	1736293	1741155	-	1738724	1.0	1.0	collinear
gene:TraesCS6A02G000900	Chr6A	634738	636233	+	635485	Chr6A	1734350	1735845	-	1735097	1.0	1.0	collinear
gene:TraesCS6A02G001000	Chr6A	637025	639371	+	638198	Chr6A	1731212	1733558	-	1732385	1.0	1.0	collinear
gene:TraesCS6A02G001100	Chr6A	637766	644465	-	641115	Chr6A	1726118	1732817	+	1729467	1.0	1.0	collinear
gene:TraesCS6A02G001200	Chr6A	734214	735473	-	734843	Chr6A	1637467	1638366	+	1637916	0.996	0.995	collinear
gene:TraesCS6A02G001300	Chr6A	766648	769202	+	767925	Chr6A	1603869	1606423	-	1605146	1.0	1.0	collinear
gene:TraesCS6A02G001400	Chr6A	771942	774641	-	773291	Chr6A	1598430	1601129	+	1599779	1.0	1.0	collinear
gene:TraesCS6A02G001500	Chr6A	786731	788315	+	787523	Chr6A	1585256	1586840	-	1586048	1.0	1.0	collinear
gene:TraesCS6A02G001600	Chr6A	795316	801602	-	798459	Chr6A	1571969	1578255	+	1575112	1.0	1.0	collinear
gene:TraesCS6A02G001700	Chr6A	811604	816032	+	813818	Chr6A	1558018	1562446	-	1560232	1.0	1.0	collinear
gene:TraesCS6A02G001800	Chr6A	818204	825117	-	821660	Chr6A	1548933	1555846	+	1552389	1.0	1.0	collinear
gene:TraesCS6A02G001900	Chr6A	860722	867161	-	863941	Chr6A	1507215	1513654	+	1510434	1.0	1.0	collinear
