gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity	segment
gene:TraesCS2D02G000100	Chr2D	31254	37172	+	34213	Chr2D	1501078	1506996	-	1504037	1.0	1.0	collinear
gene:TraesCS2D02G000200	Chr2D	39478	40878	-	40178	Chr2D	1497596	1498996	+	1498296	1.0	1.0	collinear
gene:TraesCS2D02G000300	Chr2D	58039	62377	-	60208	Chr2D	1476095	1480433	+	1478264	1.0	1.0	collinear
gene:TraesCS2D02G000400	Chr2D	261645	262190	+	261917	Chr2D	1277637	1278182	-	1277909	1.0	1.0	collinear
gene:TraesCS2D02G000500	Chr2D	273562	277000	+	275281	Chr2D	1263525	1266963	-	1265244	1.0	1.0	collinear
gene:TraesCS2D02G000600	Chr2D	278541	286171	-	282356	Chr2D	1254354	1261984	+	1258169	1.0	1.0	collinear
gene:TraesCS2D02G000700	Chr2D	370037	371169	-	370603	Chr2D	1551614	1552746	-	1552180	1.0	1.0	collinear
gene:TraesCS2D02G000800	Chr2D	386164	389633	+	387898	Chr2D	1565294	1568763	+	1567028	1.0	1.0	collinear
gene:TraesCS2D02G000900	Chr2D	396204	398760	+	397482	Chr2D	1575334	1577890	+	1576612	1.0	1.0	collinear
gene:TraesCS2D02G001000	Chr2D	460961	479644	+	470302	Chr2D	1638874	1657343	+	1648108	1.0	1.0	collinear
gene:TraesCS2D02G001100	Chr2D	508313	509233	+	508773	Chr2D	1685191	1686111	+	1685651	1.0	1.0	collinear
gene:TraesCS2D02G001200	Chr2D	514511	516352	+	515431	Chr2D	1691007	1692848	+	1691927	1.0	1.0	collinear
gene:TraesCS2D02G001300	Chr2D	672180	675387	+	673783	Chr2D	1848432	1851639	+	1850035	1.0	1.0	collinear
gene:TraesCS2D02G001400	Chr2D	676084	679951	-	678017	Chr2D	1852336	1856203	-	1854269	1.0	1.0	collinear
gene:TraesCS2D02G001500	Chr2D	682076	684242	+	683159	Chr2D	1858328	1860494	+	1859411	1.0	1.0	collinear
gene:TraesCS2D02G001600	Chr2D	1522616	1526387	-	1524501	Chr2D	2868088	2871859	-	2869973	1.0	1.0	collinear
gene:TraesCS2D02G001700	Chr2D	1587835	1590219	+	1589027	Chr2D	2929953	2932337	+	2931145	1.0	1.0	collinear
gene:TraesCS2D02G001800	Chr2D	1601514	1610005	+	1605759	Chr2D	2943403	2951516	+	2947459	1.0	1.0	collinear
gene:TraesCS2D02G001900	Chr2D	1621473	1622372	+	1621922	Chr2D	2962688	2963587	+	2963137	1.0	1.0	collinear
gene:TraesCS2D02G002000	Chr2D	1637801	1638394	+	1638097	Chr2D	2978400	2978993	+	2978696	1.0	1.0	collinear
gene:TraesCS2D02G002100	Chr2D	1659498	1660097	+	1659797	Chr2D	2999903	3000502	+	3000202	1.0	1.0	collinear
gene:TraesCS2D02G002200	Chr2D	1912608	1922943	-	1917775	Chr2D	3250023	3260358	-	3255190	1.0	1.0	collinear
gene:TraesCS2D02G002300	Chr2D	1958491	1962796	-	1960643	Chr2D	3294936	3299241	-	3297088	1.0	1.0	collinear
gene:TraesCS2D02G002400	Chr2D	1991646	1993786	+	1992716	Chr2D	3327158	3329298	+	3328228	1.0	1.0	collinear
gene:TraesCS2D02G002500	Chr2D	2014157	2015713	+	2014935	Chr2D	3349669	3351225	+	3350447	1.0	1.0	collinear
gene:TraesCS2D02G002600	Chr2D	2045570	2048979	+	2047274	Chr2D	3380815	3384224	+	3382519	1.0	1.0	collinear
gene:TraesCS2D02G002700	Chr2D	2115323	2115619	+	2115471	Chr2D	3450036	3450332	+	3450184	1.0	1.0	collinear
gene:TraesCS2D02G002800	Chr2D	2137360	2144694	-	2141027	Chr2D	3472073	3479407	-	3475740	1.0	1.0	collinear
gene:TraesCS2D02G002900	Chr2D	2197455	2197754	+	2197604	Chr2D	3531832	3532131	+	3531981	1.0	1.0	collinear
gene:TraesCS2D02G003000	Chr2D	2222670	2223061	+	2222865	Chr2D	3556464	3556855	+	3556659	1.0	1.0	collinear
gene:TraesCS2D02G003100	Chr2D	2238178	2238867	+	2238522	Chr2D	3571038	3571727	+	3571382	1.0	1.0	collinear
gene:TraesCS2D02G003200	Chr2D	2257606	2263626	+	2260616	Chr2D	3591018	3597038	+	3594028	1.0	1.0	collinear
gene:TraesCS2D02G003400	Chr2D	2322337	2328568	-	2325452	Chr2D	3655524	3661755	-	3658639	1.0	1.0	collinear
gene:TraesCS2D02G003500	Chr2D	2341476	2345460	+	2343468	Chr2D	3674417	3678401	+	3676409	1.0	1.0	collinear
gene:TraesCS2D02G003600	Chr2D	2357775	2359541	+	2358658	Chr2D	3690716	3692482	+	3691599	1.0	1.0	collinear
gene:TraesCS2D02G003700	Chr2D	2362426	2363179	+	2362802	Chr2D	3695367	3696120	+	3695743	1.0	1.0	collinear
gene:TraesCS2D02G003800	Chr2D	2439831	2443271	-	2441551	Chr2D	3765539	3768979	-	3767259	1.0	1.0	collinear
gene:TraesCS2D02G003900	Chr2D	2448415	2452565	-	2450490	Chr2D	3774123	3778273	-	3776198	1.0	1.0	collinear
gene:TraesCS2D02G004000	Chr2D	2470169	2474909	-	2472539	Chr2D	3795476	3800216	-	3797846	1.0	1.0	collinear
gene:TraesCS2D02G004100	Chr2D	2475035	2480695	+	2477865	Chr2D	3800342	3806002	+	3803172	1.0	1.0	collinear
gene:TraesCS2D02G004200	Chr2D	2492159	2496015	+	2494087	Chr2D	3817203	3821059	+	3819131	1.0	1.0	collinear
gene:TraesCS2D02G004300	Chr2D	2510738	2512279	-	2511508	Chr2D	3835782	3837323	-	3836552	1.0	1.0	collinear
gene:TraesCS2D02G004400	Chr2D	2515567	2515967	-	2515767	Chr2D	3840477	3840877	-	3840677	1.0	1.0	collinear
gene:TraesCS2D02G004500	Chr2D	2538170	2544036	-	2541103	Chr2D	3862827	3868693	-	3865760	1.0	1.0	collinear
gene:TraesCS2D02G004600	Chr2D	2547521	2551068	+	2549294	Chr2D	3872178	3875725	+	3873951	1.0	1.0	collinear
gene:TraesCS2D02G004700	Chr2D	2614485	2615345	+	2614915	Chr2D	3938100	3938960	+	3938530	1.0	1.0	collinear
gene:TraesCS2D02G004800	Chr2D	2642525	2652781	+	2647653	Chr2D	3965922	3976178	+	3971050	1.0	1.0	collinear
gene:TraesCS2D02G004900	Chr2D	2676802	2680722	-	2678762	Chr2D	4000271	4004191	-	4002231	1.0	1.0	collinear
gene:TraesCS2D02G005000	Chr2D	2692818	2697163	-	2694990	Chr2D	4016287	4020632	-	4018459	1.0	1.0	collinear
gene:TraesCS2D02G005100	Chr2D	2750445	2760123	+	2755284	Chr2D	4073539	4083217	+	4078378	1.0	1.0	collinear
gene:TraesCS2D02G005200	Chr2D	2809560	2811673	+	2810616	Chr2D	4132072	4134185	+	4133128	1.0	1.0	collinear
gene:TraesCS2D02G005300	Chr2D	2814975	2818539	+	2816757	Chr2D	4137487	4141051	+	4139269	1.0	1.0	collinear
gene:TraesCS2D02G005400	Chr2D	2874260	2876323	-	2875291	Chr2D	4196126	4198189	-	4197157	1.0	1.0	collinear
gene:TraesCS2D02G005500	Chr2D	2890436	2894836	+	2892636	Chr2D	4211933	4216333	+	4214133	1.0	1.0	collinear
gene:TraesCS2D02G005600	Chr2D	2903036	2904607	-	2903821	Chr2D	4224203	4225774	-	4224988	1.0	1.0	collinear
gene:TraesCS2D02G005700	Chr2D	2908880	2910567	+	2909723	Chr2D	4230047	4231734	+	4230890	1.0	1.0	collinear
gene:TraesCS2D02G005800	Chr2D	2930502	2932229	+	2931365	Chr2D	4251656	4253383	+	4252519	1.0	1.0	collinear
gene:TraesCS2D02G005900	Chr2D	2934170	2934364	+	2934267	Chr2D	4255052	4255246	+	4255149	1.0	1.0	collinear
gene:TraesCS2D02G006000	Chr2D	2947075	2948595	-	2947835	Chr2D	4267957	4269477	-	4268717	1.0	1.0	collinear
gene:TraesCS2D02G006100	Chr2D	2960492	2960935	-	2960713	Chr2D	4288495	4288938	-	4288716	1.0	1.0	collinear
gene:TraesCS2D02G006200	Chr2D	3004751	3005458	+	3005104	Chr2D	4332754	4333461	+	4333107	1.0	1.0	collinear
gene:TraesCS2D02G006300	Chr2D	3012304	3012696	+	3012500	Chr2D	4340309	4340701	+	4340505	1.0	1.0	collinear
gene:TraesCS2D02G006400	Chr2D	3015966	3019815	-	3017890	Chr2D	4343971	4347820	-	4345895	1.0	1.0	collinear
gene:TraesCS2D02G006500	Chr2D	3033744	3035806	-	3034775	Chr2D	4361374	4363436	-	4362405	1.0	1.0	collinear
gene:TraesCS2D02G006600	Chr2D	3077076	3080377	+	3078726	Chr2D	4407635	4410936	+	4409285	1.0	1.0	collinear
gene:TraesCS2D02G006700	Chr2D	3080491	3084752	-	3082621	Chr2D	4411050	4415311	-	4413180	1.0	1.0	collinear
