gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity	segment
gene:TraesCS3A02G000100	Chr3A	14528	17889	-	16208	Chr3A	1874716	1878077	+	1876396	1.0	1.0	collinear
gene:TraesCS3A02G000200	Chr3A	41683	44884	-	43283	Chr3A	1851990	1855191	+	1853590	1.0	1.0	collinear
gene:TraesCS3A02G000300	Chr3A	84561	87232	-	85896	Chr3A	1810370	1813041	+	1811705	1.0	1.0	collinear
gene:TraesCS3A02G000400	Chr3A	95678	97870	-	96774	Chr3A	1799868	1802060	+	1800964	1.0	1.0	collinear
gene:TraesCS3A02G000500	Chr3A	129964	132254	-	131109	Chr3A	1765916	1768206	+	1767061	1.0	1.0	collinear
gene:TraesCS3A02G000600	Chr3A	177219	179017	-	178118	Chr3A	1718802	1720600	+	1719701	1.0	1.0	collinear
gene:TraesCS3A02G000700	Chr3A	204727	208013	-	206370	Chr3A	1689700	1692986	+	1691343	1.0	1.0	collinear
gene:TraesCS3A02G000800	Chr3A	397801	400871	-	399336	Chr3A	1499856	1502926	+	1501391	1.0	1.0	collinear
gene:TraesCS3A02G000900	Chr3A	409621	416203	-	412912	Chr3A	1484524	1491106	+	1487815	1.0	1.0	collinear
gene:TraesCS3A02G001000	Chr3A	425011	425988	-	425499	Chr3A	1474897	1475874	+	1475385	1.0	1.0	collinear
gene:TraesCS3A02G001100	Chr3A	430147	432865	+	431506	Chr3A	1468020	1470738	-	1469379	1.0	1.0	collinear
gene:TraesCS3A02G001200	Chr3A	437746	441793	+	439769	Chr3A	1459092	1463139	-	1461115	1.0	1.0	collinear
gene:TraesCS3A02G001300	Chr3A	912044	912421	-	912232	Chr3A	913921	914298	+	914109	1.0	1.0	collinear
gene:TraesCS3A02G001400	Chr3A	987488	987772	-	987630	Chr3A	839915	840199	+	840057	1.0	1.0	collinear
gene:TraesCS3A02G001500	Chr3A	1028128	1031945	+	1030036	Chr3A	797055	800872	-	798963	1.0	1.0	collinear
gene:TraesCS3A02G001600	Chr3A	1055242	1059496	-	1057369	Chr3A	769504	773758	+	771631	1.0	1.0	collinear
gene:TraesCS3A02G001700	Chr3A	1304381	1309289	+	1306835	Chr3A	186582	191490	-	189036	1.0	1.0	collinear
gene:TraesCS3A02G001800	Chr3A	1313066	1315898	-	1314482	Chr3A	180062	182894	+	181478	1.0	1.0	collinear
gene:TraesCS3A02G001900	Chr3A	1325708	1326744	-	1326226	Chr3A	169216	170252	+	169734	1.0	1.0	collinear
gene:TraesCS3A02G002000	Chr3A	1328508	1329908	-	1329208	Chr3A	166052	167452	+	166752	1.0	1.0	collinear
