gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity	segment
gene:TraesCS6B02G000100	Chr6B	111505	117469	-	114487	Chr6B	6058433	6064397	-	6061415	1.0	1.0	collinear
gene:TraesCS6B02G000200	Chr6B	127120	139165	-	133142	Chr6B	6073629	6085473	-	6079551	1.0	1.0	collinear
gene:TraesCS6B02G000300	Chr6B	163680	173488	-	168584	Chr6B	6109988	6119796	-	6114892	1.0	1.0	collinear
gene:TraesCS6B02G000400	Chr6B	185379	185882	+	185630	Chr6B	6131687	6132190	+	6131938	1.0	1.0	collinear
gene:TraesCS6B02G000500	Chr6B	197644	198153	+	197898	Chr6B	6143708	6144217	+	6143962	1.0	1.0	collinear
gene:TraesCS6B02G000600	Chr6B	260456	260755	-	260605	Chr6B	6209322	6209621	-	6209471	1.0	1.0	collinear
gene:TraesCS6B02G000700	Chr6B	293059	296128	-	294593	Chr6B	6241261	6244330	-	6242795	1.0	1.0	collinear
gene:TraesCS6B02G000800	Chr6B	484200	485669	+	484934	Chr6B	6428591	6430060	+	6429325	1.0	1.0	collinear
gene:TraesCS6B02G000900	Chr6B	608571	610157	-	609364	Chr6B	6561579	6563165	-	6562372	1.0	1.0	collinear
gene:TraesCS6B02G001000	Chr6B	697792	700255	+	699023	Chr6B	6650653	6653116	+	6651884	1.0	1.0	collinear
gene:TraesCS6B02G001100	Chr6B	701374	702030	+	701702	Chr6B	6654235	6654891	+	6654563	1.0	1.0	collinear
gene:TraesCS6B02G001200	Chr6B	702076	702636	+	702356	Chr6B	6654937	6655497	+	6655217	1.0	1.0	collinear
gene:TraesCS6B02G001300	Chr6B	728447	731986	-	730216	Chr6B	6681035	6684891	-	6682963	1.0	1.0	collinear
gene:TraesCS6B02G001400	Chr6B	944442	945674	+	945058	Chr6B	2592173	2593405	-	2592789	1.0	1.0	collinear
gene:TraesCS6B02G001500	Chr6B	1002899	1011655	+	1007277	Chr6B	2526521	2535277	-	2530899	1.0	1.0	collinear
gene:TraesCS6B02G001600	Chr6B	1019074	1020443	+	1019758	Chr6B	2517733	2519102	-	2518417	1.0	1.0	collinear
gene:TraesCS6B02G001700	Chr6B	1131389	1133229	-	1132309	Chr6B	2406408	2408248	+	2407328	1.0	1.0	collinear
gene:TraesCS6B02G001800	Chr6B	1182266	1182556	+	1182411	Chr6B	2357583	2357873	-	2357728	1.0	1.0	collinear
gene:TraesCS6B02G001900	Chr6B	1218446	1273798	+	1246122	Chr6B	2268422	2322053	-	2295237	1.0	1.0	collinear
gene:TraesCS6B02G002000	Chr6B	1368051	1370548	+	1369299	Chr6B	2173392	2175889	-	2174640	1.0	1.0	collinear
gene:TraesCS6B02G002100	Chr6B	1375265	1436005	+	1405635	Chr6B	2108038	2168675	-	2138356	1.0	1.0	collinear
gene:TraesCS6B02G002200	Chr6B	1569738	1574401	-	1572069	Chr6B	1970495	1975158	+	1972826	1.0	1.0	collinear
gene:TraesCS6B02G002300	Chr6B	1603857	1616068	-	1609962	Chr6B	1929178	1941036	+	1935107	1.0	1.0	collinear
gene:TraesCS6B02G002495	Chr6B	1934367	1938637	+	1936502	Chr6B	1598927	1603197	-	1601062	1.0	1.0	collinear
gene:TraesCS6B02G002500	Chr6B	1963516	1970774	+	1967145	Chr6B	1567314	1574304	-	1570809	1.0	1.0	collinear
gene:TraesCS6B02G002600	Chr6B	2060823	2061599	-	2061211	Chr6B	1476971	1477747	+	1477359	1.0	1.0	collinear
gene:TraesCS6B02G002700	Chr6B	2072182	2075303	+	2073742	Chr6B	1463495	1466616	-	1465055	1.0	1.0	collinear
gene:TraesCS6B02G002800	Chr6B	2167279	2169113	-	2168196	Chr6B	1371137	1372971	+	1372054	1.0	1.0	collinear
gene:TraesCS6B02G002900	Chr6B	2255419	2256214	+	2255816	Chr6B	1284985	1285780	-	1285382	1.0	1.0	collinear
gene:TraesCS6B02G003000	Chr6B	2302243	2309275	-	2305759	Chr6B	1232289	1239321	+	1235805	1.0	1.0	collinear
gene:TraesCS6B02G003100	Chr6B	2400557	2401522	+	2401039	Chr6B	1141139	1142104	-	1141621	1.0	1.0	collinear
gene:TraesCS6B02G003200	Chr6B	2442999	2451531	+	2447265	Chr6B	1091830	1100362	-	1096096	1.0	1.0	collinear
gene:TraesCS6B02G003300	Chr6B	2464499	2467699	-	2466099	Chr6B	1075662	1078862	+	1077262	1.0	1.0	collinear
gene:TraesCS6B02G003400	Chr6B	2607790	2608692	-	2608241	Chr6B	935561	936463	+	936012	1.0	1.0	collinear
gene:TraesCS6B02G003500	Chr6B	2608929	2610312	+	2609620	Chr6B	933941	935324	-	934632	1.0	1.0	collinear
gene:TraesCS6B02G003600	Chr6B	2636558	2638900	+	2637729	Chr6B	894621	896963	-	895792	1.0	1.0	collinear
gene:TraesCS6B02G003700	Chr6B	2659659	2661066	-	2660362	Chr6B	872536	873943	+	873239	1.0	1.0	collinear
gene:TraesCS6B02G003800	Chr6B	2717048	2719606	+	2718327	Chr6B	814669	817227	-	815948	1.0	1.0	collinear
gene:TraesCS6B02G003900	Chr6B	2772089	2773599	+	2772844	Chr6B	760676	762186	-	761431	1.0	1.0	collinear
gene:TraesCS6B02G004000	Chr6B	3122693	3127984	-	3125338	Chr6B	409833	415124	+	412478	1.0	1.0	collinear
gene:TraesCS6B02G004100	Chr6B	3171301	3172622	-	3171961	Chr6B	365942	367263	+	366602	1.0	1.0	collinear
gene:TraesCS6B02G004200	Chr6B	3218232	3219187	-	3218709	Chr6B	319300	320255	+	319777	1.0	1.0	collinear
gene:TraesCS6B02G004300	Chr6B	3382812	3384623	+	3383717	Chr6B	156363	158174	-	157268	1.0	1.0	collinear
gene:TraesCS6B02G004400	Chr6B	3384708	3387486	+	3386097	Chr6B	153500	156278	-	154889	1.0	1.0	collinear
gene:TraesCS6B02G004500	Chr6B	3519599	3520570	-	3520084	Chr6B	22005	22976	+	22490	1.0	1.0	collinear
gene:TraesCS6B02G004600	Chr6B	3566528	3574981	+	3570754	Chr6B	5609308	5617494	-	5613401	1.0	1.0	collinear
gene:TraesCS6B02G004700	Chr6B	3596360	3599034	+	3597697	Chr6B	5585255	5587929	-	5586592	1.0	1.0	collinear
gene:TraesCS6B02G004800	Chr6B	3623217	3625825	+	3624521	Chr6B	5559282	5561890	-	5560586	1.0	1.0	collinear
gene:TraesCS6B02G004900	Chr6B	3722807	3724617	+	3723712	Chr6B	5461277	5463087	-	5462182	1.0	1.0	collinear
gene:TraesCS6B02G005000	Chr6B	3870164	3871495	+	3870829	Chr6B	5315820	5316779	-	5316299	1.0	1.0	collinear
gene:TraesCS6B02G005100	Chr6B	3878974	3881335	+	3880154	Chr6B	5305980	5308341	-	5307160	1.0	1.0	collinear
gene:TraesCS6B02G005200	Chr6B	3881179	3883043	-	3882111	Chr6B	5304272	5306136	+	5305204	1.0	1.0	collinear
gene:TraesCS6B02G005300	Chr6B	3886559	3890912	-	3888735	Chr6B	5296632	5300985	+	5298808	1.0	1.0	collinear
gene:TraesCS6B02G005400	Chr6B	4124091	4128342	+	4126216	Chr6B	5062098	5066349	-	5064223	1.0	1.0	collinear
gene:TraesCS6B02G005500	Chr6B	4138198	4142339	-	4140268	Chr6B	5048314	5052455	+	5050384	1.0	1.0	collinear
gene:TraesCS6B02G005600	Chr6B	4160681	4162002	-	4161341	Chr6B	5028989	5030310	+	5029649	1.0	1.0	collinear
gene:TraesCS6B02G005700	Chr6B	4169889	4172152	-	4171020	Chr6B	5018839	5021102	+	5019970	1.0	1.0	collinear
gene:TraesCS6B02G005800	Chr6B	4173954	4175147	-	4174550	Chr6B	5015847	5017037	+	5016442	1.0	0.989	collinear
gene:TraesCS6B02G006000	Chr6B	4289578	4313026	+	4301302	Chr6B	4877440	4900251	-	4888845	1.0	1.0	collinear
gene:TraesCS6B02G006100	Chr6B	4375489	4378583	-	4377036	Chr6B	4812692	4815786	+	4814239	1.0	1.0	collinear
gene:TraesCS6B02G006200	Chr6B	4451488	4453061	+	4452274	Chr6B	4450725	4452298	-	4451511	1.0	1.0	collinear
gene:TraesCS6B02G006300	Chr6B	4486484	4487876	-	4487180	Chr6B	4405508	4406900	+	4406204	1.0	1.0	collinear
gene:TraesCS6B02G006400	Chr6B	4489898	4495887	-	4492892	Chr6B	4397497	4403486	+	4400491	1.0	1.0	collinear
gene:TraesCS6B02G006500	Chr6B	4508418	4516029	+	4512223	Chr6B	4377448	4384965	-	4381206	1.0	1.0	collinear
