gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity	segment
gene:TraesCS1B02G000100	Chr1B	168082	173741	-	170911	Chr1B	191580	197091	-	194335	1.0	0.99	collinear
gene:TraesCS1B02G000200	Chr1B	459792	466556	-	463174	Chr1B	479511	485991	-	482751	1.0	1.0	collinear
gene:TraesCS1B02G000300	Chr1B	711793	713476	+	712634	Chr1B	725012	726695	+	725853	1.0	1.0	collinear
gene:TraesCS1B02G000400	Chr1B	721433	726438	-	723935	Chr1B	734652	739657	-	737154	1.0	1.0	collinear
gene:TraesCS1B02G000500	Chr1B	882170	885188	-	883679	Chr1B	893900	896918	-	895409	1.0	1.0	collinear
gene:TraesCS1B02G000600	Chr1B	1198799	1199794	+	1199296	Chr1B	1209843	1210838	+	1210340	1.0	1.0	collinear
gene:TraesCS1B02G000700	Chr1B	1201460	1203257	+	1202358	Chr1B	1212331	1214128	+	1213229	1.0	1.0	collinear
gene:TraesCS1B02G000800	Chr1B	1203582	1207214	-	1205398	Chr1B	1214453	1218085	-	1216269	1.0	1.0	collinear
gene:TraesCS1B02G000900	Chr1B	1208687	1213090	-	1210888	Chr1B	1219677	1223762	-	1221719	0.922	0.922	collinear
gene:TraesCS1B02G001000	Chr1B	1248713	1255880	+	1252296	Chr1B	1255900	1263067	+	1259483	1.0	1.0	collinear
gene:TraesCS1B02G001100	Chr1B	1258800	1260681	+	1259740	Chr1B	1265987	1267868	+	1266927	1.0	1.0	collinear
gene:TraesCS1B02G001200	Chr1B	1265734	1266622	-	1266178	Chr1B	1272921	1273809	-	1273365	1.0	1.0	collinear
gene:TraesCS1B02G001400	Chr1B	1272755	1344907	-	1308831	Chr1B	1279942	1351966	-	1315954	1.0	1.0	collinear
gene:TraesCS1B02G001500	Chr1B	1416127	1418511	+	1417319	Chr1B	1422793	1425177	+	1423985	1.0	1.0	collinear
gene:TraesCS1B02G001600	Chr1B	1419308	1422174	-	1420741	Chr1B	1425974	1428840	-	1427407	1.0	1.0	collinear
gene:TraesCS1B02G001700	Chr1B	1423557	1426829	-	1425193	Chr1B	1430223	1433347	-	1431785	1.0	1.0	collinear
gene:TraesCS1B02G001800	Chr1B	1430072	1436355	-	1433213	Chr1B	1436636	1442919	-	1439777	1.0	1.0	collinear
gene:TraesCS1B02G001900	Chr1B	1469939	1473067	+	1471503	Chr1B	1476503	1479631	+	1478067	1.0	1.0	collinear
gene:TraesCS1B02G002000	Chr1B	1522754	1534577	-	1528665	Chr1B	1528515	1540338	-	1534426	1.0	1.0	collinear
gene:TraesCS1B02G002100	Chr1B	1684683	1688614	-	1686648	Chr1B	1690504	1694435	-	1692469	1.0	1.0	collinear
gene:TraesCS1B02G002200	Chr1B	1705868	1714879	-	1710373	Chr1B	1711689	1720700	-	1716194	1.0	1.0	collinear
gene:TraesCS1B02G002300	Chr1B	1728306	1733204	-	1730755	Chr1B	1734127	1739025	-	1736576	1.0	1.0	collinear
gene:TraesCS1B02G002400	Chr1B	1778773	1784048	+	1781410	Chr1B	1783963	1789054	+	1786508	1.0	1.0	collinear
gene:TraesCS1B02G002500	Chr1B	1807963	1812046	-	1810004	Chr1B	1812657	1816740	-	1814698	1.0	1.0	collinear
gene:TraesCS1B02G002600	Chr1B	1818420	1819343	-	1818881	Chr1B	1823114	1824037	-	1823575	1.0	1.0	collinear
gene:TraesCS1B02G002700	Chr1B	1826151	1829429	-	1827790	Chr1B	1830845	1834123	-	1832484	1.0	1.0	collinear
gene:TraesCS1B02G002800	Chr1B	1843611	1848953	-	1846282	Chr1B	1848305	1853647	-	1850976	1.0	1.0	collinear
gene:TraesCS1B02G002900	Chr1B	1939037	1943192	-	1941114	Chr1B	1942630	1946785	-	1944707	1.0	1.0	collinear
gene:TraesCS1B02G003000	Chr1B	1971081	1973073	+	1972077	Chr1B	1974305	1976297	+	1975301	1.0	1.0	collinear
gene:TraesCS1B02G003100	Chr1B	2003631	2007346	-	2005488	Chr1B	2045822	2049537	-	2047679	1.0	1.0	collinear
gene:TraesCS1B02G003200	Chr1B	2052844	2065416	-	2059130	Chr1B	2094907	2107479	-	2101193	1.0	1.0	collinear
gene:TraesCS1B02G003300	Chr1B	2075617	2087874	-	2081745	Chr1B	2117680	2129937	-	2123808	1.0	1.0	collinear
gene:TraesCS1B02G003400	Chr1B	2099726	2110805	-	2105265	Chr1B	2141567	2152646	-	2147106	1.0	1.0	collinear
gene:TraesCS1B02G003500	Chr1B	2117595	2118464	-	2118029	Chr1B	2159436	2160305	-	2159870	1.0	1.0	collinear
gene:TraesCS1B02G003600	Chr1B	2120478	2136645	-	2128561	Chr1B	2162319	2178038	-	2170178	1.0	1.0	collinear
gene:TraesCS1B02G003700	Chr1B	2228115	2232041	+	2230078	Chr1B	2268880	2272806	+	2270843	1.0	1.0	collinear
gene:TraesCS1B02G003800	Chr1B	2233991	2234843	-	2234417	Chr1B	2275969	2276821	-	2276395	1.0	1.0	collinear
gene:TraesCS1B02G003900	Chr1B	2273655	2274698	+	2274176	Chr1B	2315348	2316391	+	2315869	1.0	1.0	collinear
gene:TraesCS1B02G004000	Chr1B	2301538	2308114	-	2304826	Chr1B	2343231	2349807	-	2346519	1.0	1.0	collinear
gene:TraesCS1B02G004100	Chr1B	2354630	2357674	-	2356152	Chr1B	2396145	2399189	-	2397667	1.0	1.0	collinear
gene:TraesCS1B02G004200	Chr1B	2537501	2540050	-	2538775	Chr1B	2579075	2581624	-	2580349	1.0	1.0	collinear
gene:TraesCS1B02G004300	Chr1B	2555943	2557543	-	2556743	Chr1B	2597517	2599117	-	2598317	1.0	1.0	collinear
gene:TraesCS1B02G004400	Chr1B	2612417	2615177	-	2613797	Chr1B	2805685	2808445	-	2807065	1.0	1.0	collinear
gene:TraesCS1B02G004500	Chr1B	2617568	2618837	+	2618202	Chr1B	2810748	2812017	+	2811382	1.0	1.0	collinear
gene:TraesCS1B02G004600	Chr1B	2752457	2756795	-	2754626	Chr1B	2945741	2950079	-	2947910	1.0	1.0	collinear
gene:TraesCS1B02G004700	Chr1B	2917526	2920077	+	2918801	Chr1B	3109409	3111960	+	3110684	1.0	1.0	collinear
gene:TraesCS1B02G004800	Chr1B	3046414	3048699	+	3047556	Chr1B	3261604	3263889	+	3262746	1.0	1.0	collinear
gene:TraesCS1B02G004900	Chr1B	3144069	3147343	+	3145706	Chr1B	3358360	3361634	+	3359997	1.0	1.0	collinear
gene:TraesCS1B02G005000	Chr1B	3170728	3171351	-	3171039	Chr1B	3385019	3385642	-	3385330	1.0	1.0	collinear
gene:TraesCS1B02G005100	Chr1B	3171426	3176156	-	3173791	Chr1B	3385717	3390447	-	3388082	1.0	1.0	collinear
gene:TraesCS1B02G005200	Chr1B	3200087	3213520	+	3206803	Chr1B	3414091	3427526	+	3420808	1.0	1.0	collinear
gene:TraesCS1B02G005300	Chr1B	3269195	3273714	+	3271454	Chr1B	3482627	3486915	+	3484771	1.0	1.0	collinear
gene:TraesCS1B02G005400	Chr1B	3562921	3563202	-	3563061	Chr1B	3789828	3790109	-	3789968	1.0	1.0	collinear
gene:TraesCS1B02G005500	Chr1B	3574035	3575832	-	3574933	Chr1B	3800942	3802739	-	3801840	1.0	1.0	collinear
gene:TraesCS1B02G005600	Chr1B	3655656	3658361	+	3657008	Chr1B	3881998	3884703	+	3883350	1.0	1.0	collinear
gene:TraesCS1B02G006000	Chr1B	3881677	3884665	+	3883171	Chr1B	4105482	4108470	+	4106976	1.0	1.0	collinear
gene:TraesCS1B02G006100	Chr1B	3894103	3896004	+	3895053	Chr1B	4117908	4119809	+	4118858	1.0	1.0	collinear
gene:TraesCS1B02G006200	Chr1B	3907235	3909968	+	3908601	Chr1B	4130292	4133025	+	4131658	1.0	1.0	collinear
gene:TraesCS1B02G006300	Chr1B	3923636	3931437	+	3927536	Chr1B	4146644	4154445	+	4150544	1.0	1.0	collinear
gene:TraesCS1B02G006400	Chr1B	3935552	3939101	+	3937326	Chr1B	4158560	4161828	+	4160194	1.0	1.0	collinear
gene:TraesCS1B02G006500	Chr1B	3942367	3945848	+	3944107	Chr1B	4165094	4168575	+	4166834	1.0	1.0	collinear
gene:TraesCS1B02G006600	Chr1B	3946949	3949045	-	3947997	Chr1B	4169676	4171772	-	4170724	1.0	1.0	collinear
gene:TraesCS1B02G006700	Chr1B	3952346	3954184	+	3953265	Chr1B	4175073	4176911	+	4175992	1.0	1.0	collinear
gene:TraesCS1B02G006800	Chr1B	3964540	3968018	+	3966279	Chr1B	4187116	4190594	+	4188855	1.0	1.0	collinear
gene:TraesCS1B02G006900	Chr1B	4053604	4072837	+	4063220	Chr1B	4274864	4293649	+	4284256	1.0	1.0	collinear
gene:TraesCS1B02G007000	Chr1B	4084892	4090923	+	4087907	Chr1B	4304960	4310991	+	4307975	1.0	1.0	collinear
gene:TraesCS1B02G007100	Chr1B	4097642	4099049	+	4098345	Chr1B	4317710	4319117	+	4318413	1.0	1.0	collinear
gene:TraesCS1B02G007200	Chr1B	4109172	4112312	+	4110742	Chr1B	4329240	4332380	+	4330810	1.0	1.0	collinear
gene:TraesCS1B02G007300	Chr1B	4143562	4146861	+	4145211	Chr1B	4363181	4366480	+	4364830	1.0	1.0	collinear
gene:TraesCS1B02G007400	Chr1B	4150736	4154830	+	4152783	Chr1B	4370355	4374449	+	4372402	1.0	1.0	collinear
gene:TraesCS1B02G007500	Chr1B	4205029	4208343	+	4206686	Chr1B	4424796	4428110	+	4426453	1.0	1.0	collinear
gene:TraesCS1B02G007600	Chr1B	4219905	4221185	+	4220545	Chr1B	4439672	4440952	+	4440312	1.0	1.0	collinear
gene:TraesCS1B02G007700	Chr1B	4222340	4225375	-	4223857	Chr1B	4442107	4445142	-	4443624	1.0	1.0	collinear
gene:TraesCS1B02G007800	Chr1B	4320651	4326770	-	4323710	Chr1B	4539218	4545337	-	4542277	1.0	1.0	collinear
