gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity	segment
gene:TraesCS1A02G000100	Chr1A	40098	70338	-	55218	Chr1A	36568	79180	-	57874	0.999	0.977	collinear
gene:TraesCS1A02G000200	Chr1A	70239	89245	+	79742	Chr1A	79081	98046	+	88563	1.0	1.0	collinear
gene:TraesCS1A02G000300	Chr1A	95906	104903	+	100404	Chr1A	104486	113410	+	108948	1.0	1.0	collinear
gene:TraesCS1A02G000400	Chr1A	102794	122504	+	112649	Chr1A	35906	63875	+	49890	0.999	0.943	collinear
gene:TraesCS1A02G000500	Chr1A	149490	154559	-	152024	Chr1A	157104	162173	-	159638	1.0	1.0	collinear
gene:TraesCS1A02G000600	Chr1A	162313	162609	+	162461	Chr1A	169927	170223	+	170075	1.0	1.0	collinear
gene:TraesCS1A02G000700	Chr1A	169592	169969	-	169780	Chr1A	176649	177026	-	176837	1.0	1.0	collinear
gene:TraesCS1A02G000800	Chr1A	180175	180552	-	180363	Chr1A	186895	187272	-	187083	1.0	1.0	collinear
gene:TraesCS1A02G000900	Chr1A	233818	245051	+	239434	Chr1A	239156	250146	+	244651	1.0	1.0	collinear
gene:TraesCS1A02G001000	Chr1A	270605	272936	-	271770	Chr1A	274427	276758	-	275592	1.0	1.0	collinear
gene:TraesCS1A02G001100	Chr1A	269472	289602	-	279537	Chr1A	273294	293181	-	283237	1.0	1.0	collinear
gene:TraesCS1A02G001200	Chr1A	287697	287957	+	287827	Chr1A	291276	291536	+	291406	1.0	1.0	collinear
gene:TraesCS1A02G001300	Chr1A	297266	297652	+	297459	Chr1A	300685	301071	+	300878	1.0	1.0	collinear
gene:TraesCS1A02G001500	Chr1A	326099	326518	+	326308	Chr1A	327616	328035	+	327825	1.0	1.0	collinear
gene:TraesCS1A02G001600	Chr1A	337960	338256	+	338108	Chr1A	339386	339682	+	339534	1.0	1.0	collinear
gene:TraesCS1A02G001700	Chr1A	403455	403751	+	403603	Chr1A	402060	402356	+	402208	1.0	1.0	collinear
gene:TraesCS1A02G001800	Chr1A	1144333	1145934	+	1145133	Chr1A	1138394	1139995	+	1139194	1.0	1.0	collinear
gene:TraesCS1A02G001900	Chr1A	1159194	1162830	-	1161012	Chr1A	1152998	1156634	-	1154816	1.0	1.0	collinear
gene:TraesCS1A02G002000	Chr1A	1163485	1167878	-	1165681	Chr1A	1157289	1161682	-	1159485	1.0	1.0	collinear
gene:TraesCS1A02G002100	Chr1A	1170356	1177383	+	1173869	Chr1A	1163770	1170797	+	1167283	1.0	1.0	collinear
gene:TraesCS1A02G002200	Chr1A	1188844	1190864	+	1189854	Chr1A	1181983	1184003	+	1182993	1.0	1.0	collinear
gene:TraesCS1A02G002300	Chr1A	1209721	1212812	-	1211266	Chr1A	1202282	1205373	-	1203827	1.0	1.0	collinear
gene:TraesCS1A02G002400	Chr1A	1228914	1229339	-	1229126	Chr1A	1220760	1221185	-	1220972	1.0	1.0	collinear
gene:TraesCS1A02G002500	Chr1A	1232354	1238469	-	1235411	Chr1A	1224200	1230315	-	1227257	1.0	1.0	collinear
gene:TraesCS1A02G002700	Chr1A	1336841	1348326	-	1342583	Chr1A	1328004	1339489	-	1333746	1.0	1.0	collinear
gene:TraesCS1A02G002800	Chr1A	1565963	1567220	-	1566591	Chr1A	1561476	1562733	-	1562104	1.0	1.0	collinear
gene:TraesCS1A02G002900	Chr1A	1657115	1666923	+	1662019	Chr1A	2485820	2495628	+	2490724	1.0	1.0	collinear
gene:TraesCS1A02G003000	Chr1A	1668949	1670358	+	1669653	Chr1A	2497654	2499063	+	2498358	1.0	1.0	collinear
gene:TraesCS1A02G003100	Chr1A	1689351	1698842	-	1694096	Chr1A	2518056	2527547	-	2522801	1.0	1.0	collinear
gene:TraesCS1A02G003200	Chr1A	1721421	1734947	+	1728184	Chr1A	2550562	2564088	+	2557325	1.0	1.0	collinear
gene:TraesCS1A02G003300	Chr1A	1792119	1815634	+	1803876	Chr1A	2620717	2643628	+	2632172	1.0	1.0	collinear
gene:TraesCS1A02G003400	Chr1A	2161814	2163439	-	2162626	Chr1A	2985354	2986979	-	2986166	1.0	1.0	collinear
gene:TraesCS1A02G003500	Chr1A	2184957	2185397	-	2185177	Chr1A	3008351	3008791	-	3008571	1.0	1.0	collinear
gene:TraesCS1A02G003546	Chr1A	2200978	2203830	+	2202404	Chr1A	3024372	3027224	+	3025798	1.0	1.0	collinear
gene:TraesCS1A02G003600	Chr1A	2229188	2236819	-	2233003	Chr1A	3052464	3060095	-	3056279	1.0	1.0	collinear
gene:TraesCS1A02G003700	Chr1A	2291887	2292891	+	2292389	Chr1A	3115163	3116167	+	3115665	1.0	1.0	collinear
gene:TraesCS1A02G003800	Chr1A	2377713	2379143	-	2378428	Chr1A	3200161	3201591	-	3200876	1.0	1.0	collinear
gene:TraesCS1A02G003900	Chr1A	2391500	2393497	+	2392498	Chr1A	3213662	3215659	+	3214660	1.0	1.0	collinear
gene:TraesCS1A02G004000	Chr1A	2437843	2441540	-	2439691	Chr1A	3259468	3263165	-	3261316	1.0	1.0	collinear
gene:TraesCS1A02G004100	Chr1A	2474575	2481205	+	2477890	Chr1A	3296200	3302830	+	3299515	1.0	1.0	collinear
gene:TraesCS1A02G004126	Chr1A	2490452	2519369	+	2504910	Chr1A	3311770	3340533	+	3326151	0.986	0.971	collinear
gene:TraesCS1A02G004200	Chr1A	2540491	2540958	-	2540724	Chr1A	3361450	3361917	-	3361683	1.0	1.0	collinear
gene:TraesCS1A02G004300	Chr1A	2550647	2569820	+	2560233	Chr1A	3371606	3390110	+	3380858	1.0	1.0	collinear
gene:TraesCS1A02G004400	Chr1A	2642460	2648016	-	2645238	Chr1A	3462147	3467703	-	3464925	1.0	1.0	collinear
gene:TraesCS1A02G004500	Chr1A	2661957	2667052	-	2664504	Chr1A	3481644	3486739	-	3484191	1.0	1.0	collinear
gene:TraesCS1A02G004600	Chr1A	2837094	2843854	-	2840474	Chr1A	3654379	3661139	-	3657759	1.0	1.0	collinear
gene:TraesCS1A02G004700	Chr1A	2847902	2850951	+	2849426	Chr1A	3665187	3668236	+	3666711	1.0	1.0	collinear
gene:TraesCS1A02G004800	Chr1A	2934676	2938176	+	2936426	Chr1A	3845572	3849072	+	3847322	1.0	1.0	collinear
gene:TraesCS1A02G004900	Chr1A	2942044	2945027	+	2943535	Chr1A	3852940	3855924	+	3854432	1.0	1.0	collinear
gene:TraesCS1A02G005000	Chr1A	2975187	2976767	+	2975977	Chr1A	3886829	3888409	+	3887619	1.0	1.0	collinear
gene:TraesCS1A02G005100	Chr1A	2978903	2981121	-	2980012	Chr1A	3890545	3892763	-	3891654	1.0	1.0	collinear
gene:TraesCS1A02G005200	Chr1A	2982629	2986266	+	2984447	Chr1A	3894271	3897908	+	3896089	1.0	1.0	collinear
gene:TraesCS1A02G005300	Chr1A	3013341	3014979	+	3014160	Chr1A	3924817	3926455	+	3925636	1.0	1.0	collinear
gene:TraesCS1A02G005400	Chr1A	3117194	3118502	+	3117848	Chr1A	4028151	4029459	+	4028805	1.0	1.0	collinear
gene:TraesCS1A02G005500	Chr1A	3119378	3122276	-	3120827	Chr1A	4030335	4033233	-	4031784	1.0	1.0	collinear
gene:TraesCS1A02G005600	Chr1A	3255618	3262577	-	3259097	Chr1A	4165647	4172314	-	4168980	1.0	1.0	collinear
gene:TraesCS1A02G005700	Chr1A	3377838	3383699	+	3380768	Chr1A	4286743	4292604	+	4289673	1.0	1.0	collinear
gene:TraesCS1A02G005800	Chr1A	3386287	3391808	-	3389047	Chr1A	4295192	4300713	-	4297952	1.0	1.0	collinear
gene:TraesCS1A02G005900	Chr1A	3446931	3450200	+	3448565	Chr1A	4354169	4357438	+	4355803	1.0	1.0	collinear
gene:TraesCS1A02G006000	Chr1A	3451854	3454772	-	3453313	Chr1A	4359092	4362010	-	4360551	1.0	1.0	collinear
gene:TraesCS1A02G006100	Chr1A	3462554	3465581	-	3464067	Chr1A	4369792	4372819	-	4371305	1.0	1.0	collinear
gene:TraesCS1A02G006200	Chr1A	3488355	3491814	-	3490084	Chr1A	4395459	4398918	-	4397188	1.0	1.0	collinear
gene:TraesCS1A02G006300	Chr1A	3500137	3503929	-	3502033	Chr1A	4407241	4411033	-	4409137	1.0	1.0	collinear
gene:TraesCS1A02G006400	Chr1A	3531339	3532796	-	3532067	Chr1A	4438396	4439853	-	4439124	1.0	1.0	collinear
gene:TraesCS1A02G006500	Chr1A	3579010	3582502	-	3580756	Chr1A	4484841	4488333	-	4486587	1.0	1.0	collinear
gene:TraesCS1A02G006700	Chr1A	3614659	3618613	-	3616636	Chr1A	4519674	4523628	-	4521651	1.0	1.0	collinear
gene:TraesCS1A02G006800	Chr1A	3653512	3657388	-	3655450	Chr1A	4558030	4561906	-	4559968	1.0	1.0	collinear
gene:TraesCS1A02G006900	Chr1A	3669097	3671050	-	3670073	Chr1A	4573483	4575436	-	4574459	1.0	1.0	collinear
gene:TraesCS1A02G007000	Chr1A	3677964	3679612	-	3678788	Chr1A	4582350	4583998	-	4583174	1.0	1.0	collinear
gene:TraesCS1A02G007100	Chr1A	3698525	3700965	-	3699745	Chr1A	4602428	4604868	-	4603648	1.0	1.0	collinear
gene:TraesCS1A02G007200	Chr1A	3776339	3777238	+	3776788	Chr1A	4679158	4680057	+	4679607	1.0	1.0	collinear
gene:TraesCS1A02G007236	Chr1A	3795056	3795948	+	3795502	Chr1A	4697752	4698644	+	4698198	1.0	1.0	collinear
gene:TraesCS1A02G007344	Chr1A	3910395	3911267	+	3910831	Chr1A	4811601	4812473	+	4812037	1.0	1.0	collinear
gene:TraesCS1A02G007400	Chr1A	4033339	4034196	+	4033767	Chr1A	4932218	4933075	+	4932646	1.0	1.0	collinear
gene:TraesCS1A02G007405	Chr1A	4041324	4042181	+	4041752	Chr1A	4939939	4940796	+	4940367	1.0	1.0	collinear
gene:TraesCS1A02G007500	Chr1A	4045713	4048684	+	4047198	Chr1A	4944328	4947299	+	4945813	1.0	1.0	collinear
gene:TraesCS1A02G007600	Chr1A	4047966	4048290	-	4048128	Chr1A	4946581	4946905	-	4946743	1.0	1.0	collinear
gene:TraesCS1A02G007700	Chr1A	4053221	4053823	+	4053522	Chr1A	4951836	4952438	+	4952137	1.0	1.0	collinear
gene:TraesCS1A02G007800	Chr1A	4054742	4054960	+	4054851	Chr1A	4953357	4953575	+	4953466	1.0	1.0	collinear
gene:TraesCS1A02G007900	Chr1A	4063197	4063406	+	4063301	Chr1A	4961452	4961661	+	4961556	1.0	1.0	collinear
