gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	ArinaLrFor_tgt_chr	ArinaLrFor_tgt_start	ArinaLrFor_tgt_end	ArinaLrFor_tgt_strand	ArinaLrFor_tgt_midpoint	ArinaLrFor_coverage	ArinaLrFor_identity	segment
gene:TraesCS6D03G0000300	Chr6D	43457	44110	-	43783	Chr6D	1129212	1129865	+	1129538	1.0	1.0	collinear
gene:TraesCS6D03G0000400	Chr6D	52444	52899	+	52671	Chr6D	1120423	1120878	-	1120650	1.0	1.0	collinear
gene:TraesCS6D03G0001000	Chr6D	88938	95787	-	92362	Chr6D	1077569	1084419	+	1080994	1.0	0.999	collinear
gene:TraesCS6D03G0001500	Chr6D	207420	208955	+	208187	Chr6D	964089	965624	-	964856	1.0	1.0	collinear
gene:TraesCS6D03G0001700	Chr6D	219614	221286	-	220450	Chr6D	951756	953428	+	952592	1.0	1.0	collinear
gene:TraesCS6D03G0001900	Chr6D	287212	289249	+	288230	Chr6D	882384	884421	-	883402	1.0	1.0	collinear
gene:TraesCS6D03G0002300	Chr6D	386000	388713	+	387356	Chr6D	782530	785243	-	783886	1.0	1.0	collinear
gene:TraesCS6D03G0002600	Chr6D	395648	398850	-	397249	Chr6D	772393	775595	+	773994	1.0	1.0	collinear
gene:TraesCS6D03G0002800	Chr6D	419600	421134	-	420367	Chr6D	749993	751527	+	750760	1.0	1.0	collinear
gene:TraesCS6D03G0002900	Chr6D	421647	422807	-	422227	Chr6D	748320	749480	+	748900	1.0	1.0	collinear
gene:TraesCS6D03G0003600	Chr6D	487116	490616	-	488866	Chr6D	680276	683776	+	682026	1.0	1.0	collinear
gene:TraesCS6D03G0003700	Chr6D	497323	499555	-	498439	Chr6D	671337	673569	+	672453	1.0	1.0	collinear
gene:TraesCS6D03G0003800	Chr6D	598333	601573	-	599953	Chr6D	569957	573199	+	571578	1.0	0.997	collinear
gene:TraesCS6D03G0004000	Chr6D	674763	675185	-	674974	Chr6D	496275	496697	+	496486	1.0	1.0	collinear
gene:TraesCS6D03G0004600	Chr6D	797280	798536	+	797908	Chr6D	372771	374027	-	373399	1.0	1.0	collinear
gene:TraesCS6D03G0004700	Chr6D	799214	801609	+	800411	Chr6D	369698	372093	-	370895	1.0	1.0	collinear
gene:TraesCS6D03G0005600	Chr6D	959215	959478	+	959346	Chr6D	211272	211535	-	211403	1.0	1.0	collinear
gene:TraesCS6D03G0006700	Chr6D	1060930	1063103	+	1062016	Chr6D	111659	113847	-	112753	1.0	0.984	collinear
gene:TraesCS6D03G0006800	Chr6D	1364800	1366449	+	1365624	Chr6D	1682042	1683691	+	1682866	1.0	1.0	collinear
gene:TraesCS6D03G0007000	Chr6D	1403764	1407970	-	1405867	Chr6D	1721003	1725209	-	1723106	1.0	0.999	collinear
gene:TraesCS6D03G0007200	Chr6D	1411704	1421963	-	1416833	Chr6D	1728943	1739355	-	1734149	1.0	1.0	collinear
gene:TraesCS6D03G0007300	Chr6D	1436172	1441156	+	1438664	Chr6D	1753564	1758548	+	1756056	1.0	1.0	collinear
gene:TraesCS6D03G0007500	Chr6D	1479620	1482804	+	1481212	Chr6D	1797297	1800481	+	1798889	1.0	1.0	collinear
gene:TraesCS6D03G0007600	Chr6D	1498848	1508542	-	1503695	Chr6D	1816660	1826355	-	1821507	1.0	1.0	collinear
gene:TraesCS6D03G0007800	Chr6D	1529313	1530649	-	1529981	Chr6D	1847140	1848476	-	1847808	1.0	1.0	collinear
gene:TraesCS6D03G0008200	Chr6D	1562254	1562682	-	1562468	Chr6D	1880150	1880578	-	1880364	1.0	1.0	collinear
gene:TraesCS6D03G0008300	Chr6D	1576200	1578916	+	1577558	Chr6D	1894248	1896964	+	1895606	1.0	1.0	collinear
gene:TraesCS6D03G0008600	Chr6D	1617253	1618208	+	1617730	Chr6D	1935409	1936364	+	1935886	1.0	1.0	collinear
gene:TraesCS6D03G0008700	Chr6D	1625389	1626300	+	1625844	Chr6D	1943545	1944456	+	1944000	1.0	1.0	collinear
gene:TraesCS6D03G0008900	Chr6D	1750151	1751236	+	1750693	Chr6D	2067097	2068182	+	2067639	1.0	1.0	collinear
gene:TraesCS6D03G0009000	Chr6D	1759389	1764048	-	1761718	Chr6D	2076335	2080994	-	2078664	1.0	1.0	collinear
gene:TraesCS6D03G0009100	Chr6D	1769252	1772936	+	1771094	Chr6D	2086300	2089984	+	2088142	1.0	1.0	collinear
gene:TraesCS6D03G0009200	Chr6D	1787907	1788841	-	1788374	Chr6D	2104956	2105890	-	2105423	1.0	0.998	collinear
gene:TraesCS6D03G0009700	Chr6D	1889545	1890474	-	1890009	Chr6D	2212273	2213202	-	2212737	1.0	1.0	collinear
gene:TraesCS6D03G0010300	Chr6D	1964939	1967513	+	1966226	Chr6D	2287648	2290222	+	2288935	1.0	1.0	collinear
gene:TraesCS6D03G0010400	Chr6D	1983644	1984738	-	1984191	Chr6D	2306355	2307449	-	2306902	1.0	1.0	collinear
gene:TraesCS6D03G0010500	Chr6D	2015616	2022835	+	2019225	Chr6D	2338029	2345295	+	2341662	1.0	1.0	collinear
gene:TraesCS6D03G0010600	Chr6D	2032784	2037081	-	2034932	Chr6D	2355244	2359541	-	2357392	1.0	1.0	collinear
gene:TraesCS6D03G0010700	Chr6D	2052300	2059460	+	2055880	Chr6D	2374943	2382103	+	2378523	1.0	1.0	collinear
gene:TraesCS6D03G0010800	Chr6D	2065479	2067149	+	2066314	Chr6D	2388122	2389792	+	2388957	1.0	1.0	collinear
gene:TraesCS6D03G0010900	Chr6D	2081888	2088204	+	2085046	Chr6D	2404412	2410693	+	2407552	0.986	0.986	collinear
gene:TraesCS6D03G0011000	Chr6D	2091320	2092937	-	2092128	Chr6D	2413809	2415426	-	2414617	1.0	1.0	collinear
gene:TraesCS6D03G0011100	Chr6D	2118955	2121958	+	2120456	Chr6D	2441478	2444481	+	2442979	1.0	1.0	collinear
gene:TraesCS6D03G0011300	Chr6D	2151178	2151584	+	2151381	Chr6D	2473702	2474108	+	2473905	1.0	1.0	collinear
gene:TraesCS6D03G0011500	Chr6D	2153707	2155826	+	2154766	Chr6D	2476231	2478350	+	2477290	1.0	1.0	collinear
gene:TraesCS6D03G0011700	Chr6D	2223820	2229371	+	2226595	Chr6D	2540177	2545728	+	2542952	1.0	0.999	collinear
gene:TraesCS6D03G0011800	Chr6D	2230085	2234438	-	2232261	Chr6D	2546442	2550795	-	2548618	1.0	1.0	collinear
gene:TraesCS6D03G0012000	Chr6D	2248880	2253420	+	2251150	Chr6D	2565238	2569778	+	2567508	1.0	1.0	collinear
