gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	ArinaLrFor_tgt_chr	ArinaLrFor_tgt_start	ArinaLrFor_tgt_end	ArinaLrFor_tgt_strand	ArinaLrFor_tgt_midpoint	ArinaLrFor_coverage	ArinaLrFor_identity	segment
gene:TraesCS4D03G0000100	Chr4D	409970	411319	-	410644	Chr4D	2626731	2628080	+	2627405	1.0	1.0	collinear
gene:TraesCS4D03G0000200	Chr4D	459723	463379	+	461551	Chr4D	2574712	2578368	-	2576540	1.0	1.0	collinear
gene:TraesCS4D03G0000300	Chr4D	463559	465496	-	464527	Chr4D	2572595	2574532	+	2573563	1.0	1.0	collinear
gene:TraesCS4D03G0000500	Chr4D	465900	467545	-	466722	Chr4D	2570543	2572191	+	2571367	1.0	1.0	collinear
gene:TraesCS4D03G0000700	Chr4D	475371	480193	+	477782	Chr4D	2562209	2567032	-	2564620	1.0	1.0	collinear
gene:TraesCS4D03G0000800	Chr4D	536039	548069	+	542054	Chr4D	2494495	2506525	-	2500510	1.0	1.0	collinear
gene:TraesCS4D03G0000900	Chr4D	603219	607023	-	605121	Chr4D	2436173	2439977	+	2438075	1.0	1.0	collinear
gene:TraesCS4D03G0001000	Chr4D	607335	608738	+	608036	Chr4D	2434458	2435861	-	2435159	1.0	1.0	collinear
gene:TraesCS4D03G0001200	Chr4D	610012	615059	-	612535	Chr4D	2428141	2433184	+	2430662	0.998	0.998	collinear
gene:TraesCS4D03G0001400	Chr4D	658413	659236	+	658824	Chr4D	2384175	2384998	-	2384586	1.0	1.0	collinear
gene:TraesCS4D03G0001700	Chr4D	734129	734515	+	734322	Chr4D	2307826	2308212	-	2308019	1.0	1.0	collinear
gene:TraesCS4D03G0001800	Chr4D	757227	759482	-	758354	Chr4D	2284005	2286260	+	2285132	1.0	1.0	collinear
gene:TraesCS4D03G0002200	Chr4D	1179628	1183031	+	1181329	Chr4D	1859486	1862889	-	1861187	1.0	1.0	collinear
gene:TraesCS4D03G0002300	Chr4D	1192267	1194439	+	1193353	Chr4D	1845849	1848021	-	1846935	1.0	1.0	collinear
gene:TraesCS4D03G0002500	Chr4D	1196998	1198699	-	1197848	Chr4D	1841589	1843290	+	1842439	1.0	1.0	collinear
gene:TraesCS4D03G0002600	Chr4D	1200365	1201407	+	1200886	Chr4D	1838881	1839923	-	1839402	1.0	1.0	collinear
gene:TraesCS4D03G0002700	Chr4D	1224901	1226574	+	1225737	Chr4D	1814052	1815725	-	1814888	1.0	1.0	collinear
gene:TraesCS4D03G0002800	Chr4D	1233656	1234699	+	1234177	Chr4D	1805870	1806901	-	1806385	0.987	0.987	collinear
gene:TraesCS4D03G0002900	Chr4D	1235849	1238078	+	1236963	Chr4D	1802491	1804720	-	1803605	1.0	1.0	collinear
gene:TraesCS4D03G0003000	Chr4D	1239892	1242834	+	1241363	Chr4D	1797734	1800677	-	1799205	1.0	1.0	collinear
gene:TraesCS4D03G0003100	Chr4D	1245411	1245824	-	1245617	Chr4D	1794749	1795162	+	1794955	1.0	1.0	collinear
gene:TraesCS4D03G0003500	Chr4D	1279798	1281379	+	1280588	Chr4D	1758996	1760577	-	1759786	1.0	1.0	collinear
gene:TraesCS4D03G0003700	Chr4D	1281940	1284304	+	1283122	Chr4D	1756071	1758435	-	1757253	1.0	1.0	collinear
gene:TraesCS4D03G0003800	Chr4D	1291459	1294621	+	1293040	Chr4D	1745754	1748916	-	1747335	1.0	1.0	collinear
gene:TraesCS4D03G0004000	Chr4D	1304418	1305152	-	1304785	Chr4D	1735482	1736216	+	1735849	1.0	0.998	collinear
gene:TraesCS4D03G0004100	Chr4D	1318992	1323052	+	1321022	Chr4D	1717336	1721396	-	1719366	1.0	1.0	collinear
