gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	ArinaLrFor_tgt_chr	ArinaLrFor_tgt_start	ArinaLrFor_tgt_end	ArinaLrFor_tgt_strand	ArinaLrFor_tgt_midpoint	ArinaLrFor_coverage	ArinaLrFor_identity	segment
gene:TraesCS7D03G0113900	Chr7D	27932497	27933805	+	27933151	Chr7D	22171057	22172373	-	22171715	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0114000	Chr7D	27943239	27944801	-	27944020	Chr7D	22160061	22161623	+	22160842	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0114100	Chr7D	27970843	27972108	-	27971475	Chr7D	22132743	22134008	+	22133375	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0114200	Chr7D	27985285	27986267	+	27985776	Chr7D	22118849	22119831	-	22119340	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0114300	Chr7D	28030317	28033661	-	28031989	Chr7D	22072122	22075466	+	22073794	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0114500	Chr7D	28258019	28262466	-	28260242	Chr7D	21846609	21851056	+	21848832	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0114600	Chr7D	28305413	28309007	-	28307210	Chr7D	21800410	21804004	+	21802207	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0114900	Chr7D	28324203	28325104	-	28324653	Chr7D	21777598	21778499	+	21778048	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0115300	Chr7D	28396551	28402666	+	28399608	Chr7D	21700461	21706575	-	21703518	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0115500	Chr7D	28431015	28431451	-	28431233	Chr7D	21671591	21672027	+	21671809	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0115600	Chr7D	28433346	28437873	-	28435609	Chr7D	21665169	21669696	+	21667432	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0115800	Chr7D	28455373	28457216	+	28456294	Chr7D	21645826	21647669	-	21646747	1.0	0.999	rearrangement:Chr7D_block1
gene:TraesCS7D03G0000400	Chr7D	207994	212443	-	210218	Chr7D	2036462	2040911	-	2038686	1.0	1.0	collinear
gene:TraesCS7D03G0000500	Chr7D	242065	245782	+	243923	Chr7D	2070530	2074247	+	2072388	1.0	1.0	collinear
gene:TraesCS7D03G0000900	Chr7D	337014	337852	+	337433	Chr7D	2165623	2166461	+	2166042	1.0	1.0	collinear
gene:TraesCS7D03G0001000	Chr7D	365927	369790	-	367858	Chr7D	2194392	2198256	-	2196324	1.0	0.996	collinear
gene:TraesCS7D03G0001100	Chr7D	371892	373182	-	372537	Chr7D	2200358	2201648	-	2201003	1.0	1.0	collinear
gene:TraesCS7D03G0001400	Chr7D	478186	482086	-	480136	Chr7D	2306653	2310553	-	2308603	1.0	1.0	collinear
gene:TraesCS7D03G0001900	Chr7D	706058	709008	-	707533	Chr7D	2537253	2540204	-	2538728	1.0	0.989	collinear
gene:TraesCS7D03G0002100	Chr7D	995282	1001481	-	998381	Chr7D	2825080	2831279	-	2828179	1.0	1.0	collinear
gene:TraesCS7D03G0002300	Chr7D	1028545	1032002	-	1030273	Chr7D	2858399	2861856	-	2860127	1.0	1.0	collinear
gene:TraesCS7D03G0002600	Chr7D	1089491	1090678	-	1090084	Chr7D	2919416	2920603	-	2920009	1.0	1.0	collinear
gene:TraesCS7D03G0002800	Chr7D	1101311	1104311	-	1102811	Chr7D	2931292	2934268	-	2932780	0.992	0.99	collinear
gene:TraesCS7D03G0002900	Chr7D	1138064	1151035	-	1144549	Chr7D	2968162	2981133	-	2974647	1.0	1.0	collinear
gene:TraesCS7D03G0003200	Chr7D	1197663	1199279	-	1198471	Chr7D	3027841	3029457	-	3028649	1.0	0.999	collinear
gene:TraesCS7D03G0003900	Chr7D	1268276	1269780	-	1269028	Chr7D	3098807	3100311	-	3099559	1.0	1.0	collinear
gene:TraesCS7D03G0004000	Chr7D	1270782	1275797	-	1273289	Chr7D	3101313	3106326	-	3103819	1.0	1.0	collinear
gene:TraesCS7D03G0004300	Chr7D	1318295	1332709	+	1325502	Chr7D	3148840	3162923	+	3155881	1.0	1.0	collinear
gene:TraesCS7D03G0004400	Chr7D	1335304	1336512	+	1335908	Chr7D	3165518	3166726	+	3166122	1.0	1.0	collinear
gene:TraesCS7D03G0004500	Chr7D	1367440	1372889	+	1370164	Chr7D	3197653	3203101	+	3200377	1.0	1.0	collinear
gene:TraesCS7D03G0004600	Chr7D	1423297	1428624	-	1425960	Chr7D	3253544	3258871	-	3256207	1.0	1.0	collinear
gene:TraesCS7D03G0004700	Chr7D	1568149	1569787	+	1568968	Chr7D	3398179	3399817	+	3398998	1.0	1.0	collinear
gene:TraesCS7D03G0005200	Chr7D	1622734	1623927	-	1623330	Chr7D	3452778	3453971	-	3453374	1.0	1.0	collinear
gene:TraesCS7D03G0005300	Chr7D	1630150	1631499	-	1630824	Chr7D	3460195	3461544	-	3460869	1.0	1.0	collinear
gene:TraesCS7D03G0005400	Chr7D	1638146	1638877	-	1638511	Chr7D	3468191	3468922	-	3468556	1.0	1.0	collinear
gene:TraesCS7D03G0005500	Chr7D	1648975	1654512	-	1651743	Chr7D	3479043	3484580	-	3481811	1.0	1.0	collinear
gene:TraesCS7D03G0005800	Chr7D	1673923	1675253	+	1674588	Chr7D	3503990	3505320	+	3504655	1.0	1.0	collinear
gene:TraesCS7D03G0005900	Chr7D	1812284	1819521	+	1815902	Chr7D	3632818	3640053	+	3636435	1.0	1.0	collinear
gene:TraesCS7D03G0006000	Chr7D	1859225	1861790	-	1860507	Chr7D	3679756	3682321	-	3681038	1.0	1.0	collinear
gene:TraesCS7D03G0007000	Chr7D	2228806	2234143	+	2231474	Chr7D	56712	62049	+	59380	1.0	1.0	collinear
gene:TraesCS7D03G0007200	Chr7D	2250873	2256744	+	2253808	Chr7D	78553	84424	+	81488	1.0	1.0	collinear
gene:TraesCS7D03G0007300	Chr7D	2256864	2262070	-	2259467	Chr7D	84544	89750	-	87147	1.0	1.0	collinear
gene:TraesCS7D03G0007400	Chr7D	2264975	2273161	+	2269068	Chr7D	92655	100841	+	96748	1.0	0.999	collinear
gene:TraesCS7D03G0007600	Chr7D	2278478	2284668	-	2281573	Chr7D	106158	112153	-	109155	1.0	1.0	collinear
gene:TraesCS7D03G0007800	Chr7D	2290415	2291827	-	2291121	Chr7D	117822	119234	-	118528	1.0	1.0	collinear
gene:TraesCS7D03G0007900	Chr7D	2327893	2330761	-	2329327	Chr7D	155016	157916	-	156466	1.0	0.987	collinear
gene:TraesCS7D03G0008100	Chr7D	2339553	2341226	-	2340389	Chr7D	166456	168129	-	167292	1.0	1.0	collinear
gene:TraesCS7D03G0008300	Chr7D	2344023	2345195	+	2344609	Chr7D	170926	172098	+	171512	1.0	1.0	collinear
gene:TraesCS7D03G0008400	Chr7D	2379429	2390488	-	2384958	Chr7D	206537	217463	-	212000	1.0	1.0	collinear
gene:TraesCS7D03G0008800	Chr7D	2434315	2435737	+	2435026	Chr7D	261698	263120	+	262409	1.0	1.0	collinear
gene:TraesCS7D03G0009200	Chr7D	2527421	2532947	-	2530184	Chr7D	349874	355400	-	352637	1.0	0.999	collinear
gene:TraesCS7D03G0009300	Chr7D	2533886	2537181	-	2535533	Chr7D	356339	359634	-	357986	1.0	1.0	collinear
gene:TraesCS7D03G0009400	Chr7D	2540503	2541469	+	2540986	Chr7D	362883	363849	+	363366	1.0	1.0	collinear
gene:TraesCS7D03G0009500	Chr7D	2542055	2546243	-	2544149	Chr7D	364435	368623	-	366529	1.0	1.0	collinear
gene:TraesCS7D03G0009700	Chr7D	2616995	2622421	+	2619708	Chr7D	438146	443572	+	440859	1.0	1.0	collinear
gene:TraesCS7D03G0010000	Chr7D	2635314	2645413	+	2640363	Chr7D	456409	466517	+	461463	1.0	0.997	collinear
gene:TraesCS7D03G0010100	Chr7D	2645699	2651710	-	2648704	Chr7D	466803	472834	-	469818	0.998	0.947	collinear
gene:TraesCS7D03G0010300	Chr7D	2699940	2703571	+	2701755	Chr7D	535926	539581	+	537753	1.0	0.99	collinear
gene:TraesCS7D03G0011300	Chr7D	2839717	2842723	-	2841220	Chr7D	588319	591323	-	589821	0.998	0.97	collinear
gene:TraesCS7D03G0015500	Chr7D	3814265	3821334	+	3817799	Chr7D	624122	631110	+	627616	1.0	0.991	collinear
gene:TraesCS7D03G0015700	Chr7D	3924287	3927124	-	3925705	Chr7D	757851	762177	-	760014	1.0	0.995	collinear
gene:TraesCS7D03G0016100	Chr7D	3956593	3957321	+	3956957	Chr7D	790575	791294	+	790934	0.987	0.984	collinear
gene:TraesCS7D03G0016200	Chr7D	3958511	3968258	+	3963384	Chr7D	792485	802232	+	797358	1.0	1.0	collinear
gene:TraesCS7D03G0016300	Chr7D	3971246	3972943	+	3972094	Chr7D	805306	807003	+	806154	1.0	0.995	collinear
gene:TraesCS7D03G0016400	Chr7D	3971969	3972325	-	3972147	Chr7D	806029	806385	-	806207	1.0	0.997	collinear
gene:TraesCS7D03G0018100	Chr7D	4155984	4167183	-	4161583	Chr7D	1428863	1440081	-	1434472	0.996	0.938	collinear
gene:TraesCS7D03G0018600	Chr7D	4227872	4231741	-	4229806	Chr7D	1501222	1505091	-	1503156	1.0	0.999	collinear
gene:TraesCS7D03G0019300	Chr7D	4373494	4379132	-	4376313	Chr7D	3859913	3865659	-	3862786	0.998	0.989	collinear
gene:TraesCS7D03G0019500	Chr7D	4380371	4385812	-	4383091	Chr7D	3866965	3872404	-	3869684	1.0	0.997	collinear
gene:TraesCS7D03G0019600	Chr7D	4385864	4387865	+	4386864	Chr7D	3872456	3874445	+	3873450	1.0	0.985	collinear
gene:TraesCS7D03G0019800	Chr7D	4393431	4397150	-	4395290	Chr7D	3879993	3883849	-	3881921	0.997	0.963	collinear
gene:TraesCS7D03G0020000	Chr7D	4439657	4444783	-	4442220	Chr7D	3901966	3907096	-	3904531	0.998	0.987	collinear
gene:TraesCS7D03G0020100	Chr7D	4565258	4568974	-	4567116	Chr7D	4031614	4035473	-	4033543	0.999	0.982	collinear
gene:TraesCS7D03G0020600	Chr7D	4654978	4659334	-	4657156	Chr7D	4095723	4100027	-	4097875	0.969	0.958	collinear
gene:TraesCS7D03G0021000	Chr7D	4776548	4779729	-	4778138	Chr7D	4222833	4225998	-	4224415	1.0	0.979	collinear
gene:TraesCS7D03G0021200	Chr7D	4787934	4791139	-	4789536	Chr7D	4235230	4238432	-	4236831	0.998	0.989	collinear
gene:TraesCS7D03G0021400	Chr7D	4865746	4867669	-	4866707	Chr7D	4290441	4292363	-	4291402	1.0	0.986	collinear
gene:TraesCS7D03G0021600	Chr7D	4879511	4883149	-	4881330	Chr7D	4317460	4321050	-	4319255	1.0	0.991	collinear
gene:TraesCS7D03G0021800	Chr7D	4995759	5006435	-	5001097	Chr7D	4417464	4428142	-	4422803	0.999	0.995	collinear
gene:TraesCS7D03G0021900	Chr7D	5011736	5019018	-	5015377	Chr7D	4446146	4450782	-	4448464	1.0	0.991	collinear
gene:TraesCS7D03G0022200	Chr7D	5069037	5070965	-	5070001	Chr7D	4486763	4488705	-	4487734	1.0	0.982	collinear
gene:TraesCS7D03G0022300	Chr7D	5080642	5082005	-	5081323	Chr7D	4528883	4530250	-	4529566	1.0	0.992	collinear
gene:TraesCS7D03G0022500	Chr7D	5156361	5160719	+	5158540	Chr7D	4589300	4593636	+	4591468	0.997	0.96	collinear
gene:TraesCS7D03G0023900	Chr7D	5240086	5241924	+	5241005	Chr7D	4609474	4611278	-	4610376	0.982	0.94	collinear
gene:TraesCS7D03G0024200	Chr7D	5347426	5350073	+	5348749	Chr7D	4787229	4789878	+	4788553	1.0	0.999	collinear
gene:TraesCS7D03G0024300	Chr7D	5350832	5357886	+	5354359	Chr7D	4790635	4797688	+	4794161	0.999	0.999	collinear
gene:TraesCS7D03G0024500	Chr7D	5358011	5359163	-	5358587	Chr7D	4797813	4799008	-	4798410	1.0	0.998	collinear
gene:TraesCS7D03G0024600	Chr7D	5370394	5375528	+	5372961	Chr7D	4888726	4893799	+	4891262	0.996	0.993	collinear
gene:TraesCS7D03G0024700	Chr7D	5379726	5380734	+	5380230	Chr7D	4897993	4899001	+	4898497	1.0	1.0	collinear
gene:TraesCS7D03G0024800	Chr7D	5386839	5388290	+	5387564	Chr7D	4905125	4906576	+	4905850	1.0	0.998	collinear
gene:TraesCS7D03G0025000	Chr7D	5397924	5398721	-	5398322	Chr7D	4917749	4918546	-	4918147	1.0	1.0	collinear
gene:TraesCS7D03G0025200	Chr7D	5441521	5445663	-	5443592	Chr7D	4961584	4965726	-	4963655	1.0	0.999	collinear
gene:TraesCS7D03G0025300	Chr7D	5447418	5450587	+	5449002	Chr7D	4967481	4970650	+	4969065	1.0	0.999	collinear
gene:TraesCS7D03G0025400	Chr7D	5453391	5454989	-	5454190	Chr7D	4973454	4975052	-	4974253	1.0	0.999	collinear
gene:TraesCS7D03G0025800	Chr7D	5525637	5531073	-	5528355	Chr7D	5081302	5086806	-	5084054	0.998	0.992	collinear
gene:TraesCS7D03G0025900	Chr7D	5533462	5539159	+	5536310	Chr7D	5089156	5095141	+	5092148	1.0	0.979	collinear
gene:TraesCS7D03G0026200	Chr7D	5548227	5549057	+	5548642	Chr7D	5277990	5278818	+	5278404	0.992	0.971	collinear
gene:TraesCS7D03G0026500	Chr7D	5558765	5567731	-	5563248	Chr7D	5283388	5292302	-	5287845	0.998	0.995	collinear
gene:TraesCS7D03G0026600	Chr7D	5660265	5660726	+	5660495	Chr7D	5364334	5364795	+	5364564	1.0	0.987	collinear
gene:TraesCS7D03G0026800	Chr7D	5667198	5670487	+	5668842	Chr7D	5370416	5374957	+	5372686	1.0	0.992	collinear
gene:TraesCS7D03G0027100	Chr7D	5684817	5685430	-	5685123	Chr7D	5389281	5389893	-	5389587	0.998	0.998	collinear
gene:TraesCS7D03G0027200	Chr7D	5689945	5696449	+	5693197	Chr7D	5394409	5400906	+	5397657	0.998	0.998	collinear
gene:TraesCS7D03G0027500	Chr7D	5709595	5711772	-	5710683	Chr7D	5414056	5416238	-	5415147	1.0	0.997	collinear
gene:TraesCS7D03G0027700	Chr7D	5736459	5739951	-	5738205	Chr7D	5436955	5440657	-	5438806	1.0	0.997	collinear
gene:TraesCS7D03G0027800	Chr7D	5745166	5749744	+	5747455	Chr7D	5445875	5450436	+	5448155	1.0	0.996	collinear
gene:TraesCS7D03G0028000	Chr7D	5782905	5784707	+	5783806	Chr7D	5485959	5487761	+	5486860	1.0	1.0	collinear
gene:TraesCS7D03G0028100	Chr7D	5801719	5806704	-	5804211	Chr7D	5504841	5509826	-	5507333	1.0	1.0	collinear
gene:TraesCS7D03G0028400	Chr7D	5816108	5821345	-	5818726	Chr7D	5725755	5726884	-	5726319	0.98	0.972	collinear
gene:TraesCS7D03G0030400	Chr7D	6188468	6190301	+	6189384	Chr7D	5789608	5791451	+	5790529	1.0	0.996	collinear
gene:TraesCS7D03G0030500	Chr7D	6333691	6333933	+	6333812	Chr7D	5949308	5949550	+	5949429	1.0	0.995	collinear
gene:TraesCS7D03G0030700	Chr7D	6363587	6369866	+	6366726	Chr7D	5979293	5985572	+	5982432	1.0	1.0	collinear
gene:TraesCS7D03G0031700	Chr7D	6451280	6455354	+	6453317	Chr7D	6062845	6066920	+	6064882	1.0	0.998	collinear
gene:TraesCS7D03G0032100	Chr7D	6702669	6703635	-	6703152	Chr7D	6263082	6264048	-	6263565	1.0	0.995	collinear
gene:TraesCS7D03G0032200	Chr7D	6725910	6728735	-	6727322	Chr7D	6286471	6289321	-	6287896	1.0	0.991	collinear
gene:TraesCS7D03G0032300	Chr7D	6737403	6739639	-	6738521	Chr7D	6322799	6325026	-	6323912	1.0	0.998	collinear
gene:TraesCS7D03G0032400	Chr7D	6749327	6749848	-	6749587	Chr7D	6334850	6335371	-	6335110	1.0	0.984	collinear
gene:TraesCS7D03G0032800	Chr7D	6818107	6820183	-	6819145	Chr7D	6357055	6359029	-	6358042	1.0	0.993	collinear
gene:TraesCS7D03G0032900	Chr7D	6820544	6827092	-	6823818	Chr7D	6359390	6365961	-	6362675	0.999	0.984	collinear
gene:TraesCS7D03G0033000	Chr7D	6827271	6831540	+	6829405	Chr7D	6366336	6370493	+	6368414	0.945	0.933	collinear
gene:TraesCS7D03G0033100	Chr7D	6831774	6834717	+	6833245	Chr7D	6370727	6373627	+	6372177	1.0	0.988	collinear
gene:TraesCS7D03G0033200	Chr7D	6839604	6841430	+	6840517	Chr7D	6378478	6380304	+	6379391	1.0	0.996	collinear
gene:TraesCS7D03G0033300	Chr7D	6930735	6932599	+	6931667	Chr7D	6443246	6445010	+	6444128	0.94	0.926	collinear
gene:TraesCS7D03G0033400	Chr7D	7042530	7045480	-	7044005	Chr7D	6646970	6649913	-	6648441	0.998	0.992	collinear
gene:TraesCS7D03G0033800	Chr7D	7097584	7102366	+	7099975	Chr7D	6694958	6699747	+	6697352	1.0	0.995	collinear
gene:TraesCS7D03G0033900	Chr7D	7115748	7119106	-	7117427	Chr7D	6705565	6709316	-	6707440	1.0	0.998	collinear
gene:TraesCS7D03G0034000	Chr7D	7126208	7129321	+	7127764	Chr7D	6716376	6719503	+	6717939	1.0	0.992	collinear
gene:TraesCS7D03G0034400	Chr7D	7139322	7141221	-	7140271	Chr7D	6727362	6729262	-	6728312	0.999	0.992	collinear
gene:TraesCS7D03G0034900	Chr7D	7429924	7430103	+	7430013	Chr7D	6864379	6864558	+	6864468	1.0	0.983	collinear
gene:TraesCS7D03G0035100	Chr7D	7432081	7432269	+	7432175	Chr7D	6918539	6918727	+	6918633	1.0	0.989	collinear
