gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	ArinaLrFor_tgt_chr	ArinaLrFor_tgt_start	ArinaLrFor_tgt_end	ArinaLrFor_tgt_strand	ArinaLrFor_tgt_midpoint	ArinaLrFor_coverage	ArinaLrFor_identity	segment
gene:TraesCS3B03G0070400	Chr3B	19282977	19286330	-	19284653	Chr3B	5365635	5368988	+	5367311	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B03G0070300	Chr3B	19282173	19289214	+	19285693	Chr3B	5362751	5369792	-	5366271	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B03G0070600	Chr3B	19313953	19315273	-	19314613	Chr3B	5336723	5338043	+	5337383	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B03G0070800	Chr3B	19342286	19343726	-	19343006	Chr3B	5308551	5309991	+	5309271	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B03G0071000	Chr3B	19384383	19385697	-	19385040	Chr3B	5266490	5267804	+	5267147	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B03G0071300	Chr3B	19430787	19432165	-	19431476	Chr3B	5220205	5221581	+	5220893	0.998	0.998	rearrangement:Chr3B_block1
gene:TraesCS3B03G0071600	Chr3B	19481029	19483201	-	19482115	Chr3B	5168895	5171067	+	5169981	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B03G0071700	Chr3B	19520499	19523940	-	19522219	Chr3B	5128202	5131643	+	5129922	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B03G0071900	Chr3B	19541070	19542452	-	19541761	Chr3B	5109691	5111073	+	5110382	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B03G0072400	Chr3B	19648187	19649355	+	19648771	Chr3B	5014534	5015702	-	5015118	1.0	0.994	rearrangement:Chr3B_block1
gene:TraesCS3B03G0072500	Chr3B	19649420	19651027	+	19650223	Chr3B	5012861	5014468	-	5013664	1.0	0.998	rearrangement:Chr3B_block1
gene:TraesCS3B03G0072800	Chr3B	19665266	19666456	-	19665861	Chr3B	4997351	4998541	+	4997946	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B03G0072900	Chr3B	19687842	19690473	-	19689157	Chr3B	4973330	4975961	+	4974645	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B03G0073000	Chr3B	19700179	19701107	-	19700643	Chr3B	4962695	4963623	+	4963159	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B03G0073500	Chr3B	19782341	19784490	+	19783415	Chr3B	4879380	4881529	-	4880454	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B03G0073800	Chr3B	20045694	20048185	-	20046939	Chr3B	4804179	4806670	+	4805424	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B03G0074100	Chr3B	20068534	20070088	+	20069311	Chr3B	4782143	4783697	-	4782920	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B03G0434600	Chr3B	202131967	202133126	+	202132546	Chr3B	230514296	230515473	+	230514884	1.0	0.98	rearrangement:Chr3B_block3
gene:TraesCS3B03G0434700	Chr3B	202288287	202289030	+	202288658	Chr3B	230681738	230682481	+	230682109	1.0	0.986	rearrangement:Chr3B_block3
gene:TraesCS3B03G0435100	Chr3B	202537378	202545097	+	202541237	Chr3B	230953707	230961417	+	230957562	1.0	0.999	rearrangement:Chr3B_block3
gene:TraesCS3B03G0435200	Chr3B	202545379	202551435	+	202548407	Chr3B	230961699	230967707	+	230964703	1.0	0.997	rearrangement:Chr3B_block3
gene:TraesCS3B03G0435300	Chr3B	202551724	202562127	+	202556925	Chr3B	230967924	230981926	+	230974925	1.0	0.998	rearrangement:Chr3B_block3
gene:TraesCS3B03G0435400	Chr3B	202565121	202566460	+	202565790	Chr3B	230984946	230986285	+	230985615	1.0	0.998	rearrangement:Chr3B_block3
gene:TraesCS3B03G0435700	Chr3B	202770800	202772944	+	202771872	Chr3B	231184732	231186927	+	231185829	1.0	0.999	rearrangement:Chr3B_block3
gene:TraesCS3B03G0435800	Chr3B	202822759	202824442	-	202823600	Chr3B	231243754	231245437	-	231244595	1.0	0.999	rearrangement:Chr3B_block3
gene:TraesCS3B03G0438100	Chr3B	205220801	205229288	+	205225044	Chr3B	233720746	233729230	+	233724988	1.0	1.0	rearrangement:Chr3B_block3
gene:TraesCS3B03G0438200	Chr3B	205229777	205237150	+	205233463	Chr3B	233729720	233737603	+	233733661	1.0	0.999	rearrangement:Chr3B_block3
gene:TraesCS3B03G0438500	Chr3B	205240983	205244234	-	205242608	Chr3B	233741435	233744686	-	233743060	1.0	0.999	rearrangement:Chr3B_block3
gene:TraesCS3B03G0438600	Chr3B	205570287	205575022	+	205572654	Chr3B	234097025	234101765	+	234099395	1.0	0.996	rearrangement:Chr3B_block3
gene:TraesCS3B03G0438700	Chr3B	205593740	205595755	-	205594747	Chr3B	234120508	234122523	-	234121515	1.0	0.997	rearrangement:Chr3B_block3
