gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	tgt_chr	tgt_start	tgt_end	tgt_strand	tgt_midpoint	coverage	identity	segment
gene:TraesCS6A03G0000400	Chr6A	117718	120689	-	119203	Chr6A	150247	153218	+	151732	1.0	0.999	collinear
gene:TraesCS6A03G0000500	Chr6A	120701	122577	-	121639	Chr6A	148360	150235	+	149297	0.999	0.998	collinear
gene:TraesCS6A03G0001000	Chr6A	350333	351902	-	351117	Chr6A	50562	52131	+	51346	1.0	0.996	collinear
gene:TraesCS6A03G0001200	Chr6A	1092697	1097130	+	1094913	Chr6A	854796	859222	-	857009	0.994	0.974	collinear
gene:TraesCS6A03G0001400	Chr6A	1270594	1272612	-	1271603	Chr6A	1056986	1059046	-	1058016	1.0	0.97	collinear
gene:TraesCS6A03G0001500	Chr6A	1298952	1300428	-	1299690	Chr6A	1085667	1087143	-	1086405	1.0	0.996	collinear
gene:TraesCS6A03G0001600	Chr6A	1304914	1305519	-	1305216	Chr6A	1091627	1092232	-	1091929	1.0	0.993	collinear
gene:TraesCS6A03G0001800	Chr6A	1330327	1332348	+	1331337	Chr6A	1146561	1148577	+	1147569	0.997	0.992	collinear
gene:TraesCS6A03G0002000	Chr6A	1392825	1393762	+	1393293	Chr6A	1208494	1209430	+	1208962	1.0	0.993	collinear
gene:TraesCS6A03G0002100	Chr6A	1401147	1405507	-	1403327	Chr6A	1219046	1223469	-	1221257	0.986	0.965	collinear
gene:TraesCS6A03G0002200	Chr6A	1413772	1418469	+	1416120	Chr6A	1322338	1326829	+	1324583	0.987	0.981	collinear
gene:TraesCS6A03G0002300	Chr6A	1427419	1428465	-	1427942	Chr6A	1335324	1336370	-	1335847	1.0	0.993	collinear
gene:TraesCS6A03G0002400	Chr6A	1434457	1434844	+	1434650	Chr6A	1342371	1342758	+	1342564	1.0	1.0	collinear
gene:TraesCS6A03G0002600	Chr6A	1442347	1442844	-	1442595	Chr6A	1350144	1350641	-	1350392	1.0	0.996	collinear
gene:TraesCS6A03G0002700	Chr6A	1444853	1445827	+	1445340	Chr6A	1352630	1353604	+	1353117	0.987	0.96	collinear
gene:TraesCS6A03G0003000	Chr6A	1535307	1542220	+	1538763	Chr6A	1373337	1380255	+	1376796	0.998	0.994	collinear
gene:TraesCS6A03G0003100	Chr6A	1544392	1548820	-	1546606	Chr6A	1398108	1402532	-	1400320	1.0	0.997	collinear
gene:TraesCS6A03G0003300	Chr6A	1558341	1564627	+	1561484	Chr6A	1411980	1418466	+	1415223	0.99	0.942	collinear
gene:TraesCS6A03G0003500	Chr6A	1571628	1573212	-	1572420	Chr6A	1424962	1426545	-	1425753	0.999	0.993	collinear
gene:TraesCS6A03G0003600	Chr6A	1584804	1587503	+	1586153	Chr6A	1440150	1443073	+	1441611	1.0	0.999	collinear
gene:TraesCS6A03G0003700	Chr6A	1590243	1592797	-	1591520	Chr6A	1445814	1448135	-	1446974	0.908	0.902	collinear
gene:TraesCS6A03G0004300	Chr6A	1712278	1718977	+	1715627	Chr6A	1533055	1539606	+	1536330	0.982	0.944	collinear
