gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS5A02G116100	Chr5A	237460197	237478612	-	237469404	Chr5A	262606486	262624904	+	262615695	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A02G116200	Chr5A	237953442	237953745	+	237953593	Chr5A	262135058	262135361	-	262135209	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116400	Chr5A	238691766	238692051	+	238691908	Chr5A	261404355	261404640	-	261404497	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116500	Chr5A	238694126	238699137	+	238696631	Chr5A	261397269	261402280	-	261399774	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116600	Chr5A	238790277	238790595	-	238790436	Chr5A	261306103	261306421	+	261306262	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116700	Chr5A	238820336	238821053	+	238820694	Chr5A	261275644	261276361	-	261276002	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116800	Chr5A	238821248	238821841	-	238821544	Chr5A	261274856	261275449	+	261275152	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116900	Chr5A	238822206	238822644	+	238822425	Chr5A	261274053	261274491	-	261274272	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117100	Chr5A	238822947	238830497	+	238826722	Chr5A	261266199	261273750	-	261269974	0.999	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G117000	Chr5A	238828456	238828758	-	238828607	Chr5A	261267936	261268238	+	261268087	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117200	Chr5A	238847111	238849203	-	238848157	Chr5A	261247673	261249765	+	261248719	1.0	0.998	rearrangement:Chr5A_block1
gene:TraesCS5A02G117300	Chr5A	238860045	238860455	-	238860250	Chr5A	261236420	261236831	+	261236625	1.0	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G117400	Chr5A	238900801	238901760	+	238901280	Chr5A	261195114	261196073	-	261195593	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117500	Chr5A	239118833	239124161	+	239121497	Chr5A	260973554	260978882	-	260976218	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117600	Chr5A	239396439	239410643	+	239403541	Chr5A	260676963	260690824	-	260683893	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117700	Chr5A	239526892	239533263	+	239530077	Chr5A	260556469	260562840	-	260559654	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117800	Chr5A	241270109	241292666	+	241281387	Chr5A	258809191	258831238	-	258820214	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117900	Chr5A	241455231	241455617	+	241455424	Chr5A	258647634	258648020	-	258647827	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118000	Chr5A	241756418	241756621	-	241756519	Chr5A	258350600	258350803	+	258350701	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118100	Chr5A	241763882	241764085	-	241763983	Chr5A	258343136	258343339	+	258343237	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118200	Chr5A	242531195	242538426	-	242534810	Chr5A	257577580	257584817	+	257581198	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118300	Chr5A	242843056	242856337	+	242849696	Chr5A	257257950	257271231	-	257264590	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A02G118400	Chr5A	242947146	242947370	+	242947258	Chr5A	257167206	257167430	-	257167318	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118500	Chr5A	244429498	244431032	+	244430265	Chr5A	255708566	255710100	-	255709333	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118600	Chr5A	244448153	244450867	-	244449510	Chr5A	255688990	255691704	+	255690347	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118700	Chr5A	244754331	244763238	-	244758784	Chr5A	255383406	255392313	+	255387859	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118800	Chr5A	245438089	245445737	-	245441913	Chr5A	254717011	254724659	+	254720835	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118900	Chr5A	245952633	245965753	-	245959193	Chr5A	254201878	254214998	+	254208438	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G187100	Chr5A	389052380	389060906	+	389056643	Chr5A	405289638	405297725	-	405293681	0.979	0.979	rearrangement:Chr5A_block3
gene:TraesCS5A02G187200	Chr5A	389061691	389064458	-	389063074	Chr5A	405286085	405288852	+	405287468	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G187300	Chr5A	389069720	389073100	+	389071410	Chr5A	405277702	405281082	-	405279392	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G187400	Chr5A	389131980	389133955	-	389132967	Chr5A	405216534	405218509	+	405217521	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G187500	Chr5A	389153524	389154678	+	389154101	Chr5A	405195811	405196965	-	405196388	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G187600	Chr5A	389159558	389163387	+	389161472	Chr5A	405187098	405190927	-	405189012	1.0	1.0	rearrangement:Chr5A_block3
