gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS5D02G013200	Chr5D	7119476	7119998	-	7119737	Chr5D	7296397	7296919	-	7296658	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G013300	Chr5D	7410320	7415303	-	7412811	Chr5D	7592221	7597197	-	7594709	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D02G013400	Chr5D	7501291	7504931	-	7503111	Chr5D	7682382	7686022	-	7684202	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G013500	Chr5D	7562165	7570263	+	7566214	Chr5D	7909571	7917669	+	7913620	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G013600	Chr5D	7590258	7602982	-	7596620	Chr5D	7937344	7950097	-	7943720	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G013800	Chr5D	7631699	7634139	-	7632919	Chr5D	7978818	7981258	-	7980038	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G013900	Chr5D	7735201	7751604	-	7743402	Chr5D	8080548	8096104	-	8088326	0.9	0.9	rearrangement:Chr5D_block1
gene:TraesCS5D02G014000	Chr5D	7929257	7932751	+	7931004	Chr5D	8270533	8273708	+	8272120	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G014100	Chr5D	7964211	7966925	-	7965568	Chr5D	8304863	8307577	-	8306220	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G014200	Chr5D	8020016	8022015	+	8021015	Chr5D	8360441	8362440	+	8361440	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G014300	Chr5D	8033202	8035560	+	8034381	Chr5D	8373627	8375985	+	8374806	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G014400	Chr5D	8047850	8053620	-	8050735	Chr5D	8388275	8394045	-	8391160	1.0	1.0	rearrangement:Chr5D_block1
