gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS3A02G000100	Chr3A	14528	17889	-	16208	Chr3A	1701133	1704494	+	1702813	1.0	0.999	collinear
gene:TraesCS3A02G000200	Chr3A	41683	44884	-	43283	Chr3A	1723915	1727116	+	1725515	1.0	0.999	collinear
gene:TraesCS3A02G000300	Chr3A	84561	87232	-	85896	Chr3A	1681610	1684281	+	1682945	1.0	1.0	collinear
gene:TraesCS3A02G000400	Chr3A	95678	97870	-	96774	Chr3A	1671117	1673309	+	1672213	1.0	1.0	collinear
gene:TraesCS3A02G000500	Chr3A	129964	132254	-	131109	Chr3A	1637159	1639449	+	1638304	1.0	1.0	collinear
gene:TraesCS3A02G000600	Chr3A	177219	179017	-	178118	Chr3A	1590049	1591847	+	1590948	1.0	0.999	collinear
gene:TraesCS3A02G000700	Chr3A	204727	208013	-	206370	Chr3A	1550794	1554080	+	1552437	1.0	1.0	collinear
gene:TraesCS3A02G000800	Chr3A	397801	400871	-	399336	Chr3A	1394486	1397648	+	1396067	1.0	0.982	collinear
gene:TraesCS3A02G000900	Chr3A	409621	416203	-	412912	Chr3A	1382372	1388879	+	1385625	0.966	0.952	collinear
gene:TraesCS3A02G001100	Chr3A	430147	432865	+	431506	Chr3A	1344530	1347248	-	1345889	1.0	0.998	collinear
gene:TraesCS3A02G001200	Chr3A	437746	441793	+	439769	Chr3A	1335686	1339731	-	1337708	0.998	0.997	collinear
gene:TraesCS3A02G001300	Chr3A	912044	912421	-	912232	Chr3A	843457	843834	+	843645	1.0	1.0	collinear
gene:TraesCS3A02G001400	Chr3A	987488	987772	-	987630	Chr3A	769516	769800	+	769658	1.0	1.0	collinear
gene:TraesCS3A02G001500	Chr3A	1028128	1031945	+	1030036	Chr3A	726658	730475	-	728566	1.0	1.0	collinear
gene:TraesCS3A02G001600	Chr3A	1055242	1059496	-	1057369	Chr3A	699098	703333	+	701215	1.0	0.998	collinear
gene:TraesCS3A02G001700	Chr3A	1304381	1309289	+	1306835	Chr3A	166314	171222	-	168768	1.0	1.0	collinear
gene:TraesCS3A02G001800	Chr3A	1313066	1315898	-	1314482	Chr3A	159787	162619	+	161203	1.0	1.0	collinear
gene:TraesCS3A02G001900	Chr3A	1325708	1326744	-	1326226	Chr3A	148935	149971	+	149453	1.0	1.0	collinear
gene:TraesCS3A02G002000	Chr3A	1328508	1329908	-	1329208	Chr3A	145770	147170	+	146470	1.0	1.0	collinear
gene:TraesCS3A02G002100	Chr3A	1380918	1383491	+	1382204	Chr3A	92855	95428	-	94141	1.0	1.0	collinear
gene:TraesCS3A02G002200	Chr3A	1389037	1389428	-	1389232	Chr3A	86909	87300	+	87104	1.0	1.0	collinear
gene:TraesCS3A02G002300	Chr3A	1392585	1394247	-	1393416	Chr3A	82090	83752	+	82921	1.0	1.0	collinear
gene:TraesCS3A02G002400	Chr3A	1514278	1514782	+	1514530	Chr3A	2103483	2103987	+	2103735	1.0	1.0	collinear
