gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS6A02G003700	Chr6A	1659193	1668144	-	1663668	Chr6A	12659271	12668218	+	12663744	0.997	0.993	collinear
gene:TraesCS6A02G004000	Chr6A	1730409	1732051	-	1731230	Chr6A	12590327	12591966	+	12591146	0.998	0.99	collinear
gene:TraesCS6A02G004200	Chr6A	1808051	1814286	+	1811168	Chr6A	12576025	12577311	-	12576668	0.986	0.98	collinear
gene:TraesCS6A02G004600	Chr6A	1885540	1889805	+	1887672	Chr6A	12541376	12545631	-	12543503	0.994	0.985	collinear
gene:TraesCS6A02G004700	Chr6A	1893771	1898967	+	1896369	Chr6A	12532274	12537407	-	12534840	0.994	0.981	collinear
gene:TraesCS6A02G004800	Chr6A	1900642	1902822	+	1901732	Chr6A	12528759	12530918	-	12529838	0.985	0.958	collinear
gene:TraesCS6A02G004900	Chr6A	1921601	1924313	+	1922957	Chr6A	12521916	12524600	-	12523258	0.989	0.986	collinear
gene:TraesCS6A02G005000	Chr6A	1942409	1948879	+	1945644	Chr6A	12408470	12414939	-	12411704	1.0	0.998	collinear
gene:TraesCS6A02G005100	Chr6A	1960642	1961854	+	1961248	Chr6A	12395736	12396939	-	12396337	0.99	0.986	collinear
gene:TraesCS6A02G005200	Chr6A	1972751	1975657	+	1974204	Chr6A	12382743	12385631	-	12384187	0.983	0.977	collinear
gene:TraesCS6A02G005300	Chr6A	1985120	1987834	+	1986477	Chr6A	12343590	12346455	-	12345022	0.988	0.98	collinear
gene:TraesCS6A02G005400	Chr6A	2130377	2133736	+	2132056	Chr6A	12094371	12097596	-	12095983	1.0	0.993	collinear
gene:TraesCS6A02G005500	Chr6A	2144869	2145129	-	2144999	Chr6A	12082918	12083178	+	12083048	1.0	1.0	collinear
gene:TraesCS6A02G005600	Chr6A	2177764	2180753	-	2179258	Chr6A	12017553	12020047	+	12018800	0.996	0.977	collinear
gene:TraesCS6A02G005700	Chr6A	2221023	2222302	-	2221662	Chr6A	11966709	11967989	+	11967349	1.0	0.995	collinear
gene:TraesCS6A02G005800	Chr6A	2232270	2234509	-	2233389	Chr6A	11958117	11958858	+	11958487	0.998	0.996	collinear
gene:TraesCS6A02G005900	Chr6A	2247617	2248544	-	2248080	Chr6A	11951308	11952235	+	11951771	1.0	0.996	collinear
gene:TraesCS6A02G006000	Chr6A	2263473	2263835	-	2263654	Chr6A	11936146	11936509	+	11936327	1.0	0.981	collinear
gene:TraesCS6A02G006100	Chr6A	2264870	2265247	-	2265058	Chr6A	11934732	11935109	+	11934920	1.0	1.0	collinear
gene:TraesCS6A02G006200	Chr6A	2273724	2277122	-	2275423	Chr6A	11911245	11914635	+	11912940	0.988	0.984	collinear
gene:TraesCS6A02G006400	Chr6A	2397497	2403046	+	2400271	Chr6A	11806777	11812227	-	11809502	0.956	0.953	collinear
gene:TraesCS6A02G006500	Chr6A	2407884	2411797	-	2409840	Chr6A	11792101	11796009	+	11794055	1.0	0.996	collinear
gene:TraesCS6A02G006600	Chr6A	2716291	2719670	-	2717980	Chr6A	11320006	11323295	+	11321650	0.999	0.993	collinear
gene:TraesCS6A02G006700	Chr6A	2724236	2725111	-	2724673	Chr6A	11314396	11315271	+	11314833	1.0	1.0	collinear
gene:TraesCS6A02G006800	Chr6A	2727546	2731988	-	2729767	Chr6A	11307519	11311961	+	11309740	1.0	1.0	collinear
gene:TraesCS6A02G006900	Chr6A	2749268	2749864	+	2749566	Chr6A	11296301	11296897	-	11296599	1.0	0.998	collinear
gene:TraesCS6A02G007000	Chr6A	2750921	2751822	+	2751371	Chr6A	11294343	11295244	-	11294793	1.0	1.0	collinear
gene:TraesCS6A02G007100	Chr6A	2790533	2795156	+	2792844	Chr6A	11251572	11256195	-	11253883	1.0	0.999	collinear
gene:TraesCS6A02G007200	Chr6A	2799043	2801355	+	2800199	Chr6A	11245373	11247685	-	11246529	1.0	1.0	collinear
gene:TraesCS6A02G007300	Chr6A	2925081	2929106	+	2927093	Chr6A	11118514	11122545	-	11120529	1.0	1.0	collinear
gene:TraesCS6A02G007400	Chr6A	2951919	2958039	+	2954979	Chr6A	11090589	11096710	-	11093649	1.0	0.998	collinear
gene:TraesCS6A02G007500	Chr6A	2970723	2974933	+	2972828	Chr6A	11083787	11087997	-	11085892	1.0	0.995	collinear
gene:TraesCS6A02G007600	Chr6A	3001015	3003106	+	3002060	Chr6A	11064808	11066906	-	11065857	1.0	0.99	collinear
gene:TraesCS6A02G007700	Chr6A	3014040	3017481	+	3015760	Chr6A	11050427	11053753	-	11052090	1.0	0.995	collinear
gene:TraesCS6A02G007800	Chr6A	3206194	3206811	+	3206502	Chr6A	10831383	10832000	-	10831691	1.0	1.0	collinear
gene:TraesCS6A02G007900	Chr6A	3237974	3238467	+	3238220	Chr6A	10790722	10791215	-	10790968	1.0	0.994	collinear
gene:TraesCS6A02G008000	Chr6A	3288495	3289339	+	3288917	Chr6A	10679742	10680585	-	10680163	0.986	0.945	collinear
gene:TraesCS6A02G008700	Chr6A	3687889	3690253	+	3689071	Chr6A	10566515	10568903	-	10567709	1.0	0.998	collinear
gene:TraesCS6A02G008800	Chr6A	3690332	3692787	+	3691559	Chr6A	10563978	10566436	-	10565207	1.0	0.989	collinear
