cs_chr	cs_start	cs_end	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	n_anchors	mean_identity
Chr4A	82701	2154177	Chr4A	9447165	11487223	25	0.9988400000000002
Chr4A	10938453	11622813	Chr4A	34364	757135	8	0.9946250000000001
Chr4A	54108293	56510369	Chr4A	63965632	66409858	14	0.997642857142857
Chr4A	78161520	78765803	Chr4A	66711437	67346843	6	0.9980000000000001
Chr4A	64957558	68958858	Chr4A	76514329	80442191	30	0.9931666666666664
Chr4A	79053091	80857577	Chr4A	53398803	55288429	8	0.998875
Chr4A	270325461	282083530	Chr4A	293018330	306064183	16	0.9996875000000001
Chr4A	284630458	300457856	Chr4A	271146043	320641056	18	0.9991666666666666
Chr4A	306317948	314684131	Chr4A	279600605	287853915	54	0.9991111111111111
Chr4A	320272231	327753355	Chr4A	245294731	252682227	14	0.9980714285714286
Chr4A	2407331	52611541	Chr4A	1056279	51963220	529	0.9970037807183364
Chr4A	57165163	64573687	Chr4A	55681509	63254581	66	0.9940303030303032
Chr4A	69268831	77442732	Chr4A	68083129	76205215	60	0.9946333333333333
Chr4A	81276884	130504034	Chr4A	80810833	129648181	284	0.9969260563380282
Chr4A	132701921	192628546	Chr4A	131826106	191697808	262	0.99956106870229
Chr4A	195313531	220022826	Chr4A	194364609	218909613	45	0.9979999999999999
Chr4A	222107768	222562036	Chr4A	220976490	221404914	3	1.0
Chr4A	225313869	227091476	Chr4A	224117459	225861783	4	0.9995
Chr4A	229493172	242884659	Chr4A	228279071	241588393	21	0.9998095238095237
Chr4A	245258976	246711649	Chr4A	243944917	253218382	9	0.9996666666666667
Chr4A	248831802	263897149	Chr4A	255351289	270234790	21	0.9995238095238096
Chr4A	317080714	319832516	Chr4A	322050939	324787674	3	0.9993333333333334
Chr4A	329170186	334268011	Chr4A	326213710	331472507	6	0.9994999999999999
Chr4A	338745706	350244063	Chr4A	335942121	347226956	23	0.9983913043478261
Chr4A	352270324	353874280	Chr4A	349347566	350940517	4	1.0
Chr4A	356554191	359638234	Chr4A	353587426	356657972	6	1.0
Chr4A	362089683	365639149	Chr4A	359085536	362641111	5	1.0
Chr4A	373805571	387104269	Chr4A	372476098	385666122	15	0.9996000000000002
Chr4A	389242085	390892975	Chr4A	387788888	389397805	3	1.0
Chr4A	395027325	398506001	Chr4A	393488693	396926727	6	1.0
Chr4A	400757887	401303656	Chr4A	399155097	399706190	3	0.999
Chr4A	407610912	420517232	Chr4A	405925204	418776501	17	0.9998235294117647
Chr4A	422761993	508494353	Chr4A	420991132	505965400	411	0.998389294403893
Chr4A	510639254	641610833	Chr4A	508076198	642775677	1486	0.9975181695827725
Chr4A	661301432	668853525	Chr4A	660437713	669145438	87	0.9960919540229884
Chr4A	686530004	716954785	Chr4A	689487086	724622292	250	0.9925239999999999
Chr4A	642186467	651625858	Chr4A	677428220	688981753	57	0.9870350877192982
Chr4A	655253275	661280139	Chr4A	669166380	676190408	48	0.9740624999999999
Chr4A	669580365	686385415	Chr4A	642850143	660149961	218	0.9993165137614679
Chr4A	717047319	744537908	Chr4A	728418135	759380746	305	0.9849245901639345
