gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS6D02G042200	Chr6D	17283809	17287549	-	17285679	Chr6D	16952128	16955868	-	16953998	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G042300	Chr6D	17297853	17304530	-	17301191	Chr6D	16966172	16972849	-	16969510	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G042400	Chr6D	17309364	17310623	-	17309993	Chr6D	16977682	16978941	-	16978311	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G042500	Chr6D	17317492	17318092	+	17317792	Chr6D	16985325	16985925	+	16985625	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G042600	Chr6D	17468608	17470505	-	17469556	Chr6D	17134188	17136085	-	17135136	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G042700	Chr6D	17485770	17486156	+	17485963	Chr6D	17151205	17151591	+	17151398	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G042800	Chr6D	17499474	17503927	+	17501700	Chr6D	17164412	17168892	+	17166652	1.0	0.999	rearrangement:Chr6D_block1
gene:TraesCS6D02G042900	Chr6D	17822121	17822537	+	17822329	Chr6D	17563605	17564021	+	17563813	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G043000	Chr6D	17826735	17829470	+	17828102	Chr6D	17568219	17570954	+	17569586	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G043100	Chr6D	17866348	17866572	-	17866460	Chr6D	17608594	17608818	-	17608706	1.0	0.995	rearrangement:Chr6D_block1
gene:TraesCS6D02G043200	Chr6D	17892381	17893044	+	17892712	Chr6D	17634550	17635213	+	17634881	1.0	1.0	rearrangement:Chr6D_block1
