gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS6B02G000300	Chr6B	163680	173488	-	168584	Chr6B	3692898	3702845	-	3697871	0.994	0.967	collinear
gene:TraesCS6B02G000400	Chr6B	185379	185882	+	185630	Chr6B	3714767	3715270	+	3715018	1.0	0.971	collinear
gene:TraesCS6B02G000500	Chr6B	197644	198153	+	197898	Chr6B	3673733	3674242	-	3673987	1.0	0.968	collinear
gene:TraesCS6B02G000600	Chr6B	260456	260755	-	260605	Chr6B	3926591	3926891	-	3926741	1.0	0.996	collinear
gene:TraesCS6B02G000800	Chr6B	484200	485669	+	484934	Chr6B	4021358	4022827	+	4022092	1.0	0.972	collinear
gene:TraesCS6B02G000900	Chr6B	608571	610157	-	609364	Chr6B	4137814	4139400	-	4138607	1.0	0.996	collinear
gene:TraesCS6B02G001000	Chr6B	697792	700255	+	699023	Chr6B	4480737	4483202	+	4481969	1.0	0.996	collinear
gene:TraesCS6B02G001100	Chr6B	701374	702030	+	701702	Chr6B	4484321	4484977	+	4484649	1.0	1.0	collinear
gene:TraesCS6B02G001200	Chr6B	702076	702636	+	702356	Chr6B	4485023	4485583	+	4485303	1.0	0.996	collinear
gene:TraesCS6B02G001300	Chr6B	728447	731986	-	730216	Chr6B	4510286	4514142	-	4512214	1.0	0.999	collinear
gene:TraesCS6B02G001700	Chr6B	1131389	1133229	-	1132309	Chr6B	1635953	1637793	+	1636873	1.0	0.997	collinear
gene:TraesCS6B02G001900	Chr6B	1218446	1273798	+	1246122	Chr6B	1511006	1571463	-	1541234	1.0	0.999	collinear
gene:TraesCS6B02G002000	Chr6B	1368051	1370548	+	1369299	Chr6B	1369657	1372154	-	1370905	1.0	0.999	collinear
gene:TraesCS6B02G002100	Chr6B	1375265	1436005	+	1405635	Chr6B	1304068	1364917	-	1334492	1.0	0.999	collinear
gene:TraesCS6B02G002200	Chr6B	1569738	1574401	-	1572069	Chr6B	1166493	1171122	+	1168807	0.999	0.995	collinear
gene:TraesCS6B02G002300	Chr6B	1603857	1616068	-	1609962	Chr6B	1125191	1137017	+	1131104	1.0	0.992	collinear
gene:TraesCS6B02G002700	Chr6B	2072182	2075303	+	2073742	Chr6B	478382	481741	+	480061	0.999	0.962	collinear
