gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS7B02G000100	Chr7B	32906	36770	-	34838	Chr7B	3437905	3441769	+	3439837	1.0	1.0	collinear
gene:TraesCS7B02G000200	Chr7B	43388	51239	-	47313	Chr7B	3423539	3431390	+	3427464	1.0	0.999	collinear
gene:TraesCS7B02G000300	Chr7B	113161	115194	+	114177	Chr7B	3360141	3362174	-	3361157	1.0	0.999	collinear
gene:TraesCS7B02G000400	Chr7B	115309	119981	-	117645	Chr7B	3355354	3360026	+	3357690	1.0	1.0	collinear
gene:TraesCS7B02G000500	Chr7B	120989	122254	+	121621	Chr7B	3353080	3354345	-	3353712	1.0	1.0	collinear
gene:TraesCS7B02G000600	Chr7B	222384	224848	+	223616	Chr7B	3243014	3245158	-	3244086	1.0	1.0	collinear
gene:TraesCS7B02G000700	Chr7B	229098	230197	+	229647	Chr7B	3237665	3238764	-	3238214	1.0	1.0	collinear
gene:TraesCS7B02G000800	Chr7B	230612	231250	+	230931	Chr7B	3236612	3237250	-	3236931	1.0	1.0	collinear
gene:TraesCS7B02G000900	Chr7B	257266	259314	+	258290	Chr7B	3208947	3210857	-	3209902	0.929	0.923	collinear
gene:TraesCS7B02G001000	Chr7B	261171	262954	+	262062	Chr7B	3205303	3207086	-	3206194	1.0	1.0	collinear
gene:TraesCS7B02G001100	Chr7B	263907	265477	+	264692	Chr7B	3202780	3204350	-	3203565	1.0	1.0	collinear
gene:TraesCS7B02G001200	Chr7B	267438	269851	-	268644	Chr7B	3198386	3200799	+	3199592	1.0	1.0	collinear
gene:TraesCS7B02G001300	Chr7B	287169	292385	+	289777	Chr7B	3175920	3181136	-	3178528	1.0	1.0	collinear
gene:TraesCS7B02G001400	Chr7B	421705	425790	+	423747	Chr7B	3043116	3047201	-	3045158	1.0	1.0	collinear
gene:TraesCS7B02G001500	Chr7B	426179	431580	-	428879	Chr7B	3037326	3042727	+	3040026	1.0	1.0	collinear
gene:TraesCS7B02G001600	Chr7B	603142	606645	+	604893	Chr7B	2862682	2866185	-	2864433	1.0	1.0	collinear
gene:TraesCS7B02G001700	Chr7B	640963	642786	+	641874	Chr7B	2827258	2829081	-	2828169	1.0	1.0	collinear
gene:TraesCS7B02G001800	Chr7B	672871	673573	-	673222	Chr7B	2796689	2797391	+	2797040	1.0	1.0	collinear
gene:TraesCS7B02G002000	Chr7B	781958	782812	-	782385	Chr7B	2687536	2688390	+	2687963	1.0	1.0	collinear
gene:TraesCS7B02G002100	Chr7B	801066	801998	+	801532	Chr7B	2668297	2669229	-	2668763	1.0	1.0	collinear
gene:TraesCS7B02G002200	Chr7B	848013	850214	+	849113	Chr7B	2620395	2622596	-	2621495	1.0	0.999	collinear
gene:TraesCS7B02G002300	Chr7B	882348	891020	-	886684	Chr7B	2558311	2568851	+	2563581	1.0	1.0	collinear
gene:TraesCS7B02G002400	Chr7B	1020557	1021684	+	1021120	Chr7B	2427399	2428526	-	2427962	1.0	1.0	collinear
gene:TraesCS7B02G002600	Chr7B	1037429	1039865	-	1038647	Chr7B	2409198	2411634	+	2410416	1.0	0.999	collinear
gene:TraesCS7B02G002700	Chr7B	1065102	1069333	-	1067217	Chr7B	2379931	2384162	+	2382046	1.0	1.0	collinear
gene:TraesCS7B02G002500	Chr7B	1033399	1103911	-	1068655	Chr7B	2345547	2415664	+	2380605	1.0	0.997	collinear
gene:TraesCS7B02G002800	Chr7B	1154155	1155583	+	1154869	Chr7B	2295293	2296721	-	2296007	1.0	1.0	collinear
gene:TraesCS7B02G002900	Chr7B	1202960	1208805	-	1205882	Chr7B	2248068	2253913	+	2250990	1.0	1.0	collinear
gene:TraesCS7B02G003000	Chr7B	1254479	1262607	-	1258543	Chr7B	2195024	2202909	+	2198966	1.0	1.0	collinear
gene:TraesCS7B02G003100	Chr7B	1269606	1276585	-	1273095	Chr7B	2181046	2188025	+	2184535	1.0	1.0	collinear
gene:TraesCS7B02G003200	Chr7B	1277261	1283594	-	1280427	Chr7B	2174037	2180370	+	2177203	1.0	1.0	collinear
gene:TraesCS7B02G003300	Chr7B	1304370	1309391	+	1306880	Chr7B	2148533	2153557	-	2151045	1.0	0.998	collinear
gene:TraesCS7B02G003400	Chr7B	1313393	1327596	+	1320494	Chr7B	2130328	2144531	-	2137429	1.0	1.0	collinear
gene:TraesCS7B02G003500	Chr7B	1331541	1331921	+	1331731	Chr7B	2126003	2126383	-	2126193	1.0	1.0	collinear
gene:TraesCS7B02G003600	Chr7B	1351479	1352210	+	1351844	Chr7B	2053871	2054593	-	2054232	0.987	0.904	collinear
gene:TraesCS7B02G003800	Chr7B	1436945	1438038	+	1437491	Chr7B	2014757	2015826	-	2015291	0.978	0.949	collinear
gene:TraesCS7B02G003900	Chr7B	1482228	1483396	+	1482812	Chr7B	1985986	1987154	-	1986570	1.0	0.998	collinear
gene:TraesCS7B02G004000	Chr7B	1697699	1697938	+	1697818	Chr7B	1759114	1759353	-	1759233	1.0	0.991	collinear
gene:TraesCS7B02G004400	Chr7B	2098559	2101882	+	2100220	Chr7B	1400010	1403308	-	1401659	1.0	0.992	collinear
gene:TraesCS7B02G004500	Chr7B	2328395	2329072	-	2328733	Chr7B	1014032	1014709	+	1014370	1.0	1.0	collinear
gene:TraesCS7B02G004600	Chr7B	2334104	2335649	+	2334876	Chr7B	1007456	1009001	-	1008228	1.0	1.0	collinear
gene:TraesCS7B02G004700	Chr7B	2561961	2563614	-	2562787	Chr7B	797961	799614	+	798787	1.0	1.0	collinear
gene:TraesCS7B02G004800	Chr7B	2749130	2750569	+	2749849	Chr7B	611818	613257	-	612537	1.0	1.0	collinear
gene:TraesCS7B02G004900	Chr7B	2784380	2786335	+	2785357	Chr7B	576201	578176	-	577188	0.998	0.985	collinear
gene:TraesCS7B02G005000	Chr7B	2786932	2791262	-	2789097	Chr7B	571530	575604	+	573567	0.968	0.968	collinear
gene:TraesCS7B02G005100	Chr7B	2889801	2895704	-	2892752	Chr7B	465304	471196	+	468250	1.0	1.0	collinear
gene:TraesCS7B02G005200	Chr7B	2911028	2919723	-	2915375	Chr7B	441366	450061	+	445713	1.0	1.0	collinear
gene:TraesCS7B02G005400	Chr7B	2933018	2941833	+	2937425	Chr7B	419255	428070	-	423662	1.0	1.0	collinear
gene:TraesCS7B02G005500	Chr7B	2944187	2948732	-	2946459	Chr7B	412356	416901	+	414628	1.0	1.0	collinear
gene:TraesCS7B02G005600	Chr7B	3094550	3094837	-	3094693	Chr7B	266830	267117	+	266973	1.0	1.0	collinear
