cs_chr	cs_start	cs_end	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	n_anchors	mean_identity
Chr5A	237469404	245959193	Chr5A	254208438	262615695	28	0.9996428571428572
Chr5A	389056643	393253490	Chr5A	401219745	405293681	27	0.9961111111111113
Chr5A	398411465	402162710	Chr5A	392413701	396135192	28	0.9988571428571429
Chr5A	430243719	430640620	Chr5A	427388504	427771392	5	0.9992000000000001
Chr5A	14293	60528080	Chr5A	1181953	64097973	543	0.9957734806629833
Chr5A	63377052	151734470	Chr5A	66951109	154932652	396	0.996479797979798
Chr5A	155555039	159534199	Chr5A	158785634	162914867	13	1.0
Chr5A	161914114	180994113	Chr5A	165265731	184585728	37	0.9995405405405404
Chr5A	183430057	185651119	Chr5A	187001473	189204885	4	1.0
Chr5A	191038029	199222973	Chr5A	194529868	202641144	16	0.998875
Chr5A	203479442	222599127	Chr5A	206875193	225991599	33	0.9999090909090909
Chr5A	224689467	237370335	Chr5A	228066168	240795362	28	0.9998928571428571
Chr5A	246826194	248536470	Chr5A	248521747	253355570	6	1.0
Chr5A	258775970	388640539	Chr5A	263189480	391878822	638	0.9990344827586207
Chr5A	393364345	398288890	Chr5A	396257767	401151375	52	0.9984615384615385
Chr5A	402540994	423746112	Chr5A	405553911	426560640	113	0.9969380530973451
Chr5A	426537435	709675600	Chr5A	427965001	714343118	3273	0.9968765658417355
