gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS1A02G008300	Chr1A	4549622	4554906	+	4552264	Chr1A	5687117	5692401	+	5689759	1.0	0.997	collinear
gene:TraesCS1A02G008400	Chr1A	4804101	4805663	+	4804882	Chr1A	5996330	5997835	+	5997082	0.958	0.945	collinear
gene:TraesCS1A02G008600	Chr1A	5023873	5029289	-	5026581	Chr1A	6163787	6169205	-	6166496	1.0	0.994	collinear
gene:TraesCS1A02G008700	Chr1A	5132497	5132754	+	5132625	Chr1A	6271779	6272036	+	6271907	1.0	0.996	collinear
gene:TraesCS1A02G008900	Chr1A	5233610	5235545	+	5234577	Chr1A	6673069	6675104	+	6674086	1.0	0.989	collinear
gene:TraesCS1A02G009000	Chr1A	5491027	5495112	+	5493069	Chr1A	6809736	6813824	+	6811780	1.0	0.995	collinear
gene:TraesCS1A02G009100	Chr1A	5496528	5499983	+	5498255	Chr1A	6815247	6818712	+	6816979	0.98	0.924	collinear
gene:TraesCS1A02G009200	Chr1A	5500650	5501198	+	5500924	Chr1A	7575568	7576092	+	7575830	0.954	0.912	collinear
gene:TraesCS1A02G010500	Chr1A	6422072	6423492	-	6422782	Chr1A	8260513	8261867	-	8261190	0.953	0.952	collinear
gene:TraesCS1A02G010900	Chr1A	6517423	6518340	+	6517881	Chr1A	8283879	8284793	+	8284336	0.996	0.996	collinear
gene:TraesCS1A02G010905	Chr1A	6561797	6562688	+	6562242	Chr1A	8395032	8395923	+	8395477	1.0	1.0	collinear
gene:TraesCS1A02G011100	Chr1A	6566139	6567972	+	6567055	Chr1A	8399121	8400954	+	8400037	1.0	1.0	collinear
gene:TraesCS1A02G011200	Chr1A	6569388	6576401	-	6572894	Chr1A	8402370	8408943	-	8405656	1.0	1.0	collinear
gene:TraesCS1A02G011300	Chr1A	6654552	6655482	-	6655017	Chr1A	8485102	8486032	-	8485567	1.0	1.0	collinear
gene:TraesCS1A02G011400	Chr1A	6760744	6764265	-	6762504	Chr1A	8590176	8593697	-	8591936	1.0	1.0	collinear
