gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS1B02G000300	Chr1B	711793	713476	+	712634	Chr1B	1655460	1657104	+	1656282	0.997	0.903	rearrangement:Chr1B_block1
gene:TraesCS1B02G001200	Chr1B	1265734	1266622	-	1266178	Chr1B	2321558	2322446	+	2322002	1.0	0.962	rearrangement:Chr1B_block1
gene:TraesCS1B02G001500	Chr1B	1416127	1418511	+	1417319	Chr1B	2317351	2319735	-	2318543	1.0	0.999	rearrangement:Chr1B_block1
gene:TraesCS1B02G001600	Chr1B	1419308	1422174	-	1420741	Chr1B	2313688	2316554	+	2315121	1.0	0.998	rearrangement:Chr1B_block1
gene:TraesCS1B02G001700	Chr1B	1423557	1426829	-	1425193	Chr1B	2309187	2312304	+	2310745	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G001800	Chr1B	1430072	1436355	-	1433213	Chr1B	2299655	2305896	+	2302775	0.993	0.99	rearrangement:Chr1B_block1
gene:TraesCS1B02G001900	Chr1B	1469939	1473067	+	1471503	Chr1B	2225320	2228429	-	2226874	0.998	0.977	rearrangement:Chr1B_block1
gene:TraesCS1B02G002000	Chr1B	1522754	1534577	-	1528665	Chr1B	2054984	2066440	+	2060712	0.992	0.969	rearrangement:Chr1B_block1
gene:TraesCS1B02G002600	Chr1B	1818420	1819343	-	1818881	Chr1B	400828	401753	-	401290	1.0	0.968	rearrangement:Chr1B_block1
gene:TraesCS1B02G002700	Chr1B	1826151	1829429	-	1827790	Chr1B	413037	416312	-	414674	0.999	0.984	rearrangement:Chr1B_block1
gene:TraesCS1B02G004100	Chr1B	2354630	2357674	-	2356152	Chr1B	1414796	1417834	+	1416315	0.998	0.997	rearrangement:Chr1B_block1
gene:TraesCS1B02G004200	Chr1B	2537501	2540050	-	2538775	Chr1B	1232377	1234926	+	1233651	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G004300	Chr1B	2555943	2557543	-	2556743	Chr1B	1140989	1142589	+	1141789	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G004400	Chr1B	2612417	2615177	-	2613797	Chr1B	1079448	1082208	+	1080828	1.0	0.999	rearrangement:Chr1B_block1
gene:TraesCS1B02G004500	Chr1B	2617568	2618837	+	2618202	Chr1B	1075876	1077145	-	1076510	1.0	0.998	rearrangement:Chr1B_block1
gene:TraesCS1B02G004600	Chr1B	2752457	2756795	-	2754626	Chr1B	803302	807640	+	805471	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G004700	Chr1B	2917526	2920077	+	2918801	Chr1B	634201	636752	-	635476	1.0	0.999	rearrangement:Chr1B_block1
gene:TraesCS1B02G004800	Chr1B	3046414	3048699	+	3047556	Chr1B	510694	512619	-	511656	0.996	0.981	rearrangement:Chr1B_block1
gene:TraesCS1B02G005000	Chr1B	3170728	3171351	-	3171039	Chr1B	384522	385145	+	384833	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G005100	Chr1B	3171426	3176156	-	3173791	Chr1B	379717	384447	+	382082	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G005200	Chr1B	3200087	3213520	+	3206803	Chr1B	342542	356079	-	349310	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G005300	Chr1B	3269195	3273714	+	3271454	Chr1B	283154	287434	-	285294	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G005400	Chr1B	3562921	3563202	-	3563061	Chr1B	4037918	4038199	-	4038058	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G005500	Chr1B	3574035	3575832	-	3574933	Chr1B	4049032	4050829	-	4049930	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G005600	Chr1B	3655656	3658361	+	3657008	Chr1B	4130101	4132806	+	4131453	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G006000	Chr1B	3881677	3884665	+	3883171	Chr1B	4353558	4356546	+	4355052	1.0	0.992	rearrangement:Chr1B_block2
gene:TraesCS1B02G006100	Chr1B	3894103	3896004	+	3895053	Chr1B	4365984	4367885	+	4366934	1.0	0.999	rearrangement:Chr1B_block2
gene:TraesCS1B02G006200	Chr1B	3907235	3909968	+	3908601	Chr1B	4378372	4381105	+	4379738	1.0	0.999	rearrangement:Chr1B_block2
gene:TraesCS1B02G006300	Chr1B	3923636	3931437	+	3927536	Chr1B	4394721	4402522	+	4398621	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G006400	Chr1B	3935552	3939101	+	3937326	Chr1B	4406637	4409906	+	4408271	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G006500	Chr1B	3942367	3945848	+	3944107	Chr1B	4413173	4416654	+	4414913	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G006600	Chr1B	3946949	3949045	-	3947997	Chr1B	4417755	4419851	-	4418803	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G006700	Chr1B	3952346	3954184	+	3953265	Chr1B	4423152	4424990	+	4424071	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G006800	Chr1B	3964540	3968018	+	3966279	Chr1B	4435191	4438669	+	4436930	1.0	1.0	rearrangement:Chr1B_block2
