gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS7A02G000100	Chr7A	238043	241215	+	239629	Chr7A	7700398	7703570	-	7701984	1.0	0.999	collinear
gene:TraesCS7A02G000200	Chr7A	242359	246258	-	244308	Chr7A	7695356	7699254	+	7697305	1.0	1.0	collinear
gene:TraesCS7A02G000300	Chr7A	250565	253987	+	252276	Chr7A	7687629	7691051	-	7689340	1.0	1.0	collinear
gene:TraesCS7A02G000400	Chr7A	289316	290626	+	289971	Chr7A	7653910	7655223	-	7654566	1.0	1.0	collinear
gene:TraesCS7A02G000600	Chr7A	331413	332217	+	331815	Chr7A	7613046	7613850	-	7613448	1.0	1.0	collinear
gene:TraesCS7A02G000700	Chr7A	342962	346248	-	344605	Chr7A	7599729	7603015	+	7601372	1.0	0.999	collinear
gene:TraesCS7A02G000800	Chr7A	463692	465671	-	464681	Chr7A	7482008	7483987	+	7482997	1.0	1.0	collinear
gene:TraesCS7A02G000900	Chr7A	631804	635718	+	633761	Chr7A	7304843	7308756	-	7306799	1.0	0.998	collinear
gene:TraesCS7A02G000936	Chr7A	643174	655611	-	649392	Chr7A	7284951	7297388	+	7291169	1.0	1.0	collinear
gene:TraesCS7A02G001100	Chr7A	760723	764116	-	762419	Chr7A	7257147	7260540	+	7258843	1.0	1.0	collinear
gene:TraesCS7A02G001121	Chr7A	785611	786054	-	785832	Chr7A	7235189	7235632	+	7235410	1.0	1.0	collinear
gene:TraesCS7A02G001200	Chr7A	976470	983181	+	979825	Chr7A	7040428	7047139	-	7043783	1.0	1.0	collinear
gene:TraesCS7A02G001300	Chr7A	1128397	1129068	+	1128732	Chr7A	6895349	6896020	-	6895684	1.0	1.0	collinear
gene:TraesCS7A02G001400	Chr7A	1180399	1182394	+	1181396	Chr7A	6855328	6857323	-	6856325	1.0	0.999	collinear
gene:TraesCS7A02G001500	Chr7A	1273203	1274422	+	1273812	Chr7A	6737544	6738763	-	6738153	1.0	1.0	collinear
gene:TraesCS7A02G001600	Chr7A	1277396	1277831	-	1277613	Chr7A	6734135	6734570	+	6734352	1.0	1.0	collinear
gene:TraesCS7A02G001700	Chr7A	1280349	1295461	-	1287905	Chr7A	6716596	6731615	+	6724105	1.0	0.999	collinear
gene:TraesCS7A02G001800	Chr7A	1316001	1316821	-	1316411	Chr7A	6695788	6696608	+	6696198	1.0	1.0	collinear
gene:TraesCS7A02G001900	Chr7A	1320275	1322055	-	1321165	Chr7A	6690554	6692334	+	6691444	1.0	1.0	collinear
gene:TraesCS7A02G002600	Chr7A	1521562	1524436	+	1522999	Chr7A	6633384	6636258	-	6634821	1.0	1.0	collinear
gene:TraesCS7A02G002700	Chr7A	1690697	1692368	+	1691532	Chr7A	6405610	6407281	-	6406445	1.0	1.0	collinear
gene:TraesCS7A02G002800	Chr7A	1695250	1700497	+	1697873	Chr7A	6397355	6402728	-	6400041	1.0	0.999	collinear
gene:TraesCS7A02G002900	Chr7A	1702072	1711505	-	1706788	Chr7A	6386347	6395780	+	6391063	1.0	1.0	collinear
gene:TraesCS7A02G003000	Chr7A	1712778	1718449	+	1715613	Chr7A	6379403	6385074	-	6382238	1.0	1.0	collinear
gene:TraesCS7A02G003100	Chr7A	1718979	1724204	-	1721591	Chr7A	6373648	6378873	+	6376260	1.0	1.0	collinear
gene:TraesCS7A02G003200	Chr7A	1742688	1748575	-	1745631	Chr7A	6350174	6356061	+	6353117	1.0	1.0	collinear
gene:TraesCS7A02G003300	Chr7A	1780541	1782994	-	1781767	Chr7A	6213519	6215972	+	6214745	1.0	1.0	collinear
gene:TraesCS7A02G003400	Chr7A	1800398	1803331	-	1801864	Chr7A	6174518	6177451	+	6175984	1.0	0.999	collinear
gene:TraesCS7A02G003500	Chr7A	1841972	1847563	-	1844767	Chr7A	6112190	6117781	+	6114985	1.0	1.0	collinear
gene:TraesCS7A02G003600	Chr7A	1848902	1852313	-	1850607	Chr7A	6107440	6110851	+	6109145	1.0	1.0	collinear
gene:TraesCS7A02G003700	Chr7A	1856666	1859059	+	1857862	Chr7A	6100940	6103327	-	6102133	0.996	0.993	collinear
gene:TraesCS7A02G003800	Chr7A	1859674	1863710	-	1861692	Chr7A	6096293	6100325	+	6098309	0.992	0.985	collinear
gene:TraesCS7A02G003900	Chr7A	1921361	1926772	+	1924066	Chr7A	6026873	6032241	-	6029557	0.98	0.973	collinear
gene:TraesCS7A02G004000	Chr7A	1982279	1991986	+	1987132	Chr7A	5893160	5902866	-	5898013	1.0	1.0	collinear
gene:TraesCS7A02G004400	Chr7A	2551358	2554208	-	2552783	Chr7A	3851107	3854226	-	3852666	0.987	0.92	collinear
gene:TraesCS7A02G004700	Chr7A	2604148	2604504	+	2604326	Chr7A	5081770	5082126	+	5081948	1.0	0.98	collinear
gene:TraesCS7A02G005100	Chr7A	2693834	2700660	-	2697247	Chr7A	5118884	5127203	+	5123043	0.997	0.984	collinear
gene:TraesCS7A02G005200	Chr7A	2714588	2719413	+	2717000	Chr7A	5105179	5110912	-	5108045	0.998	0.982	collinear
gene:TraesCS7A02G006100	Chr7A	2939734	2940930	+	2940332	Chr7A	4654026	4655221	-	4654623	0.996	0.945	collinear
gene:TraesCS7A02G017400	Chr7A	7583834	7586155	-	7584994	Chr7A	8010033	8012213	-	8011123	0.99	0.952	collinear
gene:TraesCS7A02G017500	Chr7A	7586504	7592996	-	7589750	Chr7A	8012562	8019041	-	8015801	0.996	0.994	collinear
gene:TraesCS7A02G017600	Chr7A	7593222	7597690	+	7595456	Chr7A	8019316	8023449	+	8021382	0.94	0.903	collinear
gene:TraesCS7A02G017700	Chr7A	7598040	7600527	+	7599283	Chr7A	8023727	8026234	+	8024980	0.976	0.927	collinear
gene:TraesCS7A02G017800	Chr7A	7628704	7630503	+	7629603	Chr7A	8030943	8032760	+	8031851	0.991	0.926	collinear
gene:TraesCS7A02G017900	Chr7A	7634073	7635412	+	7634742	Chr7A	8036246	8037580	+	8036913	0.981	0.934	collinear
gene:TraesCS7A02G018200	Chr7A	7727287	7730698	-	7728992	Chr7A	8089130	8092593	-	8090861	0.987	0.98	collinear
gene:TraesCS7A02G018300	Chr7A	7765603	7768738	+	7767170	Chr7A	8131333	8134468	+	8132900	1.0	0.987	collinear
gene:TraesCS7A02G018400	Chr7A	7772601	7774409	-	7773505	Chr7A	8140919	8142734	-	8141826	0.983	0.946	collinear
gene:TraesCS7A02G018500	Chr7A	7817259	7818638	+	7817948	Chr7A	8165511	8166840	+	8166175	1.0	0.989	collinear
gene:TraesCS7A02G019200	Chr7A	7918966	7921551	+	7920258	Chr7A	8271900	8274485	+	8273192	1.0	0.997	collinear
gene:TraesCS7A02G019300	Chr7A	7934137	7934984	-	7934560	Chr7A	8291234	8292081	-	8291657	1.0	0.993	collinear
gene:TraesCS7A02G019400	Chr7A	7936758	7939018	+	7937888	Chr7A	8293856	8296148	+	8295002	1.0	0.987	collinear
gene:TraesCS7A02G023200	Chr7A	9262658	9263762	-	9263210	Chr7A	10042161	10043259	-	10042710	0.988	0.935	collinear
gene:TraesCS7A02G023900	Chr7A	9486884	9488211	+	9487547	Chr7A	10129008	10130335	+	10129671	1.0	0.994	collinear
gene:TraesCS7A02G024100	Chr7A	9570457	9579286	-	9574871	Chr7A	10168281	10180130	-	10174205	1.0	0.995	collinear
gene:TraesCS7A02G024225	Chr7A	9632796	9633251	-	9633023	Chr7A	10189198	10189653	-	10189425	1.0	0.993	collinear
gene:TraesCS7A02G024274	Chr7A	9661445	9666243	+	9663844	Chr7A	10212071	10216843	+	10214457	0.994	0.987	collinear
gene:TraesCS7A02G024300	Chr7A	9682564	9683373	-	9682968	Chr7A	10234675	10235484	-	10235079	1.0	0.992	collinear
gene:TraesCS7A02G024400	Chr7A	9687197	9688109	-	9687653	Chr7A	10239667	10240579	-	10240123	1.0	0.998	collinear
gene:TraesCS7A02G024500	Chr7A	9688722	9694491	-	9691606	Chr7A	10243757	10249559	-	10246658	1.0	0.992	collinear
gene:TraesCS7A02G024600	Chr7A	9719138	9720574	-	9719856	Chr7A	10254614	10255991	-	10255302	0.948	0.915	collinear
gene:TraesCS7A02G024800	Chr7A	9751973	9753961	+	9752967	Chr7A	10295722	10297708	+	10296715	1.0	0.997	collinear
gene:TraesCS7A02G024900	Chr7A	9754538	9756808	+	9755673	Chr7A	10298285	10300555	+	10299420	0.999	0.993	collinear
gene:TraesCS7A02G025000	Chr7A	9756977	9757735	+	9757356	Chr7A	10300724	10301482	+	10301103	1.0	0.992	collinear
gene:TraesCS7A02G025100	Chr7A	9997094	9998219	+	9997656	Chr7A	10539784	10540909	+	10540346	1.0	1.0	collinear
gene:TraesCS7A02G025200	Chr7A	10016989	10017809	+	10017399	Chr7A	10559677	10560497	+	10560087	1.0	1.0	collinear
gene:TraesCS7A02G025400	Chr7A	10083381	10083869	+	10083625	Chr7A	10624925	10625413	+	10625169	1.0	1.0	collinear
gene:TraesCS7A02G025500	Chr7A	10090817	10092055	-	10091436	Chr7A	10632071	10633309	-	10632690	1.0	1.0	collinear
gene:TraesCS7A02G026100	Chr7A	10357487	10358891	-	10358189	Chr7A	10804397	10805801	-	10805099	1.0	0.977	collinear
gene:TraesCS7A02G026200	Chr7A	10380433	10381519	+	10380976	Chr7A	11169147	11170220	+	11169683	0.99	0.92	collinear
gene:TraesCS7A02G028400	Chr7A	11432768	11435195	+	11433981	Chr7A	12525439	12527485	+	12526462	0.94	0.911	collinear
gene:TraesCS7A02G028500	Chr7A	11439573	11440420	+	11439996	Chr7A	12531866	12532713	+	12532289	1.0	0.998	collinear
gene:TraesCS7A02G028600	Chr7A	11581399	11582227	-	11581813	Chr7A	12584312	12585140	-	12584726	1.0	0.975	collinear
gene:TraesCS7A02G028900	Chr7A	11845045	11845356	+	11845200	Chr7A	12661475	12661786	+	12661630	1.0	0.983	collinear
