cs_chr	cs_start	cs_end	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	n_anchors	mean_identity
Chr3A	16208	1926689	Chr3A	82921	2499167	38	0.998
Chr3A	6895728	128718501	Chr3A	2617753	134462897	1279	0.995770132916341
Chr3A	130835529	181088605	Chr3A	136562405	186454646	215	0.9985581395348837
Chr3A	184214632	249857026	Chr3A	189556811	255613184	204	0.9995637254901961
Chr3A	259064196	267056348	Chr3A	264661223	272615892	12	0.9978333333333333
Chr3A	269215500	273159995	Chr3A	274783565	278682301	6	0.9996666666666667
Chr3A	275284207	283103162	Chr3A	280807127	288567309	7	0.9998571428571428
Chr3A	288539387	293589663	Chr3A	294658524	299670866	6	0.9991666666666666
Chr3A	295949198	314620161	Chr3A	302010403	320489801	24	0.99975
Chr3A	321109384	337881732	Chr3A	329676074	346870664	30	0.9995333333333334
Chr3A	340259729	343231466	Chr3A	349269770	352203941	8	0.99625
Chr3A	345871376	349014829	Chr3A	354837448	357959903	6	0.9998333333333335
Chr3A	351126951	528599904	Chr3A	360063458	537459927	869	0.998590333716916
Chr3A	534989814	545153837	Chr3A	537582795	547884593	60	0.9922666666666667
Chr3A	556260652	750618114	Chr3A	555091096	758264404	2090	0.9962947368421052
