gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS3B02G006700	Chr3B	3601450	3607208	+	3604329	Chr3B	45105	50454	+	47779	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G006800	Chr3B	3628392	3629152	-	3628772	Chr3B	71261	72021	-	71641	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G006900	Chr3B	3635277	3637270	-	3636273	Chr3B	78000	79993	-	78996	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G007000	Chr3B	3661385	3662172	-	3661778	Chr3B	103714	104501	-	104107	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G007100	Chr3B	3663183	3664058	-	3663620	Chr3B	105512	106387	-	105949	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G007200	Chr3B	3665420	3667378	-	3666399	Chr3B	107749	109707	-	108728	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G007300	Chr3B	3803402	3806777	+	3805089	Chr3B	256904	260279	+	258591	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G007400	Chr3B	3863692	3868727	-	3866209	Chr3B	316020	320818	-	318419	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G007500	Chr3B	3878183	3880231	-	3879207	Chr3B	330303	332351	-	331327	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G007600	Chr3B	3893594	3896553	+	3895073	Chr3B	345715	348674	+	347194	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G007700	Chr3B	3898802	3900540	+	3899671	Chr3B	350923	352661	+	351792	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G007900	Chr3B	3910602	3912257	-	3911429	Chr3B	362726	364381	-	363553	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G008000	Chr3B	4178142	4179782	+	4178962	Chr3B	629352	630993	+	630172	1.0	0.999	rearrangement:Chr3B_block1
gene:TraesCS3B02G008100	Chr3B	4202094	4203405	+	4202749	Chr3B	652405	653707	+	653056	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G008200	Chr3B	4206070	4206868	-	4206469	Chr3B	656302	657100	-	656701	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G008300	Chr3B	4214230	4214757	+	4214493	Chr3B	663733	664260	+	663996	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G008400	Chr3B	4220275	4221062	+	4220668	Chr3B	669778	670565	+	670171	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G008500	Chr3B	4259456	4267017	-	4263236	Chr3B	708907	716167	-	712537	0.999	0.999	rearrangement:Chr3B_block1
gene:TraesCS3B02G008600	Chr3B	4322974	4327039	+	4325006	Chr3B	768177	772242	+	770209	1.0	0.999	rearrangement:Chr3B_block1
gene:TraesCS3B02G008700	Chr3B	4327923	4331959	-	4329941	Chr3B	773125	777161	-	775143	1.0	1.0	rearrangement:Chr3B_block1
