gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS4A02G000100	Chr4A	82124	83278	-	82701	Chr4A	11486646	11487800	+	11487223	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G000200	Chr4A	189541	192767	+	191154	Chr4A	11379071	11382297	-	11380684	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G000300	Chr4A	192937	194561	-	193749	Chr4A	11377276	11378900	+	11378088	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G000400	Chr4A	195787	197105	-	196446	Chr4A	11374729	11376047	+	11375388	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G000500	Chr4A	207440	212052	+	209746	Chr4A	11359757	11364391	-	11362074	0.999	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G000600	Chr4A	469193	478687	+	473940	Chr4A	11095193	11104435	-	11099814	1.0	0.992	rearrangement:Chr4A_block2
gene:TraesCS4A02G000700	Chr4A	533491	534126	-	533808	Chr4A	11040773	11041408	+	11041090	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G000800	Chr4A	731622	737622	-	734622	Chr4A	10848066	10854134	+	10851100	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G000900	Chr4A	745038	750274	-	747656	Chr4A	10835507	10840743	+	10838125	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G001000	Chr4A	887662	888188	+	887925	Chr4A	10699470	10699996	-	10699733	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G001100	Chr4A	898756	902187	+	900471	Chr4A	10685495	10688918	-	10687206	0.997	0.997	rearrangement:Chr4A_block2
gene:TraesCS4A02G001200	Chr4A	907552	908326	+	907939	Chr4A	10679563	10680337	-	10679950	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G001300	Chr4A	932349	933682	-	933015	Chr4A	10654338	10655671	+	10655004	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G001400	Chr4A	1076557	1076952	+	1076754	Chr4A	10516677	10517072	-	10516874	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G001500	Chr4A	1153174	1155018	-	1154096	Chr4A	10444451	10446295	+	10445373	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G001600	Chr4A	1228469	1231693	+	1230081	Chr4A	10373847	10377071	-	10375459	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G001700	Chr4A	1530917	1531391	-	1531154	Chr4A	10075514	10075988	+	10075751	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G001800	Chr4A	1725549	1728167	+	1726858	Chr4A	9872200	9874818	-	9873509	1.0	1.0	rearrangement:Chr4A_block2
