gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS1D02G000100	Chr1D	72507	77965	-	75236	Chr1D	2391383	2396841	+	2394112	1.0	1.0	collinear
gene:TraesCS1D02G000200	Chr1D	84681	85607	+	85144	Chr1D	2383741	2384667	-	2384204	1.0	1.0	collinear
gene:TraesCS1D02G000300	Chr1D	99355	100422	+	99888	Chr1D	2368927	2369994	-	2369460	1.0	1.0	collinear
gene:TraesCS1D02G000400	Chr1D	111463	112058	-	111760	Chr1D	2357289	2357884	+	2357586	1.0	1.0	collinear
gene:TraesCS1D02G000500	Chr1D	121980	122198	-	122089	Chr1D	2347148	2347366	+	2347257	1.0	1.0	collinear
gene:TraesCS1D02G000524	Chr1D	133936	134199	+	134067	Chr1D	2335110	2335373	-	2335241	1.0	1.0	collinear
gene:TraesCS1D02G000600	Chr1D	208450	208668	-	208559	Chr1D	2258336	2258554	+	2258445	1.0	1.0	collinear
gene:TraesCS1D02G000700	Chr1D	209608	210213	-	209910	Chr1D	2256791	2257396	+	2257093	1.0	1.0	collinear
gene:TraesCS1D02G000900	Chr1D	216924	217245	+	217084	Chr1D	2250034	2250355	-	2250194	1.0	1.0	collinear
gene:TraesCS1D02G000800	Chr1D	216466	219484	-	217975	Chr1D	2247795	2250813	+	2249304	1.0	1.0	collinear
gene:TraesCS1D02G000906	Chr1D	232648	233202	-	232925	Chr1D	2234077	2234631	+	2234354	1.0	1.0	collinear
gene:TraesCS1D02G001000	Chr1D	250463	251359	-	250911	Chr1D	2219871	2220767	+	2220319	1.0	1.0	collinear
gene:TraesCS1D02G001100	Chr1D	259657	260544	-	260100	Chr1D	2210345	2211232	+	2210788	1.0	1.0	collinear
gene:TraesCS1D02G001200	Chr1D	321910	322893	-	322401	Chr1D	2143334	2144317	+	2143825	1.0	0.998	collinear
gene:TraesCS1D02G001300	Chr1D	339837	340811	-	340324	Chr1D	2125660	2126637	+	2126148	1.0	0.996	collinear
gene:TraesCS1D02G001500	Chr1D	392359	395787	+	394073	Chr1D	2071134	2074643	-	2072888	1.0	0.976	collinear
gene:TraesCS1D02G001600	Chr1D	415385	418153	+	416769	Chr1D	2049349	2052115	-	2050732	0.999	0.999	collinear
gene:TraesCS1D02G001700	Chr1D	447129	462647	+	454888	Chr1D	1926063	1941581	-	1933822	1.0	1.0	collinear
gene:TraesCS1D02G001800	Chr1D	458727	460352	+	459539	Chr1D	1928358	1929983	-	1929170	1.0	1.0	collinear
gene:TraesCS1D02G001900	Chr1D	463242	464905	-	464073	Chr1D	1923805	1925468	+	1924636	1.0	1.0	collinear
gene:TraesCS1D02G002000	Chr1D	469277	472378	+	470827	Chr1D	1916086	1919187	-	1917636	1.0	1.0	collinear
gene:TraesCS1D02G002300	Chr1D	548169	554637	-	551403	Chr1D	1828914	1835383	+	1832148	1.0	1.0	collinear
gene:TraesCS1D02G002400	Chr1D	568769	574727	+	571748	Chr1D	1809570	1815528	-	1812549	1.0	1.0	collinear
gene:TraesCS1D02G002500	Chr1D	577240	584788	-	581014	Chr1D	1799509	1807057	+	1803283	1.0	0.999	collinear
gene:TraesCS1D02G003700	Chr1D	2066324	2067459	+	2066891	Chr1D	64981	66116	+	65548	1.0	1.0	collinear
gene:TraesCS1D02G003800	Chr1D	2074711	2076549	+	2075630	Chr1D	73368	75206	+	74287	1.0	1.0	collinear
gene:TraesCS1D02G003900	Chr1D	2076917	2080837	-	2078877	Chr1D	75574	79494	-	77534	1.0	1.0	collinear
gene:TraesCS1D02G004000	Chr1D	2081281	2084780	-	2083030	Chr1D	79938	83437	-	81687	1.0	1.0	collinear
gene:TraesCS1D02G004100	Chr1D	2087759	2094728	+	2091243	Chr1D	86416	93323	+	89869	1.0	1.0	collinear
gene:TraesCS1D02G004200	Chr1D	2101598	2103387	+	2102492	Chr1D	99963	101752	+	100857	1.0	1.0	collinear
gene:TraesCS1D02G004300	Chr1D	2108471	2112601	+	2110536	Chr1D	106504	110634	+	108569	1.0	1.0	collinear
gene:TraesCS1D02G004400	Chr1D	2113015	2116037	-	2114526	Chr1D	111048	114070	-	112559	1.0	1.0	collinear
gene:TraesCS1D02G004500	Chr1D	2119146	2122106	-	2120626	Chr1D	117179	120138	-	118658	1.0	1.0	collinear
gene:TraesCS1D02G004600	Chr1D	2124693	2127355	-	2126024	Chr1D	122725	125387	-	124056	1.0	0.999	collinear
gene:TraesCS1D02G004700	Chr1D	2139321	2145297	-	2142309	Chr1D	136931	142907	-	139919	1.0	1.0	collinear
gene:TraesCS1D02G004800	Chr1D	2164355	2167632	+	2165993	Chr1D	161652	164929	+	163290	1.0	1.0	collinear
gene:TraesCS1D02G004900	Chr1D	2218698	2230622	-	2224660	Chr1D	221799	233573	-	227686	1.0	1.0	collinear
gene:TraesCS1D02G005000	Chr1D	2436388	2448831	-	2442609	Chr1D	437998	450448	-	444223	1.0	1.0	collinear
gene:TraesCS1D02G005100	Chr1D	2458987	2461044	-	2460015	Chr1D	460604	462661	-	461632	1.0	1.0	collinear
gene:TraesCS1D02G005200	Chr1D	2468451	2472420	-	2470435	Chr1D	469752	473721	-	471736	1.0	1.0	collinear
gene:TraesCS1D02G005300	Chr1D	2482275	2489362	+	2485818	Chr1D	483575	490320	+	486947	1.0	0.999	collinear
gene:TraesCS1D02G005400	Chr1D	2495367	2499785	-	2497576	Chr1D	495001	499419	-	497210	1.0	1.0	collinear
gene:TraesCS1D02G005500	Chr1D	2505660	2509566	+	2507613	Chr1D	505294	508888	+	507091	1.0	1.0	collinear
gene:TraesCS1D02G005600	Chr1D	2516670	2517788	-	2517229	Chr1D	515992	517110	-	516551	1.0	1.0	collinear
gene:TraesCS1D02G005700	Chr1D	2586760	2589065	-	2587912	Chr1D	757789	760094	-	758941	1.0	0.999	collinear
gene:TraesCS1D02G005800	Chr1D	2671267	2672425	+	2671846	Chr1D	847761	848919	+	848340	1.0	1.0	collinear
gene:TraesCS1D02G005900	Chr1D	2684225	2687390	+	2685807	Chr1D	860359	863522	+	861940	1.0	1.0	collinear
gene:TraesCS1D02G006000	Chr1D	2716787	2720977	+	2718882	Chr1D	891996	896186	+	894091	1.0	0.999	collinear
gene:TraesCS1D02G006100	Chr1D	2771193	2772067	+	2771630	Chr1D	942736	943610	+	943173	1.0	1.0	collinear
gene:TraesCS1D02G006300	Chr1D	2885245	2888849	-	2887047	Chr1D	1052155	1055759	-	1053957	1.0	1.0	collinear
gene:TraesCS1D02G006400	Chr1D	3115248	3116541	+	3115894	Chr1D	2511718	2513011	+	2512364	1.0	1.0	collinear
gene:TraesCS1D02G006464	Chr1D	3148456	3150326	+	3149391	Chr1D	2544561	2546431	+	2545496	1.0	1.0	collinear
gene:TraesCS1D02G006500	Chr1D	3175880	3181010	+	3178445	Chr1D	2573288	2578418	+	2575853	1.0	1.0	collinear
gene:TraesCS1D02G006600	Chr1D	3228024	3229285	+	3228654	Chr1D	2622863	2624124	+	2623493	1.0	1.0	collinear
gene:TraesCS1D02G006800	Chr1D	3425239	3429946	-	3427592	Chr1D	2827098	2831805	-	2829451	1.0	1.0	collinear
gene:TraesCS1D02G006900	Chr1D	3452151	3452582	+	3452366	Chr1D	2853904	2854335	+	2854119	1.0	1.0	collinear
gene:TraesCS1D02G007000	Chr1D	3465922	3466534	+	3466228	Chr1D	2867454	2868066	+	2867760	1.0	1.0	collinear
gene:TraesCS1D02G007100	Chr1D	3471316	3473598	-	3472457	Chr1D	2872669	2874951	-	2873810	1.0	1.0	collinear
gene:TraesCS1D02G007153	Chr1D	3520304	3521543	+	3520923	Chr1D	2912120	2913359	+	2912739	1.0	1.0	collinear
gene:TraesCS1D02G007200	Chr1D	3581360	3582585	-	3581972	Chr1D	2975354	2976579	-	2975966	1.0	1.0	collinear
gene:TraesCS1D02G007300	Chr1D	3614575	3616104	+	3615339	Chr1D	3012900	3014429	+	3013664	1.0	1.0	collinear
gene:TraesCS1D02G007400	Chr1D	3709621	3710520	-	3710070	Chr1D	3107915	3108814	-	3108364	1.0	0.998	collinear
gene:TraesCS1D02G007500	Chr1D	3736809	3738114	-	3737461	Chr1D	3135182	3136487	-	3135834	1.0	1.0	collinear
gene:TraesCS1D02G007600	Chr1D	3801946	3802203	+	3802074	Chr1D	3204365	3204622	+	3204493	1.0	1.0	collinear
gene:TraesCS1D02G007626	Chr1D	3825395	3826297	-	3825846	Chr1D	3227799	3228701	-	3228250	1.0	1.0	collinear
gene:TraesCS1D02G007700	Chr1D	3954518	3958741	+	3956629	Chr1D	3367406	3371629	+	3369517	1.0	1.0	collinear
gene:TraesCS1D02G007800	Chr1D	3961361	3965346	+	3963353	Chr1D	3374249	3378234	+	3376241	1.0	1.0	collinear
gene:TraesCS1D02G007900	Chr1D	3966078	3969751	+	3967914	Chr1D	3378966	3382639	+	3380802	1.0	1.0	collinear
gene:TraesCS1D02G008000	Chr1D	3970383	3975703	-	3973043	Chr1D	3383270	3388590	-	3385930	1.0	0.99	collinear
gene:TraesCS1D02G008100	Chr1D	4081074	4082357	-	4081715	Chr1D	3493102	3494385	-	3493743	1.0	1.0	collinear
gene:TraesCS1D02G008200	Chr1D	4179395	4188321	-	4183858	Chr1D	3607928	3616736	-	3612332	1.0	0.999	collinear
gene:TraesCS1D02G008300	Chr1D	4188993	4194729	+	4191861	Chr1D	3617408	3623140	+	3620274	1.0	1.0	collinear
gene:TraesCS1D02G008400	Chr1D	4234991	4235872	-	4235431	Chr1D	3665719	3666600	-	3666159	1.0	1.0	collinear
gene:TraesCS1D02G008472	Chr1D	4279561	4280651	-	4280106	Chr1D	3710859	3711949	-	3711404	1.0	1.0	collinear
gene:TraesCS1D02G008500	Chr1D	4306735	4307737	-	4307236	Chr1D	3738068	3739070	-	3738569	1.0	0.997	collinear
gene:TraesCS1D02G008600	Chr1D	4341746	4342864	+	4342305	Chr1D	3772876	3773985	+	3773430	0.991	0.991	collinear
gene:TraesCS1D02G008700	Chr1D	4525134	4526895	+	4526014	Chr1D	4176300	4178117	+	4177208	0.992	0.922	collinear
gene:TraesCS1D02G008800	Chr1D	4604730	4605927	-	4605328	Chr1D	4254232	4255429	-	4254830	1.0	1.0	collinear
gene:TraesCS1D02G008900	Chr1D	4635249	4637357	+	4636303	Chr1D	4284909	4287017	+	4285963	1.0	1.0	collinear
gene:TraesCS1D02G009000	Chr1D	4769129	4774849	+	4771989	Chr1D	4415192	4420707	+	4417949	1.0	1.0	collinear
gene:TraesCS1D02G009100	Chr1D	4821093	4828103	+	4824598	Chr1D	4468090	4475100	+	4471595	1.0	1.0	collinear
gene:TraesCS1D02G009192	Chr1D	4866795	4869517	-	4868156	Chr1D	4512942	4515664	-	4514303	1.0	1.0	collinear
gene:TraesCS1D02G009300	Chr1D	4874061	4880325	-	4877193	Chr1D	4520208	4526472	-	4523340	1.0	1.0	collinear
gene:TraesCS1D02G009345	Chr1D	4969766	4971382	-	4970574	Chr1D	4627046	4628662	-	4627854	1.0	1.0	collinear
gene:TraesCS1D02G009406	Chr1D	5130474	5135364	-	5132919	Chr1D	4787605	4792495	-	4790050	1.0	0.999	collinear
gene:TraesCS1D02G009400	Chr1D	5139131	5140186	+	5139658	Chr1D	4796262	4797317	+	4796789	1.0	1.0	collinear
gene:TraesCS1D02G009443	Chr1D	5174270	5175049	-	5174659	Chr1D	4830443	4831222	-	4830832	1.0	1.0	collinear
gene:TraesCS1D02G009500	Chr1D	5243664	5245264	+	5244464	Chr1D	4899089	4900689	+	4899889	1.0	1.0	collinear
gene:TraesCS1D02G009600	Chr1D	5250762	5252402	+	5251582	Chr1D	4906187	4907827	+	4907007	1.0	1.0	collinear
gene:TraesCS1D02G009700	Chr1D	5290638	5292109	+	5291373	Chr1D	4945899	4947370	+	4946634	1.0	0.999	collinear
gene:TraesCS1D02G009800	Chr1D	5343240	5348712	-	5345976	Chr1D	4998969	5004210	-	5001589	1.0	1.0	collinear
gene:TraesCS1D02G009900	Chr1D	5356764	5357678	+	5357221	Chr1D	5012262	5013176	+	5012719	1.0	1.0	collinear
gene:TraesCS1D02G010000	Chr1D	5405428	5410957	-	5408192	Chr1D	5051923	5059277	-	5055600	1.0	1.0	collinear
gene:TraesCS1D02G010100	Chr1D	5421419	5424921	+	5423170	Chr1D	5069739	5073241	+	5071490	1.0	1.0	collinear
gene:TraesCS1D02G010300	Chr1D	5443299	5444210	+	5443754	Chr1D	5092146	5093057	+	5092601	1.0	1.0	collinear
gene:TraesCS1D02G010400	Chr1D	5445598	5450155	+	5447876	Chr1D	5094445	5099002	+	5096723	1.0	1.0	collinear
