gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS1B02G001500	Chr1B	1416127	1418511	+	1417319	Chr1B	13968683	13970784	-	13969733	1.0	0.939	collinear
gene:TraesCS1B02G002000	Chr1B	1522754	1534577	-	1528665	Chr1B	13798503	13810225	+	13804364	0.979	0.915	collinear
gene:TraesCS1B02G005500	Chr1B	3574035	3575832	-	3574933	Chr1B	10625097	10626815	-	10625956	1.0	0.957	collinear
gene:TraesCS1B02G006900	Chr1B	4053604	4072837	+	4063220	Chr1B	10376878	10394082	-	10385480	0.969	0.903	collinear
gene:TraesCS1B02G007500	Chr1B	4205029	4208343	+	4206686	Chr1B	9475733	9478863	+	9477298	1.0	0.952	collinear
gene:TraesCS1B02G007800	Chr1B	4320651	4326770	-	4323710	Chr1B	9742918	9748799	-	9745858	1.0	0.971	collinear
gene:TraesCS1B02G008000	Chr1B	4345220	4352718	-	4348969	Chr1B	9938614	9946363	-	9942488	0.986	0.927	collinear
gene:TraesCS1B02G008300	Chr1B	4480185	4481605	-	4480895	Chr1B	9434515	9435935	+	9435225	0.999	0.935	collinear
gene:TraesCS1B02G009700	Chr1B	4811515	4814464	-	4812989	Chr1B	9310268	9313212	+	9311740	1.0	0.958	collinear
gene:TraesCS1B02G011100	Chr1B	5157094	5160358	+	5158726	Chr1B	8528751	8531897	-	8530324	0.98	0.928	collinear
gene:TraesCS1B02G011900	Chr1B	5759562	5762397	-	5760979	Chr1B	7025077	7027909	+	7026493	0.985	0.922	collinear
gene:TraesCS1B02G013900	Chr1B	6473815	6477799	+	6475807	Chr1B	7019707	7023676	+	7021691	0.987	0.936	collinear
gene:TraesCS1B02G015700	Chr1B	7552212	7552643	-	7552427	Chr1B	7335870	7336301	-	7336085	1.0	0.923	collinear
gene:TraesCS1B02G016400	Chr1B	7988894	7995986	+	7992440	Chr1B	8457763	8464852	+	8461307	0.966	0.921	collinear
gene:TraesCS1B02G016900	Chr1B	8182655	8184884	+	8183769	Chr1B	6516048	6518722	+	6517385	1.0	0.928	collinear
gene:TraesCS1B02G017200	Chr1B	8249060	8255234	+	8252147	Chr1B	6432259	6438623	-	6435441	0.995	0.959	collinear
gene:TraesCS1B02G018500	Chr1B	8853375	8854210	-	8853792	Chr1B	4549151	4549986	+	4549568	1.0	0.946	collinear
gene:TraesCS1B02G018600	Chr1B	8864601	8867261	-	8865931	Chr1B	4512737	4515410	+	4514073	0.999	0.94	collinear
gene:TraesCS1B02G019200	Chr1B	9075481	9081212	+	9078346	Chr1B	4406713	4411624	+	4409168	0.981	0.936	collinear
gene:TraesCS1B02G019500	Chr1B	9161801	9164311	+	9163056	Chr1B	4481018	4483546	+	4482282	1.0	0.937	collinear
gene:TraesCS1B02G020500	Chr1B	9578944	9581744	+	9580344	Chr1B	3058071	3060905	+	3059488	0.998	0.94	collinear
gene:TraesCS1B02G020800	Chr1B	9647370	9649274	+	9648322	Chr1B	2603552	2605456	+	2604504	1.0	0.966	collinear
gene:TraesCS1B02G021100	Chr1B	9714789	9715802	-	9715295	Chr1B	2854207	2855232	-	2854719	1.0	0.917	collinear
gene:TraesCS1B02G021200	Chr1B	9720065	9724052	-	9722058	Chr1B	3558887	3562695	+	3560791	0.964	0.905	collinear
gene:TraesCS1B02G021900	Chr1B	9985724	9992599	+	9989161	Chr1B	2609575	2616669	-	2613122	0.994	0.949	collinear
gene:TraesCS1B02G022700	Chr1B	10103676	10106964	-	10105320	Chr1B	2468597	2472695	+	2470646	0.978	0.937	collinear
gene:TraesCS1B02G022900	Chr1B	10203991	10206698	-	10205344	Chr1B	2178254	2181010	-	2179632	0.993	0.937	collinear
gene:TraesCS1B02G023900	Chr1B	11216877	11219130	+	11218003	Chr1B	2013269	2015778	-	2014523	1.0	0.928	collinear
gene:TraesCS1B02G024200	Chr1B	11633554	11634917	+	11634235	Chr1B	1959400	1960748	-	1960074	0.997	0.91	collinear
gene:TraesCS1B02G024900	Chr1B	12093427	12094500	+	12093963	Chr1B	1677553	1678618	-	1678085	0.989	0.922	collinear
gene:TraesCS1B02G026100	Chr1B	12764054	12764269	-	12764161	Chr1B	1531092	1531307	-	1531199	1.0	0.935	collinear
gene:TraesCS1B02G026900	Chr1B	13014085	13014327	+	13014206	Chr1B	1528357	1528599	+	1528478	0.995	0.93	collinear
gene:TraesCS1B02G028000	Chr1B	13501496	13501738	+	13501617	Chr1B	1568019	1568261	+	1568140	1.0	0.921	collinear
gene:TraesCS1B02G028100	Chr1B	13504294	13504509	-	13504401	Chr1B	7370913	7371127	-	7371020	0.995	0.916	collinear
gene:TraesCS1B02G028800	Chr1B	14030108	14031735	-	14030921	Chr1B	1361395	1363022	+	1362208	0.997	0.946	collinear
gene:TraesCS1B02G029100	Chr1B	14145085	14153094	+	14149089	Chr1B	1278743	1286482	-	1282612	0.993	0.926	collinear
gene:TraesCS1B02G029400	Chr1B	14186824	14187961	-	14187392	Chr1B	1017062	1018592	+	1017827	0.992	0.927	collinear
gene:TraesCS1B02G029900	Chr1B	14691678	14692533	-	14692105	Chr1B	1424138	1425336	-	1424737	0.995	0.933	collinear
gene:TraesCS1B02G030300	Chr1B	14950407	14952265	-	14951336	Chr1B	910212	912033	+	911122	0.988	0.932	collinear
gene:TraesCS1B02G030700	Chr1B	15141444	15142626	+	15142035	Chr1B	777847	779011	+	778429	1.0	0.954	collinear
gene:TraesCS1B02G030800	Chr1B	15165681	15176969	-	15171325	Chr1B	686650	698136	+	692393	0.984	0.929	collinear
gene:TraesCS1B02G031100	Chr1B	15290430	15295770	-	15293100	Chr1B	579908	585122	+	582515	0.979	0.905	collinear
gene:TraesCS1B02G032200	Chr1B	15655141	15661187	+	15658164	Chr1B	14235876	14240973	-	14238424	0.978	0.904	collinear
gene:TraesCS1B02G033700	Chr1B	16426498	16428373	-	16427435	Chr1B	15096591	15098438	-	15097514	0.969	0.9	collinear
gene:TraesCS1B02G035300	Chr1B	16794949	16795182	+	16795065	Chr1B	15138440	15138673	+	15138556	0.995	0.906	collinear
gene:TraesCS1B02G036300	Chr1B	17343494	17346893	+	17345193	Chr1B	15259020	15259602	+	15259311	0.991	0.908	collinear
gene:TraesCS1B02G036400	Chr1B	17352277	17357093	-	17354685	Chr1B	15529350	15534067	-	15531708	1.0	0.954	collinear
gene:TraesCS1B02G037100	Chr1B	17730527	17739883	+	17735205	Chr1B	16625266	16627355	+	16626310	0.968	0.915	collinear
gene:TraesCS1B02G037300	Chr1B	17743746	17745933	-	17744839	Chr1B	16632800	16634938	-	16633869	0.973	0.901	collinear
gene:TraesCS1B02G037600	Chr1B	17788683	17792569	+	17790626	Chr1B	16753134	16756962	+	16755048	0.992	0.951	collinear
gene:TraesCS1B02G039500	Chr1B	19038922	19043415	+	19041168	Chr1B	17192774	17197018	-	17194896	0.99	0.925	collinear
gene:TraesCS1B02G041000	Chr1B	20555265	20556604	+	20555934	Chr1B	17412112	17413447	-	17412779	1.0	0.941	collinear
gene:TraesCS1B02G042000	Chr1B	22021104	22025774	-	22023439	Chr1B	18810055	18815300	+	18812677	0.965	0.922	collinear
gene:TraesCS1B02G042400	Chr1B	22108695	22111810	+	22110252	Chr1B	19179830	19183144	+	19181487	0.995	0.931	collinear
gene:TraesCS1B02G043800	Chr1B	23839433	23840104	-	23839768	Chr1B	15016354	15017027	-	15016690	1.0	0.936	collinear
gene:TraesCS1B02G044000	Chr1B	23980078	23980388	-	23980233	Chr1B	14520900	14521214	+	14521057	1.0	0.981	collinear
gene:TraesCS1B02G045000	Chr1B	24931849	24933749	-	24932799	Chr1B	21676981	21678854	+	21677917	0.982	0.937	collinear
gene:TraesCS1B02G045300	Chr1B	25112830	25113940	-	25113385	Chr1B	21438003	21439083	+	21438543	0.972	0.917	collinear
gene:TraesCS1B02G045400	Chr1B	25258393	25261243	+	25259818	Chr1B	21846238	21849030	-	21847634	0.971	0.913	collinear
gene:TraesCS1B02G046600	Chr1B	26591191	26592315	+	26591753	Chr1B	25224958	25226078	+	25225518	0.996	0.912	collinear
gene:TraesCS1B02G047100	Chr1B	26855662	26857170	-	26856416	Chr1B	25171917	25173428	+	25172672	1.0	0.935	collinear
gene:TraesCS1B02G047300	Chr1B	27149962	27150081	-	27150021	Chr1B	25364382	25364501	+	25364441	1.0	0.991	collinear
gene:TraesCS1B02G048000	Chr1B	28164585	28166267	-	28165426	Chr1B	26492585	26494267	-	26493426	0.998	0.909	collinear
gene:TraesCS1B02G048100	Chr1B	28305997	28308847	-	28307422	Chr1B	26533216	26536032	-	26534624	0.985	0.92	collinear
gene:TraesCS1B02G048400	Chr1B	28442914	28445758	-	28444336	Chr1B	26615178	26618038	-	26616608	0.982	0.901	collinear
gene:TraesCS1B02G048900	Chr1B	28626101	28626916	+	28626508	Chr1B	27305330	27306135	+	27305732	0.984	0.921	collinear
gene:TraesCS1B02G049100	Chr1B	28762792	28763678	+	28763235	Chr1B	27756005	27756889	+	27756447	0.979	0.923	collinear
gene:TraesCS1B02G049300	Chr1B	28810569	28824577	+	28817573	Chr1B	27833515	27847428	+	27840471	0.995	0.936	collinear
gene:TraesCS1B02G051200	Chr1B	31125242	31125556	+	31125399	Chr1B	28440657	28440975	+	28440816	1.0	0.937	collinear
gene:TraesCS1B02G051800	Chr1B	31967260	31970311	+	31968785	Chr1B	29556146	29559152	+	29557649	1.0	0.947	collinear
gene:TraesCS1B02G052400	Chr1B	32761008	32769476	+	32765242	Chr1B	30418938	30424778	+	30421858	0.994	0.945	collinear
gene:TraesCS1B02G052800	Chr1B	33065709	33067100	-	33066404	Chr1B	30604209	30605612	-	30604910	0.999	0.935	collinear
gene:TraesCS1B02G052900	Chr1B	33080271	33082595	-	33081433	Chr1B	30739096	30741414	+	30740255	0.991	0.928	collinear
gene:TraesCS1B02G053100	Chr1B	33920978	33921547	-	33921262	Chr1B	30953069	30953638	-	30953353	1.0	0.901	collinear
gene:TraesCS1B02G053400	Chr1B	33976588	33981545	-	33979066	Chr1B	31155665	31160470	-	31158067	0.984	0.909	collinear
gene:TraesCS1B02G053600	Chr1B	33983946	33990461	-	33987203	Chr1B	31163944	31169763	-	31166853	0.953	0.917	collinear
gene:TraesCS1B02G054900	Chr1B	36265891	36269915	+	36267903	Chr1B	33955221	33959247	-	33957234	0.999	0.949	collinear
gene:TraesCS1B02G055400	Chr1B	38117727	38121160	+	38119443	Chr1B	34451024	34454463	+	34452743	0.989	0.921	collinear
gene:TraesCS1B02G055600	Chr1B	38224950	38227464	+	38226207	Chr1B	34792936	34795417	+	34794176	0.968	0.904	collinear
gene:TraesCS1B02G056100	Chr1B	39234325	39234825	-	39234575	Chr1B	35124435	35124929	+	35124682	0.97	0.911	collinear
gene:TraesCS1B02G056700	Chr1B	39577581	39579848	+	39578714	Chr1B	35954251	35956523	+	35955387	0.975	0.915	collinear
gene:TraesCS1B02G057400	Chr1B	39705446	39706371	-	39705908	Chr1B	36102103	36103016	-	36102559	0.97	0.906	collinear
gene:TraesCS1B02G057500	Chr1B	39732139	39734112	+	39733125	Chr1B	14909895	14911758	-	14910826	0.998	0.927	collinear
gene:TraesCS1B02G058000	Chr1B	40180416	40186806	+	40183611	Chr1B	36466332	36473165	+	36469748	0.997	0.941	collinear
gene:TraesCS1B02G058100	Chr1B	40195419	40199829	+	40197624	Chr1B	36474335	36478935	+	36476635	0.98	0.918	collinear
gene:TraesCS1B02G058600	Chr1B	41085218	41088978	-	41087098	Chr1B	37266473	37270369	-	37268421	0.973	0.938	collinear
gene:TraesCS1B02G058700	Chr1B	41091712	41097502	-	41094607	Chr1B	37273886	37280045	-	37276965	0.991	0.95	collinear
gene:TraesCS1B02G058800	Chr1B	41366476	41367409	-	41366942	Chr1B	37611511	37612468	-	37611989	0.986	0.928	collinear
gene:TraesCS1B02G059200	Chr1B	41794161	41794817	+	41794489	Chr1B	38330239	38330895	+	38330567	1.0	0.902	collinear
gene:TraesCS1B02G059300	Chr1B	41840529	41841692	+	41841110	Chr1B	38334911	38336085	+	38335498	0.996	0.916	collinear
gene:TraesCS1B02G059500	Chr1B	42012149	42016299	+	42014224	Chr1B	38399035	38403161	+	38401098	0.993	0.93	collinear
gene:TraesCS1B02G060000	Chr1B	43315326	43325561	+	43320443	Chr1B	40056021	40065402	+	40060711	0.979	0.921	collinear
gene:TraesCS1B02G060700	Chr1B	44067275	44072730	-	44070002	Chr1B	40220481	40225945	-	40223213	0.99	0.947	collinear
gene:TraesCS1B02G060900	Chr1B	45197754	45201546	-	45199650	Chr1B	40647414	40651159	-	40649286	0.95	0.915	collinear
gene:TraesCS1B02G062100	Chr1B	47173030	47174574	+	47173802	Chr1B	41489357	41490895	-	41490126	0.995	0.922	collinear
gene:TraesCS1B02G062200	Chr1B	47176704	47178695	+	47177699	Chr1B	41485171	41487174	-	41486172	1.0	0.948	collinear
gene:TraesCS1B02G062300	Chr1B	47180510	47182513	+	47181511	Chr1B	41481223	41483226	-	41482224	1.0	0.969	collinear
gene:TraesCS1B02G062500	Chr1B	47507189	47510483	-	47508836	Chr1B	41619813	41623099	+	41621456	0.965	0.918	collinear
gene:TraesCS1B02G064400	Chr1B	48904052	48904980	-	48904516	Chr1B	42407151	42408053	-	42407602	0.959	0.901	collinear
gene:TraesCS1B02G065700	Chr1B	49878575	49888662	-	49883618	Chr1B	43138571	43149036	-	43143803	0.998	0.959	collinear
gene:TraesCS1B02G065800	Chr1B	49932361	49937384	+	49934872	Chr1B	43225155	43229901	+	43227528	0.995	0.946	collinear
gene:TraesCS1B02G065900	Chr1B	50183589	50186456	-	50185022	Chr1B	43789940	43792780	+	43791360	0.99	0.944	collinear
gene:TraesCS1B02G066000	Chr1B	50203807	50206155	+	50204981	Chr1B	43608082	43610372	-	43609227	0.974	0.919	collinear
gene:TraesCS1B02G066300	Chr1B	50398410	50400166	-	50399288	Chr1B	44070273	44071948	-	44071110	1.0	0.95	collinear
gene:TraesCS1B02G066400	Chr1B	50774894	50778871	+	50776882	Chr1B	44369150	44373810	+	44371480	0.984	0.952	collinear
gene:TraesCS1B02G066900	Chr1B	51105341	51107575	+	51106458	Chr1B	44518719	44520878	+	44519798	0.987	0.916	collinear
gene:TraesCS1B02G068000	Chr1B	52897847	52902749	+	52900298	Chr1B	46058974	46063896	-	46061435	0.988	0.916	collinear
gene:TraesCS1B02G068100	Chr1B	52903646	52909197	+	52906421	Chr1B	46052329	46058046	-	46055187	0.995	0.935	collinear
gene:TraesCS1B02G069000	Chr1B	53364615	53365864	-	53365239	Chr1B	45255566	45256867	+	45256216	0.987	0.904	collinear
gene:TraesCS1B02G069200	Chr1B	54132281	54136442	-	54134361	Chr1B	44949936	44953560	+	44951748	0.99	0.944	collinear
gene:TraesCS1B02G069700	Chr1B	55007288	55008042	+	55007665	Chr1B	44941647	44942395	-	44942021	1.0	0.951	collinear
gene:TraesCS1B02G070600	Chr1B	55967357	55968591	+	55967974	Chr1B	47917816	47919054	-	47918435	0.998	0.916	collinear
gene:TraesCS1B02G071200	Chr1B	56061847	56063002	-	56062424	Chr1B	47971167	47972325	-	47971746	0.993	0.924	collinear
