gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS1A02G000200	Chr1A	70239	89245	+	79742	Chr1A	74491	95724	+	85107	1.0	0.998	collinear
gene:TraesCS1A02G000500	Chr1A	149490	154559	-	152024	Chr1A	164794	169865	-	167329	1.0	0.997	collinear
gene:TraesCS1A02G000600	Chr1A	162313	162609	+	162461	Chr1A	177622	177918	+	177770	1.0	1.0	collinear
gene:TraesCS1A02G000700	Chr1A	169592	169969	-	169780	Chr1A	184911	185288	-	185099	1.0	1.0	collinear
gene:TraesCS1A02G000800	Chr1A	180175	180552	-	180363	Chr1A	194883	195260	-	195071	1.0	0.997	collinear
gene:TraesCS1A02G001000	Chr1A	270605	272936	-	271770	Chr1A	282079	284410	-	283244	1.0	0.999	collinear
gene:TraesCS1A02G001100	Chr1A	269472	289602	-	279537	Chr1A	8872	37051	+	22961	0.999	0.958	collinear
gene:TraesCS1A02G001200	Chr1A	287697	287957	+	287827	Chr1A	306528	306788	+	306658	1.0	1.0	collinear
gene:TraesCS1A02G001300	Chr1A	297266	297652	+	297459	Chr1A	317256	317642	+	317449	1.0	1.0	collinear
gene:TraesCS1A02G001400	Chr1A	294611	305428	-	300019	Chr1A	44992	55500	+	50246	0.986	0.958	collinear
gene:TraesCS1A02G001500	Chr1A	326099	326518	+	326308	Chr1A	344173	344592	+	344382	1.0	1.0	collinear
gene:TraesCS1A02G001600	Chr1A	337960	338256	+	338108	Chr1A	355941	356237	+	356089	1.0	1.0	collinear
gene:TraesCS1A02G001700	Chr1A	403455	403751	+	403603	Chr1A	427001	427297	+	427149	1.0	1.0	collinear
gene:TraesCS1A02G001800	Chr1A	1144333	1145934	+	1145133	Chr1A	1178213	1179814	+	1179013	1.0	0.994	collinear
gene:TraesCS1A02G001900	Chr1A	1159194	1162830	-	1161012	Chr1A	1192921	1196559	-	1194740	1.0	0.992	collinear
gene:TraesCS1A02G002000	Chr1A	1163485	1167878	-	1165681	Chr1A	1197214	1201607	-	1199410	1.0	0.998	collinear
gene:TraesCS1A02G002100	Chr1A	1170356	1177383	+	1173869	Chr1A	1203691	1210766	+	1207228	1.0	0.997	collinear
gene:TraesCS1A02G002200	Chr1A	1188844	1190864	+	1189854	Chr1A	1221954	1223990	+	1222972	0.993	0.984	collinear
gene:TraesCS1A02G002300	Chr1A	1209721	1212812	-	1211266	Chr1A	1242248	1245339	-	1243793	1.0	0.999	collinear
gene:TraesCS1A02G002400	Chr1A	1228914	1229339	-	1229126	Chr1A	1260376	1260801	-	1260588	1.0	0.995	collinear
gene:TraesCS1A02G002500	Chr1A	1232354	1238469	-	1235411	Chr1A	1263826	1269975	-	1266900	0.999	0.988	collinear
gene:TraesCS1A02G002700	Chr1A	1336841	1348326	-	1342583	Chr1A	1368545	1380035	-	1374290	0.999	0.997	collinear
gene:TraesCS1A02G002800	Chr1A	1565963	1567220	-	1566591	Chr1A	1613202	1614459	-	1613830	1.0	0.998	collinear
gene:TraesCS1A02G002900	Chr1A	1657115	1666923	+	1662019	Chr1A	2402573	2412381	+	2407477	1.0	1.0	collinear
gene:TraesCS1A02G003000	Chr1A	1668949	1670358	+	1669653	Chr1A	2414407	2415816	+	2415111	1.0	0.993	collinear
gene:TraesCS1A02G004200	Chr1A	2540491	2540958	-	2540724	Chr1A	4032560	4033027	-	4032793	1.0	0.997	collinear
gene:TraesCS1A02G004400	Chr1A	2642460	2648016	-	2645238	Chr1A	4155175	4160742	-	4157958	1.0	0.99	collinear
gene:TraesCS1A02G004500	Chr1A	2661957	2667052	-	2664504	Chr1A	4175723	4181381	-	4178552	1.0	0.993	collinear
gene:TraesCS1A02G004600	Chr1A	2837094	2843854	-	2840474	Chr1A	4406197	4412935	-	4409566	1.0	0.986	collinear
gene:TraesCS1A02G004700	Chr1A	2847902	2850951	+	2849426	Chr1A	4416951	4420000	+	4418475	1.0	0.985	collinear
gene:TraesCS1A02G004800	Chr1A	2934676	2938176	+	2936426	Chr1A	4476005	4479502	+	4477753	0.998	0.993	collinear
gene:TraesCS1A02G004900	Chr1A	2942044	2945027	+	2943535	Chr1A	4483385	4485891	+	4484638	1.0	0.993	collinear
gene:TraesCS1A02G005400	Chr1A	3117194	3118502	+	3117848	Chr1A	4563346	4564671	+	4564008	0.985	0.913	collinear
gene:TraesCS1A02G005600	Chr1A	3255618	3262577	-	3259097	Chr1A	4635227	4641707	-	4638467	0.941	0.925	collinear
gene:TraesCS1A02G005700	Chr1A	3377838	3383699	+	3380768	Chr1A	4674303	4680374	+	4677338	0.985	0.953	collinear
gene:TraesCS1A02G005800	Chr1A	3386287	3391808	-	3389047	Chr1A	4684150	4689628	-	4686889	1.0	0.989	collinear
gene:TraesCS1A02G005900	Chr1A	3446931	3450200	+	3448565	Chr1A	4726588	4729865	+	4728226	0.987	0.954	collinear
gene:TraesCS1A02G006000	Chr1A	3451854	3454772	-	3453313	Chr1A	4742555	4745460	-	4744007	0.995	0.987	collinear
gene:TraesCS1A02G006500	Chr1A	3579010	3582502	-	3580756	Chr1A	5012854	5016286	-	5014570	0.981	0.94	collinear
gene:TraesCS1A02G007000	Chr1A	3677964	3679612	-	3678788	Chr1A	5028037	5029685	-	5028861	1.0	0.993	collinear
gene:TraesCS1A02G007100	Chr1A	3698525	3700965	-	3699745	Chr1A	5035731	5038171	-	5036951	1.0	0.988	collinear
gene:TraesCS1A02G007344	Chr1A	3910395	3911267	+	3910831	Chr1A	5143288	5144160	+	5143724	0.998	0.974	collinear
gene:TraesCS1A02G007400	Chr1A	4033339	4034196	+	4033767	Chr1A	5179731	5180588	+	5180159	1.0	0.989	collinear
gene:TraesCS1A02G007405	Chr1A	4041324	4042181	+	4041752	Chr1A	5172048	5172905	+	5172476	1.0	0.986	collinear
gene:TraesCS1A02G007500	Chr1A	4045713	4048684	+	4047198	Chr1A	5187236	5190270	+	5188753	0.979	0.925	collinear
gene:TraesCS1A02G007700	Chr1A	4053221	4053823	+	4053522	Chr1A	5194312	5194914	+	5194613	1.0	0.995	collinear
gene:TraesCS1A02G008600	Chr1A	5023873	5029289	-	5026581	Chr1A	6289864	6295370	-	6292617	1.0	0.982	collinear
gene:TraesCS1A02G008900	Chr1A	5233610	5235545	+	5234577	Chr1A	6547055	6549056	+	6548055	1.0	0.978	collinear
gene:TraesCS1A02G009000	Chr1A	5491027	5495112	+	5493069	Chr1A	6777020	6781105	+	6779062	1.0	0.981	collinear
gene:TraesCS1A02G010600	Chr1A	6438286	6439101	-	6438693	Chr1A	7636914	7637436	-	7637175	0.96	0.947	collinear
gene:TraesCS1A02G010900	Chr1A	6517423	6518340	+	6517881	Chr1A	7659070	7659987	+	7659528	1.0	0.992	collinear
gene:TraesCS1A02G010905	Chr1A	6561797	6562688	+	6562242	Chr1A	7702931	7703815	+	7703373	0.976	0.934	collinear
gene:TraesCS1A02G011300	Chr1A	6654552	6655482	-	6655017	Chr1A	7752723	7753662	-	7753192	1.0	0.987	collinear
gene:TraesCS1A02G011400	Chr1A	6760744	6764265	-	6762504	Chr1A	7804565	7807984	-	7806274	0.994	0.981	collinear
gene:TraesCS1A02G011500	Chr1A	6765240	6765452	-	6765346	Chr1A	7808886	7809101	-	7808993	1.0	0.935	collinear
gene:TraesCS1A02G011700	Chr1A	6773469	6773978	-	6773723	Chr1A	7827353	7827856	-	7827604	0.982	0.955	collinear
gene:TraesCS1A02G012500	Chr1A	7178200	7184960	+	7181580	Chr1A	7882139	7888965	+	7885552	0.994	0.989	collinear
gene:TraesCS1A02G012600	Chr1A	7185497	7186507	+	7186002	Chr1A	7889502	7890512	+	7890007	1.0	0.984	collinear
gene:TraesCS1A02G012700	Chr1A	7228719	7229943	-	7229331	Chr1A	7922932	7924171	-	7923551	1.0	0.978	collinear
gene:TraesCS1A02G012800	Chr1A	7274801	7275803	+	7275302	Chr1A	7946512	7947514	+	7947013	1.0	0.992	collinear
gene:TraesCS1A02G012900	Chr1A	7276861	7279534	+	7278197	Chr1A	7948611	7951286	+	7949948	1.0	0.994	collinear
gene:TraesCS1A02G013000	Chr1A	7281836	7294634	+	7288235	Chr1A	7954221	7968486	+	7961353	1.0	0.992	collinear
gene:TraesCS1A02G013100	Chr1A	7311700	7312269	+	7311984	Chr1A	7987298	7987867	+	7987582	1.0	0.991	collinear
gene:TraesCS1A02G013200	Chr1A	7315101	7325769	+	7320435	Chr1A	7990699	8001360	+	7996029	1.0	0.996	collinear
gene:TraesCS1A02G013300	Chr1A	7522337	7522531	-	7522434	Chr1A	8187708	8187902	-	8187805	1.0	1.0	collinear
gene:TraesCS1A02G013400	Chr1A	7525852	7526447	-	7526149	Chr1A	8191219	8191816	-	8191517	1.0	1.0	collinear
gene:TraesCS1A02G013500	Chr1A	7536155	7536445	+	7536300	Chr1A	8201465	8201755	+	8201610	1.0	0.989	collinear
gene:TraesCS1A02G013600	Chr1A	7642614	7643473	+	7643043	Chr1A	8314974	8315833	+	8315403	1.0	0.997	collinear
gene:TraesCS1A02G013700	Chr1A	7651464	7654123	-	7652793	Chr1A	8323827	8326487	-	8325157	1.0	0.999	collinear
gene:TraesCS1A02G013800	Chr1A	7657145	7669998	-	7663571	Chr1A	8329503	8342419	-	8335961	1.0	0.998	collinear
gene:TraesCS1A02G013900	Chr1A	7675688	7677264	-	7676476	Chr1A	8348120	8349694	-	8348907	0.998	0.998	collinear
gene:TraesCS1A02G014000	Chr1A	7685115	7685702	-	7685408	Chr1A	8357443	8358030	-	8357736	1.0	0.997	collinear
gene:TraesCS1A02G014100	Chr1A	7697292	7698190	-	7697741	Chr1A	8369346	8370247	-	8369796	1.0	0.991	collinear
gene:TraesCS1A02G014200	Chr1A	7777149	7778389	-	7777769	Chr1A	8448593	8449833	-	8449213	1.0	1.0	collinear
gene:TraesCS1A02G014300	Chr1A	7811031	7813406	+	7812218	Chr1A	8495973	8498348	+	8497160	1.0	0.998	collinear
gene:TraesCS1A02G014400	Chr1A	7830271	7830939	+	7830605	Chr1A	8516430	8517098	+	8516764	1.0	0.992	collinear
gene:TraesCS1A02G014500	Chr1A	7834685	7837216	+	7835950	Chr1A	8520851	8523382	+	8522116	1.0	0.997	collinear
gene:TraesCS1A02G014700	Chr1A	7956960	7957283	+	7957121	Chr1A	8641916	8642239	+	8642077	1.0	1.0	collinear
gene:TraesCS1A02G014800	Chr1A	7962375	7963154	+	7962764	Chr1A	8647331	8648110	+	8647720	1.0	1.0	collinear
gene:TraesCS1A02G014900	Chr1A	8141960	8144500	-	8143230	Chr1A	8831367	8833907	-	8832637	1.0	0.998	collinear
gene:TraesCS1A02G015000	Chr1A	8157346	8159856	-	8158601	Chr1A	8846324	8848834	-	8847579	1.0	1.0	collinear
gene:TraesCS1A02G015100	Chr1A	8238257	8239411	-	8238834	Chr1A	8896217	8897371	-	8896794	1.0	1.0	collinear
gene:TraesCS1A02G015200	Chr1A	8239469	8244826	-	8242147	Chr1A	8897429	8902798	-	8900113	1.0	0.999	collinear
gene:TraesCS1A02G015300	Chr1A	8247217	8251270	+	8249243	Chr1A	8905188	8909241	+	8907214	1.0	1.0	collinear
gene:TraesCS1A02G015378	Chr1A	8260051	8261991	+	8261021	Chr1A	8918017	8919976	+	8918996	1.0	0.989	collinear
gene:TraesCS1A02G015400	Chr1A	8264166	8266341	-	8265253	Chr1A	8922151	8924326	-	8923238	1.0	0.999	collinear
gene:TraesCS1A02G015500	Chr1A	8291349	8292883	-	8292116	Chr1A	8951386	8952920	-	8952153	1.0	1.0	collinear
gene:TraesCS1A02G015600	Chr1A	8295508	8297343	+	8296425	Chr1A	8955545	8957380	+	8956462	1.0	1.0	collinear
gene:TraesCS1A02G015700	Chr1A	8311562	8313243	+	8312402	Chr1A	8971599	8973280	+	8972439	1.0	1.0	collinear
gene:TraesCS1A02G015800	Chr1A	8320695	8322586	+	8321640	Chr1A	8980732	8982623	+	8981677	1.0	1.0	collinear
gene:TraesCS1A02G015900	Chr1A	8325715	8329799	+	8327757	Chr1A	8985752	8989836	+	8987794	1.0	1.0	collinear
gene:TraesCS1A02G016000	Chr1A	8331822	8334602	+	8333212	Chr1A	8991859	8994639	+	8993249	1.0	1.0	collinear
gene:TraesCS1A02G016100	Chr1A	8341907	8344730	+	8343318	Chr1A	9001944	9004767	+	9003355	1.0	0.999	collinear
gene:TraesCS1A02G016203	Chr1A	8611945	8615970	-	8613957	Chr1A	9292040	9296065	-	9294052	1.0	1.0	collinear
gene:TraesCS1A02G016200	Chr1A	8628133	8633964	-	8631048	Chr1A	9308228	9314059	-	9311143	1.0	1.0	collinear
gene:TraesCS1A02G016300	Chr1A	8665006	8669951	+	8667478	Chr1A	9344234	9349185	+	9346709	1.0	1.0	collinear
gene:TraesCS1A02G016400	Chr1A	8715361	8719129	-	8717245	Chr1A	9394266	9398034	-	9396150	1.0	1.0	collinear
gene:TraesCS1A02G016500	Chr1A	8732467	8732691	+	8732579	Chr1A	9411246	9411470	+	9411358	1.0	1.0	collinear
gene:TraesCS1A02G016600	Chr1A	9089751	9092824	+	9091287	Chr1A	9774095	9777168	+	9775631	1.0	1.0	collinear
gene:TraesCS1A02G016800	Chr1A	9103014	9104091	-	9103552	Chr1A	9788967	9790044	-	9789505	1.0	1.0	collinear
gene:TraesCS1A02G016900	Chr1A	9104841	9110639	-	9107740	Chr1A	9790794	9796592	-	9793693	1.0	1.0	collinear
gene:TraesCS1A02G017000	Chr1A	9119143	9123202	+	9121172	Chr1A	9805309	9808980	+	9807144	0.92	0.92	collinear
gene:TraesCS1A02G017100	Chr1A	9125924	9126091	+	9126007	Chr1A	9811702	9811869	+	9811785	1.0	1.0	collinear
gene:TraesCS1A02G017200	Chr1A	9126999	9129494	-	9128246	Chr1A	9812777	9815272	-	9814024	1.0	0.999	collinear
gene:TraesCS1A02G017300	Chr1A	9156307	9157322	+	9156814	Chr1A	9841381	9842396	+	9841888	1.0	0.997	collinear
gene:TraesCS1A02G017400	Chr1A	9194440	9195385	+	9194912	Chr1A	9895303	9896223	+	9895763	0.97	0.968	collinear
gene:TraesCS1A02G017500	Chr1A	9203430	9205210	+	9204320	Chr1A	9904269	9906049	+	9905159	1.0	1.0	collinear
gene:TraesCS1A02G017700	Chr1A	9232851	9236545	-	9234698	Chr1A	9936650	9940344	-	9938497	1.0	0.997	collinear
gene:TraesCS1A02G017800	Chr1A	9340848	9344270	+	9342559	Chr1A	10034352	10037774	+	10036063	1.0	0.998	collinear
gene:TraesCS1A02G017900	Chr1A	9355372	9357968	-	9356670	Chr1A	10049371	10051967	-	10050669	1.0	0.999	collinear
gene:TraesCS1A02G018000	Chr1A	9359231	9363721	+	9361476	Chr1A	10053230	10057723	+	10055476	1.0	0.997	collinear
gene:TraesCS1A02G018100	Chr1A	9369967	9375647	-	9372807	Chr1A	10063960	10069640	-	10066800	1.0	0.999	collinear
