gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS2D02G000100	Chr2D	31254	37172	+	34213	Chr2D	257335	263253	-	260294	1.0	1.0	collinear
gene:TraesCS2D02G000200	Chr2D	39478	40878	-	40178	Chr2D	253787	255187	+	254487	1.0	0.999	collinear
gene:TraesCS2D02G000300	Chr2D	58039	62377	-	60208	Chr2D	232195	236536	+	234365	0.999	0.996	collinear
gene:TraesCS2D02G000400	Chr2D	261645	262190	+	261917	Chr2D	32935	33480	-	33207	1.0	1.0	collinear
gene:TraesCS2D02G000500	Chr2D	273562	277000	+	275281	Chr2D	18818	22256	-	20537	1.0	1.0	collinear
gene:TraesCS2D02G000600	Chr2D	278541	286171	-	282356	Chr2D	9640	17277	+	13458	1.0	0.999	collinear
gene:TraesCS2D02G000700	Chr2D	370037	371169	-	370603	Chr2D	307874	309006	-	308440	1.0	1.0	collinear
gene:TraesCS2D02G000800	Chr2D	386164	389633	+	387898	Chr2D	322371	325840	+	324105	1.0	1.0	collinear
gene:TraesCS2D02G000900	Chr2D	396204	398760	+	397482	Chr2D	332411	334967	+	333689	1.0	1.0	collinear
gene:TraesCS2D02G001000	Chr2D	460961	479644	+	470302	Chr2D	397559	416031	+	406795	1.0	1.0	collinear
gene:TraesCS2D02G001100	Chr2D	508313	509233	+	508773	Chr2D	443998	444918	+	444458	1.0	1.0	collinear
gene:TraesCS2D02G001200	Chr2D	514511	516352	+	515431	Chr2D	450052	451893	+	450972	1.0	1.0	collinear
gene:TraesCS2D02G001300	Chr2D	672180	675387	+	673783	Chr2D	610963	614170	+	612566	1.0	1.0	collinear
gene:TraesCS2D02G001400	Chr2D	676084	679951	-	678017	Chr2D	614867	618734	-	616800	1.0	1.0	collinear
gene:TraesCS2D02G001500	Chr2D	682076	684242	+	683159	Chr2D	620860	623026	+	621943	1.0	1.0	collinear
gene:TraesCS2D02G001600	Chr2D	1522616	1526387	-	1524501	Chr2D	1553867	1557638	-	1555752	1.0	1.0	collinear
gene:TraesCS2D02G001700	Chr2D	1587835	1590219	+	1589027	Chr2D	1612977	1615361	+	1614169	1.0	1.0	collinear
gene:TraesCS2D02G001800	Chr2D	1601514	1610005	+	1605759	Chr2D	1626423	1634532	+	1630477	1.0	0.999	collinear
gene:TraesCS2D02G001900	Chr2D	1621473	1622372	+	1621922	Chr2D	1645704	1646603	+	1646153	1.0	1.0	collinear
gene:TraesCS2D02G002000	Chr2D	1637801	1638394	+	1638097	Chr2D	1661266	1661859	+	1661562	1.0	1.0	collinear
gene:TraesCS2D02G002100	Chr2D	1659498	1660097	+	1659797	Chr2D	1683318	1683917	+	1683617	1.0	1.0	collinear
gene:TraesCS2D02G002200	Chr2D	1912608	1922943	-	1917775	Chr2D	1955952	1966288	-	1961120	1.0	1.0	collinear
gene:TraesCS2D02G002300	Chr2D	1958491	1962796	-	1960643	Chr2D	2001489	2005794	-	2003641	1.0	1.0	collinear
gene:TraesCS2D02G002400	Chr2D	1991646	1993786	+	1992716	Chr2D	2038314	2040454	+	2039384	1.0	1.0	collinear
gene:TraesCS2D02G002500	Chr2D	2014157	2015713	+	2014935	Chr2D	2060825	2062381	+	2061603	1.0	1.0	collinear
gene:TraesCS2D02G002600	Chr2D	2045570	2048979	+	2047274	Chr2D	2091950	2095359	+	2093654	1.0	1.0	collinear
gene:TraesCS2D02G002700	Chr2D	2115323	2115619	+	2115471	Chr2D	2169941	2170237	+	2170089	1.0	1.0	collinear
