gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS2A02G006800	Chr2A	2914803	2920979	+	2917891	Chr2A	7223773	7229937	-	7226855	0.997	0.997	collinear
gene:TraesCS2A02G006900	Chr2A	2964420	2965424	+	2964922	Chr2A	7180397	7181401	-	7180899	1.0	1.0	collinear
gene:TraesCS2A02G007000	Chr2A	2986007	2990362	+	2988184	Chr2A	7155815	7160170	-	7157992	1.0	1.0	collinear
gene:TraesCS2A02G007200	Chr2A	3106369	3111490	+	3108929	Chr2A	1237051	1242172	-	1239611	1.0	1.0	collinear
gene:TraesCS2A02G007300	Chr2A	3111972	3114111	+	3113041	Chr2A	1234430	1236569	-	1235499	1.0	0.997	collinear
gene:TraesCS2A02G007500	Chr2A	3333157	3336110	-	3334633	Chr2A	1280153	1283104	-	1281628	1.0	0.996	collinear
gene:TraesCS2A02G007600	Chr2A	3351281	3351679	+	3351480	Chr2A	1297969	1298367	+	1298168	1.0	0.996	collinear
gene:TraesCS2A02G007700	Chr2A	3400981	3406474	-	3403727	Chr2A	1347767	1353001	-	1350384	1.0	1.0	collinear
gene:TraesCS2A02G007800	Chr2A	3442301	3447773	+	3445037	Chr2A	1410975	1416457	+	1413716	1.0	0.996	collinear
gene:TraesCS2A02G007900	Chr2A	3448583	3450490	-	3449536	Chr2A	1417266	1419172	-	1418219	1.0	0.993	collinear
gene:TraesCS2A02G008000	Chr2A	3523032	3524646	+	3523839	Chr2A	1484783	1486398	+	1485590	1.0	0.981	collinear
gene:TraesCS2A02G008100	Chr2A	3532809	3534386	-	3533597	Chr2A	1494305	1495863	-	1495084	0.987	0.982	collinear
gene:TraesCS2A02G008200	Chr2A	3538294	3540001	+	3539147	Chr2A	1499704	1501335	+	1500519	1.0	0.992	collinear
gene:TraesCS2A02G008300	Chr2A	3594024	3595544	+	3594784	Chr2A	1541189	1542709	+	1541949	1.0	0.994	collinear
gene:TraesCS2A02G008500	Chr2A	3626039	3630710	+	3628374	Chr2A	1554328	1559561	+	1556944	1.0	0.998	collinear
gene:TraesCS2A02G008600	Chr2A	3629933	3630902	+	3630417	Chr2A	1558222	1559753	+	1558987	1.0	0.985	collinear
gene:TraesCS2A02G008700	Chr2A	3632420	3633736	+	3633078	Chr2A	1561272	1562588	+	1561930	1.0	0.992	collinear
gene:TraesCS2A02G008800	Chr2A	3635655	3637184	+	3636419	Chr2A	1564525	1566054	+	1565289	1.0	0.993	collinear
gene:TraesCS2A02G008900	Chr2A	3639742	3641262	+	3640502	Chr2A	1568617	1570137	+	1569377	1.0	0.996	collinear
gene:TraesCS2A02G009000	Chr2A	3754755	3755141	-	3754948	Chr2A	1663383	1663769	-	1663576	1.0	0.997	collinear
gene:TraesCS2A02G009100	Chr2A	3759130	3762320	+	3760725	Chr2A	1667756	1670964	+	1669360	1.0	0.987	collinear
gene:TraesCS2A02G009300	Chr2A	3794470	3797034	+	3795752	Chr2A	1709879	1712443	+	1711161	1.0	0.989	collinear
gene:TraesCS2A02G009400	Chr2A	3794413	3801111	-	3797762	Chr2A	1709822	1716548	-	1713185	1.0	0.987	collinear
gene:TraesCS2A02G009500	Chr2A	3816477	3818177	+	3817327	Chr2A	1731892	1733592	+	1732742	1.0	1.0	collinear
gene:TraesCS2A02G009600	Chr2A	3834207	3844562	-	3839384	Chr2A	1750085	1760299	-	1755192	1.0	1.0	collinear
gene:TraesCS2A02G009700	Chr2A	3848784	3857006	-	3852895	Chr2A	1764324	1772546	-	1768435	1.0	1.0	collinear
gene:TraesCS2A02G009800	Chr2A	3862849	3865016	-	3863932	Chr2A	1778389	1780556	-	1779472	1.0	0.999	collinear
gene:TraesCS2A02G009900	Chr2A	3905386	3930750	-	3918068	Chr2A	1820684	1855312	-	1837998	1.0	1.0	collinear
gene:TraesCS2A02G010000	Chr2A	3954553	3955387	+	3954970	Chr2A	1878925	1879759	+	1879342	1.0	1.0	collinear
gene:TraesCS2A02G010100	Chr2A	3959343	3962913	+	3961128	Chr2A	1883902	1887472	+	1885687	1.0	0.999	collinear
gene:TraesCS2A02G010200	Chr2A	3964835	3968074	-	3966454	Chr2A	1889123	1892362	-	1890742	1.0	1.0	collinear
gene:TraesCS2A02G010300	Chr2A	4037703	4041497	+	4039600	Chr2A	1983412	1987206	+	1985309	1.0	1.0	collinear
gene:TraesCS2A02G010400	Chr2A	4042748	4044634	+	4043691	Chr2A	1988457	1990343	+	1989400	1.0	1.0	collinear
gene:TraesCS2A02G010500	Chr2A	4046474	4047655	-	4047064	Chr2A	1992183	1993364	-	1992773	1.0	1.0	collinear
gene:TraesCS2A02G010600	Chr2A	4083824	4089576	+	4086700	Chr2A	2029303	2035055	+	2032179	1.0	0.999	collinear
gene:TraesCS2A02G010700	Chr2A	4092367	4094111	+	4093239	Chr2A	2037846	2039590	+	2038718	1.0	0.999	collinear
gene:TraesCS2A02G010800	Chr2A	4113715	4114311	+	4114013	Chr2A	2066360	2066956	+	2066658	1.0	0.974	collinear
gene:TraesCS2A02G010900	Chr2A	4137776	4142722	+	4140249	Chr2A	2101836	2106824	+	2104330	1.0	0.985	collinear
gene:TraesCS2A02G011100	Chr2A	4168036	4172935	-	4170485	Chr2A	2199280	2204213	-	2201746	0.998	0.998	collinear
gene:TraesCS2A02G011200	Chr2A	4180343	4182324	+	4181333	Chr2A	2220338	2222318	+	2221328	1.0	0.996	collinear
gene:TraesCS2A02G011300	Chr2A	4210178	4214118	+	4212148	Chr2A	2245809	2249749	+	2247779	1.0	0.997	collinear
gene:TraesCS2A02G011400	Chr2A	4215799	4221330	-	4218564	Chr2A	2251431	2257020	-	2254225	1.0	0.997	collinear
gene:TraesCS2A02G011500	Chr2A	4291370	4293941	-	4292655	Chr2A	2322810	2325381	-	2324095	1.0	0.997	collinear
gene:TraesCS2A02G011600	Chr2A	4309562	4313889	-	4311725	Chr2A	2340929	2345256	-	2343092	1.0	1.0	collinear
gene:TraesCS2A02G011700	Chr2A	4348696	4349926	-	4349311	Chr2A	2381863	2383093	-	2382478	1.0	1.0	collinear
gene:TraesCS2A02G011800	Chr2A	4363249	4364036	+	4363642	Chr2A	2396618	2397405	+	2397011	1.0	1.0	collinear
gene:TraesCS2A02G011900	Chr2A	4562735	4563193	-	4562964	Chr2A	2594184	2594642	-	2594413	1.0	1.0	collinear
gene:TraesCS2A02G012000	Chr2A	4616928	4621117	+	4619022	Chr2A	2723915	2728104	+	2726009	1.0	1.0	collinear
gene:TraesCS2A02G012100	Chr2A	4674196	4674654	+	4674425	Chr2A	2780531	2780989	+	2780760	1.0	1.0	collinear
gene:TraesCS2A02G012200	Chr2A	4786647	4793856	-	4790251	Chr2A	2925719	2932928	-	2929323	1.0	1.0	collinear
gene:TraesCS2A02G012300	Chr2A	4907004	4909365	+	4908184	Chr2A	3045692	3048052	+	3046872	1.0	1.0	collinear
gene:TraesCS2A02G012400	Chr2A	4920367	4938841	+	4929604	Chr2A	3058863	3078047	+	3068455	1.0	1.0	collinear
gene:TraesCS2A02G012500	Chr2A	4944069	4947552	+	4945810	Chr2A	3083275	3086758	+	3085016	1.0	1.0	collinear
gene:TraesCS2A02G012600	Chr2A	4949386	4958225	-	4953805	Chr2A	3088592	3097430	-	3093011	1.0	1.0	collinear
gene:TraesCS2A02G012700	Chr2A	4964229	4969383	+	4966806	Chr2A	3103434	3109048	+	3106241	1.0	1.0	collinear
gene:TraesCS2A02G012800	Chr2A	4970401	4976740	+	4973570	Chr2A	3110066	3116033	+	3113049	1.0	1.0	collinear
gene:TraesCS2A02G012900	Chr2A	4978101	4982374	-	4980237	Chr2A	3117396	3121669	-	3119532	1.0	1.0	collinear
gene:TraesCS2A02G013000	Chr2A	5187975	5191616	+	5189795	Chr2A	3331998	3335639	+	3333818	1.0	1.0	collinear
gene:TraesCS2A02G013100	Chr2A	5290647	5291144	-	5290895	Chr2A	3433455	3433952	-	3433703	1.0	1.0	collinear
gene:TraesCS2A02G013200	Chr2A	5308405	5312278	+	5310341	Chr2A	3450859	3454732	+	3452795	1.0	1.0	collinear
gene:TraesCS2A02G013300	Chr2A	5404732	5405312	-	5405022	Chr2A	3547278	3547858	-	3547568	1.0	1.0	collinear
gene:TraesCS2A02G013400	Chr2A	5483072	5486858	-	5484965	Chr2A	3624931	3628717	-	3626824	1.0	1.0	collinear
gene:TraesCS2A02G013500	Chr2A	5525814	5529354	-	5527584	Chr2A	3667361	3670901	-	3669131	1.0	1.0	collinear
gene:TraesCS2A02G013600	Chr2A	5634066	5637365	+	5635715	Chr2A	3775086	3778385	+	3776735	1.0	1.0	collinear
gene:TraesCS2A02G013700	Chr2A	5641476	5642707	-	5642091	Chr2A	3782496	3783727	-	3783111	1.0	1.0	collinear
gene:TraesCS2A02G013800	Chr2A	5646829	5647377	-	5647103	Chr2A	3788282	3788830	-	3788556	1.0	1.0	collinear
gene:TraesCS2A02G013900	Chr2A	5651861	5653663	+	5652762	Chr2A	3793314	3795117	+	3794215	1.0	1.0	collinear
gene:TraesCS2A02G014000	Chr2A	5663471	5666009	-	5664740	Chr2A	3804679	3807217	-	3805948	1.0	1.0	collinear
gene:TraesCS2A02G014100	Chr2A	5672666	5673346	+	5673006	Chr2A	3813874	3814554	+	3814214	1.0	1.0	collinear
gene:TraesCS2A02G014200	Chr2A	5675975	5678969	+	5677472	Chr2A	3817181	3820175	+	3818678	1.0	1.0	collinear
