gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS6A02G000300	Chr6A	286171	288047	+	287109	Chr6A	537754	539629	+	538691	0.999	0.998	collinear
gene:TraesCS6A02G000400	Chr6A	288059	291030	+	289544	Chr6A	539641	542612	+	541126	1.0	0.999	collinear
gene:TraesCS6A02G000500	Chr6A	571479	575107	-	573293	Chr6A	823839	827501	+	825670	0.97	0.952	collinear
gene:TraesCS6A02G000600	Chr6A	610042	615530	+	612786	Chr6A	759939	765318	-	762628	0.992	0.941	collinear
gene:TraesCS6A02G000700	Chr6A	616773	620979	-	618876	Chr6A	755344	759205	+	757274	0.999	0.964	collinear
gene:TraesCS6A02G000800	Chr6A	629428	634290	+	631859	Chr6A	744292	749134	-	746713	0.992	0.975	collinear
gene:TraesCS6A02G000900	Chr6A	634738	636233	+	635485	Chr6A	742260	743804	-	743032	1.0	0.968	collinear
gene:TraesCS6A02G001100	Chr6A	637766	644465	-	641115	Chr6A	734077	740671	+	737374	0.982	0.941	collinear
gene:TraesCS6A02G003300	Chr6A	1494577	1504714	-	1499645	Chr6A	905388	915158	-	910273	0.975	0.972	collinear
gene:TraesCS6A02G003400	Chr6A	1590045	1590678	+	1590361	Chr6A	1000095	1000725	+	1000410	1.0	0.997	collinear
gene:TraesCS6A02G003600	Chr6A	1650398	1650967	+	1650682	Chr6A	1028280	1028849	+	1028564	1.0	0.988	collinear
gene:TraesCS6A02G003700	Chr6A	1659193	1668144	-	1663668	Chr6A	1038079	1047017	-	1042548	1.0	0.994	collinear
gene:TraesCS6A02G003900	Chr6A	1716008	1717197	+	1716602	Chr6A	1133907	1135095	+	1134501	0.998	0.989	collinear
gene:TraesCS6A02G004000	Chr6A	1730409	1732051	-	1731230	Chr6A	1156129	1157734	-	1156931	0.973	0.959	collinear
gene:TraesCS6A02G004200	Chr6A	1808051	1814286	+	1811168	Chr6A	1171414	1177670	+	1174542	1.0	0.994	collinear
gene:TraesCS6A02G004500	Chr6A	1877157	1883101	-	1880129	Chr6A	1180948	1186934	-	1183941	1.0	0.984	collinear
gene:TraesCS6A02G004600	Chr6A	1885540	1889805	+	1887672	Chr6A	1189359	1193502	+	1191430	0.998	0.985	collinear
gene:TraesCS6A02G004800	Chr6A	1900642	1902822	+	1901732	Chr6A	1204998	1207149	+	1206073	1.0	0.987	collinear
gene:TraesCS6A02G005000	Chr6A	1942409	1948879	+	1945644	Chr6A	1228856	1235313	+	1232084	0.999	0.992	collinear
gene:TraesCS6A02G005100	Chr6A	1960642	1961854	+	1961248	Chr6A	1246845	1248057	+	1247451	1.0	0.994	collinear
gene:TraesCS6A02G005200	Chr6A	1972751	1975657	+	1974204	Chr6A	1258189	1261080	+	1259634	0.983	0.979	collinear
gene:TraesCS6A02G005300	Chr6A	1985120	1987834	+	1986477	Chr6A	1302857	1305552	+	1304204	0.976	0.963	collinear
gene:TraesCS6A02G005400	Chr6A	2130377	2133736	+	2132056	Chr6A	1575573	1584410	+	1579991	1.0	0.992	collinear
gene:TraesCS6A02G005500	Chr6A	2144869	2145129	-	2144999	Chr6A	1595620	1595880	-	1595750	1.0	0.996	collinear
gene:TraesCS6A02G005600	Chr6A	2177764	2180753	-	2179258	Chr6A	1628298	1630798	-	1629548	0.996	0.972	collinear
gene:TraesCS6A02G005700	Chr6A	2221023	2222302	-	2221662	Chr6A	1680667	1681947	-	1681307	0.997	0.989	collinear
gene:TraesCS6A02G005800	Chr6A	2232270	2234509	-	2233389	Chr6A	1691817	1693839	-	1692828	1.0	0.996	collinear
gene:TraesCS6A02G005900	Chr6A	2247617	2248544	-	2248080	Chr6A	1718767	1719694	-	1719230	1.0	0.995	collinear
