gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS5A02G000100	Chr5A	10126	18461	-	14293	Chr5A	10416	18749	-	14582	0.999	0.998	collinear
gene:TraesCS5A02G000200	Chr5A	20226	23967	+	22096	Chr5A	20512	24258	+	22385	1.0	0.986	collinear
gene:TraesCS5A02G000500	Chr5A	306572	306895	-	306733	Chr5A	296720	297064	-	296892	1.0	0.936	collinear
gene:TraesCS5A02G000600	Chr5A	638578	644527	+	641552	Chr5A	611512	617469	+	614490	1.0	0.997	collinear
gene:TraesCS5A02G000700	Chr5A	644719	646234	+	645476	Chr5A	617661	619158	+	618409	0.984	0.976	collinear
gene:TraesCS5A02G000800	Chr5A	653903	654847	+	654375	Chr5A	626351	627301	+	626826	1.0	0.991	collinear
gene:TraesCS5A02G000900	Chr5A	692543	694327	+	693435	Chr5A	1292012	1293796	+	1292904	1.0	0.995	collinear
gene:TraesCS5A02G001100	Chr5A	855353	858565	-	856959	Chr5A	1549348	1552468	-	1550908	0.998	0.993	collinear
gene:TraesCS5A02G001200	Chr5A	1114075	1114440	-	1114257	Chr5A	1843038	1843403	-	1843220	1.0	0.969	collinear
gene:TraesCS5A02G001400	Chr5A	1202119	1202601	+	1202360	Chr5A	1932609	1933097	+	1932853	1.0	0.985	collinear
gene:TraesCS5A02G001500	Chr5A	1218671	1227119	+	1222895	Chr5A	1948595	1957039	+	1952817	0.994	0.993	collinear
gene:TraesCS5A02G001600	Chr5A	1228104	1231038	+	1229571	Chr5A	1958024	1960958	+	1959491	1.0	1.0	collinear
gene:TraesCS5A02G001700	Chr5A	1241766	1242112	+	1241939	Chr5A	1971687	1972033	+	1971860	1.0	1.0	collinear
gene:TraesCS5A02G001800	Chr5A	1302643	1302822	+	1302732	Chr5A	2026416	2026595	+	2026505	1.0	1.0	collinear
gene:TraesCS5A02G001900	Chr5A	1346522	1347511	-	1347016	Chr5A	2069839	2070828	-	2070333	1.0	1.0	collinear
