gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS6B02G000300	Chr6B	163680	173488	-	168584	Chr6B	3840039	3849983	-	3845011	0.994	0.968	collinear
gene:TraesCS6B02G000600	Chr6B	260456	260755	-	260605	Chr6B	4004228	4004528	-	4004378	1.0	0.996	collinear
gene:TraesCS6B02G000800	Chr6B	484200	485669	+	484934	Chr6B	4099752	4101221	+	4100486	1.0	0.972	collinear
gene:TraesCS6B02G000900	Chr6B	608571	610157	-	609364	Chr6B	4225451	4227037	-	4226244	1.0	0.998	collinear
gene:TraesCS6B02G001000	Chr6B	697792	700255	+	699023	Chr6B	4534839	4537302	+	4536070	1.0	0.999	collinear
gene:TraesCS6B02G001100	Chr6B	701374	702030	+	701702	Chr6B	4538421	4539077	+	4538749	1.0	1.0	collinear
gene:TraesCS6B02G001200	Chr6B	702076	702636	+	702356	Chr6B	4539123	4539683	+	4539403	1.0	0.998	collinear
gene:TraesCS6B02G001300	Chr6B	728447	731986	-	730216	Chr6B	4565476	4569015	-	4567245	1.0	0.999	collinear
gene:TraesCS6B02G001700	Chr6B	1131389	1133229	-	1132309	Chr6B	1856479	1858319	+	1857399	1.0	0.997	collinear
gene:TraesCS6B02G001900	Chr6B	1218446	1273798	+	1246122	Chr6B	1727516	1788833	-	1758174	1.0	0.999	collinear
gene:TraesCS6B02G002000	Chr6B	1368051	1370548	+	1369299	Chr6B	1578081	1580578	-	1579329	1.0	0.999	collinear
gene:TraesCS6B02G002100	Chr6B	1375265	1436005	+	1405635	Chr6B	1512501	1573351	-	1542926	1.0	0.999	collinear
gene:TraesCS6B02G002200	Chr6B	1569738	1574401	-	1572069	Chr6B	1374373	1379002	+	1376687	0.999	0.995	collinear
gene:TraesCS6B02G002300	Chr6B	1603857	1616068	-	1609962	Chr6B	1333070	1344896	+	1338983	1.0	0.992	collinear
gene:TraesCS6B02G003100	Chr6B	2400557	2401522	+	2401039	Chr6B	1041303	1042266	+	1041784	0.997	0.904	collinear
gene:TraesCS6B02G003800	Chr6B	2717048	2719606	+	2718327	Chr6B	631788	634346	-	633067	1.0	0.988	collinear
gene:TraesCS6B02G004200	Chr6B	3218232	3219187	-	3218709	Chr6B	1921584	1922539	+	1922061	1.0	0.949	collinear
gene:TraesCS6B02G004900	Chr6B	3722807	3724617	+	3723712	Chr6B	3289137	3290898	-	3290017	0.998	0.914	collinear
gene:TraesCS6B02G005000	Chr6B	3870164	3871495	+	3870829	Chr6B	3123652	3124611	-	3124131	1.0	0.971	collinear
gene:TraesCS6B02G005200	Chr6B	3881179	3883043	-	3882111	Chr6B	3038188	3039997	+	3039092	0.959	0.937	collinear
gene:TraesCS6B02G005300	Chr6B	3886559	3890912	-	3888735	Chr6B	3030417	3034802	+	3032609	0.996	0.98	collinear
gene:TraesCS6B02G005400	Chr6B	4124091	4128342	+	4126216	Chr6B	2783283	2787512	-	2785397	0.972	0.939	collinear
gene:TraesCS6B02G005700	Chr6B	4169889	4172152	-	4171020	Chr6B	2598893	2600829	+	2599861	0.996	0.949	collinear
gene:TraesCS6B02G006100	Chr6B	4375489	4378583	-	4377036	Chr6B	3196130	3198629	-	3197379	1.0	0.98	collinear
