gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS4A02G059500	Chr4A	55912521	55919370	+	55915945	Chr4A	83072779	83079627	+	83076203	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G059600	Chr4A	56143732	56145991	+	56144861	Chr4A	83290417	83292674	+	83291545	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G059700	Chr4A	56251413	56254420	-	56252916	Chr4A	83405351	83408357	-	83406854	0.999	0.995	rearrangement:Chr4A_block1
gene:TraesCS4A02G059800	Chr4A	56260273	56262853	+	56261563	Chr4A	83414357	83416935	+	83415646	0.998	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G059900	Chr4A	56266262	56271389	-	56268825	Chr4A	83420345	83425471	-	83422908	0.999	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G000100	Chr4A	82124	83278	-	82701	Chr4A	424950	426104	-	425527	1.0	1.0	collinear
gene:TraesCS4A02G000200	Chr4A	189541	192767	+	191154	Chr4A	532124	535350	+	533737	1.0	1.0	collinear
gene:TraesCS4A02G000300	Chr4A	192937	194561	-	193749	Chr4A	535521	537145	-	536333	1.0	1.0	collinear
gene:TraesCS4A02G000400	Chr4A	195787	197105	-	196446	Chr4A	538371	539689	-	539030	1.0	1.0	collinear
gene:TraesCS4A02G000500	Chr4A	207440	212052	+	209746	Chr4A	550017	554645	+	552331	1.0	1.0	collinear
gene:TraesCS4A02G000600	Chr4A	469193	478687	+	473940	Chr4A	820481	829721	+	825101	0.992	0.992	collinear
gene:TraesCS4A02G000700	Chr4A	533491	534126	-	533808	Chr4A	883505	884140	-	883822	1.0	0.995	collinear
gene:TraesCS4A02G000800	Chr4A	731622	737622	-	734622	Chr4A	1075148	1087762	-	1081455	1.0	1.0	collinear
gene:TraesCS4A02G000900	Chr4A	745038	750274	-	747656	Chr4A	1095854	1101090	-	1098472	1.0	0.999	collinear
