gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS5B02G121100	Chr5B	216392658	216393155	+	216392906	Chr5B	195899948	195900445	-	195900196	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G121200	Chr5B	216394244	216399179	-	216396711	Chr5B	195893924	195898859	+	195896391	1.0	0.997	rearrangement:Chr5B_block1
gene:TraesCS5B02G121300	Chr5B	216399368	216404020	+	216401694	Chr5B	195889086	195893735	-	195891410	0.998	0.998	rearrangement:Chr5B_block1
gene:TraesCS5B02G121400	Chr5B	216649842	216653719	+	216651780	Chr5B	195644059	195647937	-	195645998	1.0	0.999	rearrangement:Chr5B_block1
gene:TraesCS5B02G121500	Chr5B	216653222	216659535	-	216656378	Chr5B	195638260	195644556	+	195641408	1.0	0.999	rearrangement:Chr5B_block1
gene:TraesCS5B02G121600	Chr5B	216829243	216863351	-	216846297	Chr5B	195434233	195468347	+	195451290	0.999	0.997	rearrangement:Chr5B_block1
gene:TraesCS5B02G000100	Chr5B	16235	21357	+	18796	Chr5B	50106	55242	-	52674	0.998	0.981	collinear
gene:TraesCS5B02G000300	Chr5B	86983	88497	-	87740	Chr5B	1246	2761	+	2003	1.0	0.995	collinear
gene:TraesCS5B02G000800	Chr5B	655778	658708	-	657243	Chr5B	489830	492769	-	491299	1.0	0.989	collinear
gene:TraesCS5B02G000900	Chr5B	756821	758672	+	757746	Chr5B	506095	507949	+	507022	1.0	0.993	collinear
gene:TraesCS5B02G001100	Chr5B	860861	865647	-	863254	Chr5B	635245	639715	-	637480	1.0	0.984	collinear
gene:TraesCS5B02G004200	Chr5B	6217631	6220820	-	6219225	Chr5B	1714361	1717695	-	1716028	1.0	0.995	collinear
gene:TraesCS5B02G004300	Chr5B	6364821	6368699	-	6366760	Chr5B	1827361	1831235	-	1829298	1.0	0.989	collinear
gene:TraesCS5B02G004400	Chr5B	6393220	6407926	+	6400573	Chr5B	1859796	1874503	+	1867149	1.0	0.999	collinear
gene:TraesCS5B02G004500	Chr5B	6418315	6422013	-	6420164	Chr5B	1896748	1900446	-	1898597	1.0	1.0	collinear
gene:TraesCS5B02G004600	Chr5B	6467080	6476016	+	6471548	Chr5B	1945239	1953548	+	1949393	1.0	1.0	collinear
gene:TraesCS5B02G004700	Chr5B	6501236	6502261	+	6501748	Chr5B	1978634	1979659	+	1979146	1.0	1.0	collinear
gene:TraesCS5B02G004900	Chr5B	6622837	6626116	+	6624476	Chr5B	2060505	2063784	+	2062144	1.0	0.999	collinear
gene:TraesCS5B02G005000	Chr5B	6645267	6648830	+	6647048	Chr5B	2082787	2086226	+	2084506	0.998	0.975	collinear
gene:TraesCS5B02G005100	Chr5B	6650056	6654556	+	6652306	Chr5B	2087146	2091160	+	2089153	0.965	0.945	collinear
gene:TraesCS5B02G005500	Chr5B	6968208	6970169	+	6969188	Chr5B	2880257	2882224	-	2881240	1.0	0.98	collinear
gene:TraesCS5B02G005600	Chr5B	6965525	6975517	+	6970521	Chr5B	4572722	4591879	+	4582300	1.0	0.99	collinear
gene:TraesCS5B02G005700	Chr5B	7021141	7026614	-	7023877	Chr5B	4638522	4643995	-	4641258	1.0	0.999	collinear
gene:TraesCS5B02G005755	Chr5B	7068359	7071536	-	7069947	Chr5B	4685350	4687712	-	4686531	0.992	0.992	collinear
gene:TraesCS5B02G005800	Chr5B	7119761	7120042	-	7119901	Chr5B	4736123	4736404	-	4736263	1.0	1.0	collinear
gene:TraesCS5B02G005900	Chr5B	7148738	7149225	-	7148981	Chr5B	4765021	4765508	-	4765264	1.0	1.0	collinear
gene:TraesCS5B02G006000	Chr5B	7184206	7184957	-	7184581	Chr5B	4800483	4801234	-	4800858	1.0	1.0	collinear
gene:TraesCS5B02G006100	Chr5B	7304012	7304699	-	7304355	Chr5B	4922767	4923454	-	4923110	1.0	1.0	collinear
gene:TraesCS5B02G006200	Chr5B	7354948	7355435	-	7355191	Chr5B	4980572	4981060	-	4980816	1.0	0.997	collinear
gene:TraesCS5B02G006300	Chr5B	7382778	7383265	-	7383021	Chr5B	5008650	5009137	-	5008893	1.0	1.0	collinear
gene:TraesCS5B02G006400	Chr5B	7541069	7545930	-	7543499	Chr5B	5164454	5168952	-	5166703	0.97	0.97	collinear
gene:TraesCS5B02G006500	Chr5B	7706077	7709832	-	7707954	Chr5B	5328870	5332625	-	5330747	1.0	0.999	collinear
gene:TraesCS5B02G006600	Chr5B	7936224	7944965	-	7940594	Chr5B	5559089	5567829	-	5563459	1.0	0.999	collinear
gene:TraesCS5B02G006700	Chr5B	7995392	8007460	-	8001426	Chr5B	5618788	5630760	-	5624774	1.0	1.0	collinear
gene:TraesCS5B02G006800	Chr5B	8086615	8096868	+	8091741	Chr5B	5710458	5720711	+	5715584	1.0	1.0	collinear
gene:TraesCS5B02G006900	Chr5B	8171350	8176122	+	8173736	Chr5B	5781968	5786740	+	5784354	1.0	1.0	collinear
gene:TraesCS5B02G007000	Chr5B	8185879	8188188	-	8187033	Chr5B	5796703	5799014	-	5797858	1.0	1.0	collinear
gene:TraesCS5B02G007100	Chr5B	8342582	8344606	+	8343594	Chr5B	5952951	5954975	+	5953963	1.0	1.0	collinear
gene:TraesCS5B02G007200	Chr5B	8351751	8353860	+	8352805	Chr5B	5962119	5964228	+	5963173	1.0	0.999	collinear
gene:TraesCS5B02G007300	Chr5B	8374524	8379358	-	8376941	Chr5B	5984892	5989726	-	5987309	1.0	1.0	collinear
gene:TraesCS5B02G007400	Chr5B	8523932	8537816	+	8530874	Chr5B	6132266	6146151	+	6139208	1.0	1.0	collinear
gene:TraesCS5B02G007500	Chr5B	8538379	8545008	-	8541693	Chr5B	6146714	6153343	-	6150028	1.0	1.0	collinear
gene:TraesCS5B02G007600	Chr5B	8875269	8877667	-	8876468	Chr5B	6466427	6468834	-	6467630	1.0	1.0	collinear
gene:TraesCS5B02G007800	Chr5B	8905295	8919306	-	8912300	Chr5B	6496462	6510473	-	6503467	1.0	1.0	collinear
gene:TraesCS5B02G007900	Chr5B	8933272	8935785	-	8934528	Chr5B	6530129	6532642	-	6531385	1.0	1.0	collinear
gene:TraesCS5B02G008000	Chr5B	8936244	8937011	-	8936627	Chr5B	6533101	6533868	-	6533484	1.0	1.0	collinear
gene:TraesCS5B02G008100	Chr5B	8945172	8946074	-	8945623	Chr5B	6542029	6542931	-	6542480	1.0	1.0	collinear
gene:TraesCS5B02G008200	Chr5B	9009416	9010239	+	9009827	Chr5B	6606569	6607392	+	6606980	1.0	0.998	collinear
gene:TraesCS5B02G008300	Chr5B	9040754	9040975	+	9040864	Chr5B	6637908	6638129	+	6638018	1.0	1.0	collinear
gene:TraesCS5B02G008400	Chr5B	9044522	9047785	+	9046153	Chr5B	6641676	6644938	+	6643307	1.0	1.0	collinear
gene:TraesCS5B02G008500	Chr5B	9075440	9079212	+	9077326	Chr5B	6672296	6675907	+	6674101	0.997	0.997	collinear
gene:TraesCS5B02G008600	Chr5B	9222282	9225823	-	9224052	Chr5B	6817568	6821109	-	6819338	1.0	0.999	collinear
gene:TraesCS5B02G008700	Chr5B	9243595	9244008	+	9243801	Chr5B	6838947	6839360	+	6839153	1.0	1.0	collinear
gene:TraesCS5B02G008800	Chr5B	9261235	9263380	+	9262307	Chr5B	6856250	6858395	+	6857322	1.0	1.0	collinear
gene:TraesCS5B02G008900	Chr5B	9263459	9267479	-	9265469	Chr5B	6858474	6862494	-	6860484	1.0	1.0	collinear
gene:TraesCS5B02G009200	Chr5B	9298645	9299536	+	9299090	Chr5B	6883434	6884325	+	6883879	1.0	1.0	collinear
gene:TraesCS5B02G009300	Chr5B	9302014	9303513	+	9302763	Chr5B	6886803	6888302	+	6887552	1.0	1.0	collinear
gene:TraesCS5B02G009400	Chr5B	9332838	9334688	-	9333763	Chr5B	6917456	6919306	-	6918381	1.0	1.0	collinear
gene:TraesCS5B02G009500	Chr5B	9356180	9359093	+	9357636	Chr5B	6940028	6942941	+	6941484	1.0	1.0	collinear
gene:TraesCS5B02G009600	Chr5B	9416856	9418777	+	9417816	Chr5B	7016683	7018604	+	7017643	1.0	1.0	collinear
gene:TraesCS5B02G009800	Chr5B	9523414	9524244	-	9523829	Chr5B	7124455	7125285	-	7124870	1.0	1.0	collinear
gene:TraesCS5B02G009900	Chr5B	9539104	9539973	+	9539538	Chr5B	7142782	7143651	+	7143216	1.0	1.0	collinear
gene:TraesCS5B02G010000	Chr5B	9669444	9672795	-	9671119	Chr5B	7281027	7284378	-	7282702	1.0	1.0	collinear
gene:TraesCS5B02G010100	Chr5B	9807726	9816838	+	9812282	Chr5B	7419670	7429152	+	7424411	1.0	1.0	collinear
gene:TraesCS5B02G010200	Chr5B	10059659	10063814	-	10061736	Chr5B	7670947	7675096	-	7673021	1.0	0.999	collinear
gene:TraesCS5B02G010500	Chr5B	10346311	10347569	+	10346940	Chr5B	7836999	7838257	+	7837628	1.0	0.999	collinear
gene:TraesCS5B02G010600	Chr5B	10429378	10432090	+	10430734	Chr5B	7913281	7915946	+	7914613	1.0	0.995	collinear
gene:TraesCS5B02G010700	Chr5B	10438285	10442125	-	10440205	Chr5B	7922159	7925966	-	7924062	1.0	0.996	collinear
gene:TraesCS5B02G010800	Chr5B	10442174	10450187	-	10446180	Chr5B	7926015	7934082	-	7930048	0.999	0.992	collinear
gene:TraesCS5B02G010900	Chr5B	10524697	10527179	-	10525938	Chr5B	8009119	8011597	-	8010358	1.0	0.992	collinear
gene:TraesCS5B02G011000	Chr5B	11042981	11043433	+	11043207	Chr5B	8704583	8705035	+	8704809	1.0	0.995	collinear
gene:TraesCS5B02G011200	Chr5B	11074579	11076006	+	11075292	Chr5B	8729029	8730452	+	8729740	0.995	0.985	collinear
gene:TraesCS5B02G011300	Chr5B	11305908	11308910	-	11307409	Chr5B	8802280	8805276	-	8803778	0.998	0.988	collinear
gene:TraesCS5B02G011400	Chr5B	11454818	11458233	+	11456525	Chr5B	8968363	8971782	+	8970072	1.0	0.993	collinear
gene:TraesCS5B02G011500	Chr5B	11477439	11478554	+	11477996	Chr5B	8991113	8992228	+	8991670	1.0	0.999	collinear
gene:TraesCS5B02G011600	Chr5B	11503284	11504390	+	11503837	Chr5B	9016574	9017680	+	9017127	1.0	0.999	collinear
gene:TraesCS5B02G011700	Chr5B	11513383	11517316	+	11515349	Chr5B	9026416	9030349	+	9028382	1.0	1.0	collinear
