gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity	segment
gene:TraesCS3A02G000100	Chr3A	14528	17889	-	16208	Chr3A	2049152	2052513	+	2050832	1.0	0.999	collinear
gene:TraesCS3A02G000200	Chr3A	41683	44884	-	43283	Chr3A	2026090	2029291	+	2027690	1.0	0.999	collinear
gene:TraesCS3A02G000300	Chr3A	84561	87232	-	85896	Chr3A	13448	16047	-	14747	0.972	0.97	collinear
gene:TraesCS3A02G000500	Chr3A	129964	132254	-	131109	Chr3A	58252	60542	-	59397	1.0	0.993	collinear
gene:TraesCS3A02G000600	Chr3A	177219	179017	-	178118	Chr3A	104198	106063	-	105130	0.97	0.958	collinear
gene:TraesCS3A02G000700	Chr3A	204727	208013	-	206370	Chr3A	131576	134860	-	133218	1.0	0.998	collinear
gene:TraesCS3A02G000800	Chr3A	397801	400871	-	399336	Chr3A	291305	294467	-	292886	1.0	0.982	collinear
gene:TraesCS3A02G000900	Chr3A	409621	416203	-	412912	Chr3A	300074	306581	-	303327	0.967	0.953	collinear
gene:TraesCS3A02G001100	Chr3A	430147	432865	+	431506	Chr3A	341757	344475	+	343116	1.0	0.998	collinear
gene:TraesCS3A02G001200	Chr3A	437746	441793	+	439769	Chr3A	349274	353319	+	351296	0.998	0.997	collinear
gene:TraesCS3A02G001300	Chr3A	912044	912421	-	912232	Chr3A	906452	906829	-	906640	1.0	0.994	collinear
gene:TraesCS3A02G001500	Chr3A	1028128	1031945	+	1030036	Chr3A	1048172	1051997	+	1050084	1.0	0.993	collinear
gene:TraesCS3A02G001600	Chr3A	1055242	1059496	-	1057369	Chr3A	1075461	1079935	-	1077698	1.0	0.994	collinear
gene:TraesCS3A02G001700	Chr3A	1304381	1309289	+	1306835	Chr3A	1580248	1585026	+	1582637	0.996	0.993	collinear
gene:TraesCS3A02G001800	Chr3A	1313066	1315898	-	1314482	Chr3A	1589750	1592420	-	1591085	0.997	0.975	collinear
gene:TraesCS3A02G001900	Chr3A	1325708	1326744	-	1326226	Chr3A	1601149	1602185	-	1601667	1.0	0.998	collinear
gene:TraesCS3A02G002000	Chr3A	1328508	1329908	-	1329208	Chr3A	1603943	1605291	-	1604617	0.95	0.933	collinear
gene:TraesCS3A02G002100	Chr3A	1380918	1383491	+	1382204	Chr3A	1659342	1661921	+	1660631	1.0	0.993	collinear
gene:TraesCS3A02G002200	Chr3A	1389037	1389428	-	1389232	Chr3A	1667521	1667912	-	1667716	1.0	1.0	collinear
gene:TraesCS3A02G002300	Chr3A	1392585	1394247	-	1393416	Chr3A	1671132	1672743	-	1671937	1.0	0.975	collinear
gene:TraesCS3A02G002400	Chr3A	1514278	1514782	+	1514530	Chr3A	2408202	2408709	+	2408455	1.0	0.984	collinear
gene:TraesCS3A02G002500	Chr3A	1519343	1519759	+	1519551	Chr3A	2414543	2414959	+	2414751	1.0	1.0	collinear
gene:TraesCS3A02G002600	Chr3A	1574631	1574990	+	1574810	Chr3A	2460208	2460564	+	2460386	0.991	0.991	collinear
gene:TraesCS3A02G002700	Chr3A	1593227	1593658	+	1593442	Chr3A	2476916	2477342	+	2477129	0.981	0.96	collinear
gene:TraesCS3A02G002800	Chr3A	1618081	1619002	+	1618541	Chr3A	2487579	2488500	+	2488039	1.0	0.993	collinear
gene:TraesCS3A02G003000	Chr3A	1711784	1712270	-	1712027	Chr3A	2634048	2634534	-	2634291	1.0	0.996	collinear
gene:TraesCS3A02G003200	Chr3A	1780395	1782252	+	1781323	Chr3A	2771208	2773065	+	2772136	1.0	0.99	collinear
gene:TraesCS3A02G003300	Chr3A	1789588	1790065	+	1789826	Chr3A	2781482	2781959	+	2781720	1.0	0.995	collinear
gene:TraesCS3A02G003400	Chr3A	1797375	1797977	+	1797676	Chr3A	2787992	2788594	+	2788293	1.0	0.993	collinear
gene:TraesCS3A02G003500	Chr3A	1885671	1886377	+	1886024	Chr3A	2973345	2974027	+	2973686	0.966	0.927	collinear
gene:TraesCS3A02G003600	Chr3A	1896509	1898746	-	1897627	Chr3A	2991291	2993534	-	2992412	1.0	0.954	collinear
gene:TraesCS3A02G003700	Chr3A	1903850	1904592	+	1904221	Chr3A	3007096	3007838	+	3007467	0.998	0.989	collinear
gene:TraesCS3A02G003800	Chr3A	1919555	1923009	+	1921282	Chr3A	3013521	3016977	+	3015249	1.0	0.994	collinear
gene:TraesCS3A02G003900	Chr3A	1924585	1928794	-	1926689	Chr3A	3018149	3022506	-	3020327	0.986	0.913	collinear
gene:TraesCS3A02G005500	Chr3A	6891942	6899514	-	6895728	Chr3A	3120275	3129961	-	3125118	0.934	0.913	collinear
gene:TraesCS3A02G005600	Chr3A	7124999	7125736	-	7125367	Chr3A	3261087	3261824	-	3261455	1.0	0.995	collinear
gene:TraesCS3A02G005700	Chr3A	7130853	7131625	-	7131239	Chr3A	3266901	3267680	-	3267290	1.0	0.987	collinear
gene:TraesCS3A02G005800	Chr3A	7164556	7165185	+	7164870	Chr3A	3285984	3286613	+	3286298	1.0	0.98	collinear
gene:TraesCS3A02G005900	Chr3A	7200517	7201780	-	7201148	Chr3A	3313081	3314343	-	3313712	0.999	0.996	collinear
gene:TraesCS3A02G006000	Chr3A	7214595	7215368	-	7214981	Chr3A	3335594	3336367	-	3335980	1.0	0.998	collinear
gene:TraesCS3A02G006100	Chr3A	7254324	7260233	+	7257278	Chr3A	3373115	3379027	+	3376071	1.0	0.995	collinear
gene:TraesCS3A02G006300	Chr3A	7273333	7275112	-	7274222	Chr3A	3391817	3393597	-	3392707	1.0	0.997	collinear
gene:TraesCS3A02G006400	Chr3A	7278992	7280206	-	7279599	Chr3A	3472200	3473414	-	3472807	1.0	0.999	collinear
gene:TraesCS3A02G006600	Chr3A	7294362	7297912	+	7296137	Chr3A	3487805	3491224	+	3489514	0.948	0.947	collinear
gene:TraesCS3A02G006700	Chr3A	7311253	7315041	-	7313147	Chr3A	3507471	3511255	-	3509363	0.997	0.991	collinear
gene:TraesCS3A02G006900	Chr3A	7384784	7389062	-	7386923	Chr3A	3574006	3578380	-	3576193	0.996	0.949	collinear
gene:TraesCS3A02G007000	Chr3A	7432258	7432761	-	7432509	Chr3A	3600701	3601204	-	3600952	1.0	0.998	collinear
gene:TraesCS3A02G007100	Chr3A	7436857	7439060	-	7437958	Chr3A	3605339	3607551	-	3606445	0.997	0.983	collinear
gene:TraesCS3A02G007300	Chr3A	7474899	7476900	-	7475899	Chr3A	3642350	3644369	-	3643359	0.998	0.973	collinear
gene:TraesCS3A02G007500	Chr3A	7653355	7653726	+	7653540	Chr3A	3800698	3801069	+	3800883	1.0	0.991	collinear
gene:TraesCS3A02G007600	Chr3A	7655397	7656793	+	7656095	Chr3A	3803559	3804931	+	3804245	0.969	0.949	collinear
gene:TraesCS3A02G007700	Chr3A	7781523	7782418	+	7781970	Chr3A	3850930	3851839	+	3851384	0.969	0.916	collinear
gene:TraesCS3A02G007900	Chr3A	7819924	7821515	+	7820719	Chr3A	3904735	3906326	+	3905530	1.0	0.988	collinear
gene:TraesCS3A02G008000	Chr3A	7918329	7929294	-	7923811	Chr3A	3976966	3988387	-	3982676	0.996	0.989	collinear
gene:TraesCS3A02G008100	Chr3A	7948592	7952410	+	7950501	Chr3A	3994989	3998817	+	3996903	1.0	0.99	collinear
gene:TraesCS3A02G008600	Chr3A	8163475	8175486	-	8169480	Chr3A	4160605	4173958	-	4167281	0.999	0.982	collinear
gene:TraesCS3A02G008700	Chr3A	8211470	8212820	-	8212145	Chr3A	4212885	4214234	-	4213559	1.0	0.996	collinear
gene:TraesCS3A02G009000	Chr3A	8294411	8296275	+	8295343	Chr3A	4272092	4273956	+	4273024	1.0	0.997	collinear
gene:TraesCS3A02G009100	Chr3A	8315685	8317371	-	8316528	Chr3A	4289418	4291099	-	4290258	0.997	0.983	collinear
gene:TraesCS3A02G009400	Chr3A	8587928	8594001	+	8590964	Chr3A	4305949	4311964	+	4308956	0.989	0.984	collinear
gene:TraesCS3A02G009500	Chr3A	8595848	8596544	+	8596196	Chr3A	4313815	4314511	+	4314163	1.0	0.997	collinear
gene:TraesCS3A02G009600	Chr3A	8682322	8687101	+	8684711	Chr3A	4402513	4406951	+	4404732	0.994	0.969	collinear
gene:TraesCS3A02G009700	Chr3A	8737546	8739225	-	8738385	Chr3A	4516673	4518352	-	4517512	1.0	0.965	collinear
gene:TraesCS3A02G009800	Chr3A	8794573	8800596	-	8797584	Chr3A	4577768	4583790	-	4580779	1.0	0.997	collinear
gene:TraesCS3A02G009900	Chr3A	8837590	8840754	+	8839172	Chr3A	4662215	4665379	+	4663797	1.0	0.997	collinear
gene:TraesCS3A02G010000	Chr3A	8861309	8865850	+	8863579	Chr3A	4702679	4707226	+	4704952	1.0	0.996	collinear
gene:TraesCS3A02G010100	Chr3A	8866086	8869744	-	8867915	Chr3A	4707462	4711128	-	4709295	1.0	0.995	collinear
gene:TraesCS3A02G010200	Chr3A	8902920	8903444	-	8903182	Chr3A	4740253	4740777	-	4740515	1.0	0.994	collinear
gene:TraesCS3A02G010500	Chr3A	8991462	8991864	+	8991663	Chr3A	4794258	4794660	+	4794459	1.0	0.99	collinear
gene:TraesCS3A02G010600	Chr3A	9007482	9008294	+	9007888	Chr3A	4812858	4813670	+	4813264	1.0	0.991	collinear
gene:TraesCS3A02G010700	Chr3A	9045707	9046277	+	9045992	Chr3A	4843849	4844419	+	4844134	1.0	0.997	collinear
gene:TraesCS3A02G010800	Chr3A	9050924	9051460	+	9051192	Chr3A	4849142	4849678	+	4849410	1.0	0.997	collinear
gene:TraesCS3A02G010900	Chr3A	9064431	9066825	-	9065628	Chr3A	4862674	4865082	-	4863878	1.0	0.983	collinear
gene:TraesCS3A02G011000	Chr3A	9073442	9073776	+	9073609	Chr3A	4871711	4872045	+	4871878	1.0	1.0	collinear
gene:TraesCS3A02G011100	Chr3A	9110227	9112399	+	9111313	Chr3A	4907712	4909878	+	4908795	0.994	0.992	collinear
gene:TraesCS3A02G011200	Chr3A	9186003	9186618	+	9186310	Chr3A	4975049	4975662	+	4975355	1.0	0.954	collinear
gene:TraesCS3A02G011400	Chr3A	9210008	9210976	+	9210492	Chr3A	4983830	4984798	+	4984314	1.0	0.997	collinear
gene:TraesCS3A02G011500	Chr3A	9280237	9281151	-	9280694	Chr3A	5062552	5063498	-	5063025	1.0	0.965	collinear
gene:TraesCS3A02G011800	Chr3A	9444895	9445740	+	9445317	Chr3A	5249270	5250130	+	5249700	0.998	0.952	collinear
gene:TraesCS3A02G012300	Chr3A	9546292	9550495	-	9548393	Chr3A	5281840	5286043	-	5283941	1.0	0.997	collinear
gene:TraesCS3A02G012400	Chr3A	9555972	9556955	+	9556463	Chr3A	5291279	5292261	+	5291770	0.998	0.997	collinear
gene:TraesCS3A02G012500	Chr3A	9571506	9572518	-	9572012	Chr3A	5296173	5297188	-	5296680	1.0	0.95	collinear
gene:TraesCS3A02G012600	Chr3A	9573207	9574175	+	9573691	Chr3A	5297873	5298841	+	5298357	1.0	0.988	collinear
gene:TraesCS3A02G012700	Chr3A	9581939	9598586	-	9590262	Chr3A	5306339	5321367	-	5313853	0.994	0.986	collinear
gene:TraesCS3A02G012800	Chr3A	9604640	9606826	-	9605733	Chr3A	5327525	5329708	-	5328616	0.998	0.984	collinear
gene:TraesCS3A02G013200	Chr3A	9730086	9746758	-	9738422	Chr3A	5437435	5453486	-	5445460	1.0	0.998	collinear
gene:TraesCS3A02G013300	Chr3A	9770501	9773686	-	9772093	Chr3A	5478016	5481212	-	5479614	1.0	0.996	collinear
gene:TraesCS3A02G013400	Chr3A	9777592	9783864	-	9780728	Chr3A	5485045	5491314	-	5488179	0.998	0.995	collinear
gene:TraesCS3A02G013500	Chr3A	9780929	9783071	+	9782000	Chr3A	5488382	5490524	+	5489453	1.0	0.997	collinear
gene:TraesCS3A02G013600	Chr3A	9810278	9814698	-	9812488	Chr3A	5518967	5523393	-	5521180	0.984	0.964	collinear
gene:TraesCS3A02G013700	Chr3A	9843405	9846523	-	9844964	Chr3A	5549729	5552847	-	5551288	1.0	0.996	collinear
gene:TraesCS3A02G013800	Chr3A	9852585	9855941	+	9854263	Chr3A	5558918	5562274	+	5560596	1.0	0.995	collinear
gene:TraesCS3A02G014200	Chr3A	9950897	9951898	+	9951397	Chr3A	5633346	5634347	+	5633846	1.0	0.933	collinear
gene:TraesCS3A02G014700	Chr3A	10153824	10154825	+	10154324	Chr3A	6167515	6168537	+	6168026	1.0	0.964	collinear
gene:TraesCS3A02G014800	Chr3A	10166126	10168849	+	10167487	Chr3A	6087674	6090398	+	6089036	0.999	0.991	collinear
gene:TraesCS3A02G014900	Chr3A	10213214	10218015	+	10215614	Chr3A	6123821	6128623	+	6126222	1.0	0.998	collinear
gene:TraesCS3A02G015100	Chr3A	10244883	10246304	+	10245593	Chr3A	6139277	6140698	+	6139987	1.0	0.967	collinear
gene:TraesCS3A02G015300	Chr3A	10271215	10272240	+	10271727	Chr3A	6179129	6180154	+	6179641	1.0	0.994	collinear
gene:TraesCS3A02G015400	Chr3A	10290684	10292582	+	10291633	Chr3A	6219265	6221163	+	6220214	1.0	0.993	collinear
gene:TraesCS3A02G015500	Chr3A	10300292	10309206	-	10304749	Chr3A	6228884	6237798	-	6233341	1.0	0.997	collinear
gene:TraesCS3A02G015600	Chr3A	10340218	10351347	+	10345782	Chr3A	6268772	6279511	+	6274141	1.0	0.994	collinear
gene:TraesCS3A02G015700	Chr3A	10360975	10362132	+	10361553	Chr3A	6290500	6291657	+	6291078	1.0	0.991	collinear
gene:TraesCS3A02G016000	Chr3A	10473508	10474680	-	10474094	Chr3A	6351044	6352201	-	6351622	0.987	0.967	collinear
gene:TraesCS3A02G016800	Chr3A	10881920	10885625	-	10883772	Chr3A	6964608	6968313	-	6966460	1.0	0.992	collinear
gene:TraesCS3A02G017100	Chr3A	10951424	10955803	-	10953613	Chr3A	6655216	6659596	-	6657406	1.0	0.993	collinear
gene:TraesCS3A02G017200	Chr3A	10954643	10957531	+	10956087	Chr3A	6658436	6661303	+	6659869	0.988	0.983	collinear
gene:TraesCS3A02G017400	Chr3A	11023281	11028199	-	11025740	Chr3A	6687320	6692263	-	6689791	1.0	0.976	collinear
gene:TraesCS3A02G017600	Chr3A	11127030	11128034	+	11127532	Chr3A	6729840	6730836	+	6730338	0.985	0.917	collinear
gene:TraesCS3A02G017800	Chr3A	11349711	11351867	+	11350789	Chr3A	6766631	6768770	+	6767700	0.966	0.902	collinear
gene:TraesCS3A02G017900	Chr3A	11378352	11381007	-	11379679	Chr3A	6998306	7001048	-	6999677	1.0	0.987	collinear
gene:TraesCS3A02G018300	Chr3A	11457283	11459162	-	11458222	Chr3A	7031509	7033392	-	7032450	1.0	0.993	collinear
gene:TraesCS3A02G018500	Chr3A	11471664	11472966	+	11472315	Chr3A	7037253	7038556	+	7037904	1.0	0.995	collinear
gene:TraesCS3A02G018800	Chr3A	11603419	11604084	+	11603751	Chr3A	7196141	7196790	-	7196465	0.948	0.906	collinear
gene:TraesCS3A02G018900	Chr3A	11604697	11604918	-	11604807	Chr3A	7194970	7195191	+	7195080	1.0	0.99	collinear
gene:TraesCS3A02G019000	Chr3A	11675040	11677457	-	11676248	Chr3A	7238916	7241332	-	7240124	1.0	0.993	collinear
gene:TraesCS3A02G019200	Chr3A	11758193	11762739	+	11760466	Chr3A	7312047	7316602	+	7314324	1.0	0.997	collinear
gene:TraesCS3A02G019300	Chr3A	11779750	11785529	-	11782639	Chr3A	7342993	7348774	-	7345883	1.0	0.994	collinear
gene:TraesCS3A02G019500	Chr3A	11810749	11813128	-	11811938	Chr3A	7365114	7367523	-	7366318	0.993	0.973	collinear
gene:TraesCS3A02G019600	Chr3A	11837633	11839438	-	11838535	Chr3A	7391881	7393696	-	7392788	0.995	0.983	collinear
gene:TraesCS3A02G019700	Chr3A	11872209	11873297	-	11872753	Chr3A	7425639	7426729	-	7426184	1.0	0.991	collinear
gene:TraesCS3A02G019800	Chr3A	11881450	11882907	-	11882178	Chr3A	7443107	7444555	-	7443831	0.992	0.992	collinear
gene:TraesCS3A02G020000	Chr3A	11898434	11899168	+	11898801	Chr3A	7460631	7461365	+	7460998	1.0	0.986	collinear
gene:TraesCS3A02G020100	Chr3A	11903304	11904808	-	11904056	Chr3A	7464521	7466023	-	7465272	0.998	0.986	collinear
gene:TraesCS3A02G020300	Chr3A	11938474	11942184	+	11940329	Chr3A	7469915	7473531	+	7471723	0.959	0.945	collinear
gene:TraesCS3A02G020400	Chr3A	11947227	11949045	-	11948136	Chr3A	7475400	7477214	-	7476307	0.997	0.983	collinear
gene:TraesCS3A02G020500	Chr3A	11957063	11959032	-	11958047	Chr3A	7501760	7503730	-	7502745	1.0	0.973	collinear
gene:TraesCS3A02G020600	Chr3A	12028877	12030656	-	12029766	Chr3A	7570998	7572662	-	7571830	0.935	0.923	collinear
gene:TraesCS3A02G020700	Chr3A	12038563	12040271	-	12039417	Chr3A	7614547	7616255	-	7615401	1.0	0.959	collinear
gene:TraesCS3A02G020900	Chr3A	12167514	12168498	-	12168006	Chr3A	7649721	7650710	-	7650215	1.0	0.979	collinear
gene:TraesCS3A02G021000	Chr3A	12171526	12172455	+	12171990	Chr3A	7655262	7656156	+	7655709	0.958	0.932	collinear
gene:TraesCS3A02G021100	Chr3A	12173882	12175112	-	12174497	Chr3A	7659141	7660380	-	7659760	1.0	0.903	collinear
gene:TraesCS3A02G021200	Chr3A	12228188	12229240	-	12228714	Chr3A	7685507	7686571	-	7686039	0.988	0.922	collinear
gene:TraesCS3A02G021300	Chr3A	12232322	12242134	+	12237228	Chr3A	7694666	7704385	+	7699525	0.967	0.952	collinear
gene:TraesCS3A02G021400	Chr3A	12253328	12253806	+	12253567	Chr3A	7715375	7715869	+	7715622	0.995	0.941	collinear
gene:TraesCS3A02G021500	Chr3A	12318322	12323653	+	12320987	Chr3A	7742680	7748079	+	7745379	0.998	0.981	collinear
gene:TraesCS3A02G021600	Chr3A	12375906	12383433	+	12379669	Chr3A	7814806	7822521	+	7818663	0.949	0.943	collinear
gene:TraesCS3A02G021700	Chr3A	12410775	12412370	+	12411572	Chr3A	7867837	7869435	+	7868636	1.0	0.985	collinear
gene:TraesCS3A02G021800	Chr3A	12438509	12441455	+	12439982	Chr3A	7958494	7961403	+	7959948	0.988	0.983	collinear
gene:TraesCS3A02G021900	Chr3A	12479190	12482673	+	12480931	Chr3A	7997259	8000743	+	7999001	1.0	0.998	collinear
