gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity	segment
gene:TraesCS3B02G002100	Chr3B	2092828	2094256	+	2093542	Chr3B	13052401	13053819	-	13053110	0.993	0.988	collinear
gene:TraesCS3B02G002200	Chr3B	2101991	2104344	-	2103167	Chr3B	13034876	13037117	+	13035996	0.983	0.961	collinear
gene:TraesCS3B02G002300	Chr3B	2115065	2116840	-	2115952	Chr3B	13022344	13024144	+	13023244	1.0	0.974	collinear
gene:TraesCS3B02G002400	Chr3B	2128376	2130539	-	2129457	Chr3B	12809525	12811716	-	12810620	1.0	0.987	collinear
gene:TraesCS3B02G002500	Chr3B	2143432	2146356	-	2144894	Chr3B	12831097	12833983	-	12832540	0.992	0.989	collinear
gene:TraesCS3B02G002600	Chr3B	2160595	2163424	-	2162009	Chr3B	12860187	12863014	-	12861600	1.0	0.995	collinear
gene:TraesCS3B02G002700	Chr3B	2169304	2172368	-	2170836	Chr3B	12868957	12872020	-	12870488	1.0	0.998	collinear
gene:TraesCS3B02G002900	Chr3B	2255165	2257560	-	2256362	Chr3B	12946290	12948685	-	12947487	1.0	0.998	collinear
gene:TraesCS3B02G003000	Chr3B	2265612	2268203	-	2266907	Chr3B	12956739	12959130	-	12957934	1.0	0.99	collinear
gene:TraesCS3B02G003100	Chr3B	2279401	2288008	+	2283704	Chr3B	12966194	12974681	+	12970437	0.997	0.993	collinear
gene:TraesCS3B02G003200	Chr3B	2296534	2299603	+	2298068	Chr3B	12984056	12987120	+	12985588	1.0	0.996	collinear
gene:TraesCS3B02G003300	Chr3B	2308380	2311241	+	2309810	Chr3B	12995874	12998702	+	12997288	0.995	0.987	collinear
gene:TraesCS3B02G003400	Chr3B	2322937	2325102	+	2324019	Chr3B	13010383	13012574	+	13011478	1.0	0.989	collinear
gene:TraesCS3B02G003500	Chr3B	2335984	2338269	+	2337126	Chr3B	12796082	12798347	-	12797214	1.0	0.984	collinear
gene:TraesCS3B02G003600	Chr3B	2344024	2346291	+	2345157	Chr3B	12787310	12789564	-	12788437	0.993	0.986	collinear
gene:TraesCS3B02G003700	Chr3B	2396638	2398142	+	2397390	Chr3B	12731071	12732964	-	12732017	0.917	0.902	collinear
gene:TraesCS3B02G003800	Chr3B	2405944	2408431	+	2407187	Chr3B	12719271	12721746	-	12720508	0.993	0.99	collinear
gene:TraesCS3B02G003900	Chr3B	2416243	2417270	-	2416756	Chr3B	12710303	12711333	+	12710818	1.0	0.998	collinear
gene:TraesCS3B02G004100	Chr3B	2474280	2477547	+	2475913	Chr3B	12647158	12650425	-	12648791	1.0	0.994	collinear
gene:TraesCS3B02G004200	Chr3B	2484567	2488204	+	2486385	Chr3B	12636430	12640068	-	12638249	0.999	0.996	collinear
gene:TraesCS3B02G004300	Chr3B	2491979	2493523	+	2492751	Chr3B	12626411	12627943	-	12627177	0.988	0.977	collinear
gene:TraesCS3B02G004400	Chr3B	2504246	2505496	+	2504871	Chr3B	12622837	12624074	-	12623455	0.988	0.977	collinear
gene:TraesCS3B02G004600	Chr3B	2511286	2514918	+	2513102	Chr3B	12613614	12617241	-	12615427	1.0	0.992	collinear
gene:TraesCS3B02G004700	Chr3B	2516341	2521111	+	2518726	Chr3B	12607578	12612365	-	12609971	1.0	0.998	collinear
gene:TraesCS3B02G004800	Chr3B	2883520	2885827	+	2884673	Chr3B	12325308	12327424	-	12326366	1.0	0.995	collinear
gene:TraesCS3B02G004900	Chr3B	2901034	2903277	+	2902155	Chr3B	12315556	12317817	-	12316686	1.0	0.984	collinear
gene:TraesCS3B02G005700	Chr3B	3205097	3206539	+	3205818	Chr3B	11887051	11888524	-	11887787	0.988	0.945	collinear
gene:TraesCS3B02G005800	Chr3B	3225733	3228659	+	3227196	Chr3B	11865253	11868171	-	11866712	0.99	0.985	collinear
gene:TraesCS3B02G005900	Chr3B	3230720	3242659	+	3236689	Chr3B	11851200	11863139	-	11857169	0.999	0.995	collinear
gene:TraesCS3B02G006000	Chr3B	3259140	3262012	-	3260576	Chr3B	11830521	11833393	+	11831957	0.999	0.994	collinear
gene:TraesCS3B02G006100	Chr3B	3268840	3271894	+	3270367	Chr3B	11820739	11823792	-	11822265	0.999	0.996	collinear
gene:TraesCS3B02G006500	Chr3B	3407143	3409183	+	3408163	Chr3B	10560302	10562342	+	10561322	1.0	1.0	collinear
gene:TraesCS3B02G006600	Chr3B	3410634	3412172	-	3411403	Chr3B	10563806	10565344	-	10564575	1.0	0.995	collinear
gene:TraesCS3B02G006700	Chr3B	3601450	3607208	+	3604329	Chr3B	10765122	10771518	+	10768320	1.0	0.986	collinear
gene:TraesCS3B02G007000	Chr3B	3661385	3662172	-	3661778	Chr3B	10822509	10823296	-	10822902	1.0	1.0	collinear
gene:TraesCS3B02G007100	Chr3B	3663183	3664058	-	3663620	Chr3B	10824307	10825182	-	10824744	1.0	1.0	collinear
gene:TraesCS3B02G007200	Chr3B	3665420	3667378	-	3666399	Chr3B	10826544	10828502	-	10827523	1.0	1.0	collinear
gene:TraesCS3B02G007300	Chr3B	3803402	3806777	+	3805089	Chr3B	10965422	10968797	+	10967109	1.0	0.999	collinear
gene:TraesCS3B02G007400	Chr3B	3863692	3868727	-	3866209	Chr3B	11025427	11030239	-	11027833	1.0	0.979	collinear
gene:TraesCS3B02G007500	Chr3B	3878183	3880231	-	3879207	Chr3B	11039779	11041827	-	11040803	1.0	1.0	collinear
gene:TraesCS3B02G007600	Chr3B	3893594	3896553	+	3895073	Chr3B	11055105	11058064	+	11056584	1.0	1.0	collinear
gene:TraesCS3B02G007700	Chr3B	3898802	3900540	+	3899671	Chr3B	11060313	11062051	+	11061182	1.0	1.0	collinear
gene:TraesCS3B02G007900	Chr3B	3910602	3912257	-	3911429	Chr3B	11072113	11073768	-	11072940	1.0	1.0	collinear
gene:TraesCS3B02G008000	Chr3B	4178142	4179782	+	4178962	Chr3B	11338587	11340227	+	11339407	1.0	1.0	collinear
gene:TraesCS3B02G008100	Chr3B	4202094	4203405	+	4202749	Chr3B	11361265	11362567	+	11361916	1.0	1.0	collinear
gene:TraesCS3B02G008200	Chr3B	4206070	4206868	-	4206469	Chr3B	11365134	11365932	-	11365533	1.0	1.0	collinear
gene:TraesCS3B02G008300	Chr3B	4214230	4214757	+	4214493	Chr3B	11371949	11372476	+	11372212	1.0	1.0	collinear
gene:TraesCS3B02G008400	Chr3B	4220275	4221062	+	4220668	Chr3B	11377994	11378781	+	11378387	1.0	1.0	collinear
gene:TraesCS3B02G008500	Chr3B	4259456	4267017	-	4263236	Chr3B	11417198	11424458	-	11420828	0.999	0.999	collinear
gene:TraesCS3B02G008600	Chr3B	4322974	4327039	+	4325006	Chr3B	11478192	11482229	+	11480210	1.0	0.995	collinear
gene:TraesCS3B02G008900	Chr3B	4334031	4334755	-	4334393	Chr3B	11489804	11490529	-	11490166	1.0	0.972	collinear
gene:TraesCS3B02G009200	Chr3B	4433683	4434096	-	4433889	Chr3B	11581478	11581891	-	11581684	1.0	0.983	collinear
gene:TraesCS3B02G009300	Chr3B	4458926	4459506	-	4459216	Chr3B	11588856	11589430	-	11589143	0.987	0.962	collinear
gene:TraesCS3B02G009400	Chr3B	4490335	4490736	-	4490535	Chr3B	11608921	11609322	-	11609121	1.0	0.98	collinear
gene:TraesCS3B02G009600	Chr3B	4553317	4554575	+	4553946	Chr3B	11634317	11635574	+	11634945	0.995	0.986	collinear
gene:TraesCS3B02G009700	Chr3B	4555982	4556578	+	4556280	Chr3B	11637256	11637851	+	11637553	1.0	1.0	collinear
gene:TraesCS3B02G009900	Chr3B	4662107	4663478	-	4662792	Chr3B	10923450	10924821	-	10924135	1.0	0.991	collinear
gene:TraesCS3B02G011600	Chr3B	5199156	5201287	+	5200221	Chr3B	10797449	10799580	-	10798514	1.0	0.996	collinear
gene:TraesCS3B02G012000	Chr3B	5405970	5406674	+	5406322	Chr3B	10496917	10497622	-	10497269	0.991	0.977	collinear
gene:TraesCS3B02G012100	Chr3B	5408351	5408920	+	5408635	Chr3B	10494682	10495251	-	10494966	1.0	0.996	collinear
gene:TraesCS3B02G012200	Chr3B	5580174	5586213	+	5583193	Chr3B	9934456	9940363	-	9937409	0.983	0.945	collinear
gene:TraesCS3B02G012300	Chr3B	5588238	5589018	+	5588628	Chr3B	9929801	9930576	-	9930188	0.989	0.936	collinear
gene:TraesCS3B02G012400	Chr3B	5599908	5601473	-	5600690	Chr3B	9918723	9920288	+	9919505	1.0	0.982	collinear
gene:TraesCS3B02G012500	Chr3B	5670628	5675430	+	5673029	Chr3B	9851031	9855550	-	9853290	0.997	0.985	collinear
gene:TraesCS3B02G012600	Chr3B	5694928	5698273	-	5696600	Chr3B	9744094	9747722	+	9745908	1.0	0.993	collinear
gene:TraesCS3B02G012700	Chr3B	5789746	5790925	-	5790335	Chr3B	9674027	9675202	+	9674614	1.0	1.0	collinear
gene:TraesCS3B02G012900	Chr3B	5850468	5851218	-	5850843	Chr3B	9617050	9617800	+	9617425	1.0	0.99	collinear
gene:TraesCS3B02G013100	Chr3B	5938428	5940219	+	5939323	Chr3B	9509934	9511725	-	9510829	1.0	0.998	collinear
gene:TraesCS3B02G013200	Chr3B	5949070	5952480	+	5950775	Chr3B	9498246	9501664	-	9499955	1.0	0.996	collinear
gene:TraesCS3B02G013300	Chr3B	5952761	5955519	-	5954140	Chr3B	9495210	9497965	+	9496587	0.998	0.994	collinear
gene:TraesCS3B02G013400	Chr3B	6001105	6001407	+	6001256	Chr3B	9449981	9450283	-	9450132	1.0	1.0	collinear
gene:TraesCS3B02G013500	Chr3B	6004355	6004943	-	6004649	Chr3B	9446445	9447033	+	9446739	1.0	1.0	collinear
gene:TraesCS3B02G013600	Chr3B	6009574	6009765	-	6009669	Chr3B	9441623	9441814	+	9441718	1.0	1.0	collinear
gene:TraesCS3B02G013700	Chr3B	6010379	6010843	-	6010611	Chr3B	9440545	9441009	+	9440777	1.0	1.0	collinear
gene:TraesCS3B02G013800	Chr3B	6032893	6033379	+	6033136	Chr3B	9418011	9418497	-	9418254	1.0	1.0	collinear
gene:TraesCS3B02G013900	Chr3B	6043219	6043801	+	6043510	Chr3B	9407589	9408171	-	9407880	1.0	1.0	collinear
gene:TraesCS3B02G014000	Chr3B	6085506	6085867	+	6085686	Chr3B	9366395	9366756	-	9366575	1.0	1.0	collinear
gene:TraesCS3B02G014100	Chr3B	6096159	6098276	-	6097217	Chr3B	9353945	9356062	+	9355003	1.0	1.0	collinear
gene:TraesCS3B02G014200	Chr3B	6114654	6115024	+	6114839	Chr3B	9337197	9337567	-	9337382	1.0	0.996	collinear
gene:TraesCS3B02G014300	Chr3B	6117536	6118986	+	6118261	Chr3B	9333236	9334686	-	9333961	1.0	1.0	collinear
gene:TraesCS3B02G014400	Chr3B	6126328	6127544	+	6126936	Chr3B	9324678	9325894	-	9325286	1.0	1.0	collinear
gene:TraesCS3B02G014500	Chr3B	6177980	6178705	-	6178342	Chr3B	9271920	9272645	+	9272282	1.0	1.0	collinear
gene:TraesCS3B02G014600	Chr3B	6181350	6181663	+	6181506	Chr3B	9268962	9269275	-	9269118	1.0	1.0	collinear
gene:TraesCS3B02G014700	Chr3B	6219971	6221056	-	6220513	Chr3B	9229968	9231053	+	9230510	1.0	1.0	collinear
gene:TraesCS3B02G014800	Chr3B	6234140	6241848	+	6237994	Chr3B	9209867	9217636	-	9213751	1.0	1.0	collinear
gene:TraesCS3B02G014900	Chr3B	6250392	6253500	-	6251946	Chr3B	9197897	9201005	+	9199451	1.0	1.0	collinear
gene:TraesCS3B02G015000	Chr3B	6294081	6303451	+	6298766	Chr3B	9147436	9156802	-	9152119	1.0	0.999	collinear
gene:TraesCS3B02G015100	Chr3B	6307476	6309708	-	6308592	Chr3B	9141089	9143321	+	9142205	1.0	0.999	collinear
gene:TraesCS3B02G015200	Chr3B	6336915	6337852	+	6337383	Chr3B	9112944	9113881	-	9113412	1.0	0.998	collinear
gene:TraesCS3B02G015300	Chr3B	6378848	6381034	-	6379941	Chr3B	9069764	9071950	+	9070857	1.0	0.999	collinear
gene:TraesCS3B02G015400	Chr3B	6390297	6393323	-	6391810	Chr3B	9056090	9059116	+	9057603	1.0	1.0	collinear
gene:TraesCS3B02G015500	Chr3B	6389692	6396146	+	6392919	Chr3B	9053267	9059721	-	9056494	1.0	1.0	collinear
gene:TraesCS3B02G015600	Chr3B	6406013	6407183	+	6406598	Chr3B	9039941	9041111	-	9040526	1.0	0.998	collinear
gene:TraesCS3B02G015700	Chr3B	6468576	6470121	+	6469348	Chr3B	8969925	8971471	-	8970698	1.0	1.0	collinear
gene:TraesCS3B02G015800	Chr3B	6533011	6534111	+	6533561	Chr3B	8903591	8904691	-	8904141	1.0	0.998	collinear
gene:TraesCS3B02G015900	Chr3B	6544864	6546867	+	6545865	Chr3B	8890701	8892704	-	8891702	1.0	0.998	collinear
gene:TraesCS3B02G016000	Chr3B	6554790	6558914	+	6556852	Chr3B	8878409	8882660	-	8880534	1.0	0.994	collinear
gene:TraesCS3B02G016400	Chr3B	6670118	6673010	-	6671564	Chr3B	8772242	8775377	+	8773809	0.999	0.951	collinear
gene:TraesCS3B02G016500	Chr3B	6676947	6681225	+	6679086	Chr3B	8762165	8766630	-	8764397	0.989	0.977	collinear
gene:TraesCS3B02G040500	Chr3B	20003399	20003512	-	20003455	Chr3B	26899713	26899826	+	26899769	1.0	1.0	collinear
gene:TraesCS3B02G040600	Chr3B	20051542	20055371	-	20053456	Chr3B	26854085	26857914	+	26855999	1.0	1.0	collinear
gene:TraesCS3B02G040700	Chr3B	20305516	20306064	+	20305790	Chr3B	26607507	26608055	-	26607781	1.0	1.0	collinear
gene:TraesCS3B02G040800	Chr3B	20319978	20321665	+	20320821	Chr3B	26592071	26593758	-	26592914	1.0	1.0	collinear
gene:TraesCS3B02G040900	Chr3B	20348050	20358831	+	20353440	Chr3B	26557002	26567783	-	26562392	1.0	1.0	collinear
gene:TraesCS3B02G041000	Chr3B	20378573	20379983	+	20379278	Chr3B	26536206	26537616	-	26536911	1.0	1.0	collinear
gene:TraesCS3B02G041100	Chr3B	20382504	20383873	-	20383188	Chr3B	26532316	26533685	+	26533000	1.0	1.0	collinear
