cs_chr	cs_start	cs_end	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	n_anchors	mean_identity
Chr2B	10698	122927218	Chr2B	158825	115027829	1148	0.9847883275261322
Chr2B	128376745	186312465	Chr2B	115921569	164816410	355	0.9698901408450704
Chr2B	188461447	202920401	Chr2B	164951378	178086727	77	0.9676753246753245
Chr2B	205644786	240314058	Chr2B	178234354	217824188	180	0.9706166666666667
Chr2B	243366145	260766803	Chr2B	218513494	237116247	82	0.9676585365853658
Chr2B	262807459	266961812	Chr2B	238296931	242394195	7	0.9804285714285713
Chr2B	272610561	275311895	Chr2B	248545847	256160993	7	0.9792857142857143
Chr2B	281875499	285052838	Chr2B	262106197	274906862	6	0.9811666666666666
Chr2B	288487159	291601839	Chr2B	259305313	271042722	4	0.99125
Chr2B	294043381	303097333	Chr2B	248820360	280718155	11	0.9784545454545455
Chr2B	306896900	309492785	Chr2B	285995326	293779325	4	0.9774999999999999
Chr2B	329479686	333044217	Chr2B	282369403	313450629	6	0.9773333333333333
Chr2B	339112736	342279112	Chr2B	297268597	303136064	3	0.9486666666666667
Chr2B	346670378	356317609	Chr2B	284655539	336780903	13	0.9771538461538459
Chr2B	358529885	358774644	Chr2B	337784096	339217048	4	0.98575
Chr2B	363485982	374802272	Chr2B	325300502	343947692	38	0.9753947368421054
Chr2B	379881085	501008387	Chr2B	347150301	444512997	580	0.9718741379310345
Chr2B	503444064	519185944	Chr2B	445740235	459536964	106	0.9731132075471697
Chr2B	521331875	701490798	Chr2B	459704028	583032385	976	0.9615358606557376
Chr2B	703800058	801254636	Chr2B	583479787	671482556	826	0.974324455205811
