gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity	segment
gene:TraesCS2D02G052100	Chr2D	19847578	19849015	-	19848296	Chr2D	16436463	16437982	+	16437222	1.0	0.977	rearrangement:Chr2D_block1
gene:TraesCS2D02G052300	Chr2D	20183809	20185570	+	20184689	Chr2D	16295765	16297527	-	16296646	1.0	0.992	rearrangement:Chr2D_block1
gene:TraesCS2D02G052400	Chr2D	20187852	20189060	-	20188456	Chr2D	16292562	16293771	+	16293166	1.0	0.988	rearrangement:Chr2D_block1
gene:TraesCS2D02G052500	Chr2D	20322960	20324745	-	20323852	Chr2D	16136561	16138345	+	16137453	0.999	0.987	rearrangement:Chr2D_block1
gene:TraesCS2D02G052700	Chr2D	20381078	20382823	+	20381950	Chr2D	16070724	16072470	-	16071597	1.0	0.968	rearrangement:Chr2D_block1
gene:TraesCS2D02G053200	Chr2D	20676303	20688206	-	20682254	Chr2D	15868839	15880577	+	15874708	1.0	0.995	rearrangement:Chr2D_block1
gene:TraesCS2D02G053300	Chr2D	20768191	20770988	-	20769589	Chr2D	15797938	15800735	+	15799336	1.0	0.993	rearrangement:Chr2D_block1
gene:TraesCS2D02G053400	Chr2D	20778047	20783120	+	20780583	Chr2D	15785895	15790965	-	15788430	1.0	0.999	rearrangement:Chr2D_block1
gene:TraesCS2D02G053500	Chr2D	20917753	20918041	-	20917897	Chr2D	15232751	15233037	+	15232894	0.996	0.961	rearrangement:Chr2D_block1
gene:TraesCS2D02G040600	Chr2D	14767305	14772851	+	14770078	Chr2D	21570975	21576521	-	21573748	1.0	1.0	rearrangement:Chr2D_block2
gene:TraesCS2D02G040700	Chr2D	14775825	14778254	-	14777039	Chr2D	21565572	21568001	+	21566786	1.0	1.0	rearrangement:Chr2D_block2
gene:TraesCS2D02G040800	Chr2D	14778452	14783632	-	14781042	Chr2D	21560194	21565374	+	21562784	1.0	1.0	rearrangement:Chr2D_block2
gene:TraesCS2D02G060800	Chr2D	25163666	25168773	-	25166219	Chr2D	21707864	21713209	+	21710536	1.0	1.0	rearrangement:Chr2D_block2
gene:TraesCS2D02G060900	Chr2D	25175407	25176288	-	25175847	Chr2D	21700349	21701230	+	21700789	1.0	1.0	rearrangement:Chr2D_block2
gene:TraesCS2D02G061000	Chr2D	25183986	25185021	-	25184503	Chr2D	21691587	21692622	+	21692104	1.0	1.0	rearrangement:Chr2D_block2
gene:TraesCS2D02G061100	Chr2D	25204542	25205704	-	25205123	Chr2D	21670905	21672067	+	21671486	1.0	1.0	rearrangement:Chr2D_block2
gene:TraesCS2D02G000100	Chr2D	31254	37172	+	34213	Chr2D	334055	339973	-	337014	1.0	1.0	collinear
gene:TraesCS2D02G000200	Chr2D	39478	40878	-	40178	Chr2D	330519	331919	+	331219	1.0	1.0	collinear
gene:TraesCS2D02G000300	Chr2D	58039	62377	-	60208	Chr2D	309109	313447	+	311278	1.0	1.0	collinear
gene:TraesCS2D02G000400	Chr2D	261645	262190	+	261917	Chr2D	109940	110485	-	110212	1.0	1.0	collinear
gene:TraesCS2D02G000500	Chr2D	273562	277000	+	275281	Chr2D	95574	98994	-	97284	0.993	0.993	collinear
gene:TraesCS2D02G000600	Chr2D	278541	286171	-	282356	Chr2D	86387	94033	+	90210	1.0	0.999	collinear
gene:TraesCS2D02G000700	Chr2D	370037	371169	-	370603	Chr2D	384600	385732	-	385166	1.0	1.0	collinear
gene:TraesCS2D02G000800	Chr2D	386164	389633	+	387898	Chr2D	398541	402010	+	400275	1.0	1.0	collinear
gene:TraesCS2D02G000900	Chr2D	396204	398760	+	397482	Chr2D	408581	411137	+	409859	1.0	1.0	collinear
gene:TraesCS2D02G001000	Chr2D	460961	479644	+	470302	Chr2D	472845	491434	+	482139	1.0	0.999	collinear
gene:TraesCS2D02G001100	Chr2D	508313	509233	+	508773	Chr2D	519105	520025	+	519565	1.0	1.0	collinear
gene:TraesCS2D02G001200	Chr2D	514511	516352	+	515431	Chr2D	526517	528358	+	527437	1.0	1.0	collinear
gene:TraesCS2D02G001300	Chr2D	672180	675387	+	673783	Chr2D	684116	687323	+	685719	1.0	1.0	collinear
gene:TraesCS2D02G001400	Chr2D	676084	679951	-	678017	Chr2D	688020	691887	-	689953	1.0	1.0	collinear
gene:TraesCS2D02G001500	Chr2D	682076	684242	+	683159	Chr2D	694012	696178	+	695095	1.0	1.0	collinear
gene:TraesCS2D02G001600	Chr2D	1522616	1526387	-	1524501	Chr2D	1633742	1637513	-	1635627	1.0	1.0	collinear
gene:TraesCS2D02G001700	Chr2D	1587835	1590219	+	1589027	Chr2D	1695793	1698177	+	1696985	1.0	1.0	collinear
gene:TraesCS2D02G001800	Chr2D	1601514	1610005	+	1605759	Chr2D	1709230	1719139	+	1714184	1.0	1.0	collinear
gene:TraesCS2D02G001900	Chr2D	1621473	1622372	+	1621922	Chr2D	1730334	1731233	+	1730783	1.0	0.998	collinear
gene:TraesCS2D02G002000	Chr2D	1637801	1638394	+	1638097	Chr2D	1746222	1746815	+	1746518	1.0	1.0	collinear
gene:TraesCS2D02G002100	Chr2D	1659498	1660097	+	1659797	Chr2D	1767902	1768501	+	1768201	1.0	1.0	collinear
gene:TraesCS2D02G002200	Chr2D	1912608	1922943	-	1917775	Chr2D	2665590	2675927	-	2670758	1.0	1.0	collinear
gene:TraesCS2D02G002300	Chr2D	1958491	1962796	-	1960643	Chr2D	2710833	2715138	-	2712985	1.0	1.0	collinear
gene:TraesCS2D02G002400	Chr2D	1991646	1993786	+	1992716	Chr2D	2743188	2745328	+	2744258	1.0	1.0	collinear
gene:TraesCS2D02G002500	Chr2D	2014157	2015713	+	2014935	Chr2D	2765699	2767255	+	2766477	1.0	1.0	collinear
gene:TraesCS2D02G002600	Chr2D	2045570	2048979	+	2047274	Chr2D	2795806	2799215	+	2797510	1.0	1.0	collinear
gene:TraesCS2D02G002700	Chr2D	2115323	2115619	+	2115471	Chr2D	2864118	2864414	+	2864266	1.0	1.0	collinear
gene:TraesCS2D02G002800	Chr2D	2137360	2144694	-	2141027	Chr2D	2886155	2893489	-	2889822	1.0	1.0	collinear
gene:TraesCS2D02G002900	Chr2D	2197455	2197754	+	2197604	Chr2D	2945896	2946195	+	2946045	1.0	1.0	collinear
gene:TraesCS2D02G003000	Chr2D	2222670	2223061	+	2222865	Chr2D	2970614	2971005	+	2970809	1.0	1.0	collinear
gene:TraesCS2D02G003100	Chr2D	2238178	2238867	+	2238522	Chr2D	2985180	2985869	+	2985524	1.0	1.0	collinear
gene:TraesCS2D02G003200	Chr2D	2257606	2263626	+	2260616	Chr2D	3004005	3010025	+	3007015	1.0	1.0	collinear
gene:TraesCS2D02G003400	Chr2D	2322337	2328568	-	2325452	Chr2D	3068346	3074578	-	3071462	1.0	1.0	collinear
gene:TraesCS2D02G003500	Chr2D	2341476	2345460	+	2343468	Chr2D	3087274	3091258	+	3089266	1.0	1.0	collinear
gene:TraesCS2D02G003600	Chr2D	2357775	2359541	+	2358658	Chr2D	3102494	3104260	+	3103377	1.0	1.0	collinear
gene:TraesCS2D02G003700	Chr2D	2362426	2363179	+	2362802	Chr2D	3107145	3107898	+	3107521	1.0	1.0	collinear
gene:TraesCS2D02G003800	Chr2D	2439831	2443271	-	2441551	Chr2D	3177446	3180886	-	3179166	1.0	0.999	collinear
gene:TraesCS2D02G003900	Chr2D	2448415	2452565	-	2450490	Chr2D	3186030	3190181	-	3188105	1.0	1.0	collinear
gene:TraesCS2D02G004000	Chr2D	2470169	2474909	-	2472539	Chr2D	3207482	3212222	-	3209852	1.0	1.0	collinear
gene:TraesCS2D02G004100	Chr2D	2475035	2480695	+	2477865	Chr2D	3212348	3218008	+	3215178	1.0	1.0	collinear
gene:TraesCS2D02G004200	Chr2D	2492159	2496015	+	2494087	Chr2D	3229284	3233140	+	3231212	1.0	1.0	collinear
gene:TraesCS2D02G004300	Chr2D	2510738	2512279	-	2511508	Chr2D	3247858	3249399	-	3248628	1.0	1.0	collinear
gene:TraesCS2D02G004400	Chr2D	2515567	2515967	-	2515767	Chr2D	3252617	3253017	-	3252817	1.0	1.0	collinear
gene:TraesCS2D02G004500	Chr2D	2538170	2544036	-	2541103	Chr2D	3275061	3280927	-	3277994	1.0	1.0	collinear
gene:TraesCS2D02G004600	Chr2D	2547521	2551068	+	2549294	Chr2D	3284412	3287959	+	3286185	1.0	1.0	collinear
gene:TraesCS2D02G004700	Chr2D	2614485	2615345	+	2614915	Chr2D	3350601	3351461	+	3351031	1.0	1.0	collinear
gene:TraesCS2D02G004800	Chr2D	2642525	2652781	+	2647653	Chr2D	3378500	3388756	+	3383628	1.0	1.0	collinear
gene:TraesCS2D02G004900	Chr2D	2676802	2680722	-	2678762	Chr2D	3412847	3416767	-	3414807	1.0	1.0	collinear
gene:TraesCS2D02G005000	Chr2D	2692818	2697163	-	2694990	Chr2D	3428863	3433208	-	3431035	1.0	1.0	collinear
gene:TraesCS2D02G005100	Chr2D	2750445	2760123	+	2755284	Chr2D	3486185	3495862	+	3491023	1.0	1.0	collinear
gene:TraesCS2D02G005200	Chr2D	2809560	2811673	+	2810616	Chr2D	3544731	3546844	+	3545787	1.0	1.0	collinear
gene:TraesCS2D02G005300	Chr2D	2814975	2818539	+	2816757	Chr2D	3550146	3553710	+	3551928	1.0	1.0	collinear
gene:TraesCS2D02G005400	Chr2D	2874260	2876323	-	2875291	Chr2D	3609245	3611308	-	3610276	1.0	1.0	collinear
gene:TraesCS2D02G005500	Chr2D	2890436	2894836	+	2892636	Chr2D	3625249	3629649	+	3627449	1.0	0.999	collinear
gene:TraesCS2D02G005600	Chr2D	2903036	2904607	-	2903821	Chr2D	3637648	3639219	-	3638433	1.0	1.0	collinear
gene:TraesCS2D02G005700	Chr2D	2908880	2910567	+	2909723	Chr2D	3643492	3645179	+	3644335	1.0	1.0	collinear
gene:TraesCS2D02G005800	Chr2D	2930502	2932229	+	2931365	Chr2D	3665105	3666832	+	3665968	1.0	1.0	collinear
gene:TraesCS2D02G005900	Chr2D	2934170	2934364	+	2934267	Chr2D	3668631	3668825	+	3668728	1.0	1.0	collinear
gene:TraesCS2D02G006000	Chr2D	2947075	2948595	-	2947835	Chr2D	3681536	3683056	-	3682296	1.0	1.0	collinear
gene:TraesCS2D02G006100	Chr2D	2960492	2960935	-	2960713	Chr2D	3694973	3695416	-	3695194	1.0	1.0	collinear
gene:TraesCS2D02G006200	Chr2D	3004751	3005458	+	3005104	Chr2D	3739329	3740036	+	3739682	1.0	1.0	collinear
gene:TraesCS2D02G006300	Chr2D	3012304	3012696	+	3012500	Chr2D	3746840	3747232	+	3747036	1.0	1.0	collinear
gene:TraesCS2D02G006400	Chr2D	3015966	3019815	-	3017890	Chr2D	3750502	3754351	-	3752426	1.0	1.0	collinear
gene:TraesCS2D02G006500	Chr2D	3033744	3035806	-	3034775	Chr2D	3767097	3769159	-	3768128	1.0	1.0	collinear
gene:TraesCS2D02G006600	Chr2D	3077076	3080377	+	3078726	Chr2D	3810972	3814273	+	3812622	1.0	1.0	collinear
gene:TraesCS2D02G006700	Chr2D	3080491	3084752	-	3082621	Chr2D	3814387	3818728	-	3816557	1.0	1.0	collinear
