gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity	segment
gene:TraesCS4B02G000300	Chr4B	233604	235207	-	234405	Chr4B	248469	250035	-	249252	0.958	0.92	collinear
gene:TraesCS4B02G000400	Chr4B	235554	237151	-	236352	Chr4B	250382	251979	-	251180	1.0	0.997	collinear
gene:TraesCS4B02G000500	Chr4B	536859	540040	-	538449	Chr4B	1414595	1417870	+	1416232	0.991	0.916	collinear
gene:TraesCS4B02G000600	Chr4B	556850	559568	-	558209	Chr4B	1403965	1406683	+	1405324	1.0	1.0	collinear
gene:TraesCS4B02G000700	Chr4B	593305	593700	+	593502	Chr4B	1370074	1370469	-	1370271	1.0	1.0	collinear
gene:TraesCS4B02G000800	Chr4B	606792	608698	-	607745	Chr4B	1355075	1356981	+	1356028	1.0	1.0	collinear
gene:TraesCS4B02G000900	Chr4B	621192	623232	-	622212	Chr4B	1340779	1342822	+	1341800	1.0	0.997	collinear
gene:TraesCS4B02G001000	Chr4B	639894	640937	-	640415	Chr4B	1323071	1324114	+	1323592	1.0	1.0	collinear
gene:TraesCS4B02G001100	Chr4B	652667	654439	-	653553	Chr4B	1309703	1311473	+	1310588	0.998	0.998	collinear
gene:TraesCS4B02G001200	Chr4B	804929	806039	-	805484	Chr4B	1193643	1194815	+	1194229	0.996	0.922	collinear
gene:TraesCS4B02G001300	Chr4B	807708	809435	+	808571	Chr4B	1190229	1191974	-	1191101	1.0	0.996	collinear
gene:TraesCS4B02G001400	Chr4B	811058	811978	-	811518	Chr4B	1187650	1188570	+	1188110	1.0	0.994	collinear
gene:TraesCS4B02G001500	Chr4B	824217	826230	-	825223	Chr4B	1173679	1175692	+	1174685	1.0	0.998	collinear
gene:TraesCS4B02G001600	Chr4B	1046619	1049898	-	1048258	Chr4B	966570	969850	+	968210	1.0	0.998	collinear
gene:TraesCS4B02G001700	Chr4B	1055642	1057009	+	1056325	Chr4B	963921	965288	-	964604	1.0	0.968	collinear
gene:TraesCS4B02G001800	Chr4B	1055540	1057158	-	1056349	Chr4B	963772	965318	+	964545	0.943	0.919	collinear
gene:TraesCS4B02G001900	Chr4B	1080301	1080693	-	1080497	Chr4B	940611	941003	+	940807	1.0	0.987	collinear
gene:TraesCS4B02G002000	Chr4B	1101906	1102898	+	1102402	Chr4B	882406	883398	-	882902	1.0	0.994	collinear
gene:TraesCS4B02G002100	Chr4B	1135933	1136559	+	1136246	Chr4B	839376	840002	-	839689	1.0	0.984	collinear
gene:TraesCS4B02G002200	Chr4B	1198805	1199422	-	1199113	Chr4B	789076	789693	+	789384	1.0	0.995	collinear
gene:TraesCS4B02G002300	Chr4B	1243148	1246366	-	1244757	Chr4B	740221	743439	+	741830	1.0	0.998	collinear
gene:TraesCS4B02G002400	Chr4B	1257749	1263057	+	1260403	Chr4B	715156	720483	-	717819	1.0	0.987	collinear
gene:TraesCS4B02G002500	Chr4B	1264008	1265225	-	1264616	Chr4B	712520	713734	+	713127	0.985	0.969	collinear
gene:TraesCS4B02G002600	Chr4B	1316142	1320257	+	1318199	Chr4B	658256	662141	-	660198	0.915	0.915	collinear
gene:TraesCS4B02G002700	Chr4B	1321134	1325121	-	1323127	Chr4B	653406	657377	+	655391	1.0	0.999	collinear
gene:TraesCS4B02G003100	Chr4B	1780942	1785316	+	1783129	Chr4B	1691993	1696383	+	1694188	0.946	0.921	collinear
gene:TraesCS4B02G003500	Chr4B	2035618	2039760	-	2037689	Chr4B	1855888	1860072	-	1857980	0.967	0.902	collinear
gene:TraesCS4B02G003900	Chr4B	2435353	2436499	+	2435926	Chr4B	2570048	2571190	+	2570619	1.0	0.958	collinear
gene:TraesCS4B02G004100	Chr4B	2692191	2693329	+	2692760	Chr4B	3414322	3415459	-	3414890	1.0	0.988	collinear
gene:TraesCS4B02G004300	Chr4B	2775240	2776105	+	2775672	Chr4B	2360427	2361281	-	2360854	0.987	0.967	collinear
gene:TraesCS4B02G005100	Chr4B	3732151	3736538	+	3734344	Chr4B	2670946	2675379	-	2673162	0.997	0.914	collinear
gene:TraesCS4B02G005300	Chr4B	3784814	3786198	+	3785506	Chr4B	3372043	3373407	+	3372725	0.985	0.963	collinear
gene:TraesCS4B02G005500	Chr4B	3820826	3822385	+	3821605	Chr4B	3464135	3465680	+	3464907	0.991	0.924	collinear
gene:TraesCS4B02G005600	Chr4B	3829608	3831374	-	3830491	Chr4B	3474150	3475923	-	3475036	1.0	0.973	collinear
gene:TraesCS4B02G005700	Chr4B	3831797	3834248	+	3833022	Chr4B	3476345	3478901	+	3477623	0.998	0.962	collinear
gene:TraesCS4B02G006000	Chr4B	3865661	3867670	-	3866665	Chr4B	3497503	3499479	-	3498491	0.967	0.904	collinear
gene:TraesCS4B02G006300	Chr4B	4134301	4135767	-	4135034	Chr4B	3530982	3532411	-	3531696	0.974	0.922	collinear
gene:TraesCS4B02G006400	Chr4B	4135872	4137005	-	4136438	Chr4B	3521405	3522566	-	3521985	0.999	0.905	collinear
gene:TraesCS4B02G006500	Chr4B	4330450	4333217	-	4331833	Chr4B	5669052	5671819	+	5670435	1.0	1.0	collinear
gene:TraesCS4B02G006600	Chr4B	4516943	4520618	+	4518780	Chr4B	5484585	5488260	-	5486422	1.0	1.0	collinear
gene:TraesCS4B02G006700	Chr4B	4520661	4526800	-	4523730	Chr4B	5478403	5484542	+	5481472	1.0	1.0	collinear
gene:TraesCS4B02G006800	Chr4B	4536418	4540354	-	4538386	Chr4B	5465006	5468942	+	5466974	1.0	1.0	collinear
gene:TraesCS4B02G006900	Chr4B	4708107	4711615	-	4709861	Chr4B	5296050	5299558	+	5297804	1.0	1.0	collinear
gene:TraesCS4B02G007000	Chr4B	4718152	4720974	+	4719563	Chr4B	5286682	5289501	-	5288091	0.998	0.997	collinear
