gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity	segment
gene:TraesCS3D02G000100	Chr3D	325619	325987	-	325803	Chr3D	3714084	3714470	+	3714277	1.0	0.925	collinear
gene:TraesCS3D02G000200	Chr3D	328329	328952	+	328640	Chr3D	3707739	3708362	-	3708050	1.0	1.0	collinear
gene:TraesCS3D02G000400	Chr3D	356416	357339	-	356877	Chr3D	3684011	3684933	+	3684472	1.0	0.982	collinear
gene:TraesCS3D02G000500	Chr3D	390450	391973	-	391211	Chr3D	3668174	3669697	+	3668935	1.0	0.998	collinear
gene:TraesCS3D02G000600	Chr3D	476642	477785	-	477213	Chr3D	3611450	3612595	+	3612022	1.0	0.987	collinear
gene:TraesCS3D02G000700	Chr3D	478316	479781	-	479048	Chr3D	3609634	3611122	+	3610378	1.0	0.992	collinear
gene:TraesCS3D02G000800	Chr3D	494126	496511	+	495318	Chr3D	3571169	3573553	-	3572361	1.0	0.991	collinear
gene:TraesCS3D02G000900	Chr3D	507597	508251	-	507924	Chr3D	3566726	3567390	+	3567058	0.989	0.968	collinear
gene:TraesCS3D02G001400	Chr3D	707880	709355	+	708617	Chr3D	3424282	3425757	-	3425019	1.0	0.997	collinear
gene:TraesCS3D02G001500	Chr3D	770364	773698	+	772031	Chr3D	3360136	3363470	-	3361803	1.0	1.0	collinear
gene:TraesCS3D02G001600	Chr3D	774041	778387	-	776214	Chr3D	3355447	3359793	+	3357620	1.0	1.0	collinear
gene:TraesCS3D02G001700	Chr3D	843836	846634	-	845235	Chr3D	3288116	3290914	+	3289515	1.0	1.0	collinear
gene:TraesCS3D02G001800	Chr3D	853402	855095	+	854248	Chr3D	3279632	3281325	-	3280478	1.0	1.0	collinear
gene:TraesCS3D02G001900	Chr3D	865996	870567	-	868281	Chr3D	3264159	3268730	+	3266444	1.0	1.0	collinear
gene:TraesCS3D02G002000	Chr3D	925863	930264	-	928063	Chr3D	3204990	3209392	+	3207191	1.0	0.999	collinear
gene:TraesCS3D02G002100	Chr3D	950970	952775	+	951872	Chr3D	3182974	3184779	-	3183876	1.0	1.0	collinear
gene:TraesCS3D02G002200	Chr3D	1016389	1018081	-	1017235	Chr3D	3119706	3121398	+	3120552	1.0	0.999	collinear
gene:TraesCS3D02G002300	Chr3D	1109698	1110822	+	1110260	Chr3D	3027648	3028772	-	3028210	1.0	1.0	collinear
gene:TraesCS3D02G002400	Chr3D	1112780	1122933	+	1117856	Chr3D	3015690	3025690	-	3020690	1.0	1.0	collinear
gene:TraesCS3D02G002500	Chr3D	1138991	1145797	-	1142394	Chr3D	2995243	3002049	+	2998646	1.0	1.0	collinear
gene:TraesCS3D02G002600	Chr3D	1195709	1196983	-	1196346	Chr3D	2945345	2946619	+	2945982	1.0	1.0	collinear
gene:TraesCS3D02G002700	Chr3D	1252991	1257142	-	1255066	Chr3D	2886653	2890657	+	2888655	1.0	1.0	collinear
gene:TraesCS3D02G002800	Chr3D	1263500	1272210	+	1267855	Chr3D	2871590	2880296	-	2875943	1.0	1.0	collinear
gene:TraesCS3D02G002900	Chr3D	1279421	1281425	+	1280423	Chr3D	2862388	2864391	-	2863389	1.0	1.0	collinear
gene:TraesCS3D02G003000	Chr3D	1296966	1297936	-	1297451	Chr3D	2845989	2846959	+	2846474	1.0	1.0	collinear
gene:TraesCS3D02G003100	Chr3D	1314751	1316071	-	1315411	Chr3D	2828512	2829832	+	2829172	1.0	1.0	collinear
gene:TraesCS3D02G003200	Chr3D	1337527	1339579	+	1338553	Chr3D	2805222	2807274	-	2806248	1.0	1.0	collinear
gene:TraesCS3D02G003300	Chr3D	1345628	1347413	-	1346520	Chr3D	2797389	2799174	+	2798281	1.0	0.998	collinear
gene:TraesCS3D02G003400	Chr3D	1496410	1498407	-	1497408	Chr3D	2648628	2650625	+	2649626	1.0	1.0	collinear
gene:TraesCS3D02G003500	Chr3D	1602462	1602965	-	1602713	Chr3D	2541702	2542205	+	2541953	1.0	1.0	collinear
gene:TraesCS3D02G003800	Chr3D	1638722	1640647	-	1639684	Chr3D	2537048	2538973	+	2538010	1.0	1.0	collinear
gene:TraesCS3D02G003900	Chr3D	1655945	1659437	+	1657691	Chr3D	2518261	2521753	-	2520007	1.0	1.0	collinear
gene:TraesCS3D02G004100	Chr3D	1733084	1736612	-	1734848	Chr3D	2442330	2445858	+	2444094	1.0	1.0	collinear
gene:TraesCS3D02G004200	Chr3D	1743755	1745410	+	1744582	Chr3D	2433671	2435326	-	2434498	1.0	1.0	collinear
gene:TraesCS3D02G004300	Chr3D	1748596	1750441	+	1749518	Chr3D	2428640	2430485	-	2429562	1.0	1.0	collinear
gene:TraesCS3D02G004400	Chr3D	1761567	1762730	-	1762148	Chr3D	2416490	2417653	+	2417071	1.0	1.0	collinear
gene:TraesCS3D02G004500	Chr3D	1765787	1771755	-	1768771	Chr3D	2408647	2413433	+	2411040	0.911	0.911	collinear
gene:TraesCS3D02G004600	Chr3D	1845275	1846487	+	1845881	Chr3D	2333225	2334437	-	2333831	1.0	1.0	collinear
gene:TraesCS3D02G004700	Chr3D	1872134	1873688	-	1872911	Chr3D	2306753	2308307	+	2307530	1.0	1.0	collinear
gene:TraesCS3D02G004800	Chr3D	1882953	1883660	+	1883306	Chr3D	2297054	2297761	-	2297407	1.0	1.0	collinear
gene:TraesCS3D02G004900	Chr3D	1889301	1890762	+	1890031	Chr3D	2289952	2291413	-	2290682	1.0	1.0	collinear
gene:TraesCS3D02G005000	Chr3D	1914844	1922686	-	1918765	Chr3D	2258351	2266193	+	2262272	1.0	1.0	collinear
gene:TraesCS3D02G005100	Chr3D	1991299	1993207	-	1992253	Chr3D	2190480	2192388	+	2191434	1.0	1.0	collinear
gene:TraesCS3D02G005200	Chr3D	2044496	2045103	-	2044799	Chr3D	2139642	2140249	+	2139945	1.0	1.0	collinear
gene:TraesCS3D02G005300	Chr3D	2094681	2098889	+	2096785	Chr3D	2085814	2090022	-	2087918	1.0	1.0	collinear
gene:TraesCS3D02G005400	Chr3D	2141059	2143491	+	2142275	Chr3D	2042234	2044507	-	2043370	1.0	1.0	collinear
gene:TraesCS3D02G005500	Chr3D	2147110	2150436	-	2148773	Chr3D	2035289	2038615	+	2036952	1.0	1.0	collinear
gene:TraesCS3D02G005600	Chr3D	2150758	2151273	-	2151015	Chr3D	2034451	2034966	+	2034708	1.0	1.0	collinear
gene:TraesCS3D02G005700	Chr3D	2152072	2162952	-	2157512	Chr3D	2023098	2033652	+	2028375	1.0	1.0	collinear
gene:TraesCS3D02G005800	Chr3D	2194172	2194792	-	2194482	Chr3D	1989807	1990427	+	1990117	1.0	0.998	collinear
gene:TraesCS3D02G005900	Chr3D	2201394	2201804	-	2201599	Chr3D	1982793	1983203	+	1982998	1.0	1.0	collinear
gene:TraesCS3D02G006000	Chr3D	2239080	2239552	-	2239316	Chr3D	1945385	1945857	+	1945621	1.0	1.0	collinear
gene:TraesCS3D02G006100	Chr3D	2242930	2243343	-	2243136	Chr3D	1941594	1942007	+	1941800	1.0	1.0	collinear
gene:TraesCS3D02G006200	Chr3D	2256220	2256633	-	2256426	Chr3D	1928536	1928949	+	1928742	1.0	1.0	collinear
gene:TraesCS3D02G006300	Chr3D	2266111	2266515	-	2266313	Chr3D	1918707	1919111	+	1918909	1.0	0.997	collinear
gene:TraesCS3D02G006400	Chr3D	2271951	2272352	-	2272151	Chr3D	1912954	1913355	+	1913154	1.0	1.0	collinear
gene:TraesCS3D02G006500	Chr3D	2306529	2307342	+	2306935	Chr3D	1877797	1878610	-	1878203	1.0	1.0	collinear
gene:TraesCS3D02G006600	Chr3D	2308597	2309333	+	2308965	Chr3D	1875806	1876542	-	1876174	1.0	1.0	collinear
gene:TraesCS3D02G006700	Chr3D	2370310	2379035	-	2374672	Chr3D	1807241	1815966	+	1811603	1.0	1.0	collinear
gene:TraesCS3D02G006800	Chr3D	2413787	2415102	+	2414444	Chr3D	1771328	1772643	-	1771985	1.0	1.0	collinear
gene:TraesCS3D02G006900	Chr3D	2448239	2451524	-	2449881	Chr3D	1734871	1738156	+	1736513	1.0	1.0	collinear
gene:TraesCS3D02G007000	Chr3D	2452535	2453530	-	2453032	Chr3D	1732865	1733860	+	1733362	1.0	1.0	collinear
gene:TraesCS3D02G007100	Chr3D	2461836	2462258	-	2462047	Chr3D	1724563	1724985	+	1724774	1.0	1.0	collinear
gene:TraesCS3D02G007200	Chr3D	2462521	2465680	-	2464100	Chr3D	1721141	1724300	+	1722720	1.0	1.0	collinear
gene:TraesCS3D02G007300	Chr3D	2469159	2469596	-	2469377	Chr3D	1717225	1717662	+	1717443	1.0	1.0	collinear
gene:TraesCS3D02G007400	Chr3D	2589848	2597476	+	2593662	Chr3D	1590574	1598201	-	1594387	1.0	1.0	collinear
gene:TraesCS3D02G007500	Chr3D	2600356	2603119	-	2601737	Chr3D	1584931	1587694	+	1586312	1.0	1.0	collinear
gene:TraesCS3D02G007600	Chr3D	2619155	2627987	+	2623571	Chr3D	1560280	1569165	-	1564722	1.0	0.999	collinear
gene:TraesCS3D02G007700	Chr3D	2718295	2718750	+	2718522	Chr3D	1471775	1472230	-	1472002	1.0	1.0	collinear
gene:TraesCS3D02G007800	Chr3D	2720422	2720769	+	2720595	Chr3D	1469756	1470103	-	1469929	1.0	1.0	collinear
gene:TraesCS3D02G007900	Chr3D	2749638	2749994	+	2749816	Chr3D	1440521	1440877	-	1440699	1.0	1.0	collinear
gene:TraesCS3D02G008000	Chr3D	2753359	2753920	+	2753639	Chr3D	1436738	1437299	-	1437018	1.0	1.0	collinear
gene:TraesCS3D02G008100	Chr3D	2773343	2773867	+	2773605	Chr3D	1417082	1417606	-	1417344	1.0	1.0	collinear
gene:TraesCS3D02G008200	Chr3D	2879304	2881646	-	2880475	Chr3D	1311703	1314045	+	1312874	1.0	1.0	collinear
gene:TraesCS3D02G010700	Chr3D	3986954	3990965	-	3988959	Chr3D	4208718	4212727	-	4210722	1.0	0.982	collinear
gene:TraesCS3D02G010800	Chr3D	4010575	4011386	-	4010980	Chr3D	4219581	4220393	-	4219987	1.0	0.975	collinear
gene:TraesCS3D02G010900	Chr3D	4012104	4013109	+	4012606	Chr3D	4221111	4222116	+	4221613	1.0	0.982	collinear
gene:TraesCS3D02G011000	Chr3D	4044313	4045303	-	4044808	Chr3D	4232002	4232992	-	4232497	1.0	0.993	collinear
gene:TraesCS3D02G011100	Chr3D	4045939	4046830	+	4046384	Chr3D	4233570	4234450	+	4234010	0.985	0.931	collinear
gene:TraesCS3D02G011200	Chr3D	4066322	4069230	-	4067776	Chr3D	4240674	4243605	-	4242139	1.0	0.993	collinear
gene:TraesCS3D02G011300	Chr3D	4072004	4075626	-	4073815	Chr3D	4246904	4250526	-	4248715	1.0	0.995	collinear
gene:TraesCS3D02G011400	Chr3D	4074885	4078461	+	4076673	Chr3D	4249785	4253361	+	4251573	1.0	0.993	collinear
gene:TraesCS3D02G011500	Chr3D	4111863	4112845	+	4112354	Chr3D	4279898	4280880	+	4280389	1.0	0.99	collinear
gene:TraesCS3D02G011600	Chr3D	4134343	4135412	+	4134877	Chr3D	4334820	4335849	+	4335334	0.932	0.921	collinear
gene:TraesCS3D02G011700	Chr3D	4138765	4139881	+	4139323	Chr3D	4339206	4340385	+	4339795	0.967	0.935	collinear
gene:TraesCS3D02G011800	Chr3D	4166848	4169864	-	4168356	Chr3D	4351809	4354825	-	4353317	1.0	0.988	collinear
