gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity	segment
gene:TraesCS2A02G229100	Chr2A	257780342	257782341	+	257781341	Chr2A	249804873	249806876	-	249805874	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G229200	Chr2A	257853862	257854862	+	257854362	Chr2A	249724495	249725494	-	249724994	0.998	0.993	rearrangement:Chr2A_block1
gene:TraesCS2A02G229300	Chr2A	257854746	257882447	-	257868596	Chr2A	249697487	249724611	+	249711049	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G229400	Chr2A	258345594	258361280	-	258353437	Chr2A	249205123	249220810	+	249212966	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G229500	Chr2A	260548158	260549304	+	260548731	Chr2A	246926030	246927176	-	246926603	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G229600	Chr2A	261172024	261184591	-	261178307	Chr2A	246263152	246275533	+	246269342	0.999	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G229800	Chr2A	262039521	262040567	-	262040044	Chr2A	245390234	245391280	+	245390757	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G229900	Chr2A	262117287	262118772	-	262118029	Chr2A	245312572	245314057	+	245313314	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230000	Chr2A	262160820	262170997	-	262165908	Chr2A	245256796	245272052	+	245264424	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230100	Chr2A	262573269	262577316	+	262575292	Chr2A	244832159	244836206	-	244834182	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230200	Chr2A	262577875	262581256	-	262579565	Chr2A	244828219	244831600	+	244829909	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230400	Chr2A	265273670	265275471	-	265274570	Chr2A	243634081	243635882	+	243634981	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230500	Chr2A	265332236	265332517	+	265332376	Chr2A	243589427	243589708	-	243589567	1.0	0.996	rearrangement:Chr2A_block1
gene:TraesCS2A02G230600	Chr2A	266906809	266907210	-	266907009	Chr2A	241856394	241856795	+	241856594	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G230700	Chr2A	267884761	267896324	-	267890542	Chr2A	240861533	240873103	+	240867318	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G230800	Chr2A	267981192	267982130	+	267981661	Chr2A	240767595	240768533	-	240768064	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230900	Chr2A	268558751	268560646	-	268559698	Chr2A	240185988	240187883	+	240186935	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G231000	Chr2A	268985970	268995536	+	268990753	Chr2A	239755649	239765635	-	239760642	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G231100	Chr2A	269267246	269268081	-	269267663	Chr2A	239497458	239498293	+	239497875	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G231200	Chr2A	270290708	270299576	-	270295142	Chr2A	238460541	238469406	+	238464973	1.0	0.995	rearrangement:Chr2A_block1
gene:TraesCS2A02G231300	Chr2A	270464249	270470226	+	270467237	Chr2A	238280749	238286647	-	238283698	0.929	0.927	rearrangement:Chr2A_block1
gene:TraesCS2A02G231400	Chr2A	271879174	271881476	-	271880325	Chr2A	236703718	236706020	+	236704869	1.0	0.992	rearrangement:Chr2A_block1
gene:TraesCS2A02G231500	Chr2A	271893131	271909842	+	271901486	Chr2A	236675835	236692443	-	236684139	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G231600	Chr2A	271909726	271912201	-	271910963	Chr2A	236673457	236675951	+	236674704	0.999	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G231700	Chr2A	272926478	272929988	-	272928233	Chr2A	235609872	235613377	+	235611624	1.0	0.991	rearrangement:Chr2A_block1
gene:TraesCS2A02G231800	Chr2A	273047719	273049603	+	273048661	Chr2A	235474768	235476652	-	235475710	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G231900	Chr2A	273287626	273302359	-	273294992	Chr2A	235203218	235217904	+	235210561	0.996	0.995	rearrangement:Chr2A_block1
gene:TraesCS2A02G232000	Chr2A	275352218	275352580	+	275352399	Chr2A	233079159	233079521	-	233079340	1.0	0.991	rearrangement:Chr2A_block1
gene:TraesCS2A02G232100	Chr2A	275352365	275352616	-	275352490	Chr2A	233079123	233079374	+	233079248	1.0	0.996	rearrangement:Chr2A_block1
gene:TraesCS2A02G232200	Chr2A	275928473	275935089	-	275931781	Chr2A	232511742	232518358	+	232515050	1.0	0.998	rearrangement:Chr2A_block1
gene:TraesCS2A02G232300	Chr2A	276273181	276273787	+	276273484	Chr2A	232140805	232141411	-	232141108	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G232400	Chr2A	276276336	276279155	-	276277745	Chr2A	232135662	232138485	+	232137073	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G232500	Chr2A	276441802	276442053	+	276441927	Chr2A	231971022	231971273	-	231971147	1.0	0.996	rearrangement:Chr2A_block1
gene:TraesCS2A02G232600	Chr2A	276442206	276442322	+	276442264	Chr2A	231970752	231970868	-	231970810	1.0	0.991	rearrangement:Chr2A_block1
gene:TraesCS2A02G232700	Chr2A	276858833	276859271	+	276859052	Chr2A	231548010	231548448	-	231548229	1.0	0.992	rearrangement:Chr2A_block1
gene:TraesCS2A02G232800	Chr2A	277136651	277138793	-	277137722	Chr2A	231273788	231275930	+	231274859	1.0	1.0	rearrangement:Chr2A_block1
