gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity	segment
gene:TraesCS5A02G000100	Chr5A	10126	18461	-	14293	Chr5A	6475961	6484295	-	6480128	0.999	0.998	collinear
gene:TraesCS5A02G000200	Chr5A	20226	23967	+	22096	Chr5A	6486066	6489808	+	6487937	1.0	0.995	collinear
gene:TraesCS5A02G000600	Chr5A	638578	644527	+	641552	Chr5A	7126202	7132161	+	7129181	1.0	0.996	collinear
gene:TraesCS5A02G000700	Chr5A	644719	646234	+	645476	Chr5A	7132353	7133850	+	7133101	0.984	0.976	collinear
gene:TraesCS5A02G000800	Chr5A	653903	654847	+	654375	Chr5A	7141061	7142011	+	7141536	1.0	0.991	collinear
gene:TraesCS5A02G000900	Chr5A	692543	694327	+	693435	Chr5A	8296281	8298065	-	8297173	1.0	0.995	collinear
gene:TraesCS5A02G001100	Chr5A	855353	858565	-	856959	Chr5A	8039725	8043153	+	8041439	0.998	0.993	collinear
gene:TraesCS5A02G001200	Chr5A	1114075	1114440	-	1114257	Chr5A	7758350	7758715	+	7758532	1.0	0.969	collinear
gene:TraesCS5A02G001300	Chr5A	1200615	1201335	-	1200975	Chr5A	7680435	7681144	+	7680789	0.984	0.979	collinear
gene:TraesCS5A02G001400	Chr5A	1202119	1202601	+	1202360	Chr5A	7679158	7679640	-	7679399	1.0	0.997	collinear
gene:TraesCS5A02G001500	Chr5A	1218671	1227119	+	1222895	Chr5A	7646592	7655022	-	7650807	0.994	0.991	collinear
gene:TraesCS5A02G001700	Chr5A	1241766	1242112	+	1241939	Chr5A	7625798	7626144	-	7625971	1.0	0.986	collinear
gene:TraesCS5A02G001800	Chr5A	1302643	1302822	+	1302732	Chr5A	6423843	6424022	-	6423932	1.0	1.0	collinear
gene:TraesCS5A02G001900	Chr5A	1346522	1347511	-	1347016	Chr5A	6392363	6393349	+	6392856	0.996	0.996	collinear
gene:TraesCS5A02G002000	Chr5A	1758066	1759570	-	1758818	Chr5A	6015802	6017235	+	6016518	0.952	0.946	collinear
gene:TraesCS5A02G002100	Chr5A	1833619	1834815	-	1834217	Chr5A	5957249	5958445	+	5957847	1.0	0.993	collinear
gene:TraesCS5A02G002200	Chr5A	1947285	1952551	-	1949918	Chr5A	5818176	5822997	+	5820586	0.994	0.965	collinear
gene:TraesCS5A02G002400	Chr5A	2081880	2086130	-	2084005	Chr5A	5680443	5684799	+	5682621	1.0	0.936	collinear
gene:TraesCS5A02G002500	Chr5A	2103640	2107862	+	2105751	Chr5A	5666429	5670651	-	5668540	1.0	0.997	collinear
gene:TraesCS5A02G002600	Chr5A	2108869	2113862	+	2111365	Chr5A	5660430	5665423	-	5662926	1.0	1.0	collinear
gene:TraesCS5A02G002700	Chr5A	2120701	2126503	-	2123602	Chr5A	5647789	5653591	+	5650690	1.0	1.0	collinear
gene:TraesCS5A02G002800	Chr5A	2174649	2177688	-	2176168	Chr5A	5597530	5600569	+	5599049	1.0	1.0	collinear
gene:TraesCS5A02G002900	Chr5A	2397627	2399194	-	2398410	Chr5A	5377900	5379467	+	5378683	1.0	0.999	collinear
gene:TraesCS5A02G003000	Chr5A	2403142	2404068	+	2403605	Chr5A	5373026	5373952	-	5373489	1.0	0.997	collinear
gene:TraesCS5A02G003100	Chr5A	2406435	2408514	-	2407474	Chr5A	5368697	5370726	+	5369711	1.0	0.995	collinear
gene:TraesCS5A02G003200	Chr5A	2408790	2412563	-	2410676	Chr5A	5364635	5368421	+	5366528	0.99	0.971	collinear
gene:TraesCS5A02G003300	Chr5A	2414730	2415224	+	2414977	Chr5A	5362172	5362666	-	5362419	1.0	0.997	collinear
gene:TraesCS5A02G003400	Chr5A	2421362	2423669	+	2422515	Chr5A	5356439	5358742	-	5357590	1.0	0.999	collinear
gene:TraesCS5A02G003500	Chr5A	2426488	2428137	-	2427312	Chr5A	5351995	5353631	+	5352813	0.992	0.986	collinear
gene:TraesCS5A02G003700	Chr5A	2615782	2617551	-	2616666	Chr5A	5311808	5313575	+	5312691	0.998	0.988	collinear
gene:TraesCS5A02G003800	Chr5A	2645238	2650209	-	2647723	Chr5A	5275323	5285256	+	5280289	1.0	1.0	collinear
gene:TraesCS5A02G003900	Chr5A	2727177	2728795	+	2727986	Chr5A	5197034	5198652	-	5197843	1.0	1.0	collinear
gene:TraesCS5A02G004000	Chr5A	2865722	2870015	+	2867868	Chr5A	5060264	5064556	-	5062410	1.0	0.998	collinear
gene:TraesCS5A02G004100	Chr5A	2870634	2874348	-	2872491	Chr5A	5056110	5059645	+	5057877	1.0	0.992	collinear
gene:TraesCS5A02G004200	Chr5A	2893332	2899721	-	2896526	Chr5A	5031492	5037797	+	5034644	0.985	0.983	collinear
gene:TraesCS5A02G004400	Chr5A	3085412	3088853	+	3087132	Chr5A	4920497	4923926	-	4922211	0.994	0.99	collinear
gene:TraesCS5A02G004500	Chr5A	3166841	3174284	+	3170562	Chr5A	4820283	4827725	-	4824004	1.0	1.0	collinear
gene:TraesCS5A02G004600	Chr5A	3175334	3177753	+	3176543	Chr5A	4816816	4819233	-	4818024	1.0	1.0	collinear
gene:TraesCS5A02G004700	Chr5A	3194780	3197691	-	3196235	Chr5A	4796866	4799777	+	4798321	1.0	1.0	collinear
gene:TraesCS5A02G004800	Chr5A	3215100	3218868	-	3216984	Chr5A	4779300	4783068	+	4781184	1.0	1.0	collinear
gene:TraesCS5A02G004900	Chr5A	3281861	3294536	+	3288198	Chr5A	4713592	4726267	-	4719929	1.0	1.0	collinear
gene:TraesCS5A02G005000	Chr5A	3312172	3315225	+	3313698	Chr5A	4692902	4695955	-	4694428	1.0	1.0	collinear
gene:TraesCS5A02G005100	Chr5A	3360527	3361507	-	3361017	Chr5A	4647782	4648762	+	4648272	0.99	0.98	collinear
gene:TraesCS5A02G005300	Chr5A	3370704	3374577	-	3372640	Chr5A	4634660	4638533	+	4636596	1.0	1.0	collinear
gene:TraesCS5A02G005400	Chr5A	3385013	3385779	+	3385396	Chr5A	4623458	4624224	-	4623841	1.0	1.0	collinear
