cs_chr	cs_start	cs_end	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	n_anchors	mean_identity
Chr7B	155467825	169470795	Chr7B	166573492	180617718	77	0.9962857142857144
Chr7B	171985598	278933515	Chr7B	183034135	290227060	403	0.9955707196029776
Chr7B	281386105	295082068	Chr7B	288619272	305229651	21	0.9957619047619048
Chr7B	298614274	307364806	Chr7B	310630610	353640855	16	0.9936875
Chr7B	312814982	340640628	Chr7B	156217071	352183498	97	0.9971752577319588
Chr7B	342994491	346676193	Chr7B	320367941	352514733	6	0.9966666666666666
Chr7B	348978337	357646983	Chr7B	325265358	333863882	10	0.9983000000000001
Chr7B	34838	154814815	Chr7B	3278	155330596	1172	0.9953643344709898
Chr7B	310413787	312442469	Chr7B	309058682	310449691	5	0.9952
Chr7B	357994137	389109218	Chr7B	350116029	383549257	130	0.9971615384615384
Chr7B	392802570	403564131	Chr7B	383878550	394610817	44	0.9957045454545456
Chr7B	408568404	413973438	Chr7B	398342592	403824600	31	0.9965161290322581
Chr7B	417614739	419042240	Chr7B	404055880	405441919	11	0.9994545454545455
Chr7B	421064524	541167218	Chr7B	407434985	531719910	751	0.9955312916111851
Chr7B	543188151	734772755	Chr7B	533765943	722983110	1409	0.9911696238466998
Chr7B	741244408	750609249	Chr7B	720549825	735726691	94	0.9807127659574468
Chr7B	685360050	686165281	Chr7B	680546676	681668369	6	0.9958333333333332
Chr7B	738144856	740899432	Chr7B	734210224	735140688	6	0.9939999999999999
