gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity	segment
gene:TraesCS7B02G129600	Chr7B	155466822	155468828	+	155467825	Chr7B	166572489	166574495	+	166573492	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G129700	Chr7B	155469830	155479020	-	155474425	Chr7B	166575497	166584687	-	166580092	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G129800	Chr7B	155897075	155907514	-	155902294	Chr7B	166999987	167010425	-	167005206	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G129900	Chr7B	156419077	156431967	+	156425522	Chr7B	167520163	167533051	+	167526607	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G130000	Chr7B	156625396	156631991	+	156628693	Chr7B	167725443	167732038	+	167728740	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G130100	Chr7B	156632375	156632695	-	156632535	Chr7B	167732422	167732742	-	167732582	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G130200	Chr7B	156681110	156685077	+	156683093	Chr7B	167780250	167784217	+	167782233	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G130300	Chr7B	156704042	156708118	+	156706080	Chr7B	167803181	167807256	+	167805218	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G130400	Chr7B	156752560	156756552	-	156754556	Chr7B	167851697	167855689	-	167853693	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G130500	Chr7B	156946722	156967606	+	156957164	Chr7B	168044260	168064770	+	168054515	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G130600	Chr7B	157216608	157219667	-	157218137	Chr7B	168314048	168317107	-	168315577	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G130700	Chr7B	157674223	157684150	+	157679186	Chr7B	168754281	168764059	+	168759170	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G130800	Chr7B	157687777	157689540	+	157688658	Chr7B	168767684	168769447	+	168768565	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G130900	Chr7B	157808448	157809668	+	157809058	Chr7B	168885376	168886594	+	168885985	0.998	0.998	rearrangement:Chr7B_block1
gene:TraesCS7B02G131000	Chr7B	158073628	158076852	+	158075240	Chr7B	169149185	169152409	+	169150797	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G131100	Chr7B	158168385	158174065	+	158171225	Chr7B	169243602	169249282	+	169246442	1.0	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G131200	Chr7B	158174562	158183596	-	158179079	Chr7B	169249779	169258813	-	169254296	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G131300	Chr7B	158186140	158186980	-	158186560	Chr7B	169261077	169261917	-	169261497	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G131400	Chr7B	158367322	158393174	-	158380248	Chr7B	169440894	169466566	-	169453730	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G131500	Chr7B	158552585	158555331	-	158553958	Chr7B	169624080	169626583	-	169625331	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G131600	Chr7B	158937105	158937347	+	158937226	Chr7B	170007337	170007579	+	170007458	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G131700	Chr7B	159136977	159142774	+	159139875	Chr7B	170207073	170212871	+	170209972	1.0	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G131800	Chr7B	159505560	159508304	+	159506932	Chr7B	170595029	170597773	+	170596401	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G131900	Chr7B	159509775	159516122	+	159512948	Chr7B	170599244	170605591	+	170602417	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G132000	Chr7B	159516261	159520815	-	159518538	Chr7B	170605730	170610284	-	170608007	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G132100	Chr7B	159524893	159529135	-	159527014	Chr7B	170614362	170618604	-	170616483	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G132300	Chr7B	161191831	161196107	+	161193969	Chr7B	172267158	172271434	+	172269296	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G132400	Chr7B	161196311	161197864	-	161197087	Chr7B	172271638	172273191	-	172272414	1.0	0.999	rearrangement:Chr7B_block1
