gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity	segment
gene:TraesCS4D02G000100	Chr4D	410004	411353	-	410678	Chr4D	3657608	3658957	+	3658282	1.0	1.0	collinear
gene:TraesCS4D02G000200	Chr4D	459757	463413	+	461585	Chr4D	3605538	3609194	-	3607366	1.0	1.0	collinear
gene:TraesCS4D02G000300	Chr4D	463593	465530	-	464561	Chr4D	3603421	3605358	+	3604389	1.0	1.0	collinear
gene:TraesCS4D02G000400	Chr4D	465934	467579	-	466756	Chr4D	3601372	3603017	+	3602194	1.0	1.0	collinear
gene:TraesCS4D02G000500	Chr4D	475405	480227	+	477816	Chr4D	3588962	3593538	-	3591250	1.0	1.0	collinear
gene:TraesCS4D02G000600	Chr4D	536521	548551	+	542536	Chr4D	3521097	3533127	-	3527112	1.0	1.0	collinear
gene:TraesCS4D02G000700	Chr4D	606454	610258	-	608356	Chr4D	3463137	3466941	+	3465039	1.0	1.0	collinear
gene:TraesCS4D02G000800	Chr4D	610570	611973	+	611271	Chr4D	3461422	3462825	-	3462123	1.0	1.0	collinear
gene:TraesCS4D02G000900	Chr4D	613247	618294	-	615770	Chr4D	3455102	3460148	+	3457625	0.999	0.999	collinear
gene:TraesCS4D02G001000	Chr4D	628287	631577	+	629932	Chr4D	3442853	3446143	-	3444498	1.0	0.998	collinear
gene:TraesCS4D02G001100	Chr4D	663250	664073	+	663661	Chr4D	3408564	3409387	-	3408975	1.0	1.0	collinear
gene:TraesCS4D02G001200	Chr4D	738967	739353	+	739160	Chr4D	3334553	3334939	-	3334746	1.0	1.0	collinear
gene:TraesCS4D02G001300	Chr4D	762065	764320	-	763192	Chr4D	3310888	3313143	+	3312015	1.0	1.0	collinear
gene:TraesCS4D02G001400	Chr4D	1184737	1188140	+	1186438	Chr4D	2892166	2895569	-	2893867	1.0	1.0	collinear
