gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity	segment
gene:TraesCS6D02G013700	Chr6D	5723637	5726189	+	5724913	Chr6D	7663702	7666254	-	7664978	1.0	1.0	collinear
gene:TraesCS6D02G013800	Chr6D	5838587	5839309	+	5838948	Chr6D	7551824	7552546	-	7552185	1.0	1.0	collinear
gene:TraesCS6D02G013900	Chr6D	5844543	5845856	-	5845199	Chr6D	7545281	7546594	+	7545937	1.0	1.0	collinear
gene:TraesCS6D02G014000	Chr6D	5909964	5912742	-	5911353	Chr6D	7480720	7483498	+	7482109	1.0	1.0	collinear
gene:TraesCS6D02G014100	Chr6D	5940883	5942499	-	5941691	Chr6D	7451185	7452801	+	7451993	1.0	1.0	collinear
gene:TraesCS6D02G014200	Chr6D	5976319	5979473	-	5977896	Chr6D	7398982	7402136	+	7400559	1.0	1.0	collinear
gene:TraesCS6D02G014300	Chr6D	5980828	5982258	-	5981543	Chr6D	7396197	7397627	+	7396912	1.0	1.0	collinear
gene:TraesCS6D02G014400	Chr6D	5987202	5987870	-	5987536	Chr6D	7390585	7391253	+	7390919	1.0	1.0	collinear
gene:TraesCS6D02G014500	Chr6D	6001437	6003277	-	6002357	Chr6D	7375270	7377110	+	7376190	1.0	1.0	collinear
gene:TraesCS6D02G014600	Chr6D	6012843	6020283	+	6016563	Chr6D	7358560	7365758	-	7362159	1.0	1.0	collinear
gene:TraesCS6D02G014700	Chr6D	6107726	6135028	-	6121377	Chr6D	7246738	7272591	+	7259664	1.0	1.0	collinear
gene:TraesCS6D02G014800	Chr6D	6156126	6159148	-	6157637	Chr6D	7223624	7226646	+	7225135	1.0	1.0	collinear
gene:TraesCS6D02G014900	Chr6D	6254865	6261284	-	6258074	Chr6D	7122730	7129149	+	7125939	1.0	1.0	collinear
gene:TraesCS6D02G015000	Chr6D	6274077	6276905	+	6275491	Chr6D	7107543	7110371	-	7108957	1.0	1.0	collinear
gene:TraesCS6D02G015100	Chr6D	6314769	6316761	-	6315765	Chr6D	7067799	7069792	+	7068795	1.0	0.998	collinear
gene:TraesCS6D02G015200	Chr6D	6319338	6321386	+	6320362	Chr6D	7063174	7065222	-	7064198	1.0	0.999	collinear
gene:TraesCS6D02G015300	Chr6D	6328264	6328920	+	6328592	Chr6D	7055641	7056297	-	7055969	1.0	1.0	collinear
gene:TraesCS6D02G015400	Chr6D	6342582	6344284	-	6343433	Chr6D	7040526	7042228	+	7041377	1.0	1.0	collinear
gene:TraesCS6D02G015500	Chr6D	6351577	6353794	+	6352685	Chr6D	7031541	7033830	-	7032685	1.0	0.968	collinear
gene:TraesCS6D02G015600	Chr6D	6354023	6354982	+	6354502	Chr6D	7030353	7031312	-	7030832	1.0	1.0	collinear
gene:TraesCS6D02G015700	Chr6D	6370264	6373164	+	6371714	Chr6D	7012312	7015212	-	7013762	1.0	1.0	collinear
gene:TraesCS6D02G015800	Chr6D	6425195	6426922	+	6426058	Chr6D	6958983	6960710	-	6959846	1.0	1.0	collinear
gene:TraesCS6D02G015900	Chr6D	6426980	6428089	+	6427534	Chr6D	6957816	6958925	-	6958370	1.0	1.0	collinear
gene:TraesCS6D02G016000	Chr6D	6441826	6443688	+	6442757	Chr6D	6942845	6944707	-	6943776	1.0	1.0	collinear
gene:TraesCS6D02G016100	Chr6D	6496165	6501558	+	6498861	Chr6D	6884834	6890227	-	6887530	1.0	1.0	collinear
gene:TraesCS6D02G016300	Chr6D	6571365	6574744	-	6573054	Chr6D	6812276	6815655	+	6813965	1.0	1.0	collinear
gene:TraesCS6D02G016500	Chr6D	6963495	6970978	-	6967236	Chr6D	6429819	6437062	+	6433440	1.0	1.0	collinear
gene:TraesCS6D02G016600	Chr6D	6977348	6980077	-	6978712	Chr6D	6420720	6423449	+	6422084	1.0	1.0	collinear
gene:TraesCS6D02G016700	Chr6D	6982048	6983620	+	6982834	Chr6D	6417177	6418749	-	6417963	1.0	1.0	collinear
gene:TraesCS6D02G016800	Chr6D	7032180	7035207	+	7033693	Chr6D	6355684	6358711	-	6357197	1.0	0.999	collinear
gene:TraesCS6D02G016900	Chr6D	7085611	7089107	+	7087359	Chr6D	6285159	6288654	-	6286906	0.999	0.999	collinear
gene:TraesCS6D02G017000	Chr6D	7094960	7098896	+	7096928	Chr6D	6275353	6279289	-	6277321	1.0	0.999	collinear
gene:TraesCS6D02G017100	Chr6D	7099573	7107559	+	7103566	Chr6D	6266687	6274676	-	6270681	1.0	1.0	collinear
gene:TraesCS6D02G017200	Chr6D	7157307	7157996	-	7157651	Chr6D	6251359	6252054	+	6251706	1.0	0.991	collinear
gene:TraesCS6D02G017400	Chr6D	7209606	7212000	-	7210803	Chr6D	6215814	6218108	+	6216961	0.958	0.946	collinear
gene:TraesCS6D02G017500	Chr6D	7280447	7285137	-	7282792	Chr6D	6123562	6128252	+	6125907	1.0	0.999	collinear
gene:TraesCS6D02G017600	Chr6D	7290076	7293584	-	7291830	Chr6D	6115055	6118563	+	6116809	1.0	1.0	collinear
gene:TraesCS6D02G017700	Chr6D	7343818	7345738	-	7344778	Chr6D	9724	11644	-	10684	1.0	1.0	collinear
