gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS3B02G000100	Chr3B	212892	214491	-	213691	Chr3B	4685399	4686999	-	4686199	1.0	0.998	collinear
gene:TraesCS3B02G000200	Chr3B	218045	222328	+	220186	Chr3B	4690315	4694583	+	4692449	0.993	0.99	collinear
gene:TraesCS3B02G000300	Chr3B	264854	267987	+	266420	Chr3B	4739308	4742441	+	4740874	1.0	0.998	collinear
gene:TraesCS3B02G000600	Chr3B	662656	666514	+	664585	Chr3B	5135863	5139793	+	5137828	0.999	0.982	collinear
gene:TraesCS3B02G000700	Chr3B	981835	986933	+	984384	Chr3B	5458383	5463333	+	5460858	0.977	0.925	collinear
gene:TraesCS3B02G001400	Chr3B	1462802	1463784	-	1463293	Chr3B	6136571	6137556	-	6137063	1.0	0.991	collinear
gene:TraesCS3B02G001500	Chr3B	1480388	1481723	-	1481055	Chr3B	6140671	6142002	-	6141336	0.997	0.994	collinear
gene:TraesCS3B02G001600	Chr3B	1586221	1588812	+	1587516	Chr3B	6266756	6269305	+	6268030	0.972	0.944	collinear
gene:TraesCS3B02G001700	Chr3B	1610969	1611570	+	1611269	Chr3B	6291851	6292398	+	6292124	1.0	0.973	collinear
gene:TraesCS3B02G001800	Chr3B	1612815	1613508	-	1613161	Chr3B	6293632	6294325	-	6293978	1.0	0.989	collinear
gene:TraesCS3B02G001900	Chr3B	1616559	1618398	-	1617478	Chr3B	6297502	6299367	-	6298434	0.994	0.974	collinear
gene:TraesCS3B02G002000	Chr3B	1783888	1789415	+	1786651	Chr3B	6443592	6449106	+	6446349	1.0	0.997	collinear
gene:TraesCS3B02G004800	Chr3B	2883520	2885827	+	2884673	Chr3B	20136047	20138354	-	20137200	1.0	1.0	collinear
gene:TraesCS3B02G004900	Chr3B	2901034	2903277	+	2902155	Chr3B	20118579	20120840	-	20119709	1.0	0.992	collinear
gene:TraesCS3B02G005600	Chr3B	3139873	3141678	-	3140775	Chr3B	8209973	8211722	+	8210847	1.0	0.958	collinear
gene:TraesCS3B02G005700	Chr3B	3205097	3206539	+	3205818	Chr3B	8203881	8205368	-	8204624	1.0	0.958	collinear
gene:TraesCS3B02G005800	Chr3B	3225733	3228659	+	3227196	Chr3B	8180481	8183408	-	8181944	1.0	1.0	collinear
gene:TraesCS3B02G005900	Chr3B	3230720	3242659	+	3236689	Chr3B	8166520	8178459	-	8172489	1.0	0.999	collinear
