gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS1B02G035800	Chr1B	17067047	17068871	+	17067959	Chr1B	8995041	8997112	-	8996076	0.998	0.973	rearrangement:Chr1B_block1
gene:TraesCS1B02G036000	Chr1B	17250861	17251768	+	17251314	Chr1B	8303357	8304263	-	8303810	1.0	0.981	rearrangement:Chr1B_block1
gene:TraesCS1B02G043000	Chr1B	22453533	22454744	-	22454138	Chr1B	7976203	7977414	-	7976808	1.0	0.941	rearrangement:Chr1B_block1
gene:TraesCS1B02G043100	Chr1B	22624769	22626013	-	22625391	Chr1B	7991009	7992257	-	7991633	0.996	0.934	rearrangement:Chr1B_block1
gene:TraesCS1B02G043300	Chr1B	22713428	22714746	-	22714087	Chr1B	7951623	7952933	-	7952278	0.993	0.941	rearrangement:Chr1B_block1
gene:TraesCS1B02G050200	Chr1B	30393964	30397094	+	30395529	Chr1B	25990665	25993795	+	25992230	0.987	0.956	rearrangement:Chr1B_block2
gene:TraesCS1B02G050400	Chr1B	30543633	30547236	+	30545434	Chr1B	26104506	26108099	+	26106302	0.995	0.969	rearrangement:Chr1B_block2
gene:TraesCS1B02G050500	Chr1B	30723311	30726962	+	30725136	Chr1B	26198367	26201652	+	26200009	1.0	0.996	rearrangement:Chr1B_block2
gene:TraesCS1B02G050600	Chr1B	30730083	30731757	-	30730920	Chr1B	26204941	26206615	-	26205778	1.0	0.997	rearrangement:Chr1B_block2
gene:TraesCS1B02G050700	Chr1B	30796056	30797339	-	30796697	Chr1B	26263522	26264808	-	26264165	1.0	0.988	rearrangement:Chr1B_block2
gene:TraesCS1B02G050800	Chr1B	30844359	30845297	+	30844828	Chr1B	26280926	26281864	+	26281395	1.0	0.998	rearrangement:Chr1B_block2
gene:TraesCS1B02G050900	Chr1B	30846307	30847158	-	30846732	Chr1B	26282571	26283422	-	26282996	1.0	0.997	rearrangement:Chr1B_block2
