gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS4A02G059000	Chr4A	54106535	54110051	-	54108293	Chr4A	68231715	68235231	+	68233473	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G059100	Chr4A	54404601	54406169	-	54405385	Chr4A	67944801	67946369	+	67945585	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A02G059200	Chr4A	55377186	55380060	-	55378623	Chr4A	66929506	66932376	+	66930941	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G059300	Chr4A	55389614	55398958	-	55394286	Chr4A	66912073	66920302	+	66916187	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A02G059400	Chr4A	55572600	55575346	+	55573973	Chr4A	66712939	66715685	-	66714312	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G059500	Chr4A	55912521	55919370	+	55915945	Chr4A	66329958	66336806	-	66333382	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G059600	Chr4A	56143732	56145991	+	56144861	Chr4A	66116026	66118254	-	66117140	0.982	0.979	rearrangement:Chr4A_block1
gene:TraesCS4A02G059700	Chr4A	56251413	56254420	-	56252916	Chr4A	65997563	66000569	+	65999066	0.999	0.995	rearrangement:Chr4A_block1
gene:TraesCS4A02G059800	Chr4A	56260273	56262853	+	56261563	Chr4A	65946845	65949423	-	65948134	0.998	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G059900	Chr4A	56266262	56271389	-	56268825	Chr4A	65938309	65943435	+	65940872	0.999	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G060000	Chr4A	56471847	56483645	-	56477746	Chr4A	65736070	65747574	+	65741822	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G060100	Chr4A	56496985	56501161	-	56499073	Chr4A	65718720	65722905	+	65720812	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G060200	Chr4A	56501607	56506002	-	56503804	Chr4A	65713880	65718274	+	65716077	0.999	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G060300	Chr4A	56509445	56511293	-	56510369	Chr4A	65708589	65710437	+	65709513	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G060400	Chr4A	57163130	57167196	+	57165163	Chr4A	64998416	65002482	-	65000449	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G060500	Chr4A	57407998	57410036	+	57409017	Chr4A	64763795	64765832	-	64764813	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G060600	Chr4A	57434580	57435348	+	57434964	Chr4A	64739043	64739811	-	64739427	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G060700	Chr4A	57517094	57521065	+	57519079	Chr4A	64653350	64657322	-	64655336	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A02G060800	Chr4A	57812929	57815478	+	57814203	Chr4A	64349514	64352063	-	64350788	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G060900	Chr4A	58110287	58111967	-	58111127	Chr4A	64021285	64022965	+	64022125	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G061000	Chr4A	58112129	58115919	-	58114024	Chr4A	64017333	64021123	+	64019228	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G076800	Chr4A	75832041	75841630	+	75836835	Chr4A	71505699	71515284	-	71510491	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A02G076900	Chr4A	75841960	75843488	-	75842724	Chr4A	71503841	71505369	+	71504605	1.0	0.994	rearrangement:Chr4A_block1
gene:TraesCS4A02G077000	Chr4A	75918205	75920232	+	75919218	Chr4A	71418513	71420532	-	71419522	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G077100	Chr4A	75968762	75973372	+	75971067	Chr4A	71363153	71369681	-	71366417	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G077200	Chr4A	76414777	76421682	+	76418229	Chr4A	70902767	70909672	-	70906219	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A02G077300	Chr4A	76422920	76425286	-	76424103	Chr4A	70899163	70901529	+	70900346	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G077400	Chr4A	76618575	76624664	+	76621619	Chr4A	70686184	70692292	-	70689238	1.0	0.992	rearrangement:Chr4A_block1
gene:TraesCS4A02G077500	Chr4A	76626034	76629001	+	76627517	Chr4A	70681672	70684800	-	70683236	0.998	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G077600	Chr4A	76923441	76932515	+	76927978	Chr4A	70383945	70393011	-	70388478	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G077700	Chr4A	76933420	76940843	+	76937131	Chr4A	70375223	70382818	-	70379020	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G077800	Chr4A	76941203	76943861	-	76942532	Chr4A	70372205	70374863	+	70373534	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G077900	Chr4A	77090945	77096307	+	77093626	Chr4A	70230174	70235536	-	70232855	1.0	0.99	rearrangement:Chr4A_block1
gene:TraesCS4A02G078000	Chr4A	77439580	77445885	+	77442732	Chr4A	69887839	69894132	-	69890985	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G078100	Chr4A	78159723	78163317	-	78161520	Chr4A	69145986	69149579	+	69147782	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G078200	Chr4A	78180029	78180412	-	78180220	Chr4A	69128579	69128962	+	69128770	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G078300	Chr4A	78180576	78182459	-	78181517	Chr4A	69126532	69128415	+	69127473	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G078400	Chr4A	78250259	78253335	+	78251797	Chr4A	69055809	69058884	-	69057346	0.998	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G078500	Chr4A	78262384	78262876	+	78262630	Chr4A	69036311	69036803	-	69036557	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G078600	Chr4A	78764433	78767174	+	78765803	Chr4A	68491269	68494010	-	68492639	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G067300	Chr4A	64956484	64958633	+	64957558	Chr4A	82380785	82382934	-	82381859	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G067400	Chr4A	65456768	65466040	+	65461404	Chr4A	81872283	81881557	-	81876920	0.999	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G067500	Chr4A	65466129	65467525	+	65466827	Chr4A	81870798	81872194	-	81871496	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G067600	Chr4A	65776911	65777572	+	65777241	Chr4A	81551454	81552115	-	81551784	1.0	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A02G067700	Chr4A	66141610	66147352	+	66144481	Chr4A	81215850	81221582	-	81218716	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G067800	Chr4A	66147706	66148263	-	66147984	Chr4A	81214939	81215496	+	81215217	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G067900	Chr4A	66338112	66340516	+	66339314	Chr4A	81022981	81025385	-	81024183	1.0	0.997	rearrangement:Chr4A_block2
gene:TraesCS4A02G068100	Chr4A	66605211	66608413	+	66606812	Chr4A	80745871	80749385	-	80747628	1.0	0.998	rearrangement:Chr4A_block2
