gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS2B02G000300	Chr2B	45037	61255	-	53146	Chr2B	2081950	2092937	-	2087443	0.972	0.965	collinear
gene:TraesCS2B02G000500	Chr2B	91679	92119	+	91899	Chr2B	2126585	2127025	+	2126805	1.0	1.0	collinear
gene:TraesCS2B02G000800	Chr2B	432358	433095	+	432726	Chr2B	1856269	1857006	-	1856637	1.0	0.991	collinear
gene:TraesCS2B02G000900	Chr2B	447781	453531	-	450656	Chr2B	1836117	1841614	+	1838865	0.999	0.996	collinear
gene:TraesCS2B02G001000	Chr2B	470641	473097	+	471869	Chr2B	1816188	1818644	-	1817416	1.0	0.998	collinear
gene:TraesCS2B02G001100	Chr2B	477194	478878	+	478036	Chr2B	1810408	1812089	-	1811248	0.998	0.994	collinear
gene:TraesCS2B02G001200	Chr2B	632838	633239	+	633038	Chr2B	1619318	1619720	-	1619519	1.0	1.0	collinear
gene:TraesCS2B02G001300	Chr2B	810865	811158	-	811011	Chr2B	1440909	1441202	+	1441055	1.0	1.0	collinear
gene:TraesCS2B02G001400	Chr2B	1171680	1174401	+	1173040	Chr2B	7380874	7383595	+	7382234	1.0	1.0	collinear
gene:TraesCS2B02G001500	Chr2B	1181154	1181702	+	1181428	Chr2B	7390348	7390896	+	7390622	1.0	1.0	collinear
gene:TraesCS2B02G001600	Chr2B	1248784	1252232	+	1250508	Chr2B	7458317	7461765	+	7460041	1.0	1.0	collinear
gene:TraesCS2B02G001800	Chr2B	1265344	1272505	+	1268924	Chr2B	7474996	7482157	+	7478576	1.0	1.0	collinear
gene:TraesCS2B02G002000	Chr2B	1329861	1331574	+	1330717	Chr2B	9857028	9858741	-	9857884	1.0	1.0	collinear
gene:TraesCS2B02G002100	Chr2B	1348871	1362213	+	1355542	Chr2B	9829298	9842631	-	9835964	1.0	1.0	collinear
gene:TraesCS2B02G002200	Chr2B	1386273	1397038	-	1391655	Chr2B	9795690	9805850	+	9800770	1.0	1.0	collinear
gene:TraesCS2B02G002300	Chr2B	1452850	1453224	-	1453037	Chr2B	9739707	9740081	+	9739894	1.0	1.0	collinear
gene:TraesCS2B02G002400	Chr2B	1499379	1499731	-	1499555	Chr2B	9693434	9693786	+	9693610	1.0	1.0	collinear
gene:TraesCS2B02G002500	Chr2B	1519250	1522569	+	1520909	Chr2B	9670361	9673680	-	9672020	1.0	1.0	collinear
gene:TraesCS2B02G002600	Chr2B	1600469	1601449	-	1600959	Chr2B	9612782	9613762	+	9613272	1.0	0.998	collinear
gene:TraesCS2B02G002700	Chr2B	1706362	1707167	+	1706764	Chr2B	9505517	9506322	-	9505919	1.0	1.0	collinear
gene:TraesCS2B02G002800	Chr2B	1749669	1750706	+	1750187	Chr2B	9462598	9463635	-	9463116	1.0	1.0	collinear
gene:TraesCS2B02G003000	Chr2B	1758044	1759657	-	1758850	Chr2B	9452935	9454548	+	9453741	1.0	1.0	collinear
gene:TraesCS2B02G003100	Chr2B	1764833	1765869	+	1765351	Chr2B	9446723	9447759	-	9447241	1.0	1.0	collinear
gene:TraesCS2B02G003300	Chr2B	1773308	1774960	-	1774134	Chr2B	9437692	9439344	+	9438518	1.0	1.0	collinear
gene:TraesCS2B02G003400	Chr2B	1792604	1794942	+	1793773	Chr2B	9417750	9420088	-	9418919	1.0	1.0	collinear
gene:TraesCS2B02G003500	Chr2B	1798618	1800227	-	1799422	Chr2B	9412211	9413820	+	9413015	1.0	1.0	collinear
gene:TraesCS2B02G003600	Chr2B	1831881	1833776	+	1832828	Chr2B	9369960	9371855	-	9370907	1.0	1.0	collinear
gene:TraesCS2B02G003700	Chr2B	2086946	2088978	+	2087962	Chr2B	9117905	9119937	-	9118921	1.0	1.0	collinear
gene:TraesCS2B02G003800	Chr2B	2089831	2091638	+	2090734	Chr2B	9115245	9117052	-	9116148	1.0	1.0	collinear
gene:TraesCS2B02G003900	Chr2B	2107170	2108718	+	2107944	Chr2B	9097347	9098895	-	9098121	1.0	1.0	collinear
gene:TraesCS2B02G004000	Chr2B	2109410	2113388	-	2111399	Chr2B	9092677	9096655	+	9094666	1.0	1.0	collinear
gene:TraesCS2B02G004100	Chr2B	2116046	2116633	+	2116339	Chr2B	9089432	9090019	-	9089725	1.0	1.0	collinear
gene:TraesCS2B02G004200	Chr2B	2235456	2238338	+	2236897	Chr2B	8967504	8970386	-	8968945	1.0	1.0	collinear
gene:TraesCS2B02G004300	Chr2B	2335787	2336388	+	2336087	Chr2B	8871625	8872226	-	8871925	1.0	1.0	collinear
gene:TraesCS2B02G004400	Chr2B	2344368	2347989	-	2346178	Chr2B	8860024	8863645	+	8861834	1.0	1.0	collinear
gene:TraesCS2B02G004500	Chr2B	2404235	2407537	-	2405886	Chr2B	8802001	8805303	+	8803652	1.0	1.0	collinear
gene:TraesCS2B02G004600	Chr2B	2501390	2503974	-	2502682	Chr2B	8704506	8707090	+	8705798	1.0	1.0	collinear
gene:TraesCS2B02G004700	Chr2B	2525898	2529167	-	2527532	Chr2B	8679879	8683148	+	8681513	1.0	1.0	collinear
gene:TraesCS2B02G004800	Chr2B	2566039	2566626	-	2566332	Chr2B	8641648	8642235	+	8641941	1.0	1.0	collinear
gene:TraesCS2B02G004900	Chr2B	2639862	2643225	-	2641543	Chr2B	8565953	8569316	+	8567634	1.0	1.0	collinear
gene:TraesCS2B02G005000	Chr2B	3288581	3293090	+	3290835	Chr2B	7910409	7914918	-	7912663	1.0	1.0	collinear
