gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS1D02G000200	Chr1D	84681	85607	+	85144	Chr1D	4309410	4310327	-	4309868	0.99	0.988	collinear
gene:TraesCS1D02G000300	Chr1D	99355	100422	+	99888	Chr1D	4292430	4293497	-	4292963	1.0	0.992	collinear
gene:TraesCS1D02G000400	Chr1D	111463	112058	-	111760	Chr1D	4281836	4282448	+	4282142	0.996	0.944	collinear
gene:TraesCS1D02G000500	Chr1D	121980	122198	-	122089	Chr1D	4253863	4254081	+	4253972	1.0	0.995	collinear
gene:TraesCS1D02G000700	Chr1D	209608	210213	-	209910	Chr1D	4111184	4111789	+	4111486	1.0	0.998	collinear
gene:TraesCS1D02G000900	Chr1D	216924	217245	+	217084	Chr1D	4104283	4104604	-	4104443	1.0	0.995	collinear
gene:TraesCS1D02G000800	Chr1D	216466	219484	-	217975	Chr1D	4101827	4105064	+	4103445	1.0	0.992	collinear
gene:TraesCS1D02G000906	Chr1D	232648	233202	-	232925	Chr1D	4087724	4088278	+	4088001	1.0	0.998	collinear
gene:TraesCS1D02G001000	Chr1D	250463	251359	-	250911	Chr1D	4073429	4074325	+	4073877	1.0	0.995	collinear
gene:TraesCS1D02G001100	Chr1D	259657	260544	-	260100	Chr1D	4064492	4065388	+	4064940	1.0	0.988	collinear
gene:TraesCS1D02G001200	Chr1D	321910	322893	-	322401	Chr1D	4016722	4017705	+	4017213	1.0	0.994	collinear
gene:TraesCS1D02G001300	Chr1D	339837	340811	-	340324	Chr1D	3999056	4000039	+	3999547	1.0	0.987	collinear
gene:TraesCS1D02G001600	Chr1D	415385	418153	+	416769	Chr1D	3944790	3947558	-	3946174	1.0	0.997	collinear
gene:TraesCS1D02G001700	Chr1D	447129	462647	+	454888	Chr1D	3839671	3853623	-	3846647	1.0	0.992	collinear
gene:TraesCS1D02G001900	Chr1D	463242	464905	-	464073	Chr1D	3837413	3839076	+	3838244	1.0	1.0	collinear
gene:TraesCS1D02G002000	Chr1D	469277	472378	+	470827	Chr1D	3830469	3833570	-	3832019	1.0	0.992	collinear
gene:TraesCS1D02G002100	Chr1D	509821	510750	+	510285	Chr1D	3779859	3780788	-	3780323	1.0	0.995	collinear
gene:TraesCS1D02G002200	Chr1D	512104	515096	-	513600	Chr1D	3775479	3778499	+	3776989	1.0	0.993	collinear
gene:TraesCS1D02G002300	Chr1D	548169	554637	-	551403	Chr1D	3729402	3736262	+	3732832	0.98	0.966	collinear
gene:TraesCS1D02G002400	Chr1D	568769	574727	+	571748	Chr1D	3703499	3709402	-	3706450	0.975	0.972	collinear
gene:TraesCS1D02G002500	Chr1D	577240	584788	-	581014	Chr1D	3693339	3700988	+	3697163	1.0	0.991	collinear
gene:TraesCS1D02G002600	Chr1D	613482	616505	+	614993	Chr1D	3659960	3662985	-	3661472	1.0	0.998	collinear
