gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS3A02G000100	Chr3A	14528	17889	-	16208	Chr3A	216057	219304	-	217680	0.955	0.955	collinear
gene:TraesCS3A02G000200	Chr3A	41683	44884	-	43283	Chr3A	195131	198252	-	196691	0.966	0.966	collinear
gene:TraesCS3A02G000300	Chr3A	84561	87232	-	85896	Chr3A	254500	257078	-	255789	0.962	0.96	collinear
gene:TraesCS3A02G000500	Chr3A	129964	132254	-	131109	Chr3A	302310	304600	-	303455	1.0	0.993	collinear
gene:TraesCS3A02G000600	Chr3A	177219	179017	-	178118	Chr3A	348897	350762	-	349829	0.97	0.958	collinear
gene:TraesCS3A02G000700	Chr3A	204727	208013	-	206370	Chr3A	376672	379956	-	378314	1.0	0.998	collinear
gene:TraesCS3A02G000800	Chr3A	397801	400871	-	399336	Chr3A	538624	541786	-	540205	1.0	0.982	collinear
gene:TraesCS3A02G000900	Chr3A	409621	416203	-	412912	Chr3A	547393	553874	-	550633	0.967	0.953	collinear
gene:TraesCS3A02G001100	Chr3A	430147	432865	+	431506	Chr3A	588983	591701	+	590342	1.0	0.998	collinear
gene:TraesCS3A02G001200	Chr3A	437746	441793	+	439769	Chr3A	596499	600544	+	598521	0.998	0.997	collinear
gene:TraesCS3A02G001300	Chr3A	912044	912421	-	912232	Chr3A	1088753	1089130	-	1088941	1.0	1.0	collinear
gene:TraesCS3A02G001400	Chr3A	987488	987772	-	987630	Chr3A	1163701	1163985	-	1163843	1.0	1.0	collinear
gene:TraesCS3A02G001500	Chr3A	1028128	1031945	+	1030036	Chr3A	1203456	1207273	+	1205364	1.0	1.0	collinear
gene:TraesCS3A02G001600	Chr3A	1055242	1059496	-	1057369	Chr3A	1230893	1235128	-	1233010	1.0	0.998	collinear
gene:TraesCS3A02G001700	Chr3A	1304381	1309289	+	1306835	Chr3A	1649123	1654031	+	1651577	1.0	1.0	collinear
gene:TraesCS3A02G001800	Chr3A	1313066	1315898	-	1314482	Chr3A	1657871	1660703	-	1659287	1.0	1.0	collinear
gene:TraesCS3A02G001900	Chr3A	1325708	1326744	-	1326226	Chr3A	1670514	1671550	-	1671032	1.0	1.0	collinear
gene:TraesCS3A02G002000	Chr3A	1328508	1329908	-	1329208	Chr3A	1673314	1674714	-	1674014	1.0	1.0	collinear
gene:TraesCS3A02G002100	Chr3A	1380918	1383491	+	1382204	Chr3A	1732780	1735353	+	1734066	1.0	1.0	collinear
gene:TraesCS3A02G002200	Chr3A	1389037	1389428	-	1389232	Chr3A	1741422	1741813	-	1741617	1.0	1.0	collinear
gene:TraesCS3A02G002300	Chr3A	1392585	1394247	-	1393416	Chr3A	1744976	1746638	-	1745807	1.0	1.0	collinear
gene:TraesCS3A02G002400	Chr3A	1514278	1514782	+	1514530	Chr3A	7351080	7351584	-	7351332	1.0	1.0	collinear
gene:TraesCS3A02G002500	Chr3A	1519343	1519759	+	1519551	Chr3A	7346127	7346543	-	7346335	1.0	1.0	collinear
gene:TraesCS3A02G002600	Chr3A	1574631	1574990	+	1574810	Chr3A	7290372	7290731	-	7290551	1.0	1.0	collinear
