gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS2A02G229100	Chr2A	257780342	257782341	+	257781341	Chr2A	260365263	260367266	-	260366264	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G229200	Chr2A	257853862	257854862	+	257854362	Chr2A	260284774	260285773	-	260285273	0.998	0.993	rearrangement:Chr2A_block1
gene:TraesCS2A02G229300	Chr2A	257854746	257882447	-	257868596	Chr2A	260257766	260284890	+	260271328	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G229400	Chr2A	258345594	258361280	-	258353437	Chr2A	259761344	259777031	+	259769187	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G229500	Chr2A	260548158	260549304	+	260548731	Chr2A	257493283	257494429	-	257493856	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G229600	Chr2A	261172024	261184591	-	261178307	Chr2A	256815534	256828068	+	256821801	0.999	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G229800	Chr2A	262039521	262040567	-	262040044	Chr2A	255916624	255917670	+	255917147	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G229900	Chr2A	262117287	262118772	-	262118029	Chr2A	255838741	255840226	+	255839483	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230000	Chr2A	262160820	262170997	-	262165908	Chr2A	255783550	255798806	+	255791178	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230100	Chr2A	262573269	262577316	+	262575292	Chr2A	255348057	255352104	-	255350080	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230200	Chr2A	262577875	262581256	-	262579565	Chr2A	255344117	255347498	+	255345807	1.0	1.0	rearrangement:Chr2A_block1
