gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS5D02G000100	Chr5D	93627	97954	+	95790	Chr5D	863271	867938	-	865604	1.0	1.0	collinear
gene:TraesCS5D02G000200	Chr5D	145361	145693	+	145527	Chr5D	856200	856532	-	856366	1.0	0.972	collinear
gene:TraesCS5D02G000300	Chr5D	360377	360709	+	360543	Chr5D	603121	603453	-	603287	1.0	1.0	collinear
gene:TraesCS5D02G000400	Chr5D	388060	389487	-	388773	Chr5D	574417	575844	+	575130	1.0	1.0	collinear
gene:TraesCS5D02G000500	Chr5D	554527	558722	-	556624	Chr5D	405392	409587	+	407489	1.0	0.999	collinear
gene:TraesCS5D02G000600	Chr5D	563974	569774	+	566874	Chr5D	394340	400140	-	397240	1.0	1.0	collinear
gene:TraesCS5D02G000800	Chr5D	932454	935468	+	933961	Chr5D	1034635	1037649	+	1036142	1.0	1.0	collinear
gene:TraesCS5D02G000900	Chr5D	935699	941610	-	938654	Chr5D	1037880	1043791	-	1040835	1.0	1.0	collinear
gene:TraesCS5D02G001000	Chr5D	1533333	1534376	+	1533854	Chr5D	1642274	1643317	+	1642795	1.0	1.0	collinear
gene:TraesCS5D02G001100	Chr5D	1540941	1542985	-	1541963	Chr5D	1649882	1651926	-	1650904	1.0	1.0	collinear
gene:TraesCS5D02G001200	Chr5D	1609486	1614664	+	1612075	Chr5D	1717791	1722969	+	1720380	1.0	1.0	collinear
gene:TraesCS5D02G001300	Chr5D	1710262	1717300	-	1713781	Chr5D	1819961	1826999	-	1823480	1.0	1.0	collinear
gene:TraesCS5D02G001400	Chr5D	1799796	1802729	+	1801262	Chr5D	1918031	1920964	+	1919497	1.0	1.0	collinear
gene:TraesCS5D02G001500	Chr5D	1863397	1865475	+	1864436	Chr5D	1985318	1987404	+	1986361	1.0	1.0	collinear
gene:TraesCS5D02G001600	Chr5D	1884703	1887402	-	1886052	Chr5D	2006788	2009487	-	2008137	1.0	1.0	collinear
gene:TraesCS5D02G001700	Chr5D	2120473	2120838	-	2120655	Chr5D	2242111	2242476	-	2242293	1.0	1.0	collinear
gene:TraesCS5D02G001800	Chr5D	2121540	2122331	+	2121935	Chr5D	2243178	2243969	+	2243573	1.0	1.0	collinear
gene:TraesCS5D02G001900	Chr5D	2135699	2142446	+	2139072	Chr5D	2257489	2264236	+	2260862	1.0	1.0	collinear
gene:TraesCS5D02G002000	Chr5D	2251351	2252995	-	2252173	Chr5D	2373242	2374886	-	2374064	1.0	1.0	collinear
gene:TraesCS5D02G002100	Chr5D	2286527	2288880	+	2287703	Chr5D	2409025	2411378	+	2410201	1.0	1.0	collinear
gene:TraesCS5D02G002200	Chr5D	2291803	2303188	+	2297495	Chr5D	2414300	2425601	+	2419950	1.0	1.0	collinear
gene:TraesCS5D02G002300	Chr5D	2511000	2512022	-	2511511	Chr5D	2633706	2634728	-	2634217	1.0	1.0	collinear
gene:TraesCS5D02G002500	Chr5D	2660134	2666343	+	2663238	Chr5D	2786946	2793155	+	2790050	1.0	1.0	collinear
gene:TraesCS5D02G002600	Chr5D	2667802	2673002	-	2670402	Chr5D	2794932	2800132	-	2797532	1.0	1.0	collinear
gene:TraesCS5D02G002700	Chr5D	2674369	2678450	-	2676409	Chr5D	2801499	2805580	-	2803539	1.0	1.0	collinear
gene:TraesCS5D02G002800	Chr5D	2684313	2688683	+	2686498	Chr5D	2810730	2815100	+	2812915	1.0	1.0	collinear
gene:TraesCS5D02G002900	Chr5D	2691719	2696635	+	2694177	Chr5D	2818138	2823054	+	2820596	1.0	1.0	collinear
gene:TraesCS5D02G003000	Chr5D	2797228	2798734	+	2797981	Chr5D	2930049	2931555	+	2930802	1.0	0.999	collinear
gene:TraesCS5D02G003100	Chr5D	3012448	3013888	+	3013168	Chr5D	3144771	3146211	+	3145491	1.0	1.0	collinear
gene:TraesCS5D02G003200	Chr5D	3070546	3072038	+	3071292	Chr5D	3202986	3204478	+	3203732	1.0	1.0	collinear
gene:TraesCS5D02G003300	Chr5D	3135889	3136720	+	3136304	Chr5D	3268166	3268995	+	3268580	0.997	0.997	collinear
gene:TraesCS5D02G003400	Chr5D	3271656	3276929	-	3274292	Chr5D	3403722	3408954	-	3406338	1.0	1.0	collinear
gene:TraesCS5D02G003500	Chr5D	3540352	3545524	+	3542938	Chr5D	3670652	3675824	+	3673238	1.0	1.0	collinear
gene:TraesCS5D02G003600	Chr5D	3547588	3549314	-	3548451	Chr5D	3677888	3679614	-	3678751	1.0	1.0	collinear
gene:TraesCS5D02G003700	Chr5D	3553026	3553691	+	3553358	Chr5D	3683696	3684361	+	3684028	1.0	1.0	collinear
gene:TraesCS5D02G003800	Chr5D	3555525	3557419	-	3556472	Chr5D	3686195	3688089	-	3687142	1.0	1.0	collinear
gene:TraesCS5D02G003900	Chr5D	3566155	3569172	-	3567663	Chr5D	3696533	3699550	-	3698041	1.0	1.0	collinear
gene:TraesCS5D02G004000	Chr5D	3571184	3571678	+	3571431	Chr5D	3701562	3702056	+	3701809	1.0	1.0	collinear
gene:TraesCS5D02G004100	Chr5D	3591526	3591972	+	3591749	Chr5D	3721955	3722401	+	3722178	1.0	1.0	collinear
gene:TraesCS5D02G004200	Chr5D	3595737	3598046	-	3596891	Chr5D	3726166	3728475	-	3727320	1.0	1.0	collinear
