gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS7D02G000100	Chr7D	207994	212443	-	210218	Chr7D	1785775	1790224	+	1787999	1.0	1.0	collinear
gene:TraesCS7D02G000200	Chr7D	242065	245782	+	243923	Chr7D	1752433	1756150	-	1754291	1.0	1.0	collinear
gene:TraesCS7D02G000300	Chr7D	337014	337852	+	337433	Chr7D	1659920	1660758	-	1660339	1.0	1.0	collinear
gene:TraesCS7D02G000400	Chr7D	365927	369790	-	367858	Chr7D	1627830	1631694	+	1629762	1.0	0.995	collinear
gene:TraesCS7D02G000500	Chr7D	371892	373182	-	372537	Chr7D	1624438	1625728	+	1625083	1.0	1.0	collinear
gene:TraesCS7D02G000600	Chr7D	478788	482688	-	480738	Chr7D	1515099	1518999	+	1517049	1.0	1.0	collinear
gene:TraesCS7D02G000700	Chr7D	708561	711512	-	710036	Chr7D	1283934	1286884	+	1285409	1.0	1.0	collinear
gene:TraesCS7D02G000800	Chr7D	981342	987541	-	984441	Chr7D	984063	990262	+	987162	1.0	1.0	collinear
gene:TraesCS7D02G000900	Chr7D	1014669	1018126	-	1016397	Chr7D	953125	956582	+	954853	1.0	1.0	collinear
gene:TraesCS7D02G001000	Chr7D	1076583	1077770	-	1077176	Chr7D	894297	895484	+	894890	1.0	1.0	collinear
gene:TraesCS7D02G001100	Chr7D	1088627	1091627	-	1090127	Chr7D	880460	883436	+	881948	0.992	0.99	collinear
gene:TraesCS7D02G001200	Chr7D	1125501	1138472	-	1131986	Chr7D	833644	846614	+	840129	1.0	1.0	collinear
gene:TraesCS7D02G001300	Chr7D	1185845	1187461	-	1186653	Chr7D	784528	786144	+	785336	1.0	1.0	collinear
gene:TraesCS7D02G001400	Chr7D	1257398	1258902	-	1258150	Chr7D	713765	715269	+	714517	1.0	1.0	collinear
gene:TraesCS7D02G001500	Chr7D	1259904	1265300	-	1262602	Chr7D	707466	712427	+	709946	0.967	0.967	collinear
gene:TraesCS7D02G001600	Chr7D	1307798	1322611	+	1315204	Chr7D	650271	664949	-	657610	1.0	1.0	collinear
gene:TraesCS7D02G001700	Chr7D	1325206	1326414	+	1325810	Chr7D	646468	647676	-	647072	1.0	1.0	collinear
gene:TraesCS7D02G001800	Chr7D	1357522	1362976	+	1360249	Chr7D	609564	615293	-	612428	0.96	0.96	collinear
gene:TraesCS7D02G001900	Chr7D	1414178	1419505	-	1416841	Chr7D	553588	558915	+	556251	1.0	1.0	collinear
gene:TraesCS7D02G002000	Chr7D	1464750	1466388	+	1465569	Chr7D	362872	364510	+	363691	1.0	1.0	collinear
gene:TraesCS7D02G002100	Chr7D	1519335	1520528	-	1519931	Chr7D	417993	419186	-	418589	1.0	1.0	collinear
gene:TraesCS7D02G002200	Chr7D	1526751	1528100	-	1527425	Chr7D	425409	426758	-	426083	1.0	1.0	collinear
gene:TraesCS7D02G002300	Chr7D	1534747	1535478	-	1535112	Chr7D	433405	434136	-	433770	1.0	1.0	collinear
gene:TraesCS7D02G002400	Chr7D	1545803	1551340	-	1548571	Chr7D	444322	449859	-	447090	1.0	1.0	collinear
gene:TraesCS7D02G002500	Chr7D	1570744	1572074	+	1571409	Chr7D	306017	307347	-	306682	1.0	1.0	collinear
gene:TraesCS7D02G002600	Chr7D	1704704	1711943	+	1708323	Chr7D	171745	178977	-	175361	1.0	1.0	collinear
gene:TraesCS7D02G002700	Chr7D	1751649	1754214	-	1752931	Chr7D	129541	132106	+	130823	1.0	1.0	collinear
gene:TraesCS7D02G002900	Chr7D	1936973	1942310	+	1939641	Chr7D	2244021	2249358	+	2246689	1.0	1.0	collinear
gene:TraesCS7D02G003000	Chr7D	1959040	1964911	+	1961975	Chr7D	2266107	2271978	+	2269042	1.0	1.0	collinear
gene:TraesCS7D02G003100	Chr7D	1965031	1970237	-	1967634	Chr7D	2272098	2277304	-	2274701	1.0	1.0	collinear
gene:TraesCS7D02G003200	Chr7D	1973142	1981328	+	1977235	Chr7D	2280209	2288395	+	2284302	1.0	0.999	collinear
gene:TraesCS7D02G003300	Chr7D	1986645	1992835	-	1989740	Chr7D	2293712	2300088	-	2296900	1.0	1.0	collinear
gene:TraesCS7D02G003400	Chr7D	1998582	1999994	-	1999288	Chr7D	2305736	2307148	-	2306442	1.0	1.0	collinear
gene:TraesCS7D02G003500	Chr7D	2036060	2038960	-	2037510	Chr7D	2343720	2346620	-	2345170	1.0	1.0	collinear
gene:TraesCS7D02G003600	Chr7D	2047752	2049425	-	2048588	Chr7D	2355262	2356935	-	2356098	1.0	1.0	collinear
gene:TraesCS7D02G003700	Chr7D	2052222	2053394	+	2052808	Chr7D	2359732	2360904	+	2360318	1.0	1.0	collinear
gene:TraesCS7D02G003800	Chr7D	2087628	2098687	-	2093157	Chr7D	2395482	2406665	-	2401073	1.0	1.0	collinear
gene:TraesCS7D02G003900	Chr7D	2142514	2143936	+	2143225	Chr7D	2449800	2451222	+	2450511	1.0	1.0	collinear
gene:TraesCS7D02G004000	Chr7D	2235620	2241146	-	2238383	Chr7D	2542338	2547864	-	2545101	1.0	0.999	collinear
gene:TraesCS7D02G004100	Chr7D	2242085	2245380	-	2243732	Chr7D	2548803	2552098	-	2550450	1.0	1.0	collinear
gene:TraesCS7D02G004200	Chr7D	2248702	2249668	+	2249185	Chr7D	2555347	2556313	+	2555830	1.0	1.0	collinear
gene:TraesCS7D02G004300	Chr7D	2250254	2254442	-	2252348	Chr7D	2556899	2561087	-	2558993	1.0	1.0	collinear
gene:TraesCS7D02G004400	Chr7D	2325194	2330620	+	2327907	Chr7D	2631595	2637021	+	2634308	1.0	1.0	collinear
gene:TraesCS7D02G004500	Chr7D	2343513	2353612	+	2348562	Chr7D	2649914	2660013	+	2654963	1.0	1.0	collinear
gene:TraesCS7D02G004600	Chr7D	2353898	2359909	-	2356903	Chr7D	2660299	2666310	-	2663304	1.0	0.999	collinear
gene:TraesCS7D02G004700	Chr7D	2408139	2411770	+	2409954	Chr7D	2714369	2718018	+	2716193	1.0	0.994	collinear
gene:TraesCS7D02G004800	Chr7D	2427251	2431409	+	2429330	Chr7D	2733613	2737771	+	2735692	1.0	0.999	collinear
gene:TraesCS7D02G004900	Chr7D	2440200	2443573	-	2441886	Chr7D	2746500	2749873	-	2748186	1.0	0.999	collinear
gene:TraesCS7D02G005000	Chr7D	2492240	2496883	-	2494561	Chr7D	2805094	2809737	-	2807415	1.0	1.0	collinear
gene:TraesCS7D02G005100	Chr7D	2500048	2500695	-	2500371	Chr7D	2812902	2813549	-	2813225	1.0	0.983	collinear
gene:TraesCS7D02G005200	Chr7D	2519481	2522487	-	2520984	Chr7D	2832449	2835455	-	2833952	1.0	1.0	collinear
gene:TraesCS7D02G005300	Chr7D	2565943	2567411	-	2566677	Chr7D	2878956	2880424	-	2879690	1.0	1.0	collinear
gene:TraesCS7D02G005400	Chr7D	2606095	2611826	-	2608960	Chr7D	2919418	2925149	-	2922283	1.0	0.999	collinear
gene:TraesCS7D02G005500	Chr7D	2649981	2654085	+	2652033	Chr7D	2962844	2966948	+	2964896	1.0	1.0	collinear
gene:TraesCS7D02G005700	Chr7D	2746703	2750450	-	2748576	Chr7D	3058328	3062077	-	3060202	1.0	1.0	collinear
gene:TraesCS7D02G005800	Chr7D	2819413	2826721	+	2823067	Chr7D	3129943	3137251	+	3133597	1.0	1.0	collinear
gene:TraesCS7D02G005900	Chr7D	2830477	2832883	+	2831680	Chr7D	3141187	3143593	+	3142390	1.0	1.0	collinear
gene:TraesCS7D02G006000	Chr7D	2865725	2869765	+	2867745	Chr7D	3176126	3180166	+	3178146	1.0	0.999	collinear
gene:TraesCS7D02G006100	Chr7D	2882846	2885212	-	2884029	Chr7D	3198106	3199831	-	3198968	0.993	0.919	collinear
gene:TraesCS7D02G006700	Chr7D	3436920	3443992	+	3440456	Chr7D	3322521	3329507	+	3326014	0.999	0.994	collinear
gene:TraesCS7D02G006800	Chr7D	3549031	3551868	-	3550449	Chr7D	3445277	3448113	-	3446695	1.0	0.998	collinear
gene:TraesCS7D02G007800	Chr7D	3780164	3782438	+	3781301	Chr7D	3720640	3722881	+	3721760	1.0	0.989	collinear
gene:TraesCS7D02G007900	Chr7D	3783175	3794374	-	3788774	Chr7D	3723615	3734844	-	3729229	0.996	0.938	collinear
gene:TraesCS7D02G008000	Chr7D	3855196	3859065	-	3857130	Chr7D	3865305	3869153	-	3867229	0.994	0.981	collinear
gene:TraesCS7D02G008200	Chr7D	4004903	4010776	-	4007839	Chr7D	4064624	4070801	-	4067712	0.989	0.907	collinear
gene:TraesCS7D02G008300	Chr7D	4012209	4017650	-	4014929	Chr7D	4071848	4077289	-	4074568	1.0	1.0	collinear
gene:TraesCS7D02G008400	Chr7D	4017702	4019703	+	4018702	Chr7D	4077341	4079342	+	4078341	1.0	1.0	collinear
gene:TraesCS7D02G008500	Chr7D	4025269	4028988	-	4027128	Chr7D	4084898	4088617	-	4086757	1.0	1.0	collinear
gene:TraesCS7D02G008600	Chr7D	4071495	4076621	-	4074058	Chr7D	4131438	4136564	-	4134001	1.0	1.0	collinear
gene:TraesCS7D02G008700	Chr7D	4198465	4202181	-	4200323	Chr7D	4258131	4261846	-	4259988	0.999	0.999	collinear
gene:TraesCS7D02G008800	Chr7D	4267640	4270860	-	4269250	Chr7D	4327116	4330336	-	4328726	1.0	0.999	collinear
gene:TraesCS7D02G008900	Chr7D	4288688	4293044	-	4290866	Chr7D	4348221	4352577	-	4350399	1.0	0.999	collinear
gene:TraesCS7D02G009000	Chr7D	4364939	4366580	+	4365759	Chr7D	4423760	4425401	+	4424580	1.0	1.0	collinear
gene:TraesCS7D02G009100	Chr7D	4411975	4415156	-	4413565	Chr7D	4470987	4474168	-	4472577	1.0	1.0	collinear
gene:TraesCS7D02G009200	Chr7D	4423362	4426567	-	4424964	Chr7D	4482378	4485583	-	4483980	1.0	0.997	collinear
gene:TraesCS7D02G009300	Chr7D	4501472	4503395	-	4502433	Chr7D	4560889	4562812	-	4561850	1.0	0.997	collinear
gene:TraesCS7D02G009400	Chr7D	4515237	4518875	-	4517056	Chr7D	4574934	4578572	-	4576753	1.0	0.999	collinear
gene:TraesCS7D02G009500	Chr7D	4628883	4629524	+	4629203	Chr7D	4688879	4689520	+	4689199	1.0	0.982	collinear
gene:TraesCS7D02G009600	Chr7D	4631485	4642161	-	4636823	Chr7D	4691487	4702170	-	4696828	0.999	0.995	collinear
gene:TraesCS7D02G009800	Chr7D	4705079	4707007	-	4706043	Chr7D	4765424	4767352	-	4766388	1.0	1.0	collinear
gene:TraesCS7D02G009900	Chr7D	4716843	4718206	-	4717524	Chr7D	4776803	4778166	-	4777484	1.0	1.0	collinear
gene:TraesCS7D02G010000	Chr7D	4792710	4797318	+	4795014	Chr7D	4852067	4856736	+	4854401	1.0	0.999	collinear
gene:TraesCS7D02G010100	Chr7D	4810269	4821103	-	4815686	Chr7D	4869728	4880424	-	4875076	1.0	0.998	collinear
gene:TraesCS7D02G010200	Chr7D	4877183	4879021	+	4878102	Chr7D	4928237	4930075	+	4929156	1.0	0.999	collinear
gene:TraesCS7D02G010500	Chr7D	4988146	4995200	+	4991673	Chr7D	5007364	5014450	+	5010907	0.999	0.99	collinear
gene:TraesCS7D02G010600	Chr7D	4995325	4996477	-	4995901	Chr7D	5014574	5015901	-	5015237	1.0	0.998	collinear
gene:TraesCS7D02G010800	Chr7D	5017487	5018495	+	5017991	Chr7D	5113260	5114265	+	5113762	0.996	0.981	collinear
gene:TraesCS7D02G011200	Chr7D	5079812	5083954	-	5081883	Chr7D	5155799	5159941	-	5157870	1.0	0.999	collinear
gene:TraesCS7D02G011300	Chr7D	5085709	5088878	+	5087293	Chr7D	5161696	5164865	+	5163280	1.0	1.0	collinear
gene:TraesCS7D02G011400	Chr7D	5091682	5093280	-	5092481	Chr7D	5167669	5169267	-	5168468	1.0	1.0	collinear
gene:TraesCS7D02G011600	Chr7D	5164729	5170165	-	5167447	Chr7D	5240384	5245820	-	5243102	1.0	1.0	collinear
gene:TraesCS7D02G011700	Chr7D	5172851	5178548	+	5175699	Chr7D	5248527	5254863	+	5251695	1.0	1.0	collinear
