gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS6B02G000300	Chr6B	163680	173488	-	168584	Chr6B	5162861	5172814	-	5167837	0.994	0.966	collinear
gene:TraesCS6B02G000400	Chr6B	185379	185882	+	185630	Chr6B	5185212	5185715	+	5185463	1.0	0.987	collinear
gene:TraesCS6B02G000500	Chr6B	197644	198153	+	197898	Chr6B	5195376	5195885	+	5195630	1.0	1.0	collinear
gene:TraesCS6B02G000800	Chr6B	484200	485669	+	484934	Chr6B	5395244	5396713	+	5395978	1.0	0.975	collinear
gene:TraesCS6B02G000900	Chr6B	608571	610157	-	609364	Chr6B	5585002	5586571	-	5585786	0.984	0.951	collinear
gene:TraesCS6B02G001000	Chr6B	697792	700255	+	699023	Chr6B	5719444	5721907	+	5720675	1.0	1.0	collinear
gene:TraesCS6B02G001100	Chr6B	701374	702030	+	701702	Chr6B	5723026	5723682	+	5723354	1.0	1.0	collinear
gene:TraesCS6B02G001200	Chr6B	702076	702636	+	702356	Chr6B	5723728	5724288	+	5724008	1.0	1.0	collinear
gene:TraesCS6B02G001300	Chr6B	728447	731986	-	730216	Chr6B	5750306	5753845	-	5752075	1.0	1.0	collinear
gene:TraesCS6B02G001400	Chr6B	944442	945674	+	945058	Chr6B	1415326	1416558	-	1415942	1.0	0.98	collinear
gene:TraesCS6B02G001700	Chr6B	1131389	1133229	-	1132309	Chr6B	3432880	3434720	+	3433800	1.0	0.997	collinear
gene:TraesCS6B02G001900	Chr6B	1218446	1273798	+	1246122	Chr6B	3306527	3367540	-	3337033	1.0	0.999	collinear
gene:TraesCS6B02G002000	Chr6B	1368051	1370548	+	1369299	Chr6B	3155399	3157896	-	3156647	1.0	0.999	collinear
gene:TraesCS6B02G002100	Chr6B	1375265	1436005	+	1405635	Chr6B	3089260	3150306	-	3119783	0.999	0.999	collinear
gene:TraesCS6B02G002200	Chr6B	1569738	1574401	-	1572069	Chr6B	2950722	2955351	+	2953036	0.999	0.995	collinear
gene:TraesCS6B02G002300	Chr6B	1603857	1616068	-	1609962	Chr6B	2909434	2921241	+	2915337	1.0	0.992	collinear
gene:TraesCS6B02G002600	Chr6B	2060823	2061599	-	2061211	Chr6B	1976064	1976840	+	1976452	1.0	0.993	collinear
gene:TraesCS6B02G002700	Chr6B	2072182	2075303	+	2073742	Chr6B	1961856	1964979	-	1963417	1.0	0.994	collinear
gene:TraesCS6B02G002800	Chr6B	2167279	2169113	-	2168196	Chr6B	1873645	1875486	+	1874565	1.0	0.989	collinear
gene:TraesCS6B02G003100	Chr6B	2400557	2401522	+	2401039	Chr6B	2634551	2635514	+	2635032	0.997	0.904	collinear
gene:TraesCS6B02G003700	Chr6B	2659659	2661066	-	2660362	Chr6B	2255468	2256870	+	2256169	1.0	0.915	collinear
gene:TraesCS6B02G003800	Chr6B	2717048	2719606	+	2718327	Chr6B	2191193	2193751	-	2192472	1.0	0.987	collinear
gene:TraesCS6B02G004200	Chr6B	3218232	3219187	-	3218709	Chr6B	3498040	3498995	+	3498517	1.0	0.949	collinear
gene:TraesCS6B02G004600	Chr6B	3566528	3574981	+	3570754	Chr6B	4851876	4874601	-	4863238	0.998	0.993	collinear
gene:TraesCS6B02G004800	Chr6B	3623217	3625825	+	3624521	Chr6B	4829975	4832580	-	4831277	1.0	0.996	collinear
gene:TraesCS6B02G004900	Chr6B	3722807	3724617	+	3723712	Chr6B	4166918	4168593	+	4167755	0.993	0.901	collinear
gene:TraesCS6B02G005100	Chr6B	3878974	3881335	+	3880154	Chr6B	4583862	4588768	-	4586315	0.979	0.946	collinear
gene:TraesCS6B02G005200	Chr6B	3881179	3883043	-	3882111	Chr6B	4582142	4584014	+	4583078	0.997	0.979	collinear
gene:TraesCS6B02G005300	Chr6B	3886559	3890912	-	3888735	Chr6B	4574476	4578744	+	4576610	0.921	0.9	collinear
gene:TraesCS6B02G005400	Chr6B	4124091	4128342	+	4126216	Chr6B	4360018	4364259	-	4362138	0.974	0.936	collinear
gene:TraesCS6B02G005700	Chr6B	4169889	4172152	-	4171020	Chr6B	4179877	4182073	+	4180975	0.934	0.907	collinear
gene:TraesCS6B02G006100	Chr6B	4375489	4378583	-	4377036	Chr6B	4149875	4152867	+	4151371	1.0	0.971	collinear
gene:TraesCS6B02G006500	Chr6B	4508418	4516029	+	4512223	Chr6B	3977700	3985299	+	3981499	1.0	0.993	collinear
gene:TraesCS6B02G006600	Chr6B	4532464	4538566	-	4535515	Chr6B	3925794	3931899	+	3928846	1.0	0.995	collinear
gene:TraesCS6B02G006700	Chr6B	4547022	4547699	-	4547360	Chr6B	3903670	3904347	+	3904008	1.0	0.997	collinear
gene:TraesCS6B02G006800	Chr6B	4553661	4560345	-	4557003	Chr6B	3891023	3897707	+	3894365	1.0	0.998	collinear
gene:TraesCS6B02G006900	Chr6B	4580994	4585934	-	4583464	Chr6B	3867114	3871864	+	3869489	0.998	0.991	collinear
gene:TraesCS6B02G007000	Chr6B	4825776	4826747	-	4826261	Chr6B	3626705	3627679	+	3627192	0.995	0.948	collinear
gene:TraesCS6B02G007100	Chr6B	4849557	4849971	-	4849764	Chr6B	3577018	3577432	+	3577225	1.0	1.0	collinear
gene:TraesCS6B02G007200	Chr6B	4856455	4857452	+	4856953	Chr6B	3569560	3570549	-	3570054	0.99	0.947	collinear
gene:TraesCS6B02G007400	Chr6B	4873125	4877529	+	4875327	Chr6B	3549220	3553631	-	3551425	1.0	1.0	collinear
gene:TraesCS6B02G007500	Chr6B	4884362	4885288	-	4884825	Chr6B	3544734	3545660	+	3545197	1.0	0.987	collinear
gene:TraesCS6B02G007600	Chr6B	4888821	4889779	-	4889300	Chr6B	3534089	3535044	+	3534566	1.0	0.948	collinear
gene:TraesCS6B02G009400	Chr6B	6002323	6003845	+	6003084	Chr6B	5911342	5912864	+	5912103	1.0	1.0	collinear
gene:TraesCS6B02G009500	Chr6B	6007244	6009472	+	6008358	Chr6B	5916260	5918488	+	5917374	1.0	1.0	collinear
gene:TraesCS6B02G009600	Chr6B	6015870	6019641	+	6017755	Chr6B	5925201	5928972	+	5927086	1.0	1.0	collinear
gene:TraesCS6B02G009700	Chr6B	6023940	6026666	+	6025303	Chr6B	5933271	5935997	+	5934634	1.0	1.0	collinear
