gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS1A02G000100	Chr1A	40098	70338	-	55218	Chr1A	3566024	3592783	+	3579403	1.0	0.997	collinear
gene:TraesCS1A02G000200	Chr1A	70239	89245	+	79742	Chr1A	3547272	3566123	-	3556697	1.0	0.997	collinear
gene:TraesCS1A02G000500	Chr1A	149490	154559	-	152024	Chr1A	3482541	3487610	+	3485075	1.0	0.997	collinear
gene:TraesCS1A02G000600	Chr1A	162313	162609	+	162461	Chr1A	3474491	3474787	-	3474639	1.0	1.0	collinear
gene:TraesCS1A02G000700	Chr1A	169592	169969	-	169780	Chr1A	3467707	3468084	+	3467895	1.0	1.0	collinear
gene:TraesCS1A02G000800	Chr1A	180175	180552	-	180363	Chr1A	3457111	3457488	+	3457299	1.0	0.997	collinear
gene:TraesCS1A02G000900	Chr1A	233818	245051	+	239434	Chr1A	3393103	3404423	-	3398763	1.0	1.0	collinear
gene:TraesCS1A02G001000	Chr1A	270605	272936	-	271770	Chr1A	3365715	3368026	+	3366870	0.991	0.99	collinear
gene:TraesCS1A02G001100	Chr1A	269472	289602	-	279537	Chr1A	3581798	3601646	-	3591722	0.993	0.949	collinear
gene:TraesCS1A02G001200	Chr1A	287697	287957	+	287827	Chr1A	3350426	3350686	-	3350556	1.0	1.0	collinear
gene:TraesCS1A02G001300	Chr1A	297266	297652	+	297459	Chr1A	3340535	3340921	-	3340728	1.0	1.0	collinear
gene:TraesCS1A02G001500	Chr1A	326099	326518	+	326308	Chr1A	3313228	3313647	-	3313437	1.0	1.0	collinear
gene:TraesCS1A02G001600	Chr1A	337960	338256	+	338108	Chr1A	3301247	3301543	-	3301395	1.0	1.0	collinear
gene:TraesCS1A02G001700	Chr1A	403455	403751	+	403603	Chr1A	3228601	3228897	-	3228749	1.0	1.0	collinear
gene:TraesCS1A02G001800	Chr1A	1144333	1145934	+	1145133	Chr1A	2479699	2481300	-	2480499	1.0	1.0	collinear
gene:TraesCS1A02G001900	Chr1A	1159194	1162830	-	1161012	Chr1A	2462865	2466501	+	2464683	1.0	1.0	collinear
gene:TraesCS1A02G002000	Chr1A	1163485	1167878	-	1165681	Chr1A	2457817	2462210	+	2460013	1.0	0.999	collinear
gene:TraesCS1A02G002100	Chr1A	1170356	1177383	+	1173869	Chr1A	2448704	2455731	-	2452217	1.0	1.0	collinear
gene:TraesCS1A02G002200	Chr1A	1188844	1190864	+	1189854	Chr1A	2435499	2437519	-	2436509	1.0	1.0	collinear
gene:TraesCS1A02G002300	Chr1A	1209721	1212812	-	1211266	Chr1A	2413854	2416945	+	2415399	1.0	1.0	collinear
gene:TraesCS1A02G002400	Chr1A	1228914	1229339	-	1229126	Chr1A	2396311	2396736	+	2396523	1.0	1.0	collinear
gene:TraesCS1A02G002500	Chr1A	1232354	1238469	-	1235411	Chr1A	2387150	2393296	+	2390223	0.999	0.991	collinear
gene:TraesCS1A02G002700	Chr1A	1336841	1348326	-	1342583	Chr1A	2276773	2288563	+	2282668	1.0	1.0	collinear
gene:TraesCS1A02G002800	Chr1A	1565963	1567220	-	1566591	Chr1A	565463	566720	+	566091	1.0	0.997	collinear
gene:TraesCS1A02G002900	Chr1A	1657115	1666923	+	1662019	Chr1A	842784	852592	+	847688	1.0	1.0	collinear
gene:TraesCS1A02G003000	Chr1A	1668949	1670358	+	1669653	Chr1A	854618	856027	+	855322	1.0	1.0	collinear
gene:TraesCS1A02G003100	Chr1A	1689351	1698842	-	1694096	Chr1A	875019	884509	-	879764	1.0	1.0	collinear
gene:TraesCS1A02G003200	Chr1A	1721421	1734947	+	1728184	Chr1A	907476	921002	+	914239	1.0	1.0	collinear
