gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS4B02G158100	Chr4B	304066367	304070049	+	304068208	Chr4B	284874695	284878376	+	284876535	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G158200	Chr4B	305478117	305481287	+	305479702	Chr4B	301941206	301944376	-	301942791	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G158300	Chr4B	305485948	305490344	-	305488146	Chr4B	301932149	301936545	+	301934347	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G158400	Chr4B	306598977	306609884	+	306604430	Chr4B	300794670	300805578	-	300800124	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G158500	Chr4B	307205335	307208862	-	307207098	Chr4B	300213675	300217202	+	300215438	1.0	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B02G158600	Chr4B	307585779	307612939	-	307599359	Chr4B	299807495	299834981	+	299821238	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G158800	Chr4B	308677547	308677706	+	308677626	Chr4B	298755817	298755976	-	298755896	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G158900	Chr4B	308678539	308678727	-	308678633	Chr4B	298754796	298754984	+	298754890	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G159000	Chr4B	308682926	308683036	-	308682981	Chr4B	298750117	298750227	+	298750172	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G159100	Chr4B	308694260	308694943	+	308694601	Chr4B	298738210	298738893	-	298738551	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G159200	Chr4B	308695083	308695337	-	308695210	Chr4B	298737816	298738070	+	298737943	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G159300	Chr4B	308695348	308695597	-	308695472	Chr4B	298737556	298737805	+	298737680	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G159400	Chr4B	308695748	308696820	+	308696284	Chr4B	298736333	298737405	-	298736869	1.0	0.997	rearrangement:Chr4B_block1
gene:TraesCS4B02G159500	Chr4B	308697712	308697852	+	308697782	Chr4B	298735301	298735441	-	298735371	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G159600	Chr4B	310164858	310166196	-	310165527	Chr4B	297272724	297274052	+	297273388	0.992	0.992	rearrangement:Chr4B_block1
gene:TraesCS4B02G159700	Chr4B	310464881	310465158	-	310465019	Chr4B	296974006	296974283	+	296974144	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G159800	Chr4B	310465969	310466318	-	310466143	Chr4B	296972846	296973195	+	296973020	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G159900	Chr4B	310973441	310976945	+	310975193	Chr4B	296464798	296468302	-	296466550	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G160000	Chr4B	311352299	311375244	-	311363771	Chr4B	296075562	296099025	+	296087293	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G160100	Chr4B	312078617	312082185	+	312080401	Chr4B	295364989	295368557	-	295366773	1.0	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B02G160200	Chr4B	312783002	312784611	-	312783806	Chr4B	294662720	294664329	+	294663524	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G160300	Chr4B	312785267	312788294	-	312786780	Chr4B	294659037	294662064	+	294660550	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G160400	Chr4B	314323697	314324673	+	314324185	Chr4B	293131862	293132838	-	293132350	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G160500	Chr4B	314648183	314652542	-	314650362	Chr4B	292807429	292811788	+	292809608	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G160600	Chr4B	315061175	315067581	-	315064378	Chr4B	292395878	292402284	+	292399081	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G160800	Chr4B	315712947	315743367	-	315728157	Chr4B	291725971	291756472	+	291741221	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G160900	Chr4B	316272002	316272325	-	316272163	Chr4B	291198760	291199083	+	291198921	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G161000	Chr4B	316293681	316304318	-	316298999	Chr4B	291167036	291177970	+	291172503	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G161100	Chr4B	316517478	316522132	-	316519805	Chr4B	290948929	290953583	+	290951256	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G161200	Chr4B	316654107	316664575	-	316659341	Chr4B	290807120	290817084	+	290812102	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G161300	Chr4B	316950338	316997359	-	316973848	Chr4B	290471210	290517710	+	290494460	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G161400	Chr4B	316989460	316989872	+	316989666	Chr4B	290478474	290478886	-	290478680	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G161500	Chr4B	317757981	317766296	+	317762138	Chr4B	289691452	289699767	-	289695609	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G161600	Chr4B	320325182	320330923	+	320328052	Chr4B	282950550	282956292	+	282953421	1.0	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B02G161700	Chr4B	322630895	322692291	+	322661593	Chr4B	278798153	278859645	-	278828899	1.0	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B02G161800	Chr4B	322742356	322752601	-	322747478	Chr4B	278737817	278748062	+	278742939	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G161900	Chr4B	323784751	323791926	+	323788338	Chr4B	277691327	277698502	-	277694914	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G162000	Chr4B	323792487	323808637	-	323800562	Chr4B	277675117	277690766	+	277682941	0.999	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B02G162100	Chr4B	324420802	324427019	-	324423910	Chr4B	277030570	277036786	+	277033678	1.0	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B02G162200	Chr4B	324973062	324982425	-	324977743	Chr4B	276475268	276484923	+	276480095	1.0	0.909	rearrangement:Chr4B_block1
gene:TraesCS4B02G162400	Chr4B	327191634	327191744	+	327191689	Chr4B	274342415	274342525	-	274342470	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G162500	Chr4B	327516570	327538631	+	327527600	Chr4B	273973705	273995632	-	273984668	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G162600	Chr4B	328106677	328115861	+	328111269	Chr4B	273408923	273418107	-	273413515	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G162700	Chr4B	328327913	328329728	+	328328820	Chr4B	273194931	273196746	-	273195838	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G162800	Chr4B	329157791	329166390	-	329162090	Chr4B	272360559	272369130	+	272364844	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G162900	Chr4B	329813047	329816986	-	329815016	Chr4B	271702545	271706484	+	271704514	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G163000	Chr4B	330766995	330768750	-	330767872	Chr4B	270737093	270738848	+	270737970	1.0	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B02G163100	Chr4B	330774949	330793177	-	330784063	Chr4B	270712572	270730800	+	270721686	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G163300	Chr4B	333370978	333374059	+	333372518	Chr4B	268200404	268203485	-	268201944	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G163400	Chr4B	333758080	333759501	+	333758790	Chr4B	267811893	267813314	-	267812603	1.0	0.998	rearrangement:Chr4B_block1
gene:TraesCS4B02G163500	Chr4B	334077087	334106114	+	334091600	Chr4B	267465113	267493633	-	267479373	0.997	0.997	rearrangement:Chr4B_block1
gene:TraesCS4B02G163600	Chr4B	334213416	334214924	-	334214170	Chr4B	267357563	267359071	+	267358317	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G163700	Chr4B	335937741	335945119	-	335941430	Chr4B	265636434	265643812	+	265640123	1.0	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B02G163800	Chr4B	338424406	338428017	+	338426211	Chr4B	263152946	263156281	-	263154613	1.0	1.0	rearrangement:Chr4B_block1
