gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS7A02G000100	Chr7A	238043	241215	+	239629	Chr7A	2947734	2950906	+	2949320	1.0	1.0	collinear
gene:TraesCS7A02G000200	Chr7A	242359	246258	-	244308	Chr7A	2952050	2955948	-	2953999	1.0	1.0	collinear
gene:TraesCS7A02G000300	Chr7A	250565	253987	+	252276	Chr7A	2960254	2963676	+	2961965	1.0	1.0	collinear
gene:TraesCS7A02G000400	Chr7A	289316	290626	+	289971	Chr7A	2999527	3000840	+	3000183	1.0	1.0	collinear
gene:TraesCS7A02G000600	Chr7A	331413	332217	+	331815	Chr7A	3041708	3042512	+	3042110	1.0	1.0	collinear
gene:TraesCS7A02G000700	Chr7A	342962	346248	-	344605	Chr7A	3053317	3056603	-	3054960	1.0	1.0	collinear
gene:TraesCS7A02G000800	Chr7A	463692	465671	-	464681	Chr7A	3173093	3175072	-	3174082	1.0	1.0	collinear
gene:TraesCS7A02G000900	Chr7A	631804	635718	+	633761	Chr7A	3350273	3354186	+	3352229	1.0	0.999	collinear
gene:TraesCS7A02G000936	Chr7A	643174	655611	-	649392	Chr7A	3361641	3374078	-	3367859	1.0	0.999	collinear
gene:TraesCS7A02G001000	Chr7A	665160	680522	-	672841	Chr7A	3383629	3396949	-	3390289	1.0	1.0	collinear
gene:TraesCS7A02G001100	Chr7A	760723	764116	-	762419	Chr7A	3477014	3480407	-	3478710	1.0	1.0	collinear
gene:TraesCS7A02G001121	Chr7A	785611	786054	-	785832	Chr7A	3502974	3503417	-	3503195	1.0	1.0	collinear
gene:TraesCS7A02G001200	Chr7A	976470	983181	+	979825	Chr7A	3703507	3710218	+	3706862	1.0	1.0	collinear
gene:TraesCS7A02G001300	Chr7A	1128397	1129068	+	1128732	Chr7A	3854101	3854772	+	3854436	1.0	1.0	collinear
gene:TraesCS7A02G001400	Chr7A	1180399	1182394	+	1181396	Chr7A	3894711	3896706	+	3895708	1.0	0.999	collinear
gene:TraesCS7A02G001500	Chr7A	1273203	1274422	+	1273812	Chr7A	3988994	3990213	+	3989603	1.0	1.0	collinear
gene:TraesCS7A02G001600	Chr7A	1277396	1277831	-	1277613	Chr7A	3993187	3993622	-	3993404	1.0	1.0	collinear
gene:TraesCS7A02G001700	Chr7A	1280349	1295461	-	1287905	Chr7A	3996140	4011159	-	4003649	1.0	0.999	collinear
gene:TraesCS7A02G001800	Chr7A	1316001	1316821	-	1316411	Chr7A	4031267	4032087	-	4031677	1.0	1.0	collinear
gene:TraesCS7A02G001900	Chr7A	1320275	1322055	-	1321165	Chr7A	4035541	4037321	-	4036431	1.0	1.0	collinear
gene:TraesCS7A02G002600	Chr7A	1521562	1524436	+	1522999	Chr7A	4091773	4094647	+	4093210	1.0	1.0	collinear
gene:TraesCS7A02G002700	Chr7A	1690697	1692368	+	1691532	Chr7A	4269339	4271010	+	4270174	1.0	1.0	collinear
gene:TraesCS7A02G002800	Chr7A	1695250	1700497	+	1697873	Chr7A	4275960	4279508	+	4277734	0.904	0.904	collinear
gene:TraesCS7A02G002900	Chr7A	1702072	1711505	-	1706788	Chr7A	4281083	4290516	-	4285799	1.0	1.0	collinear
gene:TraesCS7A02G003000	Chr7A	1712778	1718449	+	1715613	Chr7A	4291789	4297460	+	4294624	1.0	1.0	collinear
gene:TraesCS7A02G003100	Chr7A	1718979	1724204	-	1721591	Chr7A	4297990	4303215	-	4300602	1.0	1.0	collinear
gene:TraesCS7A02G003200	Chr7A	1742688	1748575	-	1745631	Chr7A	4321163	4327050	-	4324106	1.0	1.0	collinear
gene:TraesCS7A02G010400	Chr7A	4742410	4745345	+	4743877	Chr7A	10948760	10951481	-	10950120	0.915	0.908	collinear
gene:TraesCS7A02G012100	Chr7A	5351283	5354030	-	5352656	Chr7A	10207670	10210416	+	10209043	0.999	0.993	collinear
gene:TraesCS7A02G012300	Chr7A	5365931	5367761	-	5366846	Chr7A	10195307	10197137	+	10196222	1.0	0.992	collinear
gene:TraesCS7A02G012400	Chr7A	5419326	5421181	+	5420253	Chr7A	10128476	10130331	-	10129403	1.0	0.994	collinear
gene:TraesCS7A02G012700	Chr7A	5609948	5613152	+	5611550	Chr7A	9758551	9761600	-	9760075	0.949	0.915	collinear
gene:TraesCS7A02G012900	Chr7A	5678988	5681323	+	5680155	Chr7A	10813435	10815752	+	10814593	0.993	0.986	collinear
gene:TraesCS7A02G013300	Chr7A	5910601	5911795	+	5911198	Chr7A	9746386	9747580	-	9746983	1.0	0.996	collinear
gene:TraesCS7A02G013600	Chr7A	6276854	6277858	+	6277356	Chr7A	9771568	9772572	-	9772070	1.0	0.979	collinear
gene:TraesCS7A02G013700	Chr7A	6297519	6300866	+	6299192	Chr7A	9495965	9499309	-	9497637	1.0	0.979	collinear
gene:TraesCS7A02G013800	Chr7A	6302330	6305228	-	6303779	Chr7A	9472129	9475024	+	9473576	1.0	0.977	collinear
