gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS5B02G001600	Chr5B	2558977	2563902	-	2561439	Chr5B	1789264	1794184	+	1791724	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G001700	Chr5B	2570828	2574624	-	2572726	Chr5B	1778542	1782338	+	1780440	1.0	0.999	rearrangement:Chr5B_block1
gene:TraesCS5B02G001800	Chr5B	2581312	2585281	+	2583296	Chr5B	1767529	1771498	-	1769513	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G001900	Chr5B	2612913	2614391	-	2613652	Chr5B	1738278	1739756	+	1739017	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002000	Chr5B	2805491	2806938	+	2806214	Chr5B	1549687	1551134	-	1550410	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002100	Chr5B	2883487	2884992	+	2884239	Chr5B	1471885	1473390	-	1472637	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G111900	Chr5B	170583165	170619236	+	170601200	Chr5B	196333864	196369681	-	196351772	1.0	1.0	rearrangement:Chr5B_block3
gene:TraesCS5B02G112000	Chr5B	170659534	170660408	+	170659971	Chr5B	196293692	196294566	-	196294129	1.0	0.993	rearrangement:Chr5B_block3
gene:TraesCS5B02G112100	Chr5B	172623847	172634573	-	172629210	Chr5B	194297876	194308594	+	194303235	0.998	0.998	rearrangement:Chr5B_block3
gene:TraesCS5B02G112200	Chr5B	173855526	173858280	+	173856903	Chr5B	193178891	193181645	-	193180268	1.0	0.998	rearrangement:Chr5B_block3
gene:TraesCS5B02G112300	Chr5B	174866850	174900279	-	174883564	Chr5B	192119634	192152653	+	192136143	1.0	1.0	rearrangement:Chr5B_block3
gene:TraesCS5B02G112800	Chr5B	177183624	177199346	-	177191485	Chr5B	175678310	175691984	-	175685147	0.99	0.988	rearrangement:Chr5B_block2
gene:TraesCS5B02G112900	Chr5B	177640656	177650146	+	177645401	Chr5B	176128073	176137569	+	176132821	1.0	0.998	rearrangement:Chr5B_block2
gene:TraesCS5B02G113000	Chr5B	179220789	179226415	-	179223602	Chr5B	177726467	177732093	-	177729280	1.0	0.999	rearrangement:Chr5B_block2
gene:TraesCS5B02G113300	Chr5B	179794754	179798491	-	179796622	Chr5B	178286719	178290563	-	178288641	1.0	0.953	rearrangement:Chr5B_block2
gene:TraesCS5B02G113400	Chr5B	180022325	180046057	-	180034191	Chr5B	178568215	178591497	-	178579856	1.0	0.998	rearrangement:Chr5B_block2
gene:TraesCS5B02G113500	Chr5B	181468615	181477829	+	181473222	Chr5B	180001633	180010860	+	180006246	1.0	0.999	rearrangement:Chr5B_block2
gene:TraesCS5B02G113600	Chr5B	181615804	181616299	-	181616051	Chr5B	180156267	180156762	-	180156514	1.0	0.994	rearrangement:Chr5B_block2
gene:TraesCS5B02G113700	Chr5B	182464102	182478658	+	182471380	Chr5B	181305731	181320152	+	181312941	1.0	0.999	rearrangement:Chr5B_block2
gene:TraesCS5B02G115700	Chr5B	196236948	196238893	+	196237920	Chr5B	219749090	219751035	+	219750062	1.0	0.999	rearrangement:Chr5B_block4
gene:TraesCS5B02G115900	Chr5B	196465961	196471522	+	196468741	Chr5B	220011389	220016949	+	220014169	1.0	0.999	rearrangement:Chr5B_block4
gene:TraesCS5B02G116200	Chr5B	198027852	198029066	-	198028459	Chr5B	221730957	221732171	-	221731564	1.0	0.999	rearrangement:Chr5B_block4
gene:TraesCS5B02G116300	Chr5B	198029550	198033049	-	198031299	Chr5B	221732655	221736157	-	221734406	1.0	0.999	rearrangement:Chr5B_block4
gene:TraesCS5B02G116400	Chr5B	198416532	198417472	+	198417002	Chr5B	222154739	222155662	+	222155200	0.979	0.976	rearrangement:Chr5B_block4
gene:TraesCS5B02G116500	Chr5B	198416588	198421636	-	198419112	Chr5B	222154795	222159826	-	222157310	0.995	0.995	rearrangement:Chr5B_block4
gene:TraesCS5B02G118800	Chr5B	209288933	209291777	-	209290355	Chr5B	207913685	207916529	+	207915107	1.0	0.999	rearrangement:Chr5B_block6
gene:TraesCS5B02G118900	Chr5B	209632259	209637066	-	209634662	Chr5B	207556018	207560826	+	207558422	1.0	0.999	rearrangement:Chr5B_block6
gene:TraesCS5B02G119000	Chr5B	209644902	209651812	-	209648357	Chr5B	207541327	207548181	+	207544754	1.0	0.999	rearrangement:Chr5B_block6
gene:TraesCS5B02G119100	Chr5B	210167304	210168098	-	210167701	Chr5B	207032900	207033694	+	207033297	1.0	1.0	rearrangement:Chr5B_block6
gene:TraesCS5B02G119200	Chr5B	210734411	210735556	+	210734983	Chr5B	206469724	206470869	-	206470296	1.0	0.998	rearrangement:Chr5B_block6
gene:TraesCS5B02G119300	Chr5B	211145770	211147394	+	211146582	Chr5B	206047985	206049609	-	206048797	1.0	0.998	rearrangement:Chr5B_block6
gene:TraesCS5B02G119400	Chr5B	211582549	211590136	+	211586342	Chr5B	205603483	205611070	-	205607276	1.0	1.0	rearrangement:Chr5B_block6
gene:TraesCS5B02G119500	Chr5B	211733944	211738654	+	211736299	Chr5B	205464753	205469448	-	205467100	1.0	1.0	rearrangement:Chr5B_block6
gene:TraesCS5B02G119600	Chr5B	211739093	211739284	-	211739188	Chr5B	205464123	205464314	+	205464218	1.0	1.0	rearrangement:Chr5B_block6
gene:TraesCS5B02G119700	Chr5B	212189442	212193483	+	212191462	Chr5B	205017420	205021460	-	205019440	1.0	1.0	rearrangement:Chr5B_block6
gene:TraesCS5B02G119800	Chr5B	212389487	212406943	+	212398215	Chr5B	204785361	204802487	-	204793924	1.0	0.998	rearrangement:Chr5B_block6
gene:TraesCS5B02G119900	Chr5B	212629864	212634220	+	212632042	Chr5B	204526617	204530975	-	204528796	0.999	0.999	rearrangement:Chr5B_block6
gene:TraesCS5B02G120000	Chr5B	212634917	212636332	-	212635624	Chr5B	204524505	204525920	+	204525212	1.0	0.999	rearrangement:Chr5B_block6
gene:TraesCS5B02G120100	Chr5B	212784069	212797800	+	212790934	Chr5B	204368248	204381932	-	204375090	1.0	1.0	rearrangement:Chr5B_block6
gene:TraesCS5B02G120200	Chr5B	212790249	212801266	-	212795757	Chr5B	204364610	204375775	+	204370192	1.0	0.999	rearrangement:Chr5B_block6
gene:TraesCS5B02G120300	Chr5B	213248360	213252780	+	213250570	Chr5B	203905987	203910404	-	203908195	0.999	0.999	rearrangement:Chr5B_block6
gene:TraesCS5B02G120400	Chr5B	213252280	213258565	-	213255422	Chr5B	203900203	203906487	+	203903345	1.0	0.999	rearrangement:Chr5B_block6
gene:TraesCS5B02G120500	Chr5B	213471491	213478696	-	213475093	Chr5B	203690435	203697640	+	203694037	1.0	0.999	rearrangement:Chr5B_block6
gene:TraesCS5B02G120600	Chr5B	214107518	214127026	+	214117272	Chr5B	203028419	203048104	-	203038261	1.0	1.0	rearrangement:Chr5B_block6
gene:TraesCS5B02G120700	Chr5B	214127461	214131059	+	214129260	Chr5B	203024386	203027984	-	203026185	1.0	0.999	rearrangement:Chr5B_block6
gene:TraesCS5B02G120800	Chr5B	214261197	214263646	-	214262421	Chr5B	202894275	202896725	+	202895500	1.0	0.999	rearrangement:Chr5B_block6
gene:TraesCS5B02G120900	Chr5B	214929647	214944227	-	214936937	Chr5B	202243130	202257917	+	202250523	1.0	1.0	rearrangement:Chr5B_block6
gene:TraesCS5B02G121000	Chr5B	215872825	215890731	+	215881778	Chr5B	201244426	201262273	-	201253349	0.998	0.998	rearrangement:Chr5B_block5
gene:TraesCS5B02G121100	Chr5B	216392658	216393155	+	216392906	Chr5B	200727167	200727664	-	200727415	1.0	1.0	rearrangement:Chr5B_block5
gene:TraesCS5B02G121200	Chr5B	216394244	216399179	-	216396711	Chr5B	200721143	200726078	+	200723610	1.0	0.998	rearrangement:Chr5B_block5
gene:TraesCS5B02G121300	Chr5B	216399368	216404020	+	216401694	Chr5B	200716307	200720954	-	200718630	0.997	0.997	rearrangement:Chr5B_block5
gene:TraesCS5B02G121400	Chr5B	216649842	216653719	+	216651780	Chr5B	200462423	200466301	-	200464362	1.0	0.999	rearrangement:Chr5B_block5
gene:TraesCS5B02G121500	Chr5B	216653222	216659535	-	216656378	Chr5B	200456607	200462920	+	200459763	1.0	0.999	rearrangement:Chr5B_block5
gene:TraesCS5B02G121600	Chr5B	216829243	216863351	-	216846297	Chr5B	200251570	200286473	+	200269021	0.999	0.997	rearrangement:Chr5B_block5
gene:TraesCS5B02G121700	Chr5B	217608367	217622913	-	217615640	Chr5B	199472848	199487392	+	199480120	1.0	1.0	rearrangement:Chr5B_block5
gene:TraesCS5B02G121800	Chr5B	217623630	217625547	+	217624588	Chr5B	199470216	199472130	-	199471173	0.998	0.996	rearrangement:Chr5B_block5
gene:TraesCS5B02G121900	Chr5B	217905076	217915524	+	217910300	Chr5B	199188491	199198948	-	199193719	1.0	0.999	rearrangement:Chr5B_block5
gene:TraesCS5B02G122000	Chr5B	218208104	218221911	-	218215007	Chr5B	198882461	198896173	+	198889317	0.996	0.996	rearrangement:Chr5B_block5
gene:TraesCS5B02G000100	Chr5B	16235	21357	+	18796	Chr5B	7117279	7122427	+	7119853	0.998	0.981	collinear
gene:TraesCS5B02G000400	Chr5B	210112	215729	+	212920	Chr5B	6040896	6046519	-	6043707	0.998	0.996	collinear
gene:TraesCS5B02G000500	Chr5B	216278	219412	-	217845	Chr5B	6037220	6040374	+	6038797	0.991	0.972	collinear
gene:TraesCS5B02G000600	Chr5B	229215	233600	+	231407	Chr5B	6016286	6020568	-	6018427	0.999	0.993	collinear
gene:TraesCS5B02G000800	Chr5B	655778	658708	-	657243	Chr5B	6634674	6637613	+	6636143	1.0	0.989	collinear
gene:TraesCS5B02G000900	Chr5B	756821	758672	+	757746	Chr5B	6619146	6620999	-	6620072	1.0	0.994	collinear
gene:TraesCS5B02G001100	Chr5B	860861	865647	-	863254	Chr5B	6491516	6496418	+	6493967	1.0	0.984	collinear
gene:TraesCS5B02G001300	Chr5B	1579405	1579728	+	1579566	Chr5B	5458797	5459120	-	5458958	1.0	0.993	collinear
gene:TraesCS5B02G001400	Chr5B	1741674	1747002	-	1744338	Chr5B	2677878	2683206	+	2680542	1.0	0.999	collinear
gene:TraesCS5B02G001500	Chr5B	1748923	1752849	+	1750886	Chr5B	2672031	2675957	-	2673994	1.0	1.0	collinear
gene:TraesCS5B02G004200	Chr5B	6217631	6220820	-	6219225	Chr5B	7759714	7763048	-	7761381	1.0	0.995	collinear
gene:TraesCS5B02G004300	Chr5B	6364821	6368699	-	6366760	Chr5B	7844018	7847892	-	7845955	1.0	0.989	collinear
gene:TraesCS5B02G004400	Chr5B	6393220	6407926	+	6400573	Chr5B	7872412	7887267	+	7879839	1.0	0.98	collinear
gene:TraesCS5B02G004500	Chr5B	6418315	6422013	-	6420164	Chr5B	7897825	7901523	-	7899674	1.0	1.0	collinear
gene:TraesCS5B02G004600	Chr5B	6467080	6476016	+	6471548	Chr5B	7946422	7955103	+	7950762	1.0	1.0	collinear
gene:TraesCS5B02G004700	Chr5B	6501236	6502261	+	6501748	Chr5B	7980055	7981080	+	7980567	1.0	1.0	collinear
gene:TraesCS5B02G004800	Chr5B	6570469	6587252	+	6578860	Chr5B	8050907	8067682	+	8059294	1.0	1.0	collinear
gene:TraesCS5B02G004900	Chr5B	6622837	6626116	+	6624476	Chr5B	8098388	8101667	+	8100027	1.0	0.999	collinear
gene:TraesCS5B02G005000	Chr5B	6645267	6648830	+	6647048	Chr5B	8120669	8124108	+	8122388	0.998	0.975	collinear
gene:TraesCS5B02G005100	Chr5B	6650056	6654556	+	6652306	Chr5B	8124993	8129007	+	8127000	0.965	0.945	collinear
gene:TraesCS5B02G005500	Chr5B	6968208	6970169	+	6969188	Chr5B	8905626	8907593	-	8906609	1.0	0.98	collinear
gene:TraesCS5B02G005600	Chr5B	6965525	6975517	+	6970521	Chr5B	9570779	9589936	+	9580357	1.0	0.99	collinear
gene:TraesCS5B02G005700	Chr5B	7021141	7026614	-	7023877	Chr5B	9633443	9638916	-	9636179	1.0	0.999	collinear
gene:TraesCS5B02G005755	Chr5B	7068359	7071536	-	7069947	Chr5B	9680505	9682867	-	9681686	0.992	0.992	collinear
gene:TraesCS5B02G005800	Chr5B	7119761	7120042	-	7119901	Chr5B	9730845	9731126	-	9730985	1.0	1.0	collinear
gene:TraesCS5B02G005900	Chr5B	7148738	7149225	-	7148981	Chr5B	9760346	9760833	-	9760589	1.0	1.0	collinear
gene:TraesCS5B02G006000	Chr5B	7184206	7184957	-	7184581	Chr5B	9795491	9796242	-	9795866	1.0	1.0	collinear
gene:TraesCS5B02G006100	Chr5B	7304012	7304699	-	7304355	Chr5B	9916025	9916712	-	9916368	1.0	1.0	collinear
gene:TraesCS5B02G006200	Chr5B	7354948	7355435	-	7355191	Chr5B	9967240	9967727	-	9967483	1.0	0.997	collinear
gene:TraesCS5B02G006300	Chr5B	7382778	7383265	-	7383021	Chr5B	9994813	9995300	-	9995056	1.0	1.0	collinear
gene:TraesCS5B02G006400	Chr5B	7541069	7545930	-	7543499	Chr5B	10150051	10154549	-	10152300	0.97	0.97	collinear
gene:TraesCS5B02G006500	Chr5B	7706077	7709832	-	7707954	Chr5B	10312824	10316579	-	10314701	1.0	0.999	collinear
gene:TraesCS5B02G006600	Chr5B	7936224	7944965	-	7940594	Chr5B	10549306	10558046	-	10553676	1.0	1.0	collinear
gene:TraesCS5B02G006700	Chr5B	7995392	8007460	-	8001426	Chr5B	10608315	10620287	-	10614301	1.0	1.0	collinear
gene:TraesCS5B02G006800	Chr5B	8086615	8096868	+	8091741	Chr5B	10699333	10709586	+	10704459	1.0	0.999	collinear
gene:TraesCS5B02G006900	Chr5B	8171350	8176122	+	8173736	Chr5B	10760137	10764909	+	10762523	1.0	1.0	collinear
gene:TraesCS5B02G007000	Chr5B	8185879	8188188	-	8187033	Chr5B	10774717	10777028	-	10775872	1.0	1.0	collinear
gene:TraesCS5B02G007100	Chr5B	8342582	8344606	+	8343594	Chr5B	10929611	10931635	+	10930623	1.0	1.0	collinear
gene:TraesCS5B02G007200	Chr5B	8351751	8353860	+	8352805	Chr5B	10938779	10940888	+	10939833	1.0	0.999	collinear
gene:TraesCS5B02G007300	Chr5B	8374524	8379358	-	8376941	Chr5B	10961552	10966386	-	10963969	1.0	1.0	collinear
gene:TraesCS5B02G007400	Chr5B	8523932	8537816	+	8530874	Chr5B	11107026	11121099	+	11114062	1.0	1.0	collinear
gene:TraesCS5B02G007500	Chr5B	8538379	8545008	-	8541693	Chr5B	11121662	11128291	-	11124976	1.0	1.0	collinear
gene:TraesCS5B02G007600	Chr5B	8875269	8877667	-	8876468	Chr5B	11445365	11447772	-	11446568	1.0	1.0	collinear
gene:TraesCS5B02G007800	Chr5B	8905295	8919306	-	8912300	Chr5B	11475400	11489411	-	11482405	1.0	1.0	collinear
gene:TraesCS5B02G007900	Chr5B	8933272	8935785	-	8934528	Chr5B	11506792	11509305	-	11508048	1.0	1.0	collinear
gene:TraesCS5B02G008000	Chr5B	8936244	8937011	-	8936627	Chr5B	11509764	11510531	-	11510147	1.0	1.0	collinear
gene:TraesCS5B02G008100	Chr5B	8945172	8946074	-	8945623	Chr5B	11518897	11519799	-	11519348	1.0	1.0	collinear
gene:TraesCS5B02G008200	Chr5B	9009416	9010239	+	9009827	Chr5B	11583191	11584014	+	11583602	1.0	0.998	collinear
gene:TraesCS5B02G008300	Chr5B	9040754	9040975	+	9040864	Chr5B	11614527	11614748	+	11614637	1.0	1.0	collinear
gene:TraesCS5B02G008400	Chr5B	9044522	9047785	+	9046153	Chr5B	11618295	11621557	+	11619926	1.0	1.0	collinear
gene:TraesCS5B02G008600	Chr5B	9222282	9225823	-	9224052	Chr5B	11791629	11795170	-	11793399	1.0	0.999	collinear
gene:TraesCS5B02G008700	Chr5B	9243595	9244008	+	9243801	Chr5B	11813009	11813422	+	11813215	1.0	1.0	collinear
gene:TraesCS5B02G008800	Chr5B	9261235	9263380	+	9262307	Chr5B	11830436	11832581	+	11831508	1.0	1.0	collinear
gene:TraesCS5B02G008900	Chr5B	9263459	9267479	-	9265469	Chr5B	11832660	11836680	-	11834670	1.0	1.0	collinear
gene:TraesCS5B02G009200	Chr5B	9298645	9299536	+	9299090	Chr5B	11857901	11858792	+	11858346	1.0	1.0	collinear
gene:TraesCS5B02G009300	Chr5B	9302014	9303513	+	9302763	Chr5B	11861270	11862769	+	11862019	1.0	1.0	collinear
gene:TraesCS5B02G009400	Chr5B	9332838	9334688	-	9333763	Chr5B	11892040	11893890	-	11892965	1.0	1.0	collinear
gene:TraesCS5B02G009500	Chr5B	9356180	9359093	+	9357636	Chr5B	11914749	11917662	+	11916205	1.0	1.0	collinear
gene:TraesCS5B02G009600	Chr5B	9416856	9418777	+	9417816	Chr5B	11976036	11977957	+	11976996	1.0	1.0	collinear
gene:TraesCS5B02G009800	Chr5B	9523414	9524244	-	9523829	Chr5B	12081977	12082807	-	12082392	1.0	0.998	collinear
gene:TraesCS5B02G009900	Chr5B	9539104	9539973	+	9539538	Chr5B	12097667	12098536	+	12098101	1.0	1.0	collinear
gene:TraesCS5B02G010000	Chr5B	9669444	9672795	-	9671119	Chr5B	12223210	12226561	-	12224885	1.0	1.0	collinear
gene:TraesCS5B02G010100	Chr5B	9807726	9816838	+	9812282	Chr5B	12361193	12370701	+	12365947	1.0	1.0	collinear
gene:TraesCS5B02G010200	Chr5B	10059659	10063814	-	10061736	Chr5B	12614034	12618386	-	12616210	1.0	0.999	collinear
gene:TraesCS5B02G010300	Chr5B	10168182	10174233	-	10171207	Chr5B	12723007	12729059	-	12726033	1.0	1.0	collinear
gene:TraesCS5B02G010400	Chr5B	10261716	10265365	-	10263540	Chr5B	12815793	12819442	-	12817617	1.0	1.0	collinear
gene:TraesCS5B02G010500	Chr5B	10346311	10347569	+	10346940	Chr5B	12901951	12903209	+	12902580	1.0	0.999	collinear
gene:TraesCS5B02G010600	Chr5B	10429378	10432090	+	10430734	Chr5B	12985800	12988512	+	12987156	1.0	1.0	collinear
gene:TraesCS5B02G010700	Chr5B	10438285	10442125	-	10440205	Chr5B	12994776	12998616	-	12996696	1.0	1.0	collinear
gene:TraesCS5B02G010800	Chr5B	10442174	10450187	-	10446180	Chr5B	12998665	13006670	-	13002667	1.0	0.996	collinear
gene:TraesCS5B02G010900	Chr5B	10524697	10527179	-	10525938	Chr5B	13079674	13082156	-	13080915	1.0	1.0	collinear
gene:TraesCS5B02G011000	Chr5B	11042981	11043433	+	11043207	Chr5B	13609291	13609743	+	13609517	1.0	0.997	collinear
gene:TraesCS5B02G011100	Chr5B	11071628	11072083	+	11071855	Chr5B	13638164	13638619	+	13638391	1.0	1.0	collinear
gene:TraesCS5B02G011200	Chr5B	11074579	11076006	+	11075292	Chr5B	13641115	13642542	+	13641828	1.0	0.999	collinear
