gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity	segment
gene:TraesCS4B03G0000500	Chr4B	630437	634424	+	632430	Chr4B	3573623	3577597	-	3575610	1.0	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B03G0000600	Chr4B	635301	639416	-	637358	Chr4B	3568859	3572744	+	3570801	0.915	0.915	rearrangement:Chr4B_block1
gene:TraesCS4B03G0000700	Chr4B	689726	690943	+	690334	Chr4B	3516946	3518160	-	3517553	0.985	0.969	rearrangement:Chr4B_block1
gene:TraesCS4B03G0000900	Chr4B	691894	697186	-	694540	Chr4B	3510197	3515524	+	3512860	1.0	0.987	rearrangement:Chr4B_block1
gene:TraesCS4B03G0001100	Chr4B	707693	710911	+	709302	Chr4B	3486897	3490115	-	3488506	1.0	0.998	rearrangement:Chr4B_block1
gene:TraesCS4B03G0001400	Chr4B	754576	755193	+	754884	Chr4B	3440536	3441153	-	3440844	1.0	0.995	rearrangement:Chr4B_block1
gene:TraesCS4B03G0001500	Chr4B	816760	817386	-	817073	Chr4B	3390215	3390841	+	3390528	1.0	0.984	rearrangement:Chr4B_block1
gene:TraesCS4B03G0001700	Chr4B	849504	850496	-	850000	Chr4B	3346485	3347477	+	3346981	1.0	0.994	rearrangement:Chr4B_block1
gene:TraesCS4B03G0001800	Chr4B	871710	872102	+	871906	Chr4B	3288914	3289306	-	3289110	1.0	0.984	rearrangement:Chr4B_block1
gene:TraesCS4B03G0001900	Chr4B	895192	896810	+	896001	Chr4B	3264479	3266025	-	3265252	0.943	0.919	rearrangement:Chr4B_block1
gene:TraesCS4B03G0002000	Chr4B	895341	896708	-	896024	Chr4B	3264509	3265876	+	3265192	1.0	0.968	rearrangement:Chr4B_block1
gene:TraesCS4B03G0002100	Chr4B	902508	905787	+	904147	Chr4B	3259946	3263226	-	3261586	1.0	0.998	rearrangement:Chr4B_block1
gene:TraesCS4B03G0002200	Chr4B	1124957	1126970	+	1125963	Chr4B	3050775	3052788	-	3051781	1.0	0.998	rearrangement:Chr4B_block1
gene:TraesCS4B03G0002400	Chr4B	1138844	1139764	+	1139304	Chr4B	3037925	3038845	-	3038385	1.0	0.994	rearrangement:Chr4B_block1
gene:TraesCS4B03G0002500	Chr4B	1141387	1143114	-	1142250	Chr4B	3034556	3036266	+	3035411	1.0	0.996	rearrangement:Chr4B_block1
gene:TraesCS4B03G0002700	Chr4B	1144783	1145893	+	1145338	Chr4B	3031715	3032887	-	3032301	0.996	0.924	rearrangement:Chr4B_block1
gene:TraesCS4B03G0002900	Chr4B	1291719	1293491	+	1292605	Chr4B	2914729	2916499	-	2915614	0.998	0.997	collinear
gene:TraesCS4B03G0003100	Chr4B	1304995	1306038	+	1305516	Chr4B	2902209	2903252	-	2902730	0.997	0.968	collinear
gene:TraesCS4B03G0003200	Chr4B	1322700	1324740	+	1323720	Chr4B	2883474	2885409	-	2884441	0.98	0.97	collinear
gene:TraesCS4B03G0003300	Chr4B	1336993	1338899	+	1337946	Chr4B	2786257	2788167	-	2787212	1.0	0.993	collinear
gene:TraesCS4B03G0003400	Chr4B	1351991	1352386	-	1352188	Chr4B	2781545	2781931	+	2781738	0.977	0.972	collinear
gene:TraesCS4B03G0003600	Chr4B	1386123	1388841	+	1387482	Chr4B	2736389	2739111	-	2737750	1.0	0.995	collinear
gene:TraesCS4B03G0003700	Chr4B	1405651	1408832	+	1407241	Chr4B	2726111	2729325	-	2727718	0.98	0.927	collinear
gene:TraesCS4B03G0003800	Chr4B	1685750	1687075	+	1686412	Chr4B	2143964	2145267	-	2144615	0.969	0.944	collinear
gene:TraesCS4B03G0004200	Chr4B	1757457	1761476	+	1759466	Chr4B	2087402	2091439	-	2089420	1.0	0.992	collinear
gene:TraesCS4B03G0004300	Chr4B	1762923	1767453	+	1765188	Chr4B	2081567	2085940	-	2083753	1.0	0.993	collinear
gene:TraesCS4B03G0004400	Chr4B	1769850	1774224	+	1772037	Chr4B	2074716	2079090	-	2076903	1.0	1.0	collinear
gene:TraesCS4B03G0004500	Chr4B	1775068	1779099	+	1777083	Chr4B	2069841	2073872	-	2071856	1.0	0.999	collinear
gene:TraesCS4B03G0004900	Chr4B	1839220	1843075	+	1841147	Chr4B	1989556	1993412	-	1991484	1.0	0.989	collinear
gene:TraesCS4B03G0005300	Chr4B	2021348	2025490	-	2023419	Chr4B	1955392	1959838	+	1957615	0.998	0.991	collinear
gene:TraesCS4B03G0005400	Chr4B	2134054	2136160	+	2135107	Chr4B	1666546	1668650	-	1667598	1.0	0.997	collinear
gene:TraesCS4B03G0006600	Chr4B	2361690	2362465	-	2362077	Chr4B	1471643	1472418	+	1472030	1.0	0.997	collinear
gene:TraesCS4B03G0009200	Chr4B	3875185	3875885	+	3875535	Chr4B	577572	578272	-	577922	1.0	0.984	collinear
gene:TraesCS4B03G0009300	Chr4B	3880766	3883099	+	3881932	Chr4B	570495	572667	-	571581	1.0	0.994	collinear
gene:TraesCS4B03G0010100	Chr4B	4628508	4631877	-	4630192	Chr4B	4363595	4366963	-	4365279	0.999	0.997	collinear
gene:TraesCS4B03G0011200	Chr4B	5005176	5006735	+	5005955	Chr4B	4424522	4426066	+	4425294	0.99	0.989	collinear
gene:TraesCS4B03G0011300	Chr4B	5013958	5015724	-	5014841	Chr4B	4417132	4418898	-	4418015	1.0	0.997	collinear
gene:TraesCS4B03G0011400	Chr4B	5016147	5018598	+	5017372	Chr4B	4461559	4463956	+	4462757	1.0	0.995	collinear
gene:TraesCS4B03G0011800	Chr4B	5050011	5052020	-	5051015	Chr4B	4506455	4508440	-	4507447	0.98	0.927	collinear
